Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, August 23, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 5115.2 at 2013-08-23T16:46:05. Report at Friday, August 23, 2013. Processed Saturday at 2013-08-24T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,CBA,C'wlth Bank  of Aust,116.139,72.05,-204,75.00,53.75,364.00,f,5.05,7.22,9.0,477.90,15.1,8.9,2.553,20.84,38.6,19.6,,
2,2,BHP,BHP Billiton,114.465,35.64,-150,39.34,30.43,120.68,f,3.39,4.84,7.6,220.38,16.2,-24.4,1.474,13.47,15.9,1.5,,
3,3,WBC,Westpac Banking,97.674,31.47,+21,34.686,23.430,170.00,f,5.40,7.72,6.4,205.00,15.4,4.5,2.113,10.71,35.7,21.4,,
4,4,ANZ,ANZ Banking Grp,81.319,29.64,+5,32.09,23.42,152.00,f,5.13,7.33,3.6,211.20,14.0,4.0,1.973,12.56,26.6,16.5,,
5,5,NAB,National Aust Bank,76.244,32.46,+119,34.37,22.97,183.00,f,5.64,8.05,4.7,192.30,16.9,-2.9,1.741,14.03,37.8,19.9,,
6,6,TLS,Telstra Corp,60.722,4.88,-22,5.15,3.72,28.00,f,5.74,8.20,-,30.70,15.9,-2.9,4.716,.35,34.4,30.7,,
7,7,WES,Wesfarmers,46.150,39.83,-101,44.25,33.63,180.00,f,4.52,6.46,9.1,195.90,20.3,6.4,1.541,4.69,20.6,12.8,,
8,8,WOW,Woolworths,41.921,33.53,+29,36.84,28.333,129.00,f,3.85,5.50,3.3,162.88,20.6,25.6,4.963,2.17,18.0,11.3,,
9,10,CSL,CSL,32.246,66.20,+204,68.00,41.91,105.64,,1.60,1.60,25.6,263.01,25.2,38.8,9.947,4.75,51.8,29.0,,
10,9,WPL,Woodside Petroleum,31.465,38.19,-57,39.35,32.16,155.13,f,4.06,5.80,19.9,368.63,10.4,18.4,2.064,19.62,17.8,.8,,
11,11,RIO,Rio Tinto,26.115,59.93,-15,72.30,48.37,184.67,f,3.08,4.40,15.9,-367.18,-,-38.8,.467,21.06,25.6,-2.8,,
12,12,WDC,Westfield Grp,23.483,10.83,-21,12.55,9.85,49.50,,4.57,4.57,2.3,75.79,14.3,-2.2,1.490,6.90,11.7,8.3,,
13,13,QBE,QBE Insurance Grp,19.522,15.99,-91,17.53,10.02,30.00,f,1.88,2.68,-42.5,37.23,42.9,-1.7,1.776,4.94,25.2,4.0,,
