Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, May 8, 2015,,,,,,,,,,,,,,,,,,,,
"XAO 5635.4 at 2015-05-08T16:42:36. Report at Friday, May 8, 2015. Processed Saturday at 2015-05-09T23:15:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,CBA,C'wlth Bank  of Aust,134.504,82.64,-628,96.69,73.57,416.00,f,5.03,7.19,10.2,552.40,15.0,12.0,2.933,24.46,14.3,28.2,,
2,2,WBC,Westpac Banking,106.242,34.05,-268,40.07,31.33,185.00,f,5.43,7.76,4.6,243.00,14.0,9.8,2.323,11.84,9.7,28.1,,
3,3,BHP,BHP Billiton,100.526,31.30,-120,39.74,26.50,147.02,f,4.70,6.71,11.2,203.47,15.4,12.2,1.152,18.54,-8.1,4.4,,
4,4,ANZ,ANZ Banking Grp,89.479,32.35,-180,37.25,30.47,181.00,f,5.60,7.99,8.5,270.70,12.0,21.3,1.917,15.75,5.0,23.4,,
5,5,NAB,National Aust Bank,85.223,35.20,-161,39.71,31.33,198.00,f,5.62,8.04,4.2,244.10,14.4,-13.8,1.860,15.65,13.3,24.1,,
6,6,TLS,Telstra Corp,75.432,6.17,-7,6.735,5.16,30.00,f,4.86,6.94,5.4,37.60,16.4,24.3,5.465,.41,22.8,27.8,,
7,7,WES,Wesfarmers,49.153,43.74,+10,46.95,39.61,193.94,f,4.43,6.33,4.5,231.34,18.9,-.7,1.887,4.92,5.4,19.7,,
8,8,CSL,CSL,41.935,89.66,-35,96.60,63.77,139.23,,1.55,1.55,17.9,316.08,28.4,9.0,12.542,5.52,29.7,36.1,,
9,9,WOW,Woolworths,34.680,27.38,-162,38.05,27.38,139.00,f,5.08,7.25,3.0,192.40,14.2,3.6,3.490,3.52,-19.3,7.4,,
10,10,WPL,Woodside Petroleum,27.848,33.80,-145,44.23,31.97,303.22,f,8.97,12.82,43.4,357.23,9.5,54.8,1.430,23.42,-9.6,9.6,,
11,11,MQG,Macquarie Grp,26.403,79.18,+51,84.19,54.65,330.00,p,4.17,4.88,32.2,483.86,16.4,55.7,2.202,32.50,34.0,49.4,,
12,12,RIO,Rio Tinto,24.786,58.43,+14,67.89,52.00,256.07,f,4.38,6.26,16.9,430.50,13.6,-19.4,.371,25.82,2.6,4.5,,
13,13,SCG,Scentre Grp,20.126,3.78,+6,4.00,3.07,-,p,-,-,2.8,-,-,-68.1,1.206,3.04,34.2,21.3,,
14,14,WFD,Westfield Corp,19.659,9.46,-5,10.66,6.70,-,,-,-,29.8,-14.18,-,-40.6,2.096,4.54,44.9,23.3,,
15,17,QBE,QBE Insurance Grp,18.881,13.79,+23,14.28,10.13,37.00,f,2.68,3.83,15.6,69.98,19.7,-,1.374,6.46,22.8,6.2,,
16,15,AMP,AMP,18.841,6.37,-18,6.83,5.02,26.00,p,4.08,5.40,13.0,30.30,21.0,29.2,2.310,1.42,29.3,24.9,,
17,16,TCL,Transurban Grp,18.647,9.74,-25,10.42,7.14,37.50,p,3.85,4.16,14.4,3.10,314.2,54.5,3.208,3.23,40.8,27.4,,
18,18,BXB,Brambles,17.111,10.92,-6,11.95,8.74,27.50,p,2.52,2.84,-,39.67,27.5,-12.2,5.891,.65,17.2,21.9,,
19,19,SUN,Suncorp Grp,16.661,12.95,-10,15.08,12.675,78.00,f,6.02,8.60,36.4,63.58,20.4,48.6,1.217,6.12,5.3,27.2,,
20,20,AMC,Amcor,16.200,13.48,-7,14.78,9.88,47.90,,3.55,3.55,17.3,66.03,20.4,52.1,7.170,-.06,32.7,30.8,,
21,21,ORG,Origin Energy,13.792,12.43,-61,16.21,10.28,50.00,,4.02,4.02,-,16.50,75.3,-7.0,.956,6.58,-10.4,4.3,,
22,22,IAG,Insurance Aust Grp,12.879,5.50,-25,6.61,5.47,39.00,f,7.09,9.12,8.3,50.08,11.0,11.9,1.982,1.28,2.9,27.2,,
23,23,RHC,Ramsay Health Care,12.549,62.10,-41,69.22,43.76,91.50,f,1.47,2.10,20.6,161.00,38.6,20.5,7.245,-1.69,34.2,45.3,,
24,26,RMD,ResMed Inc,11.719,8.32,+12,9.84,5.19,11.46,,1.38,1.38,43.7,27.95,29.8,13.9,6.188,-,54.1,39.5,,
25,24,OSH,Oil Search,11.527,7.57,-62,9.88,6.87,12.68,,1.68,1.68,170.5,29.07,26.0,69.5,2.035,3.13,-11.1,7.5,,
26,25,SYD,Sydney Airport,11.502,5.19,-14,5.50,4.05,23.50,,4.53,4.53,4.4,2.67,194.4,-13.8,7.797,-2.77,27.9,30.1,,
27,28,GMG,Goodman Grp,10.904,6.22,-8,6.63,4.98,21.45,,3.45,3.45,6.7,58.36,10.7,7.0,1.773,3.15,28.8,28.4,,
