Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, February 25, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 4924.9 at 2011-02-25T16:36:42. Report at Friday, February 25, 2011. Processed Saturday at 2011-02-26T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton,154.212,45.95,-61,47.63,35.58,94.45,f,2.06,2.94,-9.2,331.41,13.9,6.1,2.664,9.91,14.4,7.7,,
2,2,CBA,C'wlth Bank  of Aust,82.233,53.09,-111,60.00,47.05,302.00,f,5.69,8.13,27.2,350.70,15.1,26.4,2.312,-,4.3,14.6,,
3,3,WBC,Westpac Banking,71.396,23.73,-48,28.43,20.56,139.00,f,5.86,8.37,19.8,214.20,11.1,55.7,1.780,8.96,-3.4,7.0,,
4,4,ANZ,ANZ Banking Grp,62.904,24.23,-66,26.23,19.95,126.00,f,5.20,7.43,23.5,178.90,13.5,17.1,1.842,10.38,10.7,9.9,,
5,5,NAB,National Aust Bank,56.409,26.00,-41,29.03,22.23,152.00,f,5.85,8.35,4.1,191.80,13.6,10.1,1.448,12.63,9.0,3.2,,
6,6,NWS,News Corp,44.322,17.64,-63,20.18,15.40,13.90,,.79,.79,6.9,131.81,13.4,-63.3,.470,-,1.1,-4.3,,
7,7,WES,Wesfarmers,38.543,33.26,-66,35.26,27.09,135.00,f,4.06,5.80,13.6,161.10,20.6,-20.6,1.354,-,11.3,3.5,,
8,8,RIO,Rio Tinto,36.573,83.93,-368,89.04,58.86,111.21,f,1.33,1.89,128.8,718.78,11.7,75.2,.569,18.72,19.9,-6.7,,
9,9,TLS,Telstra Corp,35.089,2.82,-14,3.46,2.55,28.00,f,9.93,14.18,-,26.00,10.8,-5.0,2.698,.36,4.7,-8.1,,
10,10,WPL,Woodside Petroleum,32.840,41.92,-82,48.25,39.63,110.66,f,2.64,3.77,2.5,200.73,20.9,-7.4,2.856,13.93,.4,-7.1,,
11,11,WOW,Woolworths,32.566,26.85,-11,30.18,25.52,119.00,f,4.43,6.33,10.6,164.01,16.4,9.0,4.166,2.03,4.1,1.1,,
12,12,NCM,Newcrest Min,29.559,38.63,-39,43.71,29.73,30.00,,.78,.78,66.7,144.10,26.8,53.0,5.901,13.16,24.1,1.0,,
13,13,WDC,Westfield Grp,22.374,9.69,-18,10.508,9.096,63.56,,6.56,6.56,-56.4,48.14,20.1,20.3,1.332,7.18,9.4,-4.3,,
14,14,FMG,Fortescue Metals Grp,20.233,6.50,-38,7.34,3.28,3.00,,.46,.46,-,31.06,20.9,481.1,11.678,.29,39.8,-6.1,,
15,16,CSL,CSL,19.500,35.80,-6,38.07,30.45,80.00,,2.23,2.30,14.3,170.88,21.0,-4.1,4.626,5.54,6.5,1.2,,
16,15,QBE,QBE Insurance Grp,19.352,18.40,-64,22.24,16.09,128.00,p,6.96,7.48,1.6,144.33,12.7,-6.2,1.879,.49,-8.0,-1.7,,
17,17,ORG,Origin Energy,14.893,16.83,-8,17.30,13.85,50.00,f,2.97,4.24,-,12.00,140.3,8.5,1.302,7.97,3.3,28.1,,
18,19,AXA,AXA Asia Pacific,13.291,6.43,-3,6.46,4.86,18.50,,2.88,2.94,-,29.19,22.0,-4.7,2.978,1.01,4.3,8.3,,
19,18,MQG,Macquarie Grp,13.206,38.08,-125,51.97,33.01,186.00,,4.88,4.88,.5,289.20,13.2,2.9,1.122,25.21,-11.8,-5.9,,
20,20,STO,Santos,12.248,14.01,-26,15.10,11.24,37.00,f,2.64,3.77,-11.9,59.80,23.4,48.3,1.611,-,11.1,8.4,,
21,21,AMP,AMP,11.457,5.47,-13,6.56,4.85,30.00,p,5.48,6.89,-,37.90,14.4,-3.4,3.821,.98,-2.6,-6.0,,
22,22,SUN,Suncorp Grp,11.033,8.61,-12,9.76,7.56,35.00,f,4.07,5.81,-12.5,50.35,17.1,107.0,.791,.01,6.9,-6.9,,
23,23,FGL,Foster's Grp,11.032,5.70,-4,6.44,5.11,27.25,f,4.78,6.83,-,-26.30,-,-1.8,4.063,.54,10.8,7.2,,
24,24,BXB,Brambles,10.140,6.99,-34,7.75,5.11,25.50,p,3.65,3.96,-24.2,35.59,19.6,-21.1,5.294,8.25,4.5,-8.7,,
25,25,CNA,Coal & Allied Ind,10.125,116.94,-174,134.99,78.40,588.00,f,5.03,7.18,15.3,812.60,14.4,-37.4,6.670,.17,56.7,12.6,,
26,27,LEI,Leighton Hldgs,9.306,30.79,-58,39.92,27.61,145.00,f,4.71,6.73,30.4,179.70,17.1,-4.3,3.624,7.60,-14.8,-8.7,,
27,26,ORI,Orica,9.291,25.58,-114,26.93,22.836,95.00,f,3.71,4.89,3.0,370.97,6.9,153.9,2.558,1.44,11.7,2.6,,
28,30,CCL,Coca-Cola Amatil,9.057,11.98,+42,12.74,10.67,48.50,f,4.05,5.78,11.5,66.00,18.2,11.4,4.940,1.64,11.2,12.1,,
29,28,OSH,Oil Search,9.020,6.87,-17,7.20,5.11,4.31,,.63,.63,-8.1,13.97,49.2,13.5,3.276,-,32.6,18.7,,
30,29,SGP,Stockland,9.008,3.78,-3,4.23,3.50,22.80,,6.03,6.03,-35.9,29.00,13.0,-21.1,1.032,3.63,-6.9,-13.4,,
31,31,AMC,Amcor,8.689,7.09,+37,7.18,5.73,34.00,,4.80,4.80,-7.3,25.70,27.6,-,2.107,1.48,28.1,8.1,,
32,32,WRT,Westfield Retail Tr,8.124,2.66,-3,2.75,2.49,-,,-,-,-,-,-,-,-,-,-,-,,
33,34,TCL,Transurban Grp,7.694,5.33,+7,5.45,4.13,25.00,,4.69,4.69,10.3,5.90,90.3,-,1.842,2.73,7.2,-.1,,
34,33,IAG,Insurance Aust Grp,7.630,3.67,-6,4.12,3.22,13.50,f,3.68,5.25,30.0,-3.78,-,-27.0,1.639,1.28,-3.9,3.2,,
35,35,QRN,QR National,7.491,3.07,-3,3.18,2.53,-,,-,-,-,-,-,-,1.104,-,-,-,,
36,37,WOR,WorleyParsons,7.205,29.95,+76,30.19,19.95,76.00,f,2.54,3.32,-18.8,114.10,26.2,-26.3,3.916,.39,25.7,-3.7,,
37,36,IPL,Incitec Pivot,7.052,4.33,-14,4.72,2.54,7.80,,1.80,1.80,77.3,25.30,17.1,20.9,1.953,.37,36.6,-10.0,,
