Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, January 20, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4303.0 at 2012-01-20T16:17:01. Report at Friday, January 20, 2012. Processed Saturday at 2012-01-21T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton,120.374,37.48,+88,49.81,33.68,97.94,f,2.61,3.73,-3.2,399.57,9.4,39.1,2.238,9.90,-13.2,10.1,,
2,2,CBA,C'wlth Bank  of Aust,78.795,49.83,-24,55.77,42.30,320.00,f,6.42,9.17,10.3,395.10,12.6,18.7,2.113,16.82,1.1,30.4,,
3,3,WBC,Westpac Banking,63.159,20.68,-,25.60,17.84,156.00,f,7.54,10.78,12.2,233.00,8.9,5.0,1.447,9.96,-3.3,16.9,,
4,4,ANZ,ANZ Banking Grp,55.966,20.89,-31,25.96,17.63,140.00,f,6.70,9.57,11.1,208.20,10.0,7.6,1.475,11.44,-5.7,23.3,,
5,5,NAB,National Aust Bank,53.455,23.88,+8,28.18,19.64,172.00,f,7.20,10.29,13.2,233.60,10.2,16.9,1.267,13.62,3.8,15.1,,
6,6,NWS,News Corp,46.952,19.15,+53,19.27,13.32,14.33,,.75,.75,-5.5,96.84,19.8,-13.4,1.696,2.41,14.4,17.9,,
7,7,TLS,Telstra Corp,41.435,3.33,+4,3.42,2.57,28.00,f,8.41,12.01,-,26.10,12.8,-16.7,3.371,.36,30.7,5.0,,
8,8,WES,Wesfarmers,35.053,30.24,-16,35.26,26.04,150.00,f,4.96,7.09,20.0,166.70,18.1,22.7,1.381,4.12,-6.9,30.7,,
9,9,WOW,Woolworths,30.550,24.90,-77,27.99,23.21,122.00,f,4.90,7.00,6.1,173.60,14.3,5.1,3.894,1.94,-2.3,.6,,
10,10,RIO,Rio Tinto,29.427,67.53,+232,89.04,58.52,111.75,f,1.65,2.36,128.8,731.53,9.2,75.2,.458,18.81,-18.5,28.8,,
11,11,WPL,Woodside Petroleum,27.385,33.99,+114,50.85,29.76,106.93,f,3.15,4.49,2.5,161.22,21.1,-5.9,2.343,14.06,-16.1,1.6,,
12,12,NCM,Newcrest Min,24.844,32.44,+2,42.680,29.51,30.00,,.92,.92,20.0,126.40,25.7,-6.7,1.791,13.32,-11.0,2.4,,
13,13,WDC,Westfield Grp,19.280,8.35,-12,10.20,7.21,55.76,,6.68,6.68,-13.3,34.66,24.1,19.7,1.147,7.07,-9.8,3.1,,
14,14,CSL,CSL,16.377,31.50,-37,38.07,26.12,80.00,p,2.54,2.56,-,174.01,18.1,6.0,4.494,5.20,-13.2,-3.5,,
15,15,FMG,Fortescue Metals Grp,16.161,5.19,+44,6.99,3.95,7.00,f,1.35,1.68,-,30.60,17.0,89.5,7.129,.73,-17.5,43.8,,
16,16,ORG,Origin Energy,14.728,13.56,+13,17.22,12.00,50.00,f,3.69,5.27,8.8,19.60,69.2,18.8,1.090,6.39,-7.2,5.1,,
17,19,STO,Santos,12.651,13.43,+58,16.90,10.11,30.00,f,2.23,3.19,-11.9,93.40,14.4,48.3,1.664,-,1.7,3.2,,
18,17,QBE,QBE Insurance Grp,12.595,11.29,+29,19.60,9.88,128.00,p,11.34,11.82,-,130.15,8.7,-39.0,1.232,4.26,-30.1,-16.7,,
19,18,AMP,AMP,12.332,4.32,+5,5.82,3.61,30.00,p,6.94,8.28,-,31.40,13.8,-3.4,4.113,.97,-13.8,-.8,,
20,21,BXB,Brambles,10.851,7.33,+22,7.47,5.79,26.00,p,3.55,3.85,4.0,30.63,23.9,-10.1,4.754,.22,6.0,6.9,,
21,20,SUN,Suncorp Grp,10.717,8.33,-3,8.85,6.03,35.00,f,4.20,6.00,-,35.56,23.4,-31.5,.765,6.03,.8,10.8,,
22,24,ORI,Orica,9.297,25.47,+82,28.10,21.34,90.00,f,3.53,4.73,-5.3,173.50,14.7,-9.6,2.399,2.09,4.0,30.4,,
23,22,QRN,QR National,9.004,3.69,-7,3.78,2.71,3.70,,1.00,1.00,-,14.90,24.8,37.7,1.288,2.86,33.4,-,,
24,23,CCL,Coca-Cola Amatil,8.857,11.66,-21,12.47,10.04,50.00,f,4.29,6.13,11.5,58.00,20.1,11.4,4.831,1.56,8.2,13.0,,
25,25,OSH,Oil Search,8.799,6.64,+6,7.64,5.43,3.96,,.60,.60,-8.1,17.31,38.4,13.5,3.195,-,.3,16.3,,
26,27,MQG,Macquarie Grp,8.540,24.50,+104,41.95,19.94,165.00,,6.73,6.73,-,256.28,9.6,-13.1,.716,28.14,-36.2,2.5,,
27,26,AMC,Amcor,8.435,6.99,-22,7.54,5.87,35.00,,5.01,5.01,18.6,29.10,24.0,15.1,2.250,1.37,6.9,17.7,,
28,28,TCL,Transurban Grp,7.910,5.45,-12,5.79,4.54,28.50,p,5.23,5.50,12.5,7.80,69.9,71.1,1.981,2.59,10.0,7.7,,
29,29,SGP,Stockland,7.806,3.37,-4,3.89,2.52,23.70,,7.03,7.03,8.7,31.70,10.6,8.7,.887,3.65,-3.1,5.3,,
30,30,WRT,Westfield Retail Tr,7.605,2.49,-9,2.75,2.18,8.54,,3.43,3.43,-,18.71,13.3,-,-,3.21,-3.0,-,,
31,33,ILU,Iluka Res,7.604,18.16,+184,19.46,8.32,28.00,,1.54,1.54,-,45.20,40.2,-,6.761,2.91,118.9,63.5,,
32,31,LEI,Leighton Hldgs,7.534,22.35,+182,31.374,16.79,60.00,,2.68,3.83,-59.1,-133.10,-,-,3.248,6.43,-26.1,15.0,,
33,32,AGK,AGL Energy,6.783,14.60,-29,15.79,12.50,60.00,f,4.11,5.02,1.7,122.40,11.9,38.6,1.070,6.95,2.1,3.8,,
34,34,WOR,WorleyParsons,6.710,27.76,+128,33.61,21.13,86.00,p,3.10,3.85,13.9,148.30,18.7,2.7,3.614,.65,3.5,26.8,,
35,35,IAG,Insurance Aust Grp,6.154,2.96,-1,3.81,2.74,16.00,f,5.41,7.72,23.1,12.08,24.5,141.6,1.344,1.23,-18.5,-5.5,,
36,36,CWN,Crown,5.973,8.20,+7,9.20,7.45,37.00,p,4.51,5.57,-,44.29,18.5,14.9,1.832,3.14,-,19.3,,
