Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, October 17, 2014,,,,,,,,,,,,,,,,,,,,
"XAO 5260.1 at 2014-10-17T16:37:06. Report at Friday, October 17, 2014. Processed Saturday at 2014-10-18T23:15:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,CBA,C'wlth Bank  of Aust,124.096,76.54,+174,83.92,72.14,401.00,f,5.24,7.48,10.2,533.80,14.3,12.0,2.458,23.49,3.4,21.4,,
2,2,BHP,BHP Billiton,107.270,33.40,+109,39.79,31.905,130.92,f,3.92,5.60,11.2,276.01,12.1,12.2,1.145,15.87,-11.0,-1.8,,
3,3,WBC,Westpac Banking,102.909,33.10,+85,35.99,30.00,178.00,f,5.38,7.68,4.8,230.20,14.4,6.6,2.112,11.13,-.6,20.8,,
4,4,ANZ,ANZ Banking Grp,88.019,31.93,+71,35.07,28.84,174.00,f,5.45,7.78,13.1,247.10,12.9,-.9,1.887,13.90,-2.8,19.9,,
5,5,NAB,National Aust Bank,78.426,33.15,+123,37.07,31.50,196.00,f,5.91,8.45,5.6,244.10,13.6,5.1,1.620,14.91,-4.3,14.9,,
6,6,TLS,Telstra Corp,66.944,5.38,+9,5.76,4.92,29.50,f,5.48,7.83,5.4,34.40,15.6,24.3,4.715,.60,7.9,27.3,,
7,7,WES,Wesfarmers,46.897,41.02,+19,45.779,39.63,190.00,f,4.63,6.62,4.5,234.60,17.5,-.7,1.796,6.14,-.4,13.2,,
8,8,WOW,Woolworths,43.795,34.76,+103,38.92,32.415,137.00,f,3.94,5.63,3.0,196.50,17.7,3.6,4.038,3.11,.5,17.0,,
9,9,CSL,CSL,35.425,74.65,+227,75.13,63.77,123.73,,1.66,1.66,17.9,286.73,26.0,9.0,10.233,5.00,5.9,38.4,,
10,10,WPL,Woodside Petroleum,32.610,39.58,+88,44.23,36.54,233.81,f,5.91,8.44,61.9,266.00,14.9,-5.1,1.788,19.97,5.6,7.0,,
11,11,RIO,Rio Tinto,25.871,59.37,+211,71.30,57.06,223.23,f,3.76,5.37,30.3,374.22,15.9,58.5,.417,23.73,-7.3,-3.2,,
12,12,MQG,Macquarie Grp,18.466,57.49,+166,61.27,43.579,258.34,p,4.49,5.26,32.2,413.28,13.9,55.7,1.505,.32,16.5,38.4,,
13,13,SUN,Suncorp Grp,17.845,13.87,-3,15.067,11.548,75.00,f,5.41,7.72,36.4,57.11,24.3,48.6,1.296,6.32,12.1,25.4,,
14,14,SCG,Scentre Grp,17.783,3.34,+1,3.59,3.07,-,,-,-,5.9,-,-,2.3,1.693,-,-26.2,.5,,
15,15,ORG,Origin Energy,15.787,14.27,-31,16.21,12.81,50.00,,3.50,3.50,-,48.10,29.7,-7.0,1.066,6.56,3.0,4.2,,
16,16,WFD,Westfield Corp,15.336,7.38,-8,7.81,6.70,-,,-,-,3.0,-39.26,-,9.6,1.011,3.80,13.4,20.6,,
17,17,AMP,AMP,15.262,5.16,-6,5.95,4.11,24.00,p,4.65,6.05,-8.0,22.70,22.7,-33.2,1.883,1.35,15.3,12.6,,
18,19,TCL,Transurban Grp,15.099,7.92,+16,8.32,6.619,35.00,p,4.42,4.80,14.4,18.30,43.3,54.5,2.481,3.00,16.3,20.4,,
19,18,QBE,QBE Insurance Grp,14.946,10.95,-12,16.08,10.05,27.00,f,2.47,3.52,-36.0,-31.16,-,-,1.300,5.62,-23.5,-6.3,,
20,20,BXB,Brambles,14.392,9.19,-10,9.965,8.40,27.00,p,2.94,3.32,-,86.20,10.7,-12.2,4.982,.82,2.8,15.8,,
21,21,IAG,Insurance Aust Grp,13.909,5.94,-10,6.61,5.32,39.00,f,6.57,9.38,8.3,56.09,10.6,11.9,2.082,1.29,4.3,31.4,,
22,23,OSH,Oil Search,13.171,8.65,+30,9.88,7.765,4.40,,.51,.51,12.9,19.26,44.9,54.9,3.326,3.38,-1.4,8.9,,
23,22,AMC,Amcor,13.153,10.90,-25,11.55,9.582,43.00,,3.94,3.94,17.3,46.80,23.3,52.1,5.924,-.05,16.8,25.4,,
24,24,STO,Santos,12.494,12.72,+13,15.365,12.25,35.00,f,2.75,3.93,-,46.30,27.5,15.2,1.211,-,-15.0,1.4,,
25,25,FMG,Fortescue Metals Grp,10.711,3.44,+18,6.22,3.15,20.00,f,5.81,8.31,100.0,93.42,3.7,75.0,1.261,2.56,-34.4,-9.9,,
26,26,CWN,Crown Resorts,9.986,13.71,+25,18.22,13.22,37.00,p,2.70,3.28,-,90.03,15.2,30.4,2.462,4.26,-18.2,22.3,,
27,27,RHC,Ramsay Health Care,9.860,48.79,+30,53.45,36.58,85.00,f,1.74,2.49,20.6,144.10,33.9,20.5,5.620,2.48,27.2,40.1,,
28,31,AZJ,Aurizon Hldgs,9.425,4.41,+9,5.265,4.15,16.50,,3.74,4.36,34.2,11.80,37.4,30.8,1.449,3.00,-6.8,12.4,,
29,28,SYD,Sydney Airport,9.352,4.22,+3,4.58,3.68,23.00,,5.45,5.45,7.1,9.97,42.3,-67.7,2.539,-2.65,5.8,14.2,,
30,30,SGP,Stockland,9.301,3.96,+2,4.30,3.59,24.00,,6.06,6.06,-,22.80,17.4,6.9,1.115,3.53,4.7,15.3,,
31,29,GMG,Goodman Grp,9.286,5.32,+1,5.685,4.47,20.70,,3.89,3.89,6.7,38.20,13.9,7.0,1.488,2.88,9.4,25.0,,
32,32,AGK,AGL Energy,9.210,13.68,-2,15.590,13.32,63.00,f,4.61,6.58,-,102.20,13.4,-14.2,1.215,7.75,-4.5,5.1,,
33,33,LLC,Lend Lease Grp,8.613,14.86,-12,15.28,10.135,71.00,,4.78,4.78,69.0,150.80,9.9,47.9,1.783,6.14,38.4,30.3,,
34,35,CTX,Caltex Aust,7.711,28.56,+4,29.44,16.80,37.00,f,1.30,1.85,-15.0,184.30,15.5,-29.5,2.965,9.31,56.2,31.8,,
35,36,NCM,Newcrest Min,7.665,10.00,+36,12.50,6.96,-,,-,-,-100.0,-289.80,-,-4.3,.959,9.94,-6.4,-33.5,,
36,34,RMD,ResMed Inc,7.394,5.27,-25,5.90,4.68,9.47,,1.80,1.80,43.7,25.90,20.3,13.9,4.149,-,3.8,28.3,,
37,37,ORI,Orica,7.008,18.80,+18,24.85,18.20,95.00,p,5.05,6.67,2.2,157.90,11.9,-20.7,1.738,4.41,-7.7,-6.9,,
38,38,SHL,Sonic Healthcare,6.932,17.28,+26,18.34,15.085,67.00,p,3.88,4.72,8.1,96.20,18.0,13.3,2.196,-2.43,9.5,20.4,,
39,39,ASX,ASX,6.648,34.34,-33,37.96,34.07,178.10,f,5.19,7.41,4.6,198.50,17.3,-,1.828,6.53,-.8,10.2,,
40,41,GPT,GPT Grp,6.556,3.89,+2,4.12,3.34,20.80,,5.35,5.35,5.7,30.45,12.8,-,.971,3.82,11.0,12.7,,
41,42,CCL,Coca-Cola Amatil,6.521,8.54,+12,13.05,8.19,52.00,p,6.09,8.05,-,6.10,140.0,-10.2,3.695,1.74,-31.4,-7.7,,
42,40,CPU,Computershare,6.480,11.65,-18,13.17,10.15,29.00,p,2.49,2.70,3.6,47.98,24.3,8.1,4.891,-2.27,12.8,19.3,,
43,44,LEI,Leighton Hldgs,6.330,18.70,-15,23.15,14.96,117.00,p,6.26,7.27,31.3,128.50,14.6,12.8,1.966,7.96,11.4,-,,
44,43,AFI,Aust Foundation,6.321,5.82,-6,6.33,5.80,22.00,f,3.78,5.40,-,24.35,23.9,3.6,1.232,5.66,1.7,16.5,,
45,45,MGR,Mirvac Grp,6.304,1.705,+.5,1.91,1.57,4.60,,2.70,2.70,3.5,12.19,14.0,9.4,1.018,1.66,2.8,16.7,,
