Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, December 4, 2015,,,,,,,,,,,,,,,,,,,,
"XAO 5201.5 at 2015-12-04T16:50:35. Report at Friday, December 4, 2015. Processed Saturday at 2015-12-05T23:15:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,CBA,C'wlth Bank  of Aust,136.979,80.22,+10,96.168,70.15,420.00,f,5.24,7.48,4.7,557.00,14.4,1.1,2.582,25.51,5.0,16.3,,
2,2,WBC,Westpac Banking,107.330,32.30,+18,39.579,28.743,187.00,f,5.79,8.27,2.8,256.30,12.6,3.6,1.980,13.08,5.7,14.9,,
3,3,ANZ,ANZ Banking Grp,78.816,27.11,-23,37.25,25.01,181.00,f,6.68,9.54,1.7,271.50,10.0,2.3,1.384,16.86,-9.1,9.9,,
4,4,NAB,National Aust Bank,77.759,29.61,-8,39.15,27.51,198.00,f,6.69,9.55,1.4,252.70,11.7,6.2,1.404,-,-1.8,14.0,,
5,5,TLS,Telstra Corp,66.141,5.41,+1,6.735,5.06,30.50,f,5.64,8.05,3.4,34.50,15.7,-9.3,4.550,.39,-.3,13.8,,
6,6,BHP,BHP Billiton,57.586,17.93,-84,31.067,17.81,168.60,f,9.40,13.43,36.9,46.74,38.4,-25.4,.656,16.20,-28.5,-11.6,,
7,7,CSL,CSL,45.658,98.22,-143,102.43,81.48,164.37,,1.67,1.67,30.7,380.60,25.8,31.1,12.951,5.10,22.9,26.6,,
8,8,WES,Wesfarmers,43.401,38.54,+22,46.95,36.65,200.00,f,5.19,7.41,5.3,216.10,17.8,12.4,1.738,4.85,-3.0,7.4,,
9,9,WOW,Woolworths,30.502,24.00,+24,34.71,23.05,139.00,f,5.79,8.27,1.5,170.80,14.1,-.4,2.713,3.62,-19.7,-2.7,,
10,10,MQG,Macquarie Grp,27.846,81.83,+33,86.72,54.81,360.00,p,4.40,5.15,26.9,653.09,12.5,32.4,1.926,40.30,45.7,42.7,,
11,11,WPL,Woodside Petroleum,23.951,29.07,-118,38.89,27.43,276.43,f,9.51,13.58,43.4,323.05,9.0,54.8,1.227,27.02,-8.5,2.8,,
12,12,SCG,Scentre Grp,21.723,4.08,+2,4.205,3.39,20.65,,5.06,5.36,2.8,44.48,9.2,-68.1,1.316,3.11,23.4,20.8,,
13,14,WFD,Westfield Corp,19.555,9.41,-19,10.66,8.46,32.85,,3.49,3.49,32.5,54.27,17.3,-40.6,2.116,4.99,19.7,19.3,,
14,13,TCL,Transurban Grp,19.104,9.94,-57,10.68,8.419,43.00,p,4.33,4.63,14.3,-9.50,-,-30.5,3.369,2.89,32.7,25.6,,
15,15,RIO,Rio Tinto,18.826,44.38,-185,65.73,44.10,297.89,f,6.71,9.59,16.9,234.66,18.9,-19.4,.295,25.61,-17.4,-3.9,,
16,18,AMP,AMP,17.362,5.87,+7,6.83,5.24,27.50,p,4.68,6.34,13.0,34.60,17.0,29.2,2.046,1.50,7.6,13.2,,
17,16,SUN,Suncorp Grp,17.253,13.41,-6,14.95,11.88,76.00,f,5.67,6.88,1.3,88.61,15.1,52.7,1.282,-,.3,19.4,,
18,19,QBE,QBE Insurance Grp,17.196,12.54,+5,15.00,10.13,42.00,f,3.35,4.78,15.6,83.36,15.0,-,1.268,6.91,18.7,7.1,,
19,17,BXB,Brambles,17.083,10.82,-8,11.95,9.34,28.00,p,2.59,2.92,3.7,48.59,22.3,26.8,5.004,.74,15.1,17.9,,
20,20,AMC,Amcor,15.438,13.33,-42,14.93,12.12,52.95,,3.97,3.97,20.3,73.70,18.1,-2.6,7.706,-.51,17.6,28.9,,
21,21,SYD,Sydney Airport,14.001,6.28,-27,6.69,4.57,24.50,,3.90,3.90,4.4,6.17,101.8,-13.8,9.640,2.80,55.1,29.7,,
22,22,IAG,Insurance Aust Grp,13.737,5.65,+6,6.58,4.72,29.00,f,5.13,7.33,-25.6,31.22,18.1,-32.9,1.937,1.34,-7.4,13.1,,
23,23,RHC,Ramsay Health Care,13.095,64.80,-171,69.22,53.86,101.00,f,1.56,2.23,18.8,185.00,35.0,11.9,7.332,.30,24.8,38.2,,
24,24,OSH,Oil Search,12.105,7.95,-20,8.59,5.62,19.12,,2.41,2.41,170.5,37.28,21.3,69.5,2.025,3.39,5.7,6.2,,
25,27,AGL,AGL Energy,11.349,16.82,+10,17.25,12.55,64.00,f,3.80,5.44,5.6,33.30,50.5,19.8,1.280,8.22,32.7,11.0,,
26,25,AZJ,Aurizon Hldgs,11.251,5.36,-16,5.69,4.36,24.00,p,4.48,4.81,45.5,28.40,18.9,-2.1,1.781,3.00,25.7,19.5,,
27,26,RMD,ResMed Inc,11.010,7.89,-31,9.84,6.34,12.49,,1.58,1.58,29.0,32.68,24.1,24.5,5.536,-,33.3,29.5,,
28,29,GMG,Goodman Grp,10.815,6.11,-2,6.70,5.50,22.20,,3.63,3.63,7.2,69.20,8.8,5.9,1.471,3.46,16.7,14.4,,
29,28,VCX,Vicinity Centres,10.807,2.73,-2,3.19,2.58,16.90,,6.19,6.19,10.5,25.56,10.7,68.9,1.027,2.45,5.1,14.8,,
30,32,SGP,Stockland,9.581,4.03,+2,4.82,3.715,24.00,,5.96,5.96,-,38.50,10.5,8.4,1.085,3.68,3.1,12.6,,
31,31,ORG,Origin Energy,9.482,5.42,-18,11.775,4.45,50.00,,9.23,9.23,-,-59.47,-,17.4,.692,6.08,-45.1,-13.0,,
32,30,APA,APA Grp,9.405,8.44,-64,9.88,7.31,38.00,,4.50,4.50,9.5,56.30,15.0,-10.4,2.309,-.28,26.5,25.9,,
33,33,CTX,Caltex Aust,9.272,34.34,+9,38.81,29.27,97.00,f,2.82,4.04,105.9,85.90,40.0,-48.8,3.651,9.47,16.6,25.9,,
34,34,TPM,TPG Telecom,8.983,10.62,+24,11.18,6.05,11.50,f,1.08,1.55,24.3,28.20,37.7,30.5,8.752,.40,41.7,67.2,,
35,35,NCM,Newcrest Min,8.915,11.63,+28,15.79,10.07,-,,-,-,-,71.20,16.3,20.9,.960,11.72,9.8,-23.6,,
36,40,STO,Santos,8.741,4.23,+20,7.995,3.44,30.00,f,7.09,10.13,16.7,-113.00,-,5.1,.605,-,-52.0,-23.0,,
37,37,AIO,Asciano,8.593,8.81,+10,9.08,5.48,16.75,f,1.90,2.72,-42.1,26.10,33.8,18.3,2.141,.93,50.0,28.5,,
38,38,GPT,GPT Grp,8.310,4.63,-5,4.89,4.10,21.70,,4.69,4.69,3.9,48.75,9.5,-22.0,1.212,4.03,18.8,15.8,,
39,41,SHL,Sonic Healthcare,8.284,20.05,-10,23.73,17.23,70.00,p,3.49,4.31,4.5,90.50,22.2,-9.3,2.503,-2.70,19.7,19.0,,
40,36,CIM,Cimic Grp,8.263,24.41,-99,28.30,20.04,99.00,f,4.06,5.79,4.8,190.27,12.8,-,2.274,9.84,32.8,20.1,,
41,39,CWN,Crown Resorts,8.129,11.16,-36,16.12,9.80,37.00,p,3.32,4.03,-,52.86,21.1,-30.3,1.821,4.40,-17.2,6.9,,
42,42,ASX,ASX,7.891,40.76,-69,45.37,34.99,187.40,f,4.60,6.57,5.2,205.70,19.8,5.0,2.134,6.97,20.7,18.2,,
43,43,QAN,Qantas Airways,7.569,3.67,-11,4.03,2.20,-,,-,-,-,25.40,14.4,44.8,2.262,1.05,108.3,44.5,,
44,45,LLC,Lend Lease Grp,7.486,12.88,+8,17.72,11.78,54.00,p,4.19,4.38,-23.9,112.40,11.5,-37.3,1.439,6.41,-13.6,19.1,,
45,44,DXS,DEXUS Prop Grp,7.405,7.65,-8,8.25,6.90,41.04,,5.36,5.36,9.3,67.58,11.3,11.7,1.104,6.68,15.1,15.0,,
46,46,JHX,James Hardie Ind,7.346,16.50,+14,20.04,11.64,44.90,,2.72,2.72,2.8,106.50,15.5,256.8,-,.84,41.2,28.2,,
47,47,CCL,Coca-Cola Amatil,6.865,8.99,-31,11.00,8.165,42.00,p,4.67,6.17,-25.0,35.80,25.1,-25.4,4.210,2.18,6.4,-8.0,,
48,48,MGR,Mirvac Grp,6.847,1.85,-3.5,2.19,1.66,9.40,,5.08,5.08,4.4,16.51,11.2,4.8,1.080,1.74,13.0,14.5,,
49,49,REA,REA Grp,6.762,51.34,+63,52.81,37.33,70.00,f,1.36,1.95,22.8,159.40,32.2,33.7,11.968,-,13.4,43.2,,
50,51,AFI,Aust Foundation,6.431,5.72,-3,6.45,5.61,23.00,f,4.02,5.74,4.5,27.23,21.0,11.5,1.158,5.54,-.8,10.7,,
51,53,CPU,Computershare,6.419,11.63,+3,13.56,9.05,31.00,p,2.67,2.92,6.9,35.95,32.4,-.2,4.176,-,3.3,13.0,,
52,54,IPL,Incitec Pivot,6.310,3.74,-5,4.40,2.86,11.80,p,3.16,3.66,9.3,23.80,15.7,9.7,1.364,.80,37.1,10.0,,
53,55,MPL,Medibank Private,6.279,2.28,-1,2.59,1.99,5.30,f,2.32,3.32,-,10.40,21.9,-,4.374,.43,7.8,-,,
54,56,TTS,Tatts Grp,6.268,4.28,+9,4.33,3.335,16.50,f,3.86,5.51,22.2,17.42,24.6,10.6,2.065,-,28.2,17.8,,
55,57,ALL,Aristocrat Leisure,6.212,9.75,+21,9.95,6.21,17.00,,1.74,1.74,6.3,29.50,33.1,4.3,6.625,-1.61,49.4,47.1,,
56,50,S32,South32,6.149,1.155,-7,2.45,1.15,-,,-,-,-,-,-,-,.454,-,-,-,,
57,52,FMG,Fortescue Metals Grp,5.901,1.895,-16.5,2.91,1.582,5.00,f,2.64,3.77,-75.0,13.26,14.3,-85.8,.654,3.14,-28.1,-16.7,,
58,60,TWE,Treasury Wine,5.883,7.97,+39,8.07,4.206,14.00,,1.76,1.76,7.7,11.90,67.0,-53.4,1.834,3.47,66.6,18.5,,
59,59,AIA,Auckland Airport,5.716,4.80,-,5.37,3.85,13.74,,2.86,2.86,118.6,16.63,28.9,7.5,2.121,2.27,37.4,36.4,,
60,58,ORI,Orica,5.703,15.41,-44,22.73,14.75,96.00,p,6.23,7.18,-,-342.30,-,1.7,1.964,3.65,-8.2,-9.7,,
61,62,DUE,DUET Grp,5.432,2.34,-1,2.589,2.02,17.50,,7.48,7.48,3.7,3.39,69.0,-45.5,2.733,1.34,7.6,13.0,,
62,61,SPK,Spark New Zealand,5.365,2.93,-10,3.35,2.35,18.76,,6.40,6.40,18.0,17.71,16.5,10.1,3.524,.32,14.3,26.4,,
63,63,COH,Cochlear,5.326,93.14,-65,96.26,71.00,190.00,f,2.04,2.64,-25.2,256.10,36.4,55.2,15.092,2.22,37.8,11.2,,
64,65,ARG,Argo Invest,5.186,7.66,-1,8.50,7.50,29.50,f,3.85,5.50,5.4,34.30,22.3,13.8,1.177,7.17,1.4,13.4,,
65,64,AST,AusNet Services,5.088,1.45,-4,1.575,1.222,8.44,f,5.82,7.74,-,11.53,12.6,-65.2,1.609,.84,16.1,18.1,,
66,67,BEN,Bendigo&Adelaide Bk,5.070,11.10,-3,14.45,9.72,66.00,f,5.95,8.49,3.1,92.50,12.0,3.5,1.029,7.36,-7.9,17.7,,
67,66,BOQ,Bank of Qld,5.051,13.44,-24,14.73,11.39,74.00,f,5.51,7.87,74.2,86.80,15.5,-5.7,1.482,-,17.4,32.6,,
68,68,CGF,Challenger,4.964,8.70,+20,9.00,5.81,30.00,f,3.45,4.71,15.4,54.80,15.9,-5.3,1.838,3.60,39.5,42.3,,
69,69,SEK,Seek,4.774,13.86,-,18.99,11.40,36.00,f,2.60,3.71,20.0,57.70,24.0,7.1,2.651,-.13,-16.8,29.3,,
70,71,PTM,Platinum Asset,4.705,8.02,-2,9.50,6.38,37.00,f,4.61,6.59,8.8,36.66,21.9,13.0,13.509,.59,26.1,35.8,,
71,73,FBU,Fletcher Bldg,4.498,6.53,+3,8.70,6.08,32.18,,4.93,4.93,2.9,34.71,18.8,4.8,1.363,2.55,-10.0,5.3,,
72,72,HVN,Harvey Norman,4.423,3.98,-8,4.99,3.21,20.00,f,5.03,7.18,44.9,24.51,16.2,20.0,1.765,2.39,20.2,38.7,,
73,74,DMP,Domino's Pizza,4.348,49.69,+7,51.40,22.74,51.80,f,1.04,1.49,41.1,74.20,67.0,35.3,14.233,-.54,105.4,75.0,,
74,70,HSO,Healthscope,4.338,2.50,-25,3.15,2.44,7.00,,2.80,2.80,-,8.60,29.1,-,2.069,.19,8.1,-,,
75,76,FPH,Fisher & Paykel Hlth,4.288,7.63,+18,7.88,5.35,18.57,,2.43,2.43,8.0,22.25,34.3,19.6,9.057,.61,49.2,59.3,,
76,75,BLD,Boral,4.157,5.59,-9,6.90,4.91,18.00,f,3.22,4.60,20.0,32.90,17.0,83.9,1.199,4.31,19.9,15.4,,
77,78,SGR,THE Star Ent Grp,3.947,4.78,-15,5.25,3.46,11.00,f,2.30,3.29,37.5,20.50,23.3,34.6,1.341,1.45,37.5,14.3,,
78,77,MFG,Magellan Fin Grp,3.904,24.30,-140,26.88,15.24,74.90,f,3.08,4.40,95.6,109.20,22.3,108.2,13.607,1.78,86.2,82.8,,
79,80,TAH,Tabcorp Hldgs,3.883,4.67,+7,5.23,3.656,20.00,f,4.28,6.12,26.3,42.40,11.0,116.7,2.263,-1.13,26.2,26.8,,
80,79,HGG,Henderson Grp,3.796,6.14,-15,6.56,3.755,18.97,,3.09,3.09,17.6,30.90,19.9,-11.7,2.033,.63,59.8,55.5,,
81,81,BTT,BT Invest Mgt,3.776,12.65,-15,13.20,6.45,37.00,p,2.92,3.43,5.7,49.80,25.4,3.9,5.014,.54,97.9,87.0,,
82,82,SOL,Soul Pattinson WH,3.694,15.43,-32,16.41,12.18,50.00,f,3.24,4.63,4.2,34.81,44.3,57.7,.999,12.31,15.4,9.8,,
83,83,MYT,Mighty River Power,3.612,2.58,-1,3.49,2.19,12.84,,4.98,4.98,18.6,3.03,85.1,-41.7,1.227,2.11,.6,-,,
