Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4600.7 at 16:40 10/9/2010  Report at 22:00 Friday 10/9/2010. Processed 16:35 Sunday 12/9/2010.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton Ltd,127.397,37.96,-37,44.93,35.58,98.54,f,2.60,3.71,-9.2,268.22,14.2,6.1,2.20,10.21,3.1,-2.5
2,2,CBA,C'wlth Bank  of Aust ,81.577,52.67,110,60.00,46.32,290,f,5.51,7.87,27.2,344.5,15.3,22.0,2.29,15.94,7.6,3.8
3,3,WBC,Westpac Banking,68.572,22.94,44,28.43,20.56,125,f,5.45,7.78,-18.3,138.5,16.6,-37.4,1.88,8.42,-7.9,-1.4
4,4,ANZ,ANZ Banking Grp,60.684,23.71,42,26.23,19.95,108,f,4.56,6.51,-25.0,144.8,16.4,12.6,1.87,9.99,2.0,-1.5
5,5,NAB,National Aust Bank,52.627,24.67,57,32.37,22.23,147,f,5.96,8.51,-24.7,199.3,12.4,-53.0,1.39,12.41,-15.1,-9.1
6,6,RIO,Rio Tinto Ltd,45.057,74.25,46,81.25,56.69,100.83,f,1.36,1.94,-62.3,465.33,16.0,-56.1,0.88,15.37,27.1,-2.9
7,7,NWS,News Corp b voting,39.408,16.20,,20.18,14.81,13.9,,0.86,0.86,6.9,113.81,14.2,-63.3,0.43,1.56,1.5,-14.6
8,8,WES,Wesfarmers Ltd,38.884,33.57,-3,34.18,25.08,125,f,3.72,5.32,13.6,135.7,24.7,-20.6,1.37,3.61,31.8,1.2
9,10,WOW,Woolworths Ltd,35.611,28.90,52,30.57,25.19,115,f,3.98,5.68,10.6,164.01,17.6,9.0,4.56,2.03,2.8,2.8
10,9,TLS,Telstra Corp,34.965,2.81,-1,3.55,2.74,28,f,9.96,14.23,-,31.4,8.9,-5.0,2.69,0.38,-5.4,-6.3
11,11,WPL,Woodside Pet,33.179,42.53,-85,53.869,39.63,111.34,f,2.62,3.74,-17.8,268.28,15.9,-36.1,3.20,16.79,-15.7,-2.7
12,12,NCM,Newcrest Min,29.791,38.84,12,39.82,29.73,25,,0.64,0.64,66.7,115.2,33.7,53.0,3.75,10.19,22.6,12.1
13,13,WDC,Westfield Grp stp,29.216,12.66,-14,14.33,11.50,79,,6.24,6.24,-11.7,53.6,23.6,-19.4,1.20,10.49,-2.9,-10.4
14,15,QBE,QBE Insurance Grp,18.259,17.64,76,25.70,16.25,128,p,7.26,7.80,1.6,144.33,12.2,-6.2,1.77,0.49,-21.5,-14.5
15,14,CSL,CSL Ltd,17.871,32.50,-60,37.56,30.03,80,p,2.46,2.53,14.3,185.77,17.5,-4.1,4.24,5.93,-0.6,-1.0
16,16,FMG,Fortescue Metals Grp,14.947,4.81,1,5.57,3.28,-,,-,-,-,22.12,21.7,439.8,8.63,0.51,25.9,0.3
17,17,ORG,Origin Energy,13.577,15.39,-15,17.94,13.85,50,f,3.25,4.64,50.0,69.7,22.1,15.7,1.19,8.46,-2.7,18.2
18,20,FGL,Foster's Grp,12.065,6.25,18,6.44,5.11,12,,1.92,2.74,-56.0,-24.1,-,-1.8,4.44,0.49,15.1,2.5
19,18,MQG,Macq Grp Ltd,11.903,34.44,-255,58.80,33.75,186,,5.40,5.40,0.5,320.2,10.8,2.9,1.01,25.82,-39.0,-21.8
20,22,SUN,Suncorp-Metway,11.392,8.89,28,9.59,7.56,35,f,3.94,5.62,-12.5,61.81,14.4,107.0,0.82,5.75,4.3,-17.5
21,24,LGL,Lihir Gold Ltd,10.612,4.48,,4.51,2.57,2.96,,0.66,0.66,-,9.06,49.4,8.4,2.94,1.31,61.6,4.7
22,19,AXA,AXA Asia Pacific,10.542,5.10,-65,6.72,4.05,18.5,p,3.63,3.90,-,30.79,16.6,-,2.36,1.01,20.4,-9.6
