Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, August 9, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 5038.8 at 2013-08-09T16:53:06. Report at Friday, August 9, 2013. Processed Saturday at 2013-08-10T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,CBA,C'wlth Bank  of Aust,117.429,72.85,-97,74.90,53.75,361.00,f,4.96,7.08,4.4,446.70,16.3,-1.2,2.825,-,36.3,18.9,,
2,2,BHP,BHP Billiton,115.428,35.94,+19,39.34,30.43,110.65,f,3.08,4.40,14.1,176.90,20.3,-13.6,1.753,11.33,16.9,1.8,,
3,3,WBC,Westpac Banking,95.502,30.77,-69,34.686,23.340,170.00,f,5.52,7.89,6.4,205.00,15.0,4.5,2.066,10.71,32.6,20.5,,
4,4,ANZ,ANZ Banking Grp,80.195,29.23,-69,32.09,23.42,152.00,f,5.20,7.43,3.6,211.20,13.8,4.0,1.946,12.56,24.8,16.0,,
5,5,NAB,National Aust Bank,71.805,30.57,-60,34.37,22.97,183.00,f,5.99,8.55,4.7,192.30,15.9,-2.9,1.639,14.03,29.8,17.5,,
6,6,TLS,Telstra Corp,63.211,5.08,+7,5.15,3.69,28.00,f,5.51,7.87,-,30.70,16.5,-2.9,4.910,.35,39.7,32.4,,
7,7,WES,Wesfarmers,47.214,40.75,-32,44.25,32.34,172.00,f,4.22,6.03,10.0,193.60,21.0,10.6,1.601,4.63,20.3,12.7,,
8,8,WOW,Woolworths,41.008,32.80,-51,36.84,28.333,129.00,f,3.93,5.62,3.3,162.88,20.1,25.6,4.855,2.17,15.4,10.5,,
9,9,CSL,CSL,32.148,66.00,-100,68.00,39.29,95.66,,1.45,1.45,3.8,217.08,30.4,8.8,9.377,5.08,51.3,28.9,,
10,10,WPL,Woodside Petroleum,31.613,38.37,-49,39.35,32.16,126.62,f,3.30,4.71,19.9,352.47,10.9,18.4,2.074,17.71,15.6,.2,,
11,11,RIO,Rio Tinto,26.254,60.25,+94,72.30,48.37,184.67,f,3.07,4.38,15.9,-367.18,-,-38.8,.470,21.06,24.3,-3.1,,
12,12,WDC,Westfield Grp,24.328,11.22,-8,12.55,9.53,49.50,,4.41,4.41,2.3,75.79,14.8,-2.2,1.543,6.90,15.7,9.6,,
13,13,QBE,QBE Insurance Grp,20.523,16.81,-58,17.52,10.02,50.00,f,2.97,3.38,-42.5,62.69,26.8,-1.7,1.867,4.30,30.0,5.3,,
14,14,SUN,Suncorp Grp,15.928,12.38,-8,12.99,8.411,45.00,f,3.63,5.19,14.3,71.16,17.4,26.3,1.127,6.32,37.7,18.9,,
15,15,MQG,Macquarie Grp,14.869,43.75,-145,47.37,25.80,200.00,p,4.57,5.06,42.9,270.57,16.2,21.6,1.244,29.92,71.4,11.1,,
