Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4929.5 at 16:35 15/1/2010  Report at 21:00 Friday 15/1/2010. Processed 21:34 Friday 15/1/2010.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
47,46,GPT,GPT Grp stpld,5.474,0.59,-1.5,0.747,0.191,5.6,,9.49,9.49,-19.5,-107.6,-,-31.1,0.80,0.71,-0.4,-39.8
48,48,AFI,Aust Foundation,5.233,5.31,-3,5.41,3.45,21,f,3.95,5.65,-,10.61,50.0,-49.8,1.47,5.04,39.1,2.9
49,49,SGM,Sims Metal Mgmt,5.109,25.11,68,29.15,14.44,38,f,1.51,2.16,-68.3,-82.9,-,-92.8,1.79,8.09,50.9,10.0
50,52,CFX,CFS Retail Prop unt,4.856,1.955,6.5,2.12,1.415,12.5,,6.39,6.39,4.2,-15.27,-,24.2,0.98,2.02,12.8,-0.7
51,50,MGR,Mirvac Grp stpld,4.839,1.615,-2,1.745,0.542,4.2,,2.60,2.60,-72.6,-65.21,-,-59.1,0.99,1.73,58.9,-27.3
52,53,OST,OneSteel Ltd,4.636,3.49,1,3.65,1.40,10,,2.87,3.60,-49.2,22.59,15.4,-49.6,1.07,1.66,63.2,-3.4
53,51,AWC,Alumina Ltd,4.539,1.86,-7,2.06,0.683,-,,-,-,-46.9,9.42,19.7,-50.9,1.63,1.30,88.7,-27.1
54,54,LLC,Lend Lease Grp stpld,4.456,9.67,-32,11.29,4.85,41,f,4.24,5.61,-46.8,-164.7,-,-35.7,1.82,4.20,50.2,-15.7
55,57,TAH,Tabcorp Hldgs Ltd,4.351,7.16,7,7.70,6.05,65,f,9.08,12.97,38.3,93.2,7.7,-5.3,1.33,-0.02,19.7,-19.5
56,56,RMD,ResMed Inc cdi 10:1,4.288,5.66,-9,6.67,4.46,-,,-,-,-,23.91,23.7,55.6,3.12,1.75,-8.7,-5.6
57,55,ERA,Energy Res,4.244,22.25,-100,28.28,17.50,34,f,1.53,2.18,40.0,162.78,13.7,48.3,5.59,-,16.8,3.4
58,60,FXJ,Fairfax Media Ltd,4.186,1.78,6,1.805,0.795,2,,1.12,1.48,-89.2,-21.6,-,-48.1,0.84,-0.37,39.6,-24.0
59,58,HVN,Harvey Norman,4.069,3.83,-5,4.85,1.805,11,f,2.87,4.10,-21.4,20.18,19.0,-15.0,1.98,2.01,85.6,1.1
60,59,DXS,Dexus Prop Grp stpld,4.027,0.845,-0.5,0.89,0.519,6.15,,7.28,7.28,-35.6,-39.38,-,2.8,0.78,1.01,25.9,-14.4
61,63,FBU,Fletcher Bld,4.025,6.64,3,7.04,3.90,28.62,,4.31,4.31,-22.8,-7,-,-22.1,1.67,2.25,59.4,-8.9
62,62,ARG,Argo Invest,3.969,6.78,-12,7.05,4.52,27,f,3.98,5.69,-10.0,-11.1,-,-53.1,1.37,6.33,39.7,-3.3
63,61,NHC,New Hope Corp,3.90,4.72,-17,5.22,2.789,9.25,f,1.96,2.80,60.9,240.3,2.0,189.4,1.42,3.36,66.3,64.4
64,64,GMG,Goodman Grp forus,3.879,0.625,-2,0.727,0.123,9.65,,15.44,15.44,-71.6,-45.4,-,13.3,1.03,0.84,-3.7,-51.1
65,65,TEL,Telecom Corp fpo nz,3.808,2.01,-6,2.31,1.74,16.63,,8.27,8.27,-18.7,17.7,11.4,-30.0,1.74,0.76,3.0,-16.6
66,68,JHX,James Hardie Ind cdi,3.724,8.57,28,8.86,2.89,-,,-,-,-100.0,18.89,45.4,42.7,-,-0.40,118.6,-1.5
67,66,OZL,OZ Minerals,3.714,1.19,-5,1.325,0.40,-,,-,-,-37.5,-123.36,-,-92.0,1.15,0.80,116.4,-23.1
68,67,COH,Cochlear Ltd,3.673,65.18,-123,69.79,46.21,175,f,2.68,3.84,16.7,233.7,27.9,12.9,10.08,2.78,14.1,7.7
69,69,AQP,Aquarius Platinum,3.589,7.76,6,7.95,3.002,-,,-,-,-100.0,-16.39,-,-,4.79,-,106.7,-8.1
70,72,BEN,Bendigo & Adelaide,3.555,10.15,34,10.151,5.733,43,f,4.24,6.05,-33.9,25.6,39.6,-37.9,1.14,4.03,9.1,-3.7
71,70,AQA,Aquila Res,3.519,10.92,-13,11.38,1.727,-,,-,-,-,-10.5,-,-9.8,22.74,-,372.9,69.5
72,71,BLD,Boral Ltd,3.435,5.77,-9,6.40,2.29,13,f,2.25,3.22,-61.8,24.1,23.9,-46.7,1.25,4.12,80.6,-6.3
73,73,MTS,Metcash Ltd,3.407,4.45,1,4.74,3.80,25,f,5.62,8.02,14.3,30.28,14.7,11.3,2.66,0.11,11.8,4.0
74,75,SOL,Soul Pattinson,3.305,13.85,18,14.035,7.018,32,f,2.31,3.30,6.7,466.25,3.0,98.6,0.86,10.91,68.1,19.7
75,74,MIG,Macq Infra stpld,3.302,1.46,-3.5,1.71,0.95,12,,8.22,8.48,-,-73.72,-,58.6,0.79,1.73,-0.9,-20.2
76,76,PTM,Platinum Asset,3.231,5.76,,6.34,2.90,20,f,3.47,4.96,-16.7,22.49,25.6,-22.0,16.65,-,92.5,-
77,78,AOE,Arrow Energy,3.208,4.38,-1,4.73,2.05,-,,-,-,-,52,8.4,-,2.76,0.82,105.7,54.0
78,80,TTS,Tatts Grp Ltd,3.125,2.45,,2.97,2.33,21,f,8.57,12.24,121.1,21.9,11.2,7.6,1.20,-0.56,-8.1,-9.9
79,77,EQN,Equinox Min Ltd cdi,3.047,4.31,-26,4.78,1.48,-,,-,-,-,25.35,17.0,-64.0,4.29,-,124.5,27.9
80,84,CSR,CSR Ltd,3.00,1.98,6,2.18,0.905,4,f,2.02,2.88,-47.7,-45.1,-,-39.0,1.89,0.87,45.5,-11.8
81,83,BBG,Billabong Intl,2.981,11.79,24,12.19,5.815,45,p,3.82,4.59,-15.1,69.2,17.0,-19.5,2.53,0.70,74.7,-5.2
82,82,DOW,Downer EDI Ltd,2.96,8.87,-20,9.44,3.01,29,,3.27,3.27,13.7,54.4,16.3,10.9,2.23,2.18,161.5,14.8
83,79,PDN,Paladin Energy,2.955,4.12,-26,5.52,2.68,-,,-,-,-,-96.13,-,-,3.80,1.20,32.9,-22.0
84,81,MCC,Macarthur Coal,2.894,11.38,-67,12.41,2.32,13,f,1.14,1.63,-23.5,79.3,14.4,183.3,2.87,4.03,284.6,33.9
85,85,PRY,Primary Health Care,2.796,5.81,-3,6.56,3.61,14,f,2.41,3.44,-48.1,28.65,20.3,42.2,1.32,-,24.3,-13.3
86,89,CTX,Caltex Aust,2.662,9.86,64,14.00,7.61,-,,-,-,-55.0,15.6,63.2,-58.1,1.02,10.60,12.4,-20.8
87,86,DJS,David Jones Ltd,2.588,5.14,-3,5.96,2.02,28,f,5.45,7.78,3.7,31.5,16.3,8.5,3.77,1.16,137.5,11.5
88,87,WHC,Whitehaven Coal,2.557,5.34,-3,5.54,1.30,8.5,f,1.59,2.27,400.0,60.5,8.8,431.8,3.54,1.68,236.0,-
89,92,REH,Reece Aust Ltd,2.44,24.50,53,25.60,15.50,51,f,2.08,2.97,-10.5,97,25.3,-12.3,4.58,5.35,59.4,4.5
90,90,SPN,SP AusNet stpld,2.421,0.895,-2.5,1.119,0.725,9.92,p,11.08,12.60,2.5,8.04,11.1,1.0,1.09,0.91,-0.1,-3.7
91,88,BOQ,Bank of Qld,2.418,11.33,-37,13.49,6.228,52,f,4.59,6.56,-27.9,75.9,14.9,-25.9,1.15,6.62,63.3,-4.1
92,98,RHC,Ramsay Health Care,2.405,11.90,83,12.09,9.10,38,f,3.19,4.56,16.9,51.3,23.2,25.3,2.65,0.09,22.1,3.8
93,94,JBH,JB Hi-Fi Ltd,2.365,21.85,17,23.71,8.48,44,f,2.01,2.88,69.2,88.26,24.8,44.4,10.32,1.21,140.8,51.8
94,95,NUF,Nufarm Ltd,2.319,10.63,-12,14.46,8.71,27,,2.54,2.54,-22.9,33.5,31.7,-11.1,1.42,3.59,-3.8,1.3
95,96,CGF,Challenger FSG Ltd,2.304,4.34,-3,4.50,0.865,12.5,,2.88,2.88,-,-16.2,-,4.0,1.36,1.81,279.2,4.3
96,93,CNT,Centamin Egypt,2.296,2.25,-5,2.50,0.75,-,,-,-,-,-2.96,-,-,4.70,-,160.1,37.3
97,91,UGL,UGL Ltd,2.284,13.78,-72,15.97,6.64,64,f,4.64,6.63,10.3,87.1,15.8,8.4,2.04,-0.82,82.8,6.3
98,99,GFF,Goodman Fielder,2.202,1.595,1,1.78,0.93,10.5,p,6.58,7.28,-22.2,13.3,12.0,-17.1,1.36,-0.20,12.3,-6.0
99,97,SEK,Seek Ltd,2.182,6.50,-29,7.03,2.02,9.2,f,1.42,2.02,-50.5,18.8,34.6,-28.9,7.56,0.51,121.5,3.6
100,100,ALL,Aristocrat Leisure,2.16,4.05,,5.75,3.16,14.5,f,3.58,5.11,-38.5,-0.2,-,-42.3,11.23,0.35,12.1,-33.9
101,101,MYR,Myer Hldgs Ltd,2.105,3.62,2,3.98,3.54,-,,-,-,-,-,-,-,2.85,-,-,-
102,104,EXT,Extract Res,2.074,8.55,26,11.45,1.326,-,,-,-,-,-5.38,-,-28.9,19.98,-,431.1,112.2
103,103,ATM,Aneka Tambang cdi 1:5,2.022,1.06,,1.50,0.97,2.94,,2.77,2.77,-70.8,0.36,294.4,-94.1,1.89,-,-27.2,21.9
104,105,CPB,Campbell Brothers,1.945,30.90,-101,32.00,8.29,95,p,3.07,3.73,5.3,162.2,19.1,47.2,4.71,2.96,115.8,16.1
105,107,MGX,Mount Gibson Iron,1.939,1.80,,1.87,0.37,-,,-,-,-,4.56,39.5,-56.7,2.48,0.73,344.5,21.6
106,108,CPA,C'wlth Prop ord unt   ,1.907,0.955,-1,1.045,0.67,8.8,,9.21,9.21,-4.3,-31.8,-,-10.9,0.89,1.15,16.7,-7.5
107,102,AIA,Auckland Airport fpo nz,1.90,1.55,-10,1.66,1.175,6.7,,4.32,4.32,-4.1,2.74,56.6,-5.1,1.28,1.21,17.4,-5.0
108,109,CMJ,Consolidated Media,1.893,3.05,-2,3.44,1.71,16.5,,5.41,6.53,-38.9,61.91,4.9,-23.1,4.15,0.66,69.7,-1.6
109,111,BKW,Brickworks Ltd,1.855,12.60,10,16.80,9.02,39,f,3.10,4.42,-,229.8,5.5,2.8,1.35,8.27,23.9,2.9
110,112,EAU,Eldorado Gold cdi 1:1,1.837,15.86,,16.32,13.01,-,,-,-,-,-,-,-,-,-,-,-
111,118,CEU,ConnectEast stpld,1.82,0.47,1,0.503,0.244,2,,4.26,4.26,-79.9,-25.43,-,537.4,1.21,-,12.4,-25.4
112,120,TEN,Ten Network Hldgs,1.803,1.725,5.5,1.745,0.615,2,,1.16,1.65,-85.2,-9.62,-,-47.6,2.24,-0.35,67.5,-19.1
113,114,BLY,Boart Longyear,1.775,0.385,-1,0.41,0.054,-,,-,-,40.4,6.84,5.6,40.6,8.07,-0.10,151.5,-
114,117,FLT,Flight Centre,1.767,17.73,-20,18.86,3.39,9,,0.51,0.72,-89.5,38.3,46.3,-33.1,2.89,1.92,185.7,4.5
115,113,HTA,Hutchison,1.764,0.13,-0.5,0.145,0.085,-,,-,-,-,-6.23,-,-,-,0.11,-,-
116,110,PNA,PanAust Ltd,1.745,0.595,-3.5,0.65,0.118,-,,-,-,-,-4.95,-,283.8,7.66,0.16,365.4,23.9
117,115,APA,APA Grp stpld,1.74,3.42,-12,3.68,2.50,31,,9.06,9.06,5.1,16.2,21.1,12.6,1.36,1.18,25.9,1.8
118,116,TSE,Transfield Services,1.725,4.17,-15,4.80,1.52,12,f,2.88,4.11,-50.9,-15.34,-,-5.1,2.22,0.02,122.6,-9.6
119,119,MLT,Milton Corp,1.721,18.52,-43,19.40,12.00,78,f,4.21,6.02,-11.4,57.7,32.1,-40.8,1.38,17.82,31.8,-3.2
120,125,PPT,Perpetual Ltd,1.70,39.55,126,41.39,21.60,100,f,2.53,3.61,-69.7,96,41.2,-51.4,5.86,3.46,32.7,-16.6
121,124,ABC,Adelaide Brighton,1.668,2.63,,3.01,1.445,14,f,5.32,7.60,1.1,20.8,12.6,-2.8,2.38,1.15,64.7,5.2
122,123,AUN,Austar United,1.666,1.33,-1,1.465,0.65,-,,-,-,-,-2.4,-,-81.2,-,-0.33,79.7,2.2
123,121,WAN,West Aust News,1.652,7.73,-35,8.48,3.62,33,f,4.27,6.10,-18.9,42.1,18.4,-20.6,24.36,-,101.0,-12.6
124,122,IOF,ING Office Fd stpld,1.651,0.605,-2.5,0.67,0.184,6.2,,10.25,10.25,-,-49.8,-,18.5,0.91,0.99,46.7,-17.2
125,134,RIV,Riversdale Min,1.618,8.30,54,8.33,2.15,-,,-,-,-,0.16,5187.5,-96.9,3.19,1.96,279.0,61.8
126,126,AWE,AWE Ltd,1.613,3.09,1,3.17,2.11,-,,-,-,-,17.36,17.8,-58.4,1.47,1.80,16.6,9.4
127,127,DUE,DUET Grp forus,1.594,1.855,-0.5,2.319,1.28,20,,10.78,10.80,-7.5,-9.24,-,104.1,1.11,1.70,1.8,-5.8
128,129,SKT,Sky Net fpo nz,1.588,4.08,1,4.08,2.96,11.48,,2.81,2.81,106.9,18.27,22.3,-8.2,1.64,0.50,29.6,-7.8
129,132,CEY,Centennial Coal,1.587,4.19,6,4.24,1.51,11,f,2.63,3.75,-47.6,19.5,21.5,30.9,2.41,1.77,55.1,37.0
130,130,HSP,Healthscope Ltd,1.559,4.96,-6,5.18,3.61,21.5,f,4.33,6.19,10.3,28.88,17.2,12.9,1.72,0.06,20.5,-3.1
131,135,MOF,Macq Office unt,1.521,0.32,0.5,0.355,0.071,3.75,,11.72,11.72,-65.7,-42,-,-,0.67,0.49,82.1,-36.6
132,131,SKC,Sky City Entertain,1.507,2.62,-12,2.89,1.90,5.44,,2.08,2.08,-29.2,18.83,13.9,-9.5,2.52,0.47,11.5,-16.2
133,128,ILU,Iluka Res,1.499,3.58,-23,4.75,2.70,-,,-,-,-100.0,3.7,96.8,-36.7,1.44,2.70,-15.8,-12.5
134,138,WTF,Wotif Com Hldgs,1.498,7.17,31,7.45,3.10,17.5,f,2.44,3.49,16.7,20.91,34.3,24.6,21.05,-0.08,132.5,23.1
135,133,ALZ,Australand Prop stpld,1.471,0.51,-1.5,0.585,0.174,8,,15.69,15.69,-19.9,-15.55,-,-7.5,0.70,0.92,140.6,-22.4
136,139,NVT,Navitas Ltd,1.465,4.28,13,4.52,2.01,14.3,f,3.34,4.77,31.2,14.3,29.9,32.8,14.87,-0.23,104.4,32.6
137,136,SKI,Spark Infrastructure stpld,1.419,1.375,-5,1.47,0.83,15.98,,11.62,11.62,0.2,7.48,18.4,-7.1,3.63,1.70,20.2,-
138,141,APN,APN News & Media,1.417,2.38,4,2.61,0.866,12,,5.04,5.04,-28.6,-13.1,-,-15.9,1.35,-1.23,34.2,-20.1
139,137,IFL,IOOF Hldgs Ltd,1.383,6.02,-28,6.37,2.112,4,f,0.66,0.95,-86.7,16.7,36.0,-29.0,1.57,0.55,76.6,-15.8
140,142,FPH,Fisher & Paykel H,1.378,2.69,-1,2.83,2.18,9.89,,3.68,3.68,-3.5,11.47,23.5,68.3,8.16,0.46,4.3,-7.0
141,140,ANN,Ansell Ltd,1.363,10.27,-43,11.29,7.51,28,,2.73,2.73,5.7,89.2,11.5,21.4,2.13,1.98,3.8,-0.5
142,106,KAR,Karoon Gas Aust,1.328,7.50,-357,12.10,2.45,-,,-,-,-,3.02,248.3,-,3.97,-,150.0,71.0
143,144,TPI,Transpacific Indust,1.316,1.37,-1,2.778,1.03,-,,-,-,-100.0,-77.9,-,-66.8,0.97,-3.39,-29.1,-42.2
144,143,PIH,Prime Infr Grp stpld,1.316,3.74,-12,4.57,0.031,-,,-,-,-,-,-,-,-,-,-,-
145,152,ZIM,Zimplats Hldgs,1.288,11.97,47,12.20,3.50,-,,-,-,-,-28.65,-,-,2.52,-,154.7,6.0
146,145,VBA,Virgin Blue Hldgs,1.27,0.575,-1.5,0.60,0.127,-,,-,-,-100.0,-15.2,-,-,2.20,0.50,119.6,-34.8
147,148,SEV,Seven Network   ,1.263,6.64,-11,7.09,5.03,34,f,5.12,7.31,-,6.38,104.1,-26.4,0.64,7.27,17.0,-13.9
148,153,PMV,Premier Invest,1.248,8.28,8,9.15,3.268,35,f,4.23,6.04,20.7,62.44,13.3,34.8,1.08,2.07,149.5,18.9
149,150,GNC,Graincorp Ltd,1.238,6.24,-6,8.85,3.863,7.27,f,1.17,1.66,-,86.92,7.2,-,1.78,6.79,43.1,-10.5
150,151,REA,REA Grp,1.233,9.60,-10,9.92,3.38,10,f,1.04,1.49,-,0.74,1297.3,-95.8,13.19,0.30,178.0,21.0
151,149,AND,Andean Res Ltd,1.227,2.62,-5,2.72,0.78,-,,-,-,-,-1.8,-,-40.2,18.00,-,98.5,91.2
152,156,TPM,TPG Telecom Ltd,1.218,1.70,3,1.78,0.12,2,f,1.18,1.68,-,2.6,65.4,-,3.75,-0.01,862.1,42.3
153,147,MND,Monadelphous Grp,1.214,14.13,-87,15.20,5.80,74,f,5.24,7.48,2.8,87.48,16.2,11.8,9.91,1.40,138.0,21.7
154,154,SGT,Singapore Tel cdi,1.206,2.36,,2.94,2.25,10.69,,4.53,4.53,16.6,20.76,11.4,14.2,0.06,0.61,-11.6,-2.9
155,146,IIF,ING Industrial Fd unt,1.192,0.46,-4,0.603,0.057,5.3,,11.52,11.52,-70.4,-103.8,-,-24.4,0.81,0.96,240.7,-36.4
156,155,CRZ,Carsales Com Ltd,1.187,5.11,-7,5.70,3.56,-,,-,-,-,-,-,-,-,-,-,-
157,158,SIP,Sigma Pharmaceutical,1.17,0.995,-0.5,1.281,0.83,7,f,7.04,10.05,-,9.5,10.5,-9.2,0.98,-0.12,-7.5,-22.7
158,159,IFN,Infigen Energy stpld,1.144,1.425,-0.5,1.55,0.75,4.5,,3.16,3.16,-37.9,22.6,6.3,789.8,1.24,0.58,72.1,1.7
159,157,MMX,Murchison Metals,1.123,2.58,-13,2.94,0.49,-,,-,-,-,0.18,1433.3,-,4.75,-,396.2,17.1
160,160,MIN,Mineral Res,1.099,7.35,-15,7.84,2.01,19.35,f,2.63,3.76,-,35.8,20.5,-8.4,7.59,1.08,249.5,51.8
161,164,IRE,IRESS Market Tech,1.087,8.78,19,8.95,4.58,32,f,3.64,5.21,19.2,31.29,28.1,-0.4,9.36,0.67,75.6,10.4
162,162,PBG,Pac Brands,1.085,1.165,-3,1.52,0.127,-,,-,-,-100.0,-39.9,-,-19.0,0.86,-0.06,202.9,-19.2
163,167,LYC,Lynas Corp,1.076,0.65,2,0.72,0.075,-,,-,-,-,-4.5,-,54.7,5.43,-,227.0,9.5
164,163,HGG,Henderson Grp cdi 1:1,1.059,2.28,-3,2.67,1.165,12.15,,5.33,5.33,-9.2,-0.17,-,-1.7,1.73,-0.22,75.5,-6.2
165,170,AIX,Aust Infra unt,1.058,1.835,5,1.93,0.991,13,,7.08,7.98,-11.8,26.33,7.0,-46.1,0.88,3.14,21.8,-3.2
166,166,BPT,Beach Energy Ltd,1.048,0.97,0.5,1.04,0.678,1.75,p,1.80,1.85,-,25.21,3.8,-23.1,0.79,-,31.1,-3.8
167,173,AGO,Atlas Iron Ltd,1.046,2.34,19,2.35,1.05,-,,-,-,-,-21.3,-,18.9,5.23,-,96.7,58.7
