Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4480.9 at 16:36 13/8/2010  Report at 22:00 Friday 13/8/2010. Processed 19:53 Saturday 14/8/2010.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
18,18,MQG,Macq Grp Ltd,13.284,38.45,-110,58.80,35.01,186,,4.84,4.84,0.5,320.2,12.0,2.9,1.13,25.82,-21.2,-15.0
19,20,STO,Santos Ltd,11.631,13.97,49,16.10,11.24,42,f,3.01,4.29,8.3,52.1,26.8,-67.0,1.67,-,-10.2,6.9
20,22,AXA,AXA Asia Pacific,11.576,5.60,39,6.72,4.05,18.5,p,3.30,3.55,-,30.79,18.2,-,2.59,1.01,34.3,-5.7
21,19,AMP,AMP Ltd,11.043,5.33,-9,6.97,5.06,30,p,5.63,6.83,-25.0,37.1,14.4,28.9,4.19,0.80,-12.1,-15.7
22,21,FGL,Foster's Grp,11.042,5.72,2,6.01,5.11,27.25,f,4.76,6.80,3.8,19.8,28.9,1.8,2.94,0.52,9.6,0.6
23,23,SUN,Suncorp-Metway,10.238,7.99,-24,9.59,7.20,35,f,4.38,6.26,-60.4,34.21,23.4,-44.8,0.77,5.43,3.8,-20.7
24,24,LGL,Lihir Gold Ltd,10.209,4.31,5,4.48,2.41,2.96,,0.69,0.69,-,-10.93,-,8.4,2.83,1.22,57.2,12.4
25,26,SGP,Stockland stp,9.246,3.88,4,4.23,3.33,21.8,,5.62,5.62,-35.9,20.1,19.3,-45.5,1.06,3.59,2.6,-17.4
26,27,ORI,Orica Ltd,9.056,25.01,-21,26.382,20.469,98,p,3.92,4.53,3.2,102.3,24.4,0.7,2.28,1.31,15.1,0.3
27,28,CCL,Coca-Cola Amatil,9.025,11.96,36,12.15,9.43,45.5,f,3.80,5.43,11.5,60.5,19.8,10.1,5.64,1.38,25.5,12.4
28,25,LEI,Leighton Hldgs,8.69,28.90,-164,41.70,27.61,120,f,4.15,5.93,-19.9,208.2,13.9,20.0,3.72,7.52,-19.3,-9.5
29,29,CNA,Coal & Allied Ind  ,8.206,94.77,-523,108.00,74.06,800,f,8.44,12.06,-28.2,877.4,10.8,-27.2,5.46,19.26,24.1,12.8
30,30,AMC,Amcor Ltd,7.979,6.53,11,7.04,5.26,29.5,,4.52,4.52,-,20.9,31.2,0.2,2.59,2.25,15.4,2.6
31,31,OSH,Oil Search Ltd,7.64,5.84,-11,6.93,4.97,4.47,,0.77,0.77,-52.7,12.86,45.4,-68.5,2.64,-,-6.2,18.4
32,32,BXB,Brambles Ltd,7.438,5.23,-18,8.37,5.11,25,p,4.78,5.19,-13.0,34.45,15.2,6.4,4.22,0.66,-27.3,-24.7
33,33,IAG,Insurance Aust Grp,7.256,3.49,-1,4.21,3.22,14.5,f,4.15,5.93,-55.6,25.07,13.9,20.1,1.50,1.29,-0.4,-8.2
34,34,AGK,AGL Energy Ltd,6.819,15.15,-3,15.69,13.37,57,f,3.76,5.37,1.9,27,56.1,4.0,1.17,6.21,12.9,2.7
35,35,TCL,Transurban stp,6.706,4.74,25,5.61,3.909,24,,5.06,5.06,10.3,1.85,256.2,-,1.61,2.75,23.3,-6.8
36,36,CWN,Crown Ltd,6.27,8.32,17,9.39,6.98,37,p,4.45,5.59,-31.5,-92.35,-,-27.2,1.82,3.24,9.8,-
37,37,QAN,Qantas Airways,5.708,2.52,-10,3.06,2.12,-,,-,-,-100.0,-2.7,-,9.7,0.95,2.25,-0.4,-20.0
38,38,MAP,MAP Grp forus,5.621,3.02,-8,3.38,2.265,19,,6.29,6.29,-21.4,-33.11,-,-,0.93,-0.30,27.5,-1.9
39,40,IPL,Incitec Pivot,5.489,3.37,-9,3.83,2.51,4.1,,1.22,1.22,-97.8,-10.2,-,-58.7,1.62,0.27,13.5,9.0
40,42,RMD,ResMed Inc cdi,5.395,3.53,-8.5,3.985,2.445,-,,-,-,-,25.11,14.1,55.7,1.99,-,-35.1,-11.1
41,43,GPT,GPT Grp stp,5.325,2.87,-2,3.01,0.525,3.6,,1.25,1.25,-70.7,-14.5,-,-69.3,0.80,0.69,-1.9,-38.1
42,41,WOR,WorleyParsons Ltd,5.315,22.19,-121,31.79,19.95,90.5,f,4.08,5.83,8.8,136.3,16.3,13.2,3.21,0.16,-20.9,-14.4
43,39,CPU,Computershare Ltd,5.129,9.23,-110,12.90,8.70,28,p,3.03,3.75,27.3,62.24,14.8,5.4,4.07,-1.61,-6.2,-1.1
44,44,ASX,ASX Ltd,5.105,29.41,-57,37.16,28.02,163.6,f,5.56,7.95,-14.3,180.6,16.3,-14.3,1.84,3.19,-8.8,-10.3
45,46,AIO,Asciano Grp stp,4.93,1.685,-2.5,1.94,1.435,-,,-,-,-100.0,-41.9,-,-70.5,2.24,0.10,5.9,-35.3
46,45,AFI,Aust Foundation,4.89,4.77,-28,5.41,4.52,21,f,4.40,6.29,-,18.6,25.6,-14.1,1.19,4.70,1.6,-2.3
47,47,CFX,CFS Retail Prop unt,4.783,1.905,,2.12,1.695,12.5,,6.56,6.56,4.2,-1.9,-,24.2,0.96,1.99,0.3,-3.0
48,48,MGR,Mirvac Grp stp,4.508,1.32,-3.5,1.745,1.19,8,,6.06,6.06,-72.6,-11.58,-,-59.1,0.93,-,-5.9,-31.0
49,56,AWC,Alumina Ltd,4.283,1.755,11.5,2.06,1.45,4.22,f,2.40,3.44,-80.7,0.59,297.5,-88.5,1.32,1.22,7.8,-30.4
50,49,BSL,BlueScope Steel,4.23,2.32,-13,3.40,2.03,-,,-,-,-87.3,-61.37,-,-90.7,0.75,2.47,-18.9,-33.0
51,50,OST,OneSteel Ltd,4.141,3.11,-7,4.15,2.76,9,,2.89,2.89,-49.2,5.45,57.1,-49.6,0.96,1.72,-1.8,-14.5
52,51,TOL,Toll Hldgs Ltd,4.049,5.76,-21,9.33,5.34,25,f,4.34,6.20,11.5,31.45,18.3,-17.1,1.56,1.44,-25.4,-19.7
53,53,LLC,Lend Lease Grp stp,4.01,7.09,-20,10.907,6.97,36,f,5.08,7.25,-46.8,43.1,16.5,-35.8,1.64,3.99,-21.9,-24.7
54,52,SHL,Sonic Healthcare,3.989,10.27,-48,15.64,9.53,59,p,5.74,6.61,9.6,47.6,21.6,15.9,1.58,-1.48,-23.5,-9.7
55,58,GMG,Goodman Grp forus,3.981,0.625,,0.75,0.515,1.5,,2.40,2.40,-71.6,-31.3,-,13.3,1.05,0.50,0.8,-50.0
56,55,NHC,New Hope Corp,3.973,4.80,-4,5.50,3.92,9.5,f,1.98,2.83,60.9,29,16.6,189.4,1.45,2.67,8.2,45.9
57,59,COH,Cochlear Ltd,3.937,69.62,-67,79.11,56.27,200,p,2.87,3.85,14.3,275.7,25.3,17.6,8.98,4.01,27.5,4.3
58,57,DXS,DEXUS Prop Grp stp,3.905,0.81,-2,0.89,0.66,5.1,,6.30,6.30,-35.6,-11.03,-,2.8,0.76,0.95,15.7,-19.1
59,54,TAH,Tabcorp Hldgs Ltd,3.853,6.29,-37,7.52,6.22,55,f,8.74,12.49,-15.4,77.1,8.2,-17.4,1.12,-1.35,1.8,-18.8
60,60,OZL,OZ Minerals,3.792,1.215,-4,1.325,0.945,-,,-,-,-100.0,-16.6,-,258.3,1.48,0.82,14.6,-27.3
61,64,HVN,Harvey Norman,3.718,3.50,5,4.85,3.08,13,f,3.71,5.31,-21.4,25.78,13.6,-15.0,1.81,2.10,-8.0,-9.9
62,62,FBU,Fletcher Bld,3.551,5.85,-21,7.04,5.80,20.63,,3.53,3.53,-22.8,-14.88,-,-22.1,1.48,2.36,-4.8,-12.8
63,63,ARG,Argo Invest,3.534,5.84,-23,7.05,5.61,25,f,4.28,6.11,-100.0,26,22.5,6.8,1.10,6.03,-5.3,-6.1
64,61,EQN,Equinox Min Ltd cdi,3.525,4.98,-23,5.31,2.77,-,,-,-,-,-30.1,-,-,5.18,-,67.1,8.8
65,65,SGM,Sims Metal Mgmt,3.448,16.91,-89,27.20,15.72,20,f,1.18,1.69,-68.3,-17.7,-,-92.8,1.21,8.87,-26.5,-12.1
66,67,AOE,Arrow Energy,3.436,4.68,,5.31,3.26,-,,-,-,-,15.38,30.4,-,2.96,2.13,2.0,20.9
67,66,FXJ,Fairfax Media Ltd,3.41,1.45,-4,1.885,1.26,1.1,,0.76,0.76,-89.2,9.3,15.6,-48.1,0.68,-0.31,-0.8,-28.3
68,69,MTS,Metcash Ltd,3.367,4.39,-3,4.74,3.84,26,f,5.92,8.46,8.3,29.74,14.8,8.3,2.44,0.12,8.8,2.9
69,70,ITO,Intoll Grp stp,3.28,1.45,-1,1.59,1.005,3,,2.07,2.07,-,-16.38,-,-,0.79,1.78,11.7,-18.1
70,68,MCC,Macarthur Coal,3.227,12.69,-81,17.17,7.84,21,f,1.65,2.36,-23.5,45.3,28.0,183.3,3.20,4.15,49.4,24.1
71,72,BLD,Boral Ltd,3.163,4.40,2,6.40,4.15,12.5,f,2.84,4.06,-61.8,22.7,19.4,-46.7,1.15,4.23,-23.0,-14.8
72,74,TEL,Telecom Corp,3.15,1.64,4,2.30,1.44,16.61,,10.13,10.13,-18.7,20.69,7.9,-30.0,1.44,0.69,-18.9,-17.5
73,73,TTS,Tatts Grp Ltd,3.064,2.39,-3,2.62,2.19,21,f,8.79,12.55,121.1,21.9,10.9,7.6,1.18,-0.51,4.6,-10.7
74,71,SOL,Soul Pattinson,3.031,12.70,-58,15.38,11.052,33,f,2.60,3.71,6.7,124.07,10.2,98.6,0.79,11.11,8.6,14.6
75,76,WHC,Whitehaven Coal,2.996,6.07,-6,6.47,3.21,8.8,f,1.45,2.07,400.0,28.3,21.4,431.8,4.15,2.09,84.0,63.8
76,77,BEN,Bendigo & Adelaide,2.995,8.45,18,10.48,7.72,58,f,6.86,9.80,36.5,67.4,12.5,38.8,0.77,5.27,8.5,-12.0
77,78,RHC,Ramsay Health Care,2.936,14.53,19,15.49,10.20,40,f,2.75,3.93,16.9,64.2,22.6,25.3,3.23,1.70,43.0,15.0
78,75,PTM,Platinum Asset,2.88,5.13,-32,6.34,4.42,20,f,3.90,5.57,-16.7,23.41,21.9,-22.0,14.83,-,3.9,-3.1
79,79,PDN,Paladin Energy,2.828,3.94,-6,5.18,3.37,-,,-,-,-,11.67,33.8,-,3.64,1.58,-14.3,-13.4
80,80,CTX,Caltex Aust,2.821,10.45,12,13.63,8.01,25,f,2.39,3.42,-30.6,116.3,9.0,68.9,0.97,10.48,-13.7,-22.0
81,83,AQA,Aquila Res,2.685,8.33,13,11.38,5.846,-,,-,-,-,-14.8,-,-9.8,17.35,-,29.0,37.7
82,82,ERA,Energy Res,2.623,13.75,-13,27.15,12.51,33,f,2.40,3.43,39.3,87.9,15.6,131.0,2.71,-,-46.1,-6.0
83,84,CSR,CSR Ltd,2.591,1.71,-1,2.14,1.585,8.5,f,4.97,7.10,15.9,-8.2,-,6.3,1.43,1.04,-9.9,-13.9
84,87,DJS,David Jones Ltd,2.468,4.83,11,5.96,4.10,29,f,6.00,8.58,3.7,33,14.6,8.5,3.59,1.22,2.4,4.6
85,85,SEK,Seek Ltd,2.434,7.23,-37,8.57,4.51,9.9,f,1.37,1.96,-50.5,18.4,39.3,-28.9,8.43,0.55,36.4,-1.9
86,81,JHX,James Hardie Ind cdi,2.425,5.57,-70,8.86,5.45,-,,-,-,-,-21.4,-,-,-,-0.29,-19.9,-10.7
87,89,CEY,Centennial Coal,2.386,6.04,6,6.05,3.05,8,p,1.32,1.58,-47.6,15.8,38.2,30.9,3.61,1.87,77.0,45.6
88,88,REH,Reece Aust Ltd,2.328,23.37,-63,26.65,20.01,53,f,2.27,3.24,-10.5,109,21.4,-12.3,4.37,5.41,11.0,-2.9
89,94,ATM,Aneka Tambang cdi,2.289,1.20,1.4,1.30,1.02,1.37,,1.14,1.14,-60.5,0.7,171.4,-60.3,2.36,0.10,19.0,-
90,86,UGL,UGL Ltd,2.285,13.77,-79,15.97,12.47,64,f,4.65,6.64,10.3,80.9,17.0,8.4,2.04,-0.43,-4.6,-3.5
91,90,RIV,Riversdale Min,2.255,9.82,-33,11.24,5.12,-,,-,-,-,-2.09,-,-96.9,4.45,2.04,58.9,40.4
92,92,ILU,Iluka Res,2.244,5.36,-11,5.59,3.22,-,,-,-,-,-26.8,-,-,2.05,2.58,35.7,3.4
93,97,JBH,JB Hi-Fi Ltd,2.201,20.30,75,23.71,17.07,66,f,3.25,4.64,50.0,109.74,18.5,23.7,7.50,1.82,17.9,20.9
94,93,BOQ,Bank of Qld,2.196,10.18,-38,13.49,9.74,52,f,5.11,7.30,-64.0,92.4,11.0,-25.9,1.04,7.20,-8.7,-13.5
95,91,BBG,Billabong Intl,2.182,8.62,-46,12.32,8.28,36,p,4.18,5.07,-15.1,57.2,15.1,-19.5,1.85,0.84,-15.3,-13.7
96,101,MYR,Myer Hldgs Ltd,2.157,3.71,23,3.98,2.86,-,f,-,-,-,-,-,-,2.92,-0.21,-,-
97,95,SPN,SP AusNet stp,2.144,0.78,-0.5,0.975,0.725,8,p,10.26,11.83,-30.7,8.09,9.6,-1.5,0.77,0.94,11.1,-6.0
98,96,AQP,Aquarius Platinum,2.065,4.46,-12,7.95,3.89,2.26,,0.51,0.51,-,20.79,21.5,-,2.10,-,-11.6,-26.8
99,98,AIA,Auckland Airport,2.031,1.55,-1.5,1.654,1.335,6.68,,4.31,4.31,-4.1,5.63,27.5,-5.1,1.37,1.22,14.7,-12.4
100,110,AND,Andean Res Ltd,2.013,4.27,29,4.42,2.00,-,,-,-,-,-4.64,-,-40.2,33.90,-,101.4,63.9
101,102,APA,APA Grp stp,2.012,3.71,-1,3.83,2.67,31.75,,8.56,8.56,5.1,25,14.8,12.6,1.57,-,26.2,7.9
102,100,ABC,Adelaide Brighton,1.994,3.14,-6,3.35,2.31,13.5,f,4.30,6.14,-10.0,20.4,15.4,1.5,2.22,1.21,18.5,1.5
103,99,CPB,Campbell Brothers,1.983,31.22,-82,32.35,22.75,100,p,3.20,3.89,4.2,129.06,24.2,-33.5,3.15,3.76,39.5,12.8
104,107,HSP,Healthscope Ltd,1.91,6.02,2,6.05,4.07,22.5,f,3.74,5.34,10.3,29.78,20.2,12.9,2.11,0.66,34.8,7.8
105,104,CPA,C'wlth Prop ord unt   ,1.882,0.935,-4,1.045,0.735,6.85,,7.33,7.33,-4.3,-11.41,-,-10.9,0.88,1.11,4.5,-13.4
106,109,CMJ,Consolidated Media,1.88,3.15,-3,3.44,2.75,16.5,f,5.24,6.67,-38.9,57.44,5.5,-23.1,4.12,0.88,4.1,3.1
107,103,SVW,Seven Grp Hldgs,1.878,6.15,-33,7.60,5.41,-,,-,-,-,-,-,-26.4,0.96,-,1.3,-15.8
108,108,MGX,Mount Gibson Iron,1.851,1.715,-4.5,2.09,0.955,-,,-,-,-,12.3,13.9,60.1,2.00,0.86,69.8,-3.6
109,105,ALL,Aristocrat Leisure,1.84,3.45,-18,5.75,3.34,4.5,,1.30,1.86,-81.3,-31.3,-,-24.3,11.96,0.07,-24.7,-34.9
110,106,FLT,Flight Centre,1.831,18.35,-105,21.43,12.40,26,f,1.42,2.02,-89.5,63.4,28.9,-33.1,3.00,2.56,29.5,1.1
111,111,CGF,Challenger FSG Ltd,1.783,3.57,-5,4.50,2.60,13.5,,3.78,3.78,-,35.2,10.1,4.0,1.06,3.36,17.9,-8.9
112,114,ANN,Ansell Ltd,1.739,13.22,-13,13.73,9.07,29,,2.19,2.19,5.7,81.7,16.2,21.4,2.72,1.92,38.6,2.4
113,113,PNA,PanAust Ltd,1.728,0.585,-1.5,0.65,0.385,-,,-,-,-,0.96,60.9,-,2.97,0.20,44.5,-3.4
114,112,GFF,Goodman Fielder,1.725,1.25,-5,1.78,1.235,11.25,,9.00,9.41,-22.2,14.4,8.7,-17.1,1.07,-0.16,-12.8,-15.5
115,116,TEN,Ten Network Hldgs,1.719,1.645,-2,1.94,1.19,2,,1.22,1.73,-85.2,4.62,35.6,-47.6,2.13,-0.29,32.1,-12.1
116,115,BKW,Brickworks Ltd,1.711,11.62,-28,16.80,11.35,39.5,f,3.40,4.86,-,100.5,11.6,2.8,1.25,9.06,-13.4,-1.0
117,117,PRY,Primary Health Care,1.681,3.42,-6,6.56,3.39,22,f,6.43,9.19,-48.1,42.08,8.1,42.2,0.79,-1.15,-43.5,-21.7
118,118,IOF,ING Office Fd stp,1.665,0.61,,0.67,0.45,3.9,,6.39,6.39,-,-16.7,-,18.5,0.92,0.74,19.6,-19.6
119,121,EXT,Extract Res,1.649,6.78,6,11.45,6.29,-,,-,-,-,-4.96,-,-28.9,15.88,-,-32.1,117.6
120,124,CEU,ConnectEast stp,1.576,0.40,,0.49,0.33,2,,5.00,5.00,-79.9,-21.74,-,537.4,1.04,-,10.6,-33.8
121,122,ALZ,Australand Prop stp,1.569,2.72,-8,3.05,2.20,12,,4.41,4.41,-50.5,14.9,18.3,-55.1,0.70,3.44,10.0,-24.2
122,125,SKT,Sky Net,1.541,3.96,-2,4.15,3.57,11.39,,2.88,2.88,106.9,19.63,20.2,-8.2,1.59,-0.47,6.5,-6.3
123,123,MLT,Milton Corp,1.538,15.84,-56,19.40,15.55,71,f,4.48,6.40,-9.0,78.2,20.3,-8.3,1.04,17.18,-5.0,-9.5
124,119,DOW,Downer EDI Ltd,1.511,4.49,-38,9.44,3.33,29.1,,6.48,6.48,13.7,54.4,8.3,10.9,1.14,2.15,-43.0,-8.4
125,120,NVT,Navitas Ltd,1.51,4.41,-37,5.56,3.10,18.8,f,4.26,6.09,31.5,18.8,23.5,30.9,14.60,-0.23,35.1,32.7
126,131,HTA,Hutchison,1.493,0.11,0.5,0.135,0.088,-,,-,-,-,2.33,4.7,-,-,0.10,-,-
127,132,LYC,Lynas Corp,1.482,0.895,3.5,0.95,0.345,-,,-,-,-,-7.07,-,54.7,7.48,-,85.0,8.5
128,126,IFL,IOOF Hldgs Ltd,1.466,6.38,-20,7.40,4.22,21,f,3.29,4.70,-86.7,19.5,32.7,-29.0,1.67,0.56,45.2,-10.1
129,128,BLY,Boart Longyear,1.443,3.13,-5,4.10,2.43,-,,-,-,-100.0,-0.67,-,-97.5,1.38,0.14,4.4,-43.3
130,129,DUE,DUET Grp forus,1.441,1.655,-0.5,1.90,1.435,20,,12.08,12.21,-7.5,4.39,37.7,104.1,1.00,-,21.3,-10.4
131,130,MIN,Mineral Res,1.418,8.50,-11,8.92,4.62,18.75,f,2.21,3.15,-,38.3,22.2,-8.4,9.80,2.39,64.4,39.3
132,127,WAN,West Aust News,1.406,6.51,-35,8.48,6.00,45,f,6.91,9.87,36.4,45.4,14.3,-2.6,10.77,-,0.8,-20.7
133,136,SKC,Sky City Entertain,1.352,2.35,-6,2.89,2.28,11.69,,4.97,4.97,-29.2,19.09,12.3,-9.5,2.26,0.53,-5.5,-12.4
134,135,REA,REA Grp,1.345,10.47,-40,12.60,6.00,10,,0.96,1.36,-,10.04,104.3,-95.8,14.38,0.45,45.7,23.9
135,133,TSE,Transfield Services,1.326,3.20,-21,4.80,2.90,12.25,f,3.83,5.47,-50.9,-15.18,-,-5.1,1.71,0.29,-18.6,-26.4
136,137,PPT,Perpetual Ltd,1.319,30.38,-102,41.39,27.11,165,f,5.43,7.76,-69.7,183.4,16.6,-51.4,4.55,4.46,-24.0,-23.4
137,138,HGG,Henderson Grp cdi,1.281,2.26,-7,2.67,2.01,10.69,,4.73,4.73,-10.1,3.23,70.0,-43.9,2.53,-0.18,-3.7,-7.9
138,140,GNC,Graincorp Ltd,1.243,6.27,-10,8.85,5.10,22.27,f,3.55,5.07,-,63.62,9.9,-,1.79,4.78,-1.3,-10.4
139,139,KAR,Karoon Gas Aust,1.237,6.97,-20,11.45,4.51,-,,-,-,-,-15.25,-,-,3.70,-,-34.9,50.4
140,143,MND,Monadelphous Grp,1.233,14.26,-2,15.98,11.26,79,f,5.54,7.91,2.8,91.08,15.7,11.8,10.06,1.52,12.8,7.0
141,141,APN,APN News & Media,1.222,2.04,-6,2.61,1.63,4,f,1.96,2.80,-81.7,16.7,12.2,-40.2,1.06,-0.78,9.8,-22.1
142,145,CQO,Charter Hall Office unt,1.218,0.25,,0.355,0.22,2.5,,10.00,10.00,-66.5,10.03,2.5,-,0.54,0.44,-7.4,-41.9
143,144,AUN,Austar United,1.21,0.96,-1.5,1.465,0.84,-,,-,-,-,3.5,27.4,118.4,-,-0.28,-8.2,-13.1
144,146,SKI,Spark Infrastructure stp,1.207,1.17,-1,1.445,1.05,13.56,,11.59,11.59,-0.4,12.08,9.7,136.2,2.10,1.78,15.6,-3.5
145,142,PIH,Prime Infr Grp stp,1.203,3.42,-15,4.57,0.034,-,,-,-,-,-,-,-,-,-,-,-
146,147,FPH,Fisher & Paykel H,1.169,2.26,-5,2.83,2.26,10.07,,4.46,4.46,-4.5,10.85,20.8,7.2,5.15,0.34,-11.4,-4.4
147,149,IIF,ING Industrial Fd unt,1.154,0.445,-1,0.603,0.315,1.6,,3.60,3.62,-70.4,-78.3,-,-24.4,0.78,0.60,1.8,-38.8
148,150,CRZ,Carsales Com Ltd,1.153,4.96,-8,5.86,3.56,6.6,f,1.33,1.90,-,8.2,60.5,-,-,0.01,-,-
149,148,AIX,Aust Infra unt,1.151,1.855,-5,2.09,1.445,10,,5.39,6.81,-11.8,19.37,9.6,-46.1,0.95,2.62,18.9,-11.1
150,154,ZIM,Zimplats Hldgs,1.13,10.50,50,12.65,7.80,-,,-,-,-,35.15,29.9,-,2.21,-,29.9,-12.2
151,134,TPM,TPG Telecom Ltd,1.113,1.45,-37,2.58,0.73,3,f,2.07,2.95,-,5.7,25.4,-,3.43,0.06,74.4,55.0
152,153,IRE,IRESS Market Tech,1.06,8.41,-19,9.38,7.25,34,f,4.04,5.78,9.7,34.78,24.2,17.5,8.53,0.75,6.3,5.3
153,152,BKN,Bradken Ltd,1.059,7.63,-27,8.14,5.48,34,f,4.46,6.37,47.8,54.1,14.1,28.0,2.24,2.10,27.2,-4.6
154,156,NUF,Nufarm Ltd,1.055,4.03,3,11.819,3.20,15,,3.72,3.72,-22.9,-17.4,-,-11.1,0.65,3.07,-61.9,-32.7
155,151,WTF,Wotif Com Hldgs,1.048,5.00,-42,8.08,4.75,20,f,4.00,5.71,16.7,24.23,20.6,24.6,14.73,-0.06,-7.1,3.6
156,157,AGO,Atlas Iron Ltd,1.038,2.19,2,3.05,1.57,-,,-,-,-,-15.5,-,18.9,5.19,-,35.6,16.1
157,155,TPI,Transpacific Indust,1.023,1.065,-4,1.785,0.92,-,,-,-,-100.0,-58.1,-,-66.8,0.75,-0.23,-21.7,-48.0
158,158,GCL,Gloucester Coal,1.02,12.45,1,12.50,5.148,-,,-,-,-100.0,39.9,31.2,-63.9,5.63,1.99,99.9,45.4
159,159,PMV,Premier Invest,1.011,6.52,1,8.934,5.94,36,f,5.52,7.89,20.7,49.85,13.1,34.8,0.88,2.19,1.1,-2.3
160,161,SGT,Singapore Tel cdi,0.998,2.47,1,2.70,2.25,11.41,,4.62,4.62,-2.5,19.12,12.9,-16.0,0.06,0.65,-1.7,-1.5
161,163,PRU,Perseus Min Ltd,0.99,2.35,2,2.51,0.82,-,,-,-,-,-2.43,-,-25.6,7.46,-,167.1,29.7
162,160,KCN,Kingsgate Cons,0.987,9.80,-12,10.90,6.32,30,,3.06,3.72,-,82,12.0,196.5,4.03,2.69,32.8,30.2
163,162,IVA,Ivanhoe Aust,0.982,3.06,-2.5,4.153,1.89,-,,-,-,-,-20.3,-,-26.1,-,-,9.3,-
164,165,AIZ,Air New Zealand,0.964,0.895,-1.5,1.145,0.83,5.17,,5.78,5.78,-25.8,3.9,22.9,-26.4,0.75,1.12,-7.2,-15.2
165,164,MRE,Minara Res,0.952,0.815,-2.5,1.10,0.58,-,,-,-,-,4.16,19.6,-,1.10,0.74,-14.2,-27.1
166,166,DLX,Duluxgrp Ltd,0.941,2.57,-6,2.78,2.41,-,,-,-,-,-,-,-,0.26,-,-,-
