Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, July 5, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 4826.4 at 2013-07-05T16:49:35. Report at Friday, July 5, 2013. Processed Saturday at 2013-07-06T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,CBA,C'wlth Bank  of Aust,111.207,68.99,-19,74.18,53.27,361.00,f,5.23,7.48,4.4,446.70,15.4,-1.2,2.675,-,27.3,16.4,,
2,2,BHP,BHP Billiton,101.489,31.60,+23,39.34,30.09,110.65,f,3.50,5.00,14.1,176.90,17.9,-13.6,1.542,11.33,2.3,-5.0,,
3,3,WBC,Westpac Banking,87.991,28.35,-53,34.686,21.376,170.00,f,6.00,8.57,6.4,205.00,13.8,4.5,1.904,10.71,30.5,13.4,,
4,4,ANZ,ANZ Banking Grp,78.094,28.40,-71,32.09,22.10,152.00,f,5.35,7.65,3.6,211.20,13.4,4.0,1.895,12.56,27.9,14.1,,
5,5,NAB,National Aust Bank,68.347,29.17,-51,34.37,22.97,183.00,f,6.27,8.96,4.7,192.30,15.2,-2.9,1.560,14.03,25.0,12.7,,
6,6,TLS,Telstra Corp,59.229,4.76,-8,5.15,3.69,28.00,f,5.88,8.40,-,28.60,16.6,20.8,5.067,.34,27.1,23.9,,
7,7,WES,Wesfarmers,45.515,39.22,-38,44.25,29.92,172.00,f,4.39,6.26,10.0,193.60,20.3,10.6,1.541,4.63,26.0,13.1,,
8,8,WOW,Woolworths,40.869,32.69,-36,36.84,27.129,129.00,f,3.95,5.64,3.3,162.88,20.1,25.6,4.839,2.17,19.2,13.1,,
9,9,CSL,CSL,30.886,63.28,+170,64.95,38.43,95.66,,1.51,1.51,3.8,217.08,29.2,8.8,9.009,5.08,50.9,26.9,,
10,10,WPL,Woodside Petroleum,29.570,35.89,-39,38.69,29.612,126.62,f,3.53,5.04,19.9,352.47,10.2,18.4,1.940,17.71,11.9,-1.4,,
11,11,WDC,Westfield Grp,25.601,11.80,+18,12.55,9.38,49.50,,4.19,4.19,2.3,75.79,15.6,-2.2,1.642,6.90,23.6,13.3,,
12,12,RIO,Rio Tinto,22.964,52.70,-20,72.30,48.37,160.18,f,3.04,4.34,15.9,-155.72,-,-38.8,.411,19.53,2.1,-7.3,,
13,13,QBE,QBE Insurance Grp,20.230,16.57,+148,16.65,10.02,50.00,f,3.02,3.43,-42.5,62.69,26.4,-1.7,1.840,4.30,22.6,5.6,,
14,14,SUN,Suncorp Grp,15.208,11.82,-9,12.98,7.899,45.00,f,3.81,5.44,14.3,71.16,16.6,26.3,1.076,6.32,47.7,17.9,,
15,15,BXB,Brambles,14.530,9.33,-7,9.50,6.04,26.50,p,2.84,3.20,.5,41.07,22.7,23.0,5.404,.55,54.9,24.7,,
16,16,MQG,Macquarie Grp,14.259,41.96,+9,47.37,23.56,200.00,p,4.77,5.28,42.9,270.57,15.5,21.6,1.193,29.92,76.8,9.8,,
17,17,ORG,Origin Energy,13.889,12.65,+8,13.80,9.84,50.00,f,3.95,5.65,-,64.80,19.5,16.0,.961,6.72,11.6,-2.1,,
18,20,STO,Santos,12.756,13.22,+44,13.54,10.04,30.00,f,2.27,3.24,-,54.40,24.3,-11.4,1.361,-,26.1,2.4,,
