Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4685.1 at 16:41 17/9/2010  Report at 22:00 Friday 17/9/2010. Processed 18:28 Sunday 19/9/2010.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
19,18,FGL,Foster's Grp,12.065,6.25,,6.44,5.11,12,,1.92,2.74,-56.0,-24.1,-,-1.8,4.44,0.49,15.1,2.5
20,20,SUN,Suncorp-Metway,11.712,9.14,25,9.59,7.56,35,f,3.83,5.47,-12.5,61.81,14.8,107.0,0.84,5.75,7.2,-16.7
21,24,STO,Santos Ltd,10.907,13.10,91,16.05,11.24,42,f,3.21,4.58,8.3,63.5,20.6,-67.0,1.57,-,-11.0,0.9
22,22,AXA,AXA Asia Pacific,10.666,5.16,6,6.72,4.05,18.5,p,3.59,3.85,-,30.79,16.8,-,2.38,1.01,21.8,-9.3
23,21,LGL,Lihir Gold Ltd,10.612,4.48,,4.51,2.57,2.96,,0.66,0.66,-,9.06,49.4,8.4,2.94,1.31,61.6,4.7
24,23,AMP,AMP Ltd,10.505,5.07,7,6.97,4.85,31,p,6.11,7.55,-25.0,39.8,12.7,28.9,3.99,0.90,-17.8,-17.0
25,25,LEI,Leighton Hldgs,10.231,34.02,65,41.70,27.61,150,f,4.41,6.30,30.4,204.6,16.6,-4.3,3.98,8.13,-2.0,-9.1
26,26,SGP,Stockland stp,9.342,3.92,-10,4.23,3.52,21.8,,5.56,5.56,-35.9,20.1,19.5,-45.5,1.07,3.59,-3.9,-18.4
27,27,ORI,Orica Ltd,9.32,25.74,58,26.77,20.868,98,p,3.81,4.41,3.2,102.3,25.2,0.7,2.35,1.31,13.8,-0.4
28,28,CCL,Coca-Cola Amatil,9.304,12.33,42,12.36,9.74,45.5,f,3.69,5.27,11.5,63.1,19.5,10.1,5.82,1.47,30.7,15.7
29,29,BXB,Brambles Ltd,9.119,6.41,28,8.37,5.11,25,p,3.90,4.23,-24.2,36.96,17.3,-21.1,4.76,0.88,-17.7,-21.0
30,30,CNA,Coal & Allied Ind  ,8.962,103.50,299,105.00,74.06,800,f,7.73,11.04,-28.2,877.4,11.8,-27.2,5.96,19.26,41.1,14.8
31,31,AMC,Amcor Ltd,8.277,6.77,-5,7.04,5.27,29.5,,4.36,4.36,-7.3,15.8,42.8,-,2.01,1.49,29.1,5.0
32,32,OSH,Oil Search Ltd,7.915,6.05,14,6.93,4.97,4.34,,0.72,0.72,-52.7,13.71,44.1,-68.5,2.74,-,-5.5,14.0
33,33,IAG,Insurance Aust Grp,7.796,3.75,13,4.21,3.22,13,f,3.47,4.95,30.0,4.39,85.4,-27.0,1.67,1.16,2.6,-7.0
34,34,TCL,Transurban stp,7.336,5.09,-3,5.61,4.018,24,,4.72,4.72,10.3,4.6,110.7,-,1.76,2.77,30.4,-5.2
35,35,AGK,AGL Energy Ltd,7.201,16.00,41,16.07,13.43,59,,3.69,4.46,9.3,79.3,20.2,-19.8,1.24,5.89,21.6,4.2
36,36,CWN,Crown Ltd,6.405,8.50,20,9.39,7.41,37,p,4.35,5.47,-,38.54,22.1,-1.5,1.87,3.42,-0.6,-
37,37,QAN,Qantas Airways,6.071,2.68,7,3.06,2.12,-,,-,-,-100.0,4.9,54.7,9.7,1.02,2.35,-6.3,-18.4
38,39,MAP,MAP Grp forus,5.807,3.12,4,3.38,2.54,19,,6.09,6.09,-21.4,-14.47,-,-,0.96,-,18.7,-0.9
39,38,IPL,Incitec Pivot,5.635,3.46,-6,3.83,2.51,4.1,,1.18,1.18,-97.8,-10.2,-,-58.7,1.67,0.27,24.0,0.6
40,41,WOR,WorleyParsons Ltd,5.564,23.23,18,31.79,19.95,75.5,p,3.25,4.25,-18.8,118.5,19.6,-26.3,3.03,0.24,-19.2,-15.4
41,40,GPT,GPT Grp stp,5.529,2.98,-7,3.16,0.525,6.8,,2.28,2.28,-83.7,9.43,31.6,-69.3,0.83,3.45,-8.5,-38.3
42,43,CPU,Computershare Ltd,5.512,9.92,43,12.90,8.70,28,p,2.82,3.49,27.3,62.24,15.9,5.4,4.38,-1.61,-8.7,4.8
43,42,RMD,ResMed Inc cdi,5.382,3.55,6,3.985,2.445,-,,-,-,-,29.57,12.0,22.7,3.56,1.64,36.8,13.2
44,44,ASX,ASX Ltd,5.298,30.52,92,37.16,28.02,173.1,f,5.67,8.10,5.0,190.4,16.0,6.8,1.81,3.49,-8.5,-12.7
45,45,CFX,CFS Retail Prop unt,4.908,1.94,-2,2.12,1.81,12.5,,6.44,6.44,-,12.65,15.3,-14.0,0.97,2.02,-3.5,-2.7
46,46,AIO,Asciano Grp stp,4.784,1.635,-4,1.94,1.435,-,,-,-,-,-31.6,-,221.3,1.54,0.08,-1.2,-36.9
47,47,AFI,Aust Foundation,4.762,4.70,-2,5.41,4.52,21,f,4.47,6.38,-,18.6,25.3,-14.1,1.20,4.70,-2.6,-3.2
48,48,MGR,Mirvac Grp stp,4.748,1.39,-0.5,1.735,1.19,8,,5.76,5.76,-,7.95,17.5,-23.7,0.87,1.66,-13.8,-30.5
49,49,TOL,Toll Hldgs Ltd,4.744,6.75,29,9.33,5.34,25,f,3.70,5.29,-,39.9,16.9,-7.0,1.74,1.38,-18.4,-14.6
50,50,AWC,Alumina Ltd,4.636,1.90,6.5,2.06,1.45,4.23,f,2.23,3.18,-80.7,0.59,322.0,-88.5,1.43,1.22,6.6,-29.2
51,51,OZL,OZ Minerals,4.526,1.45,6.5,1.49,0.945,3,,2.07,2.07,-100.0,15.2,9.5,258.3,1.77,0.95,29.8,-26.5
52,52,BSL,BlueScope Steel,4.449,2.44,8,3.40,2.03,5,f,2.05,2.93,-,6.9,35.4,36.0,0.77,2.53,-15.0,-32.1
53,53,SHL,Sonic Healthcare,4.284,11.03,4,15.64,9.53,59,p,5.35,6.15,3.5,75.5,14.6,-11.9,1.67,-2.34,-18.6,-7.0
54,57,NHC,New Hope Corp,4.276,5.15,27,5.50,3.92,9.5,f,1.84,2.63,60.9,29,17.8,189.4,1.56,2.67,7.2,40.3
55,55,GMG,Goodman Grp forus,4.268,0.67,0.5,0.75,0.55,3.4,,5.07,5.07,-61.2,-9.9,-,-63.6,0.90,0.47,0.8,-49.5
56,58,TAH,Tabcorp Hldgs Ltd,4.239,6.92,35,7.52,6.18,55,f,7.95,11.35,-15.4,77.1,9.0,-17.4,1.23,-1.35,5.3,-15.9
57,60,HVN,Harvey Norman,4.186,3.94,18,4.85,3.22,14,f,3.55,5.08,27.3,21.78,18.1,15.8,1.94,-,-5.1,-9.8
58,54,LLC,Lend Lease Grp stp,4.168,7.37,-15,10.907,6.70,32,f,4.34,6.20,-19.2,72.9,10.1,-8.8,1.23,4.76,-27.7,-22.9
59,56,DXS,DEXUS Prop Grp stp,4.113,0.85,1,0.89,0.715,5.1,,6.00,6.00,-100.0,0.66,128.8,-32.4,0.82,0.95,7.0,-17.8
60,61,OST,OneSteel Ltd,4.075,3.06,9,4.15,2.76,11,,3.59,3.59,10.0,19.51,15.7,-2.8,0.91,1.77,4.3,-18.4
61,59,COH,Cochlear Ltd,4.038,71.38,46,79.11,59.55,200,p,2.80,3.75,14.3,275.7,25.9,17.6,9.21,4.01,10.2,-
62,62,FBU,Fletcher Bld,4.004,6.55,9,7.04,5.61,20.63,,3.15,3.15,-24.9,36.48,18.0,-23.5,1.63,2.36,-2.7,-11.8
63,63,EQN,Equinox Min Ltd cdi,3.886,5.49,12,5.69,3.21,-,,-,-,-,7.22,76.0,-,5.71,-,55.5,5.2
64,64,SGM,Sims Metal Mgmt,3.707,18.18,-2,25.50,15.38,33,p,1.82,2.45,-13.2,64.9,28.0,186.5,1.13,9.48,-19.6,-14.7
65,65,FXJ,Fairfax Media Ltd,3.516,1.495,-1,1.885,1.26,2.5,f,1.67,2.07,25.0,11.5,13.0,-4.3,0.66,-0.27,-11.5,-27.8
66,67,AND,Andean Res Ltd,3.515,6.47,13,7.19,2.00,-,,-,-,-,-3.93,-,118.3,23.35,-,181.3,82.2
67,66,ARG,Argo Invest,3.502,5.76,3,7.05,5.51,25,f,4.34,6.20,-100.0,26,22.2,6.8,1.09,6.03,-9.8,-6.7
68,71,MCC,Macarthur Coal,3.501,11.97,89,17.17,8.04,25,f,2.09,2.98,92.3,49.3,24.3,-36.6,3.10,4.34,29.3,22.7
69,68,BLD,Boral Ltd,3.407,4.74,,6.40,4.15,13.5,f,2.85,4.07,3.9,-15.2,-,-76.6,1.30,3.92,-20.0,-9.5
70,73,CTX,Caltex Aust,3.37,12.48,53,12.75,8.01,55,f,4.41,6.30,-30.6,34.4,36.3,68.9,1.15,10.76,7.9,-16.3
71,69,MTS,Metcash Ltd,3.369,4.39,-1,4.74,3.84,26,f,5.92,8.46,8.3,29.74,14.8,8.3,2.45,0.12,3.5,3.2
72,72,BEN,Bendigo & Adelaide,3.361,9.48,34,10.48,7.72,58,f,6.12,8.74,36.5,67.4,14.1,38.8,0.87,5.27,7.5,-5.6
73,70,ITO,Intoll Grp stp,3.347,1.48,,1.59,1.005,3,,2.03,2.03,-85.0,66.62,2.2,198.0,0.94,1.57,2.8,-16.0
74,76,SOL,Soul Pattinson,3.179,13.32,48,15.38,11.78,33,f,2.48,3.54,6.7,124.07,10.7,98.6,0.82,11.11,1.1,17.0
75,78,WHC,Whitehaven Coal,3.13,6.34,42,6.47,3.56,5.6,f,0.88,1.26,-34.1,24.2,26.2,-39.7,3.06,1.98,72.1,34.5
76,75,TEL,Telecom Corp,3.054,1.59,-1,2.24,1.44,16.46,,10.35,10.35,-75.3,16.25,9.8,-22.9,1.48,0.49,-20.0,-17.6
77,80,AQA,Aquila Res,2.996,9.28,62,11.38,6.009,-,,-,-,-,-10.9,-,13.8,7.40,-,43.2,41.2
78,77,TTS,Tatts Grp Ltd,2.987,2.33,2,2.442,2.089,10,f,4.29,6.13,-52.4,9.4,24.8,6.1,1.21,-1.26,-,-9.5
79,74,RHC,Ramsay Health Care,2.96,14.65,-62,15.61,10.50,43.5,f,2.97,4.24,14.5,69.4,21.1,13.4,2.42,1.29,37.6,14.7
80,79,PTM,Platinum Asset,2.919,5.20,9,6.34,4.44,22,f,4.23,6.04,10.0,24.39,21.3,7.5,12.95,-,-,-1.8
81,82,CSR,CSR Ltd,2.74,1.805,6,2.13,1.585,8.5,f,4.71,6.73,15.9,-8.2,-,6.3,1.51,1.04,3.2,-10.1
82,81,PDN,Paladin Energy,2.701,3.76,-3,5.18,3.37,-,,-,-,-,-8.92,-,-,2.41,1.53,-16.4,-21.4
83,83,DJS,David Jones Ltd,2.677,5.24,18,5.96,4.10,29,f,5.53,7.90,3.7,33,15.9,8.5,3.90,1.22,-5.1,8.0
84,84,SEK,Seek Ltd,2.578,7.66,8,8.57,5.25,11.9,f,1.55,2.22,29.3,26.5,28.9,42.5,7.31,0.67,41.1,-3.4
85,96,RIV,Riversdale Min,2.547,10.79,114,11.24,5.12,-,,-,-,-,-0.4,-,-,5.03,1.96,99.1,29.4
86,87,ILU,Iluka Res,2.537,6.06,11,6.32,3.22,-,,-,-,-,-14.2,-,-,2.32,2.57,52.3,7.3
87,85,ERA,Energy Res,2.497,13.09,-28,27.00,12.51,33,f,2.52,3.60,39.3,87.9,14.9,131.0,2.58,-,-47.0,-11.9
88,91,AQP,Aquarius Platinum,2.488,5.37,23,7.95,3.89,6.74,,1.26,1.26,-,7.15,75.1,-,2.53,-,5.3,-24.7
89,86,JHX,James Hardie Ind cdi,2.457,5.64,-15,8.86,5.05,-,,-,-,-,-21.4,-,-,-,-0.29,-28.2,-6.4
90,88,UGL,UGL Ltd,2.439,14.70,-25,15.90,12.54,64,f,4.35,6.22,-,87.7,16.8,-3.8,2.10,-0.32,3.6,-2.7
91,94,BOQ,Bank of Qld,2.429,11.26,63,13.49,9.68,52,f,4.62,6.60,-64.0,92.4,12.2,-25.9,1.15,7.20,-1.4,-8.2
92,92,JBH,JB Hi-Fi Ltd,2.408,22.06,36,23.71,17.77,66,f,2.99,4.27,50.0,109.74,20.1,23.7,8.21,1.82,14.7,18.5
93,90,CEY,Centennial Coal,2.402,6.08,,6.14,3.05,8,p,1.32,1.57,-27.3,13.5,45.0,-37.5,3.21,1.90,91.9,41.1
94,97,ATM,Aneka Tambang cdi,2.385,1.25,6.4,1.30,1.05,1.42,,1.14,1.14,-60.2,5.55,22.5,-60.3,2.45,-,13.9,-
95,89,SPN,SP AusNet stp,2.336,0.85,-4,0.975,0.76,8,p,9.41,10.86,-30.7,8.09,10.5,-1.5,0.84,0.94,5.3,-1.8
96,98,FLT,Flight Centre,2.325,23.30,131,23.35,13.11,70,f,3.00,4.29,677.8,140.3,16.6,42.3,3.27,3.07,60.8,5.5
97,95,MYR,Myer Hldgs Ltd,2.303,3.96,4,4.00,2.86,-,f,-,-,-,-,-,63.6,2.69,-0.23,-,-
98,93,REH,Reece Aust Ltd,2.301,23.10,-30,26.65,21.76,58,f,2.51,3.59,13.7,115,20.1,14.7,3.87,5.97,-1.7,-4.4
99,104,LYC,Lynas Corp,2.278,1.375,15,1.395,0.375,-,,-,-,-,-7.07,-,54.7,11.51,-,103.7,12.6
100,101,APA,APA Grp stp,2.148,3.96,10,3.99,3.00,32.75,,8.27,8.27,5.7,19.4,20.4,-5.5,1.57,1.28,24.9,9.4
101,99,ABC,Adelaide Brighton,2.134,3.36,2,3.46,2.293,15.5,f,4.61,6.59,-10.0,23.6,14.2,1.5,2.38,1.16,28.3,1.0
102,100,AIA,Auckland Airport,2.097,1.60,-1,1.654,1.395,6.68,,4.17,4.17,-1.0,1.95,82.1,-2.4,1.35,1.19,10.2,-12.7
103,106,BBG,Billabong Intl,2.071,8.18,30,12.32,7.31,36,p,4.40,5.34,-20.0,58.3,14.0,-19.4,1.70,0.40,-29.2,-13.5
104,103,CPB,Campbell Brothers,2.064,32.50,50,32.50,26.05,100,p,3.08,3.74,4.2,129.06,25.2,-33.5,3.28,3.76,18.4,9.0
105,108,SVW,Seven Grp Hldgs,2.062,6.75,28,7.60,5.41,-,f,-,-,2.9,-,-,-80.9,0.72,-,12.8,-16.2
106,102,CGF,Challenger FSG Ltd,2.048,4.10,,4.50,3.18,14.5,,3.54,3.54,16.0,55.3,7.4,10.6,1.19,-,24.5,-8.5
107,109,PNA,PanAust Ltd,2.024,0.685,2,0.725,0.40,-,,-,-,-,3.93,17.4,-,3.48,0.23,39.8,-4.5
108,105,ALL,Aristocrat Leisure,1.995,3.74,-1,5.75,3.34,3.5,,0.94,0.94,-81.3,-15,-,-24.3,12.97,0.15,-28.1,-32.7
109,107,GFF,Goodman Fielder,1.981,1.435,-0.5,1.78,1.235,10.75,p,7.49,7.82,2.4,11.7,12.3,-16.7,1.19,-0.17,-7.5,-11.0
110,111,HSP,Healthscope Ltd,1.977,6.23,9,6.23,4.07,23.5,f,3.77,5.39,9.3,32.83,19.0,0.4,1.65,0.71,36.1,7.4
111,112,CMJ,Consolidated Media,1.957,3.28,2,3.34,2.75,16.5,,5.03,6.40,-,61.12,5.4,-75.1,4.41,0.73,16.2,1.5
112,113,MGX,Mount Gibson Iron,1.954,1.81,5,2.09,1.055,-,,-,-,-,12.3,14.7,60.1,2.11,0.86,64.5,-15.3
113,110,CPA,C'wlth Prop ord unt   ,1.922,0.955,-1.5,1.045,0.85,5.55,,5.81,5.81,-36.9,5.89,16.2,5.1,0.85,1.13,0.5,-12.5
114,114,ANN,Ansell Ltd,1.79,13.47,,13.73,9.56,30.5,,2.26,2.26,8.9,89.6,15.0,0.9,2.69,2.22,38.0,5.2
115,115,BKW,Brickworks Ltd,1.758,11.94,14,16.80,11.03,39.5,f,3.31,4.73,-,100.5,11.9,2.8,1.28,9.06,-17.1,-1.7
116,118,MIN,Mineral Res,1.698,10.13,22,10.60,5.91,20,f,1.97,2.82,3.4,68.5,14.8,90.6,3.50,2.75,70.3,43.8
117,117,CEU,ConnectEast stp,1.694,0.43,0.5,0.49,0.33,2,,4.65,4.65,-100.0,-1.49,-,-74.3,0.91,0.47,22.1,-31.4
118,119,PRY,Primary Health Care,1.671,3.40,5,6.40,3.01,25,f,7.35,10.50,78.6,27.8,12.2,-1.7,0.68,-1.24,-41.7,-23.9
119,116,IOF,ING Office Fd stp,1.665,0.61,-0.5,0.665,0.525,3.9,,6.39,6.39,-59.6,1.6,38.1,-51.6,0.81,0.74,14.4,-20.6
120,120,ALZ,Australand Prop stp,1.65,2.86,4,3.05,2.20,12,,4.20,4.20,-50.5,14.9,19.2,-55.1,0.74,3.44,16.8,-22.7
121,124,MLT,Milton Corp,1.614,16.22,59,19.40,15.35,71,f,4.38,6.25,-9.0,78.2,20.7,-8.3,1.10,17.18,-4.8,-7.3
122,121,PIH,Prime Infr Grp stp,1.611,4.58,-1,4.70,0.034,-,,-,-,-,-,-,-,0.72,-,-,-
123,129,REA,REA Grp,1.599,12.45,86,12.60,7.19,16,f,1.29,1.84,-100.0,39.5,31.5,5244.6,11.52,0.65,67.9,29.0
124,133,DOW,Downer EDI Ltd,1.591,4.70,42,9.44,3.33,29.1,,6.19,6.19,0.3,0.9,522.2,12.2,1.28,1.94,-39.3,-4.7
125,126,IFL,IOOF Hldgs Ltd,1.576,6.86,23,7.40,4.59,35,f,5.10,7.29,775.0,29.8,23.0,74.9,1.78,0.51,41.8,-7.4
126,125,EXT,Extract Res,1.557,6.40,7,10.40,6.03,-,,-,-,-,-14.9,-,178.3,10.16,-,-29.8,119.0
127,122,SKT,Sky Net,1.557,4.00,-2,4.15,3.57,11.18,,2.79,2.79,-1.2,21.47,18.6,17.6,1.53,0.42,4.9,-3.9
128,134,TSE,Transfield Services,1.545,3.73,26,4.80,2.87,14,f,3.75,5.36,16.7,17.66,21.1,-32.7,1.92,0.31,-9.0,-22.5
129,123,DUE,DUET Grp forus,1.544,1.74,-2,1.90,1.56,20,p,11.49,11.64,-17.1,16.25,10.7,-30.9,1.02,1.74,15.1,-8.9
130,131,WAN,West Aust News,1.514,7.01,23,8.48,6.24,45,f,6.42,9.17,36.4,45.4,15.4,-2.6,11.60,-,-1.4,-18.6
131,137,GNC,Graincorp Ltd,1.511,7.62,55,8.85,5.10,22.27,f,2.92,4.17,-,63.62,12.0,-,2.18,4.78,3.9,-1.5
132,128,HTA,Hutchison,1.493,0.11,,0.135,0.088,-,,-,-,-,2.33,4.7,-93.1,1.09,0.10,-4.0,-13.4
133,136,TPM,TPG Telecom Ltd,1.49,1.94,11,2.58,0.88,3,f,1.55,2.21,-,5.7,34.0,-,4.59,0.06,57.7,75.2
134,127,NVT,Navitas Ltd,1.482,4.33,-9,5.56,3.34,18.8,f,4.34,6.20,31.5,18.8,23.0,30.9,14.33,-0.23,23.5,34.6
135,132,TEN,Ten Network Hldgs,1.479,1.415,2.5,1.94,1.31,-,,-,-,-85.2,4.62,30.6,-47.6,1.84,-0.29,-2.4,-17.4
136,130,GCL,Gloucester Coal,1.477,12.37,-8,12.53,5.148,-,,-,-,-100.0,39.9,31.0,-63.9,5.60,1.99,140.3,48.2
137,135,BLY,Boart Longyear,1.462,3.17,8,4.10,2.43,2.29,p,0.72,0.83,-100.0,8.15,38.9,-97.5,1.40,1.50,-0.2,-44.3
138,145,KAR,Karoon Gas Aust,1.367,7.70,80,11.45,4.51,-,,-,-,-,-15.25,-,-,4.09,-,-1.4,52.0
139,139,MND,Monadelphous Grp,1.343,15.34,59,15.98,11.77,83,f,5.41,7.73,12.2,96.86,15.8,10.6,9.31,1.65,20.9,8.1
140,138,PPT,Perpetual Ltd,1.325,30.51,64,40.31,27.11,210,f,6.88,9.83,110.0,227.1,13.4,8.7,3.67,3.95,-17.0,-21.2
141,141,CQO,Charter Hall Office unt,1.307,2.65,6,3.55,2.25,1.85,,0.70,0.70,-50.7,-1.9,-,-,0.63,0.42,-5.7,-39.2
142,140,SKC,Sky City Entertain,1.283,2.23,-1,2.89,2.21,13.64,,6.12,6.12,9.7,14.38,15.5,1.2,2.08,0.51,-11.9,-17.2
143,144,IIF,ING Industrial Fd unt,1.27,0.49,1.5,0.603,0.345,1.6,,3.27,3.29,-66.3,-13,-,-65.3,0.69,0.57,-10.2,-38.3
144,143,PRU,Perseus Min Ltd,1.264,3.00,6,3.10,1.165,-,,-,-,-,-2.43,-,-25.6,9.52,-,145.9,25.9
145,142,HGG,Henderson Grp cdi,1.247,2.20,-4,2.61,2.01,10.22,,4.65,4.65,-10.1,10.64,20.7,-43.9,2.47,-0.14,-4.9,-9.9
146,153,AGO,Atlas Iron Ltd,1.226,2.27,11,3.05,1.585,-,,-,-,-,-9.6,-,-80.7,3.42,-,40.1,6.5
147,154,AZT,Aston Res Ltd,1.207,5.90,22,6.35,5.49,-,,-,-,-,-,-,-,2.99,-,-,-
148,151,AIX,Aust Infra unt,1.204,1.94,4,2.09,1.535,10,p,5.15,6.55,-23.1,33.22,5.8,26.2,0.74,2.61,20.1,-7.5
149,147,AWB,AWB Ltd,1.193,1.46,0.5,1.49,0.865,-,,-,-,-100.0,3.67,39.8,-,1.32,1.85,14.5,-9.9
150,146,FPH,Fisher & Paykel H,1.19,2.30,,2.83,2.18,10.07,,4.38,4.38,-4.5,10.85,21.2,7.2,5.24,0.34,-11.2,-2.6
151,150,ZIM,Zimplats Hldgs,1.185,11.01,1,12.65,8.70,-,,-,-,-,133.06,8.3,-,1.87,-,7.5,-8.3
152,149,IVA,Ivanhoe Aust,1.181,2.85,-1,4.153,2.45,-,,-,-,-,-20.3,-,-26.1,-,-,-17.0,-
153,157,KCN,Kingsgate Cons,1.179,11.70,94,11.75,7.01,35,,2.99,2.99,133.3,75.2,15.6,113.3,3.73,3.16,48.8,31.9
154,148,SKI,Spark Infrastructure stp,1.171,1.135,-1.5,1.445,1.095,13.56,,11.95,11.95,-0.4,10.66,10.6,136.2,2.03,1.83,8.9,-4.2
155,158,AUN,Austar United,1.166,0.925,6.5,1.465,0.835,-,,-,-,-,3.5,26.4,118.4,-,-0.28,-25.4,-18.4
156,156,BKN,Bradken Ltd,1.155,8.29,42,8.29,5.48,34,f,4.10,5.86,47.8,54.1,15.3,28.0,2.45,2.10,31.9,-2.1
157,152,CRZ,Carsales Com Ltd,1.137,4.89,-15,5.86,3.62,14.9,f,3.05,4.35,-,18.6,26.3,-,12.78,0.38,34.3,-
158,155,APN,APN News & Media,1.126,1.88,4,2.61,1.68,9,,4.79,5.70,-81.7,16.7,11.3,-40.2,0.97,-0.75,-4.7,-22.7
159,160,AIZ,Air New Zealand,1.10,1.02,3.5,1.145,0.83,5.52,,5.41,5.41,6.6,6.17,16.5,-42.2,0.87,1.15,7.8,-16.4
160,162,TPI,Transpacific Indust,1.086,1.13,6,1.785,0.92,-,,-,-,-,6.7,16.9,-59.6,0.49,-0.22,-26.1,-47.7
161,159,WEC,White Energy Co,1.08,3.80,6,3.84,1.955,-,,-,-,-,-14.3,-,-22.1,6.29,-,36.3,8.3
162,161,PMV,Premier Invest,1.077,6.95,10,8.934,5.94,36,f,5.18,7.40,20.7,49.85,13.9,34.8,0.93,2.19,-12.0,0.8
163,168,WSA,Western Areas NL,1.071,5.96,64,6.02,3.52,6,,1.01,1.01,-,8,74.5,-,6.23,0.95,23.7,5.8
164,171,NUF,Nufarm Ltd,1.063,4.06,54,11.695,3.20,15,,3.69,3.69,-22.9,-17.4,-,-11.1,0.65,3.07,-63.8,-31.4
165,163,PBG,Pac Brands,1.062,1.14,7,1.52,0.78,-,,-,-,-,5.7,20.0,-43.0,0.77,0.08,-5.0,-24.1
166,165,IRE,IRESS Market Tech,1.042,8.27,47,9.38,7.25,35,f,4.23,6.05,9.7,39.46,21.0,17.5,8.39,0.76,1.7,6.7
167,164,WTF,Wotif Com Hldgs,1.005,4.77,8,8.08,4.07,21.5,f,4.51,6.44,22.9,25.34,18.8,20.6,11.70,-0.02,-10.1,0.5
