Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, September 13, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 5214.7 at 2013-09-13T16:46:06. Report at Friday, September 13, 2013. Processed Saturday at 2013-09-14T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,CBA,C'wlth Bank  of Aust,118.993,73.82,+66,75.00,54.85,364.00,f,4.93,7.04,9.0,477.90,15.4,8.9,2.616,20.84,39.3,19.8,,
2,2,BHP,BHP Billiton,116.263,36.20,+104,39.34,30.43,119.94,f,3.31,4.73,7.6,220.38,16.4,-24.4,1.497,13.47,13.4,.6,,
3,3,WBC,Westpac Banking,99.599,32.09,+45,34.686,24.008,170.00,f,5.30,7.57,6.4,205.00,15.7,4.5,2.155,10.71,37.9,19.5,,
4,4,ANZ,ANZ Banking Grp,83.049,30.27,+71,32.09,23.42,152.00,f,5.02,7.17,3.6,211.20,14.3,4.0,2.015,12.56,29.6,15.5,,
5,5,NAB,National Aust Bank,78.758,33.53,+76,34.37,22.97,183.00,f,5.46,7.80,4.7,192.30,17.4,-2.9,1.798,14.03,40.8,17.7,,
6,6,TLS,Telstra Corp,60.722,4.88,+8,5.15,3.79,28.00,f,5.74,8.20,-,30.70,15.9,-2.9,4.716,.35,31.9,32.8,,
7,7,WES,Wesfarmers,48.199,41.61,+121,44.25,33.63,180.00,f,4.33,6.18,9.1,195.90,21.2,6.4,1.610,4.69,26.9,13.4,,
8,8,WOW,Woolworths,43.558,34.82,-67,36.84,28.333,133.00,f,3.82,5.46,5.6,182.59,19.1,-15.8,4.683,2.60,25.8,11.2,,
9,9,CSL,CSL,32.099,65.90,-152,69.37,42.15,105.64,,1.60,1.60,25.6,263.01,25.1,38.8,9.902,4.75,45.7,28.5,,
10,10,WPL,Woodside Petroleum,31.729,38.51,-62,39.49,32.16,156.29,f,4.06,5.80,19.9,368.63,10.4,18.4,2.082,19.62,23.0,-.5,,
11,11,RIO,Rio Tinto,27.488,63.08,+311,72.30,49.81,184.67,f,2.93,4.18,15.9,-367.18,-,-38.8,.492,21.06,22.0,-4.0,,
12,12,WDC,Westfield Grp,23.504,10.84,+33,12.55,9.99,50.25,,4.64,4.64,2.3,64.24,16.9,-2.2,1.491,6.99,11.6,9.9,,
13,13,QBE,QBE Insurance Grp,18.496,15.15,-18,17.53,10.02,30.00,f,1.98,2.83,-42.5,37.23,40.7,-1.7,1.682,4.94,19.4,.6,,
14,15,MQG,Macquarie Grp,16.587,48.80,+263,49.98,28.17,200.00,p,4.10,4.54,42.9,270.57,18.0,21.6,1.388,29.92,80.5,16.4,,
15,14,SUN,Suncorp Grp,16.404,12.75,+26,12.91,8.919,55.00,f,4.31,6.16,37.5,38.42,33.2,-31.1,1.173,6.11,46.8,18.6,,
16,16,ORG,Origin Energy,15.296,13.93,+8,14.18,9.84,50.00,,3.59,4.36,-,34.60,40.3,-16.0,1.034,6.53,27.9,.4,,
17,17,STO,Santos,14.447,14.96,+3,15.29,10.365,30.00,f,2.01,2.86,-,54.90,27.2,-11.4,1.543,-,34.6,7.8,,
18,20,FMG,Fortescue Metals Grp,14.199,4.56,+26,5.47,2.90,10.00,f,2.19,3.13,25.0,60.45,7.5,34.0,2.490,1.29,33.5,-2.6,,
19,18,BXB,Brambles,13.825,8.87,-17,9.60,6.63,27.00,p,3.04,3.44,3.9,44.42,20.0,13.6,4.238,.66,30.3,16.5,,
20,19,AMP,AMP,13.781,4.68,+4,5.79,4.155,24.00,p,5.13,6.61,-13.8,24.80,18.9,-2.7,1.830,1.18,13.4,3.0,,
21,21,AMC,Amcor,13.177,10.92,+14,11.17,7.46,40.00,,3.66,3.66,8.1,49.80,21.9,9.1,3.560,.94,46.4,24.5,,
22,22,IAG,Insurance Aust Grp,11.747,5.65,+7,6.08,4.30,36.00,f,6.37,9.10,111.8,37.57,15.0,180.4,2.355,1.38,37.6,21.8,,
23,24,CWN,Crown,11.421,15.68,+47,15.72,8.92,37.00,p,2.36,2.86,-,54.34,28.9,-3.4,3.127,3.84,76.9,27.9,,
