Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, March 13, 2015,,,,,,,,,,,,,,,,,,,,
"XAO 5788.0 at 2015-03-13T17:17:36. Report at Friday, March 13, 2015. Processed Saturday at 2015-03-14T23:15:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,CBA,C'wlth Bank  of Aust,148.059,91.32,+23,93.96,73.57,416.00,f,4.56,6.51,10.2,552.40,16.5,12.0,2.993,24.46,23.4,28.7,,
2,2,WBC,Westpac Banking,117.943,37.80,+12,38.97,31.33,182.00,f,4.81,6.88,4.6,243.70,15.5,9.8,2.383,11.57,15.0,27.6,,
3,4,ANZ,ANZ Banking Grp,98.026,35.44,+5,36.09,30.47,178.00,f,5.02,7.17,8.5,267.10,13.3,21.3,1.986,14.65,13.0,21.8,,
4,3,BHP,BHP Billiton,95.580,29.76,-288,39.74,26.50,145.34,f,4.88,6.98,11.2,203.47,14.6,12.2,1.157,18.54,-6.5,1.8,,
5,5,NAB,National Aust Bank,91.372,37.74,-23,38.80,31.33,198.00,f,5.25,7.49,4.2,222.10,17.0,-13.8,1.919,15.15,13.6,23.3,,
6,6,TLS,Telstra Corp,75.799,6.20,-8,6.735,4.96,30.00,f,4.84,6.91,5.4,37.60,16.5,24.3,5.500,.41,30.0,31.4,,
7,7,WES,Wesfarmers,48.715,43.35,-58,46.95,39.61,193.94,f,4.47,6.39,4.5,231.34,18.7,-.7,1.900,4.92,11.7,18.9,,
8,8,CSL,CSL,43.929,92.67,-88,94.14,63.77,139.23,,1.50,1.50,17.9,316.08,29.3,9.0,13.207,5.52,36.8,40.1,,
9,9,WOW,Woolworths,37.099,29.37,-70,38.92,29.11,139.00,f,4.73,6.76,3.0,192.40,15.3,3.6,3.609,3.52,-12.1,9.3,,
10,10,WPL,Woodside Petroleum,28.631,34.75,-41,44.23,31.97,303.22,f,8.73,12.47,43.4,357.23,9.7,54.8,1.426,23.42,-2.5,6.7,,
11,11,RIO,Rio Tinto,24.969,57.30,-309,67.89,52.00,256.07,f,4.47,6.38,16.9,430.50,13.3,-19.4,.395,25.82,-1.0,.9,,
12,12,MQG,Macquarie Grp,24.965,75.39,+2,77.38,53.92,290.00,p,3.85,4.51,32.2,483.86,15.6,55.7,2.052,32.50,36.5,45.0,,
13,13,SCG,Scentre Grp,20.818,3.91,-2,4.00,3.07,-,p,-,-,2.8,-,-,-68.1,1.274,3.04,51.7,25.7,,
14,14,WFD,Westfield Corp,20.303,9.77,-7,10.66,6.70,-,,-,-,29.8,-14.18,-,-40.6,2.169,4.54,56.5,25.9,,
15,15,AMP,AMP,19.373,6.55,+1,6.83,4.82,26.00,p,3.97,5.25,13.0,30.30,21.6,29.2,2.307,1.42,37.1,20.4,,
16,16,QBE,QBE Insurance Grp,18.304,13.41,-2,13.90,10.13,37.00,f,2.76,3.94,15.6,69.98,19.2,-,1.357,6.46,7.9,1.2,,
17,18,BXB,Brambles,17.778,11.35,+5,11.43,8.74,27.50,p,2.42,2.73,-,39.67,28.6,-12.2,6.061,.65,25.3,20.5,,
18,17,TCL,Transurban Grp,17.556,9.17,-17,9.45,6.965,37.50,p,4.09,4.41,14.4,3.10,295.8,54.5,2.999,3.23,36.6,25.0,,
19,20,AMC,Amcor,17.497,14.50,+26,14.70,9.88,47.90,,3.30,3.30,17.3,66.03,22.0,52.1,7.566,-.06,42.4,33.2,,
20,19,SUN,Suncorp Grp,17.189,13.36,-19,15.08,12.097,78.00,f,5.84,8.34,36.4,63.58,21.0,48.6,1.263,6.12,13.4,25.4,,
21,21,IAG,Insurance Aust Grp,13.862,5.92,-7,6.61,5.345,39.00,f,6.59,8.47,8.3,50.08,11.8,11.9,2.065,1.28,14.5,28.1,,
