Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, February 27, 2015,,,,,,,,,,,,,,,,,,,,
"XAO 5898.5 at 2015-02-27T16:36:36. Report at Friday, February 27, 2015. Processed Saturday at 2015-02-28T23:15:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,CBA,C'wlth Bank  of Aust,149.032,91.92,+171,93.96,73.57,416.00,f,4.53,6.47,10.2,552.40,16.6,12.0,2.964,24.46,26.8,28.8,,
2,2,WBC,Westpac Banking,118.567,38.00,+37,38.28,31.33,182.00,f,4.79,6.84,4.6,243.70,15.6,9.8,2.380,11.57,18.6,29.5,,
3,3,BHP,BHP Billiton,108.073,33.65,+135,39.74,26.50,145.34,f,4.32,6.17,11.2,203.47,16.5,12.2,1.145,18.54,-12.7,-.8,,
4,4,ANZ,ANZ Banking Grp,97.750,35.34,+53,35.87,30.47,178.00,f,5.04,7.20,8.5,267.10,13.2,21.3,1.954,14.65,14.3,23.4,,
5,5,NAB,National Aust Bank,91.760,37.90,+42,38.02,31.33,198.00,f,5.22,7.46,4.2,222.10,17.1,-13.8,1.893,15.15,14.4,24.3,,
6,6,TLS,Telstra Corp,77.877,6.37,-24,6.735,4.96,30.00,f,4.71,6.73,5.4,37.60,16.9,24.3,5.789,.41,37.5,33.5,,
7,7,WES,Wesfarmers,49.277,43.85,-254,46.95,39.61,193.94,f,4.42,6.32,4.5,231.34,19.0,-.7,2.006,4.92,10.9,21.5,,
8,8,CSL,CSL,43.712,92.24,+254,92.715,63.77,139.23,,1.51,1.51,17.9,316.08,29.2,9.0,12.664,5.52,26.4,42.4,,
9,9,WOW,Woolworths,38.791,30.71,-255,38.92,29.11,139.00,f,4.53,6.47,3.0,196.50,15.6,3.6,3.992,3.11,-4.1,14.1,,
10,10,WPL,Woodside Petroleum,28.985,35.18,-54,44.23,31.97,303.50,f,8.63,12.32,43.4,357.23,9.8,54.8,1.449,23.42,1.7,4.8,,
11,11,RIO,Rio Tinto,28.067,64.41,+66,67.89,52.00,256.07,f,3.98,5.68,16.9,430.50,15.0,244.1,.417,25.82,-1.2,.8,,
12,12,MQG,Macquarie Grp,23.632,72.86,+166,72.95,53.92,290.00,p,3.98,4.66,32.2,483.86,15.1,55.7,1.938,32.50,32.8,46.2,,
13,14,SCG,Scentre Grp,20.552,3.86,+12,3.99,3.07,10.20,p,2.64,2.96,5.9,166.40,2.3,2.3,1.901,3.04,38.5,24.9,,
14,13,WFD,Westfield Corp,20.386,9.81,-19,10.66,6.70,-,,-,-,3.0,-14.18,-,9.6,1.355,4.54,58.2,26.6,,
15,15,AMP,AMP,19.817,6.70,+7,6.83,4.65,26.00,p,3.88,5.13,13.0,30.30,22.1,29.2,2.339,1.42,43.7,23.2,,
16,16,SUN,Suncorp Grp,17.987,13.98,+21,15.08,11.832,78.00,f,5.58,7.97,36.4,63.58,22.0,48.6,1.284,6.12,22.2,27.2,,
17,20,QBE,QBE Insurance Grp,17.731,12.99,+142,13.14,10.13,37.00,f,2.85,4.07,-36.0,69.98,18.6,-,1.358,6.46,-7.7,2.8,,
18,17,TCL,Transurban Grp,17.517,9.15,-5,9.45,6.955,37.50,p,4.10,4.42,14.4,3.10,295.2,54.5,2.954,3.23,38.2,24.4,,
19,19,BXB,Brambles,17.386,11.10,+38,11.12,8.74,27.50,p,2.48,2.80,-,39.67,28.0,-12.2,5.749,.65,17.7,17.9,,
20,18,AMC,Amcor,16.483,13.66,-66,14.445,9.88,47.90,,3.51,3.51,17.3,66.03,20.7,52.1,7.609,-.06,47.0,35.5,,
21,21,IAG,Insurance Aust Grp,14.284,6.10,+15,6.61,5.34,39.00,f,6.39,8.22,8.3,50.08,12.2,11.9,2.051,1.28,14.2,28.6,,
22,23,RHC,Ramsay Health Care,13.519,66.90,+373,68.31,43.70,91.50,f,1.37,1.95,20.6,161.00,41.6,20.5,7.321,-1.69,33.2,54.3,,
23,22,ORG,Origin Energy,13.508,12.21,-17,16.21,10.28,50.00,,4.10,4.10,-,16.50,74.0,-7.0,.905,6.58,-11.1,.6,,
24,24,OSH,Oil Search,12.425,8.16,-17,9.88,6.87,12.39,,1.52,1.52,12.9,29.07,28.1,54.9,3.318,3.13,-3.2,6.7,,
25,25,RMD,ResMed Inc,11.554,8.23,-4,8.64,4.68,10.69,,1.30,1.30,43.7,27.95,29.4,13.9,6.220,-,71.8,46.3,,
