Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, February 22, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 5036.7 at 2013-02-22T16:48:35. Report at Friday, February 22, 2013. Processed Saturday at 2013-02-23T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton,118.415,36.87,-142,39.34,30.09,110.26,f,2.99,4.27,14.1,176.90,20.8,-13.6,1.799,11.33,3.8,-1.0,,
2,2,CBA,C'wlth Bank  of Aust,105.482,65.55,-148,67.74,47.50,361.00,f,5.51,7.87,4.4,446.70,14.7,-1.2,2.537,-,40.8,13.5,,
3,3,WBC,Westpac Banking,92.708,29.87,+72,30.72,20.00,166.00,f,5.56,7.94,6.4,195.80,15.3,4.5,2.006,10.47,53.6,12.0,,
4,4,ANZ,ANZ Banking Grp,77.260,28.16,+39,28.83,20.26,145.00,f,5.15,7.36,3.6,213.40,13.2,4.0,1.874,12.22,36.6,13.5,,
5,5,NAB,National Aust Bank,69.846,29.82,+31,30.80,21.95,180.00,f,6.04,8.62,4.7,175.30,17.0,-2.9,1.595,13.82,35.9,13.0,,
6,6,NWS,News Corp,64.402,28.00,+11,28.88,18.36,14.09,,.50,.50,3.0,165.95,16.9,51.7,.905,2.47,49.5,17.7,,
7,7,TLS,Telstra Corp,56.740,4.56,-7,4.69,3.18,28.00,f,6.14,8.77,-,28.60,15.9,20.8,4.854,.34,47.6,25.4,,
8,8,WES,Wesfarmers,46.154,39.81,+26,40.14,28.25,172.00,f,4.32,6.17,10.0,193.60,20.6,10.6,1.564,4.63,43.3,13.7,,
9,9,WOW,Woolworths,42.587,34.27,+137,34.60,25.065,126.00,,3.68,5.25,3.3,148.67,23.1,8.8,5.042,2.36,41.7,13.4,,
10,11,WPL,Woodside Petroleum,31.061,37.70,+80,39.21,30.09,126.02,f,3.34,4.78,19.9,352.47,10.7,18.4,2.038,17.71,4.8,-1.3,,
11,12,CSL,CSL,29.175,58.56,+272,59.12,32.12,95.66,,1.63,1.63,3.8,217.08,27.0,8.8,8.510,5.08,82.3,22.2,,
12,10,RIO,Rio Tinto,29.074,66.72,-343,72.30,48.37,160.18,f,2.40,3.43,18.4,-155.72,-,-38.8,.520,19.53,.3,-.3,,
13,13,WDC,Westfield Grp,24.512,11.00,+3,11.40,8.57,48.95,,4.45,4.45,-23.8,73.22,15.0,-18.9,1.440,6.79,31.2,11.3,,
14,14,NCM,Newcrest Min,16.605,21.68,-142,33.98,20.89,35.00,,1.61,1.68,16.7,101.70,21.3,-3.8,1.100,14.92,-34.5,-10.6,,
15,16,QBE,QBE Insurance Grp,15.773,13.18,-37,14.71,10.02,65.00,p,4.93,5.33,-32.0,71.57,18.4,-48.7,1.535,4.45,18.7,-9.2,,
16,17,AMP,AMP,15.443,5.27,-15,5.59,3.71,25.00,p,4.74,5.96,-13.8,24.70,21.3,-2.7,2.051,1.13,35.2,1.3,,
17,18,SUN,Suncorp Grp,15.362,11.94,+73,11.98,7.329,45.00,f,3.77,5.38,14.3,71.16,16.8,26.3,1.087,6.32,54.7,18.1,,
18,15,FMG,Fortescue Metals Grp,15.040,4.83,-40,6.18,2.81,4.00,,.83,1.18,14.3,38.59,12.5,-19.4,4.074,1.26,-11.7,2.4,,
19,20,BXB,Brambles,13.418,8.62,+30,8.65,6.04,26.50,p,3.07,3.47,.5,41.07,21.0,23.3,4.990,.55,24.1,11.8,,
20,21,MQG,Macquarie Grp,13.079,38.56,+76,39.80,23.56,150.00,,3.89,3.89,-24.7,230.78,16.7,-26.7,1.115,28.47,51.5,-.2,,
21,19,ORG,Origin Energy,12.581,11.50,-66,14.15,9.84,50.00,f,4.35,6.21,-,64.80,17.7,16.0,.870,6.72,-11.9,-7.3,,
22,23,IAG,Insurance Aust Grp,11.747,5.65,+46,5.71,3.13,23.00,f,4.07,5.81,6.3,25.36,22.3,9.0,2.596,1.31,81.7,18.2,,
23,22,STO,Santos,11.555,12.05,-41,14.63,10.04,30.00,f,2.49,3.56,-,55.00,21.9,-11.4,1.234,-,-15.3,-.3,,
24,24,AMC,Amcor,11.343,9.40,+49,9.67,6.72,38.50,,4.10,4.10,5.7,37.00,25.4,12.3,3.356,.97,38.6,23.3,,
