Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, November 8, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 5394.4 at 2013-11-08T16:53:36. Report at Friday, November 8, 2013. Processed Saturday at 2013-11-09T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,CBA,C'wlth Bank  of Aust,127.504,79.10,+330,79.88,57.76,364.00,f,4.60,6.57,9.0,477.90,16.6,8.9,2.803,20.84,39.5,25.0,,
2,2,BHP,BHP Billiton,121.884,37.95,+42,39.34,30.43,119.94,f,3.16,4.52,7.6,220.38,17.2,-24.4,1.569,13.47,14.2,-1.0,,
3,3,WBC,Westpac Banking,103.158,33.18,-130.0,34.879,24.087,174.00,f,5.24,7.49,4.8,220.40,15.1,6.6,2.173,11.07,38.5,24.0,,
4,4,ANZ,ANZ Banking Grp,89.745,32.71,-134,34.06,23.42,91.00,f,2.78,3.97,13.1,231.30,14.1,-.9,1.967,13.48,41.7,20.1,,
5,5,NAB,National Aust Bank,81.695,34.78,-85,37.07,22.97,190.00,f,5.46,7.80,5.6,229.50,15.2,5.4,1.752,14.64,51.8,22.1,,
6,6,TLS,Telstra Corp,64.455,5.18,-1,5.23,4.10,28.00,f,5.41,7.72,-,30.70,16.9,-2.9,5.006,.35,27.4,32.4,,
7,7,WES,Wesfarmers,50.362,43.50,+55,44.25,33.70,180.00,f,4.14,5.91,9.1,195.90,22.2,6.4,1.683,4.69,27.9,16.8,,
8,8,WOW,Woolworths,43.601,34.76,-28,36.84,28.333,133.00,f,3.83,5.47,5.6,182.59,19.0,-15.5,4.688,2.60,23.3,13.9,,
9,9,CSL,CSL,33.006,67.75,-99,69.755,46.68,105.64,,1.56,1.56,25.6,263.01,25.8,38.8,10.181,4.75,33.3,27.3,,
10,10,WPL,Woodside Petroleum,32.330,39.24,+49,39.53,32.525,156.29,f,3.98,5.69,19.9,368.63,10.6,18.4,2.121,19.62,22.9,1.7,,
11,11,RIO,Rio Tinto,28.433,65.25,+194,72.30,49.81,184.67,f,2.83,4.04,15.9,-367.18,-,-38.8,.509,21.06,14.6,-5.1,,
12,12,WDC,Westfield Grp,22.910,10.84,-,12.55,10.31,50.25,,4.64,4.64,2.3,64.24,16.9,-2.2,1.453,6.99,8.8,10.2,,
13,13,MQG,Macquarie Grp,18.544,54.56,+146,54.79,29.86,225.00,p,4.12,4.83,42.9,318.57,17.1,21.6,1.552,32.17,74.5,21.5,,
14,14,QBE,QBE Insurance Grp,18.341,14.95,+40,17.53,10.02,30.00,f,2.01,2.87,-42.5,37.23,40.2,-1.7,1.668,4.94,39.5,1.0,,
