Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, November 25, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 4057.6 at 2011-11-25T16:41:38. Report at Friday, November 25, 2011. Processed Saturday at 2011-11-26T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton,109.351,34.05,-208,49.81,33.68,97.94,f,2.88,4.11,-3.2,399.57,8.5,39.1,2.033,9.90,-18.4,6.1,,
2,2,CBA,C'wlth Bank  of Aust,71.545,45.39,-234,55.77,42.30,320.00,f,7.05,10.07,10.3,395.10,11.5,18.7,1.919,16.82,.1,16.8,,
3,3,WBC,Westpac Banking,59.099,19.50,-87,25.60,17.84,156.00,f,8.00,11.43,12.2,233.00,8.4,5.0,1.349,9.96,-1.7,9.6,,
4,4,ANZ,ANZ Banking Grp,49.455,18.77,-129,25.96,17.63,140.00,f,7.46,10.66,11.1,208.20,9.0,7.6,1.303,11.44,-11.3,14.8,,
5,5,NAB,National Aust Bank,48.096,21.82,-164,28.18,19.64,172.00,f,7.88,11.26,13.2,233.60,9.3,16.9,1.140,13.62,-,9.8,,
6,6,NWS,News Corp,41.352,16.69,-31,18.48,13.32,14.33,,.86,.86,-5.5,96.84,17.2,-13.4,.476,2.41,4.8,13.4,,
7,7,TLS,Telstra Corp,38.822,3.12,-2,3.22,2.57,28.00,f,8.97,12.82,-,26.10,12.0,-16.7,3.158,.36,22.0,.4,,
8,8,WES,Wesfarmers,35.503,30.66,-143,35.26,26.04,150.00,f,4.89,6.99,20.0,166.70,18.4,22.7,1.218,4.12,2.1,25.8,,
9,9,WOW,Woolworths,29.682,24.23,-37,28.22,23.21,122.00,f,5.04,7.19,6.1,173.60,14.0,5.1,3.783,1.94,-5.3,.8,,
10,10,RIO,Rio Tinto,26.995,61.95,-510,89.04,58.52,111.75,f,1.80,2.58,128.8,731.53,8.5,75.2,.420,18.81,-23.6,21.0,,
11,11,WPL,Woodside Petroleum,26.877,33.36,-159,50.85,29.76,106.93,f,3.21,4.58,2.5,161.22,20.7,-5.9,2.300,14.06,-18.3,.3,,
12,12,NCM,Newcrest Min,25.583,33.42,-222.9,42.680,32.477,30.00,,.90,.90,20.0,126.40,26.4,-6.7,1.844,13.32,-14.5,11.8,,
13,13,WDC,Westfield Grp,18.102,7.84,-13,12.67,7.21,55.76,,7.11,7.11,-13.3,34.66,22.6,19.7,1.077,7.07,-12.1,-6.1,,
14,14,CSL,CSL,15.809,30.11,-64,38.07,26.12,80.00,p,2.66,2.68,-,174.01,17.3,6.0,4.338,5.20,-11.6,-2.4,,
15,16,ORG,Origin Energy,14.858,13.68,-67,17.22,12.00,50.00,f,3.65,5.22,8.8,19.60,69.8,18.8,1.099,6.39,-2.1,.8,,
16,15,QBE,QBE Insurance Grp,14.602,13.09,-102,19.60,11.89,128.00,p,9.78,10.20,-,130.15,10.1,-39.0,1.428,4.26,-15.8,-12.1,,
17,17,FMG,Fortescue Metals Grp,14.043,4.51,-34,7.34,3.95,7.00,f,1.55,1.93,-,30.60,14.7,89.5,6.195,.73,-27.7,30.4,,
18,19,STO,Santos,11.607,12.33,-55,16.90,10.11,30.00,f,2.43,3.48,-11.9,93.40,13.2,48.3,1.527,-,1.5,-1.4,,
19,18,AMP,AMP,11.476,4.02,-24,5.82,3.61,30.00,p,7.46,8.90,-,31.40,12.8,-3.4,3.828,.97,-15.0,-3.7,,
20,20,CNA,Coal & Allied Ind,10.765,124.33,+3,134.99,89.80,258.00,f,2.08,2.96,15.3,500.30,24.9,-37.4,7.092,18.43,12.8,17.4,,
21,22,FGL,Foster's Grp,10.426,5.37,+3,5.38,4.23,25.25,,4.70,5.66,13.7,-4.60,-,-,26.091,-.22,22.0,11.5,,
