Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, April 1, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 4954.6 at 2011-04-01T16:38:44. Report at Friday, April 1, 2011. Processed Saturday at 2011-04-02T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton,156.662,46.68,+192,47.63,35.58,94.58,f,2.03,2.89,-9.2,331.41,14.1,6.1,2.595,9.91,5.0,10.8,,
2,2,CBA,C'wlth Bank  of Aust,81.691,52.74,+88,60.00,47.05,302.00,f,5.73,8.18,27.2,350.70,15.0,26.4,2.258,-,-2.4,14.0,,
3,3,WBC,Westpac Banking,73.445,24.41,+68,28.43,20.56,139.00,f,5.69,8.13,19.8,214.20,11.4,55.7,1.780,8.96,-9.3,6.3,,
4,4,ANZ,ANZ Banking Grp,61.976,23.87,+50,26.23,19.95,126.00,f,5.28,7.54,23.5,178.90,13.3,17.1,1.777,10.38,-2.6,7.7,,
5,5,NAB,National Aust Bank,56.367,25.98,+96,29.03,22.23,152.00,f,5.85,8.36,4.1,191.80,13.5,10.1,1.394,12.63,-3.1,.4,,
6,6,NWS,News Corp,45.283,17.92,+17,20.18,15.40,13.42,,.75,.75,6.9,131.81,13.6,-63.3,.473,-,-3.3,-3.9,,
7,7,WES,Wesfarmers,37.609,32.45,+80,35.26,27.09,135.00,f,4.16,5.94,13.6,161.10,20.1,-20.6,1.288,-,3.7,-.2,,
8,8,WPL,Woodside Petroleum,37.133,47.40,+68,48.39,39.63,110.84,f,2.34,3.34,2.5,200.73,23.6,-7.4,3.183,13.93,2.2,-2.2,,
9,9,RIO,Rio Tinto,36.974,84.85,+283,89.04,58.86,111.21,f,1.31,1.87,128.8,718.78,11.8,75.2,.556,18.72,6.2,-3.6,,
10,10,TLS,Telstra Corp,34.965,2.81,+11,3.46,2.55,28.00,f,9.96,14.23,-,26.00,10.8,-5.0,2.583,.36,-.3,-7.3,,
