Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4414.5 at 16:35 9/7/2010  Report at 19:07 Friday 9/7/2010. Processed 15:06 Sunday 11/7/2010.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton Ltd,128.974,38.43,134,44.93,32.11,95.15,f,2.48,3.54,45.3,185.29,20.7,-13.5,2.48,8.76,0.4,2.7
2,2,CBA,C'wlth Bank  of Aust ,77.127,49.80,207,60.00,36.70,235,f,4.72,6.74,-14.3,330.4,15.1,-15.0,2.35,-,16.9,1.5
3,3,WBC,Westpac Banking,66.356,22.20,124,28.43,18.76,125,f,5.63,8.04,-18.3,138.5,16.0,-37.4,1.71,8.42,1.8,-1.6
4,4,ANZ,ANZ Banking Grp,57.299,22.39,153,26.23,15.69,108,f,4.82,6.89,-25.0,144.8,15.5,12.6,1.63,9.99,18.1,-4.1
5,5,NAB,National Aust Bank,50.998,24.04,98,32.37,21.86,147,f,6.11,8.74,-24.7,199.3,12.1,-53.0,1.29,12.41,0.3,-10.1
6,6,RIO,Rio Tinto Ltd,41.325,68.10,280,81.25,46.40,51.56,f,0.76,1.08,-62.3,307.95,22.1,-56.1,0.77,13.56,8.9,-2.2
7,7,TLS,Telstra Corp,40.191,3.23,10,3.71,2.88,28,f,8.67,12.38,-,32.4,10.0,10.5,3.07,0.36,-3.2,-5.2
8,8,NWS,News Corp b voting,39.331,16.36,29,20.18,12.32,5.14,,0.31,0.39,23.1,74.58,21.9,38.4,0.43,0.45,9.8,-14.7
9,9,WOW,Woolworths Ltd,33.378,27.11,47,30.57,25.19,109,f,4.02,5.74,13.0,158.91,17.1,12.1,4.65,1.99,1.5,2.6
10,11,WPL,Woodside Pet,33.179,42.53,153,53.869,38.795,110,f,2.59,3.69,-17.8,259,16.4,-36.1,3.08,-,-7.4,0.9
11,10,WES,Wesfarmers Ltd,32.945,28.46,33,33.21,22.07,115,f,4.04,5.77,-42.1,129.9,21.9,-,1.17,3.47,13.4,-2.9
12,12,WDC,Westfield Grp stp,29.055,12.59,37,14.33,10.68,94,,7.47,7.47,-11.7,-20.41,-,-19.4,1.16,10.47,16.2,-7.5
13,14,CSL,CSL Ltd,18.475,33.61,112,37.56,29.27,75,,2.23,2.23,52.2,213.41,15.7,34.5,3.27,6.11,8.6,5.1
14,13,QBE,QBE Insurance Grp,18.403,17.78,18,25.70,17.11,128,p,7.20,7.82,1.6,196.5,9.0,-6.2,1.77,5.16,-4.4,-11.6
15,15,NCM,Newcrest Min,16.589,34.31,7,39.75,28.47,20,,0.58,0.58,50.0,55.4,61.9,-9.5,3.80,9.20,14.8,14.7
16,17,FMG,Fortescue Metals Grp,13.765,4.43,35,5.57,3.28,-,,-,-,-,-16.13,-,-,12.09,-,-3.3,7.3
17,18,MQG,Macq Grp Ltd,13.698,39.65,365,58.80,35.01,186,,4.69,4.69,0.5,320.2,12.4,2.9,1.05,25.82,-14.8,-20.0
18,16,ORG,Origin Energy,13.65,15.50,67,17.94,13.63,50,f,3.23,4.61,100.0,72.3,21.4,-20.8,1.17,8.48,5.5,18.4
19,23,STO,Santos Ltd,11.656,14.00,178,16.10,11.24,42,f,3.00,4.29,8.3,52.1,26.9,-67.0,1.46,-,-13.4,2.6
20,20,FGL,Foster's Grp,11.216,5.81,24,6.01,4.96,27.25,f,4.69,6.70,3.8,19.8,29.3,1.8,2.86,0.52,8.5,2.7
21,19,AXA,AXA Asia Pacific,11.018,5.33,-7,6.72,3.52,18.5,p,3.47,3.88,-,34.89,15.3,-,2.49,1.12,31.7,-6.2
22,21,AMP,AMP Ltd,11.002,5.31,18,6.97,4.61,30,p,5.65,6.86,-25.0,37.1,14.3,28.9,4.04,0.80,-4.3,-15.6
23,22,SUN,Suncorp-Metway,10.559,8.24,29,9.59,6.41,35,f,4.25,6.07,-60.4,34.21,24.1,-44.8,0.77,5.43,16.9,-19.2
24,24,LGL,Lihir Gold Ltd,10.02,4.23,3,4.48,2.41,2.96,,0.70,0.70,-,-10.93,-,8.4,2.76,1.22,53.2,11.5
25,25,ORI,Orica Ltd,9.299,25.68,102,27.75,19.05,98,p,3.82,4.42,3.2,102.3,25.1,0.7,2.24,1.31,14.1,0.6
26,28,LEI,Leighton Hldgs,9.096,30.25,165,41.70,21.86,120,f,3.97,5.67,-19.9,208.2,14.5,-3.5,3.68,7.52,-2.2,-6.4
27,26,SGP,Stockland stp,9.008,3.78,5,4.23,2.95,27.8,,7.35,7.37,-22.6,-47.1,-,-16.2,1.02,-,18.4,-15.6
28,27,CCL,Coca-Cola Amatil,8.97,11.89,17,12.15,8.56,43.5,f,3.66,5.23,11.5,60.5,19.7,10.1,5.53,1.38,30.8,13.0
29,29,CNA,Coal & Allied Ind  ,8.183,94.51,251,108.50,74.06,510,f,5.40,7.71,-28.2,676.2,14.0,-27.2,5.30,16.99,-2.1,12.6
30,31,AMC,Amcor Ltd,8.161,6.68,29,6.76,4.473,29.5,,4.42,4.42,-,20.9,32.0,0.2,2.54,2.25,44.8,5.5
31,30,BXB,Brambles Ltd,7.908,5.56,7,8.37,5.31,25,p,4.50,4.88,-13.0,34.45,16.1,6.4,4.43,0.66,-5.3,-17.7
32,33,OSH,Oil Search Ltd,7.575,5.79,42,6.93,4.97,4.47,,0.77,0.77,-52.7,12.86,45.0,-68.5,2.43,-,-4.1,13.3
33,32,IAG,Insurance Aust Grp,6.965,3.35,-5,4.21,3.22,14.5,f,4.33,6.18,-55.6,25.07,13.4,20.1,1.46,1.29,-3.7,-11.8
34,34,AGK,AGL Energy Ltd,6.697,14.88,10,15.69,13.37,57,f,3.83,5.47,1.9,27,55.1,4.0,1.14,6.21,3.2,2.3
35,35,TCL,Transurban stp,6.14,4.34,6,5.61,3.899,24,,5.53,5.53,-61.4,1.85,234.6,-85.2,1.58,2.75,3.8,-10.0
36,36,CWN,Crown Ltd,5.953,7.90,17,9.39,6.65,37,p,4.68,5.89,-31.5,-92.35,-,-27.2,1.70,3.24,7.5,-
37,37,CPU,Computershare Ltd,5.929,10.67,50,12.90,8.49,25,p,2.34,2.84,4.8,56.84,18.8,19.7,5.09,-1.54,5.8,3.0
38,38,RMD,ResMed Inc cdi,5.725,7.41,30,7.97,4.76,-,,-,-,-,25.11,29.5,55.6,4.00,-,43.9,11.9
39,39,GPT,GPT Grp stp,5.381,2.90,7,2.99,0.48,3.6,,1.24,1.24,-70.7,-14.5,-,-69.3,0.79,0.69,12.2,-36.8
40,41,QAN,Qantas Airways,5.21,2.30,8,3.06,1.855,-,,-,-,-82.9,-2.7,-,-82.1,0.87,2.25,-4.3,-23.4
41,40,WOR,WorleyParsons Ltd,5.155,21.52,30,31.79,20.21,90.5,f,4.21,6.01,8.8,136.3,15.8,13.2,3.07,0.16,-15.0,-11.9
42,43,MAP,MAP Grp forus,5.118,2.75,10,3.38,2.067,19,,6.91,6.91,-21.4,-33.11,-,-,0.82,-0.30,15.0,-6.3
43,42,ASX,ASX Ltd,5.039,29.03,22,37.77,28.06,163.6,f,5.64,8.05,-14.3,180.6,16.1,-14.3,1.80,3.19,-19.6,-11.9
44,46,AIO,Asciano Grp stp,4.945,1.69,8.5,1.94,1.28,-,,-,-,-100.0,-41.9,-,-70.5,2.13,0.10,0.3,-38.6
45,45,AFI,Aust Foundation,4.801,4.77,3,5.41,4.30,21,f,4.40,6.29,-,8.93,53.4,-49.8,1.32,4.98,1.7,-3.5
46,44,CFX,CFS Retail Prop unt,4.795,1.91,-2,2.12,1.63,12.5,,6.54,6.54,4.2,-1.9,-,24.2,0.97,1.99,12.6,0.7
47,47,IPL,Incitec Pivot,4.42,2.72,8,3.83,2.17,4.1,,1.51,1.51,-97.8,-10.2,-,-58.7,1.27,0.27,-3.0,-4.5
48,49,LLC,Lend Lease Grp stp,4.304,7.61,38,10.907,6.56,36,f,4.73,6.76,-46.8,43.1,17.7,-35.8,1.67,3.99,-3.1,-22.9
49,48,MGR,Mirvac Grp stp,4.214,1.29,-0.5,1.745,1.065,8,,6.20,6.20,-72.6,-11.58,-,-59.1,0.87,-,7.1,-30.4
50,55,TOL,Toll Hldgs Ltd,4.175,5.94,48,9.33,5.34,25,f,4.21,6.01,11.5,31.45,18.9,-17.1,1.48,1.44,-17.1,-22.3
51,51,GMG,Goodman Grp forus,4.108,0.645,1.5,0.75,0.363,1.5,,2.33,2.33,-71.6,-31.3,-,13.3,1.06,0.50,36.0,-48.2
52,52,SHL,Sonic Healthcare,4.086,10.52,20,15.64,9.53,59,p,5.61,6.45,9.6,47.6,22.1,15.9,1.58,-1.48,-8.1,-9.0
53,57,BSL,BlueScope Steel,3.993,2.19,11,3.48,2.03,-,,-,-,-87.3,-61.37,-,-90.7,0.67,2.47,-38.3,-36.0
54,50,COH,Cochlear Ltd,3.986,70.50,-135,79.11,51.25,190,f,2.70,3.85,16.7,242.2,29.1,12.9,11.15,3.25,33.3,8.1
55,53,TAH,Tabcorp Hldgs Ltd,3.964,6.47,9,7.52,6.28,60,f,9.27,13.25,38.3,86.1,7.5,-5.3,1.19,-1.53,-3.9,-20.3
56,54,OST,OneSteel Ltd,3.915,2.94,3,4.15,2.38,9,,3.06,3.06,-49.2,5.45,53.9,-49.6,0.89,1.72,-0.1,-19.2
57,58,DXS,DEXUS Prop Grp stp,3.905,0.81,3.5,0.89,0.66,5.1,,6.30,6.30,-35.6,-11.03,-,2.8,0.73,0.95,13.0,-17.5
58,61,HVN,Harvey Norman,3.867,3.64,21,4.85,3.05,13,f,3.57,5.10,-21.4,25.78,14.1,-15.0,1.77,2.10,8.3,-10.3
59,56,FBU,Fletcher Bld,3.818,6.29,-3,7.04,5.25,20.63,,3.28,3.28,-22.8,-14.88,-,-22.1,1.59,2.36,14.0,-13.1
60,60,NHC,New Hope Corp,3.816,4.61,16,5.50,3.804,9.5,f,2.06,2.94,60.9,29,15.9,189.4,1.34,2.67,-0.3,39.0
