Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, October 24, 2014,,,,,,,,,,,,,,,,,,,,
"XAO 5399.3 at 2014-10-24T16:38:36. Report at Friday, October 24, 2014. Processed Saturday at 2014-10-25T23:15:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,CBA,C'wlth Bank  of Aust,127.711,78.77,+223,83.92,72.14,401.00,f,5.09,7.27,10.2,533.80,14.8,12.0,2.515,23.49,5.8,22.3,,
2,2,BHP,BHP Billiton,108.362,33.74,+34,39.79,31.905,130.92,f,3.88,5.54,11.2,276.01,12.2,12.2,1.183,15.87,-8.0,-.7,,
3,3,WBC,Westpac Banking,106.361,34.21,+111,35.99,30.00,178.00,f,5.20,7.43,4.8,230.20,14.9,6.6,2.167,11.13,2.0,21.9,,
4,4,ANZ,ANZ Banking Grp,91.024,33.02,+109,35.07,28.84,174.00,f,5.27,7.53,13.1,247.10,13.4,-.9,1.930,13.90,-.6,20.8,,
5,5,NAB,National Aust Bank,81.076,34.27,+112,37.07,31.50,196.00,f,5.72,8.17,5.6,244.10,14.0,5.1,1.682,14.91,-.6,16.4,,
6,6,TLS,Telstra Corp,68.437,5.50,+12,5.76,4.92,29.50,f,5.36,7.66,5.4,34.40,16.0,24.3,4.795,.60,9.7,28.0,,
7,7,WES,Wesfarmers,48.589,42.50,+148,45.779,39.63,190.00,f,4.47,6.39,4.5,234.60,18.1,-.7,1.805,6.14,-,13.4,,
8,8,WOW,Woolworths,43.990,34.83,+7,38.92,32.415,137.00,f,3.93,5.62,3.0,196.50,17.7,3.6,4.161,3.11,3.5,18.2,,
9,9,CSL,CSL,35.901,75.66,+101,75.82,63.77,123.73,,1.64,1.64,17.9,286.73,26.4,9.0,10.554,5.00,9.3,39.8,,
10,10,WPL,Woodside Petroleum,32.998,40.05,+47,44.23,36.54,233.81,f,5.84,8.34,61.9,266.00,15.1,-5.1,1.829,19.97,8.0,7.8,,
11,11,RIO,Rio Tinto,26.167,60.05,+68,71.30,57.06,223.23,f,3.72,5.31,30.3,374.22,16.0,58.5,.433,23.73,-3.9,-2.0,,
12,12,MQG,Macquarie Grp,19.192,59.75,+226,61.27,43.674,258.34,p,4.32,5.06,32.2,413.28,14.5,55.7,1.550,.32,20.0,39.8,,
13,13,SUN,Suncorp Grp,18.411,14.31,+44,15.067,11.548,75.00,f,5.24,7.49,36.4,57.11,25.1,48.6,1.293,6.32,11.8,25.4,,
14,14,SCG,Scentre Grp,17.890,3.36,+2,3.59,3.07,-,,-,-,5.9,-,-,2.3,1.698,-,-26.0,.6,,
15,17,AMP,AMP,16.445,5.56,+40,5.95,4.11,24.00,p,4.32,5.61,-8.0,22.70,24.5,-33.2,1.861,1.35,13.9,12.1,,
16,15,ORG,Origin Energy,15.842,14.32,+5,16.21,12.81,50.00,,3.49,3.49,-,48.10,29.8,-7.0,1.043,6.56,.8,3.5,,
17,16,WFD,Westfield Corp,15.773,7.59,+21,7.81,6.70,-,,-,-,3.0,-39.26,-,9.6,1.000,3.80,12.2,20.2,,
18,18,TCL,Transurban Grp,15.346,8.05,+13,8.32,6.619,35.00,p,4.35,4.72,14.4,18.30,44.0,54.5,2.532,3.00,18.7,21.2,,
19,19,QBE,QBE Insurance Grp,15.205,11.14,+19,16.08,10.05,27.00,f,2.42,3.46,-36.0,-31.16,-,-,1.286,5.62,-24.3,-6.7,,
20,20,BXB,Brambles,14.768,9.43,+24,9.965,8.40,27.00,p,2.86,3.23,-,86.20,10.9,-12.2,4.928,.82,1.7,15.4,,
21,21,IAG,Insurance Aust Grp,14.331,6.12,+18,6.61,5.32,39.00,f,6.37,9.10,8.3,56.09,10.9,11.9,2.047,1.29,2.6,30.7,,
22,23,AMC,Amcor,13.611,11.28,+38,11.55,9.582,43.00,,3.81,3.81,17.3,46.80,24.1,52.1,5.791,-.05,14.2,24.5,,
23,22,OSH,Oil Search,13.110,8.61,-4,9.88,7.765,4.40,,.51,.51,12.9,19.26,44.7,54.9,3.445,3.38,2.2,10.2,,
24,24,STO,Santos,12.553,12.78,+6,15.365,12.25,35.00,f,2.74,3.91,-,46.30,27.6,15.2,1.223,-,-14.1,1.7,,
25,25,FMG,Fortescue Metals Grp,10.805,3.47,+3,6.22,3.15,20.00,f,5.76,8.23,100.0,93.42,3.7,75.0,1.331,2.56,-30.8,-8.2,,
