Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, February 24, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4389.0 at 2012-02-24T16:37:45. Report at Friday, February 24, 2012. Processed Saturday at 2012-02-25T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton,117.355,36.54,+134,49.81,33.68,103.03,f,2.82,4.03,-3.2,397.33,9.2,39.1,2.182,11.69,-17.6,10.9,,
2,2,CBA,C'wlth Bank  of Aust,78.590,49.70,+2,54.00,42.30,325.00,f,6.54,9.34,10.3,429.40,11.6,18.7,2.108,-,-,25.5,,
3,3,WBC,Westpac Banking,63.464,20.78,+63,25.60,17.84,156.00,f,7.51,10.72,12.2,233.00,8.9,5.0,1.454,9.96,-5.1,14.1,,
4,4,ANZ,ANZ Banking Grp,59.477,22.20,+65,24.49,17.63,140.00,f,6.31,9.01,11.1,208.20,10.7,7.6,1.567,11.44,-1.7,25.7,,
5,5,NAB,National Aust Bank,52.656,23.52,+80,28.18,19.64,172.00,f,7.31,10.45,13.2,233.60,10.1,16.9,1.248,13.62,-2.3,16.7,,
6,6,NWS,News Corp,45.554,18.95,+49,19.27,13.32,14.33,,.76,.76,-5.5,112.63,16.8,-13.4,1.671,1.84,7.0,24.7,,
7,7,TLS,Telstra Corp,40.564,3.26,-15,3.45,2.57,28.00,f,8.59,12.27,-,28.30,11.5,-16.7,3.300,.30,27.7,8.0,,
8,8,WES,Wesfarmers,33.915,29.23,-21,34.18,26.04,155.00,f,5.30,7.58,20.0,167.00,17.5,22.7,1.335,-,-6.8,23.8,,
9,9,WOW,Woolworths,30.869,25.16,+30,27.99,23.21,122.00,f,4.85,6.93,6.1,173.60,14.5,5.1,3.934,1.94,-1.9,2.9,,
10,11,WPL,Woodside Petroleum,30.503,37.86,+293,50.85,29.76,103.72,f,2.74,3.91,-6.6,187.08,20.2,12.3,2.335,15.47,-8.4,4.8,,
11,10,RIO,Rio Tinto,29.671,68.09,+152,88.85,58.52,134.01,f,1.97,2.81,21.9,298.35,22.8,13.0,.509,19.14,-17.7,23.9,,
12,12,NCM,Newcrest Min,26.429,34.55,+78,42.680,29.51,32.00,,.93,.93,20.0,147.20,23.5,-6.7,1.905,14.26,-7.6,4.6,,
13,13,WDC,Westfield Grp,20.204,8.75,-10,9.83,7.21,48.40,,5.53,5.53,-23.8,66.55,13.1,-18.9,1.187,7.27,-5.0,8.3,,
14,15,CSL,CSL,17.087,32.90,+253,37.00,26.12,81.00,,2.46,2.49,-,174.79,18.8,6.0,4.689,5.29,-5.3,-1.3,,
15,14,FMG,Fortescue Metals Grp,16.783,5.39,+10,6.84,3.95,8.00,f,1.48,2.12,-,45.92,11.7,89.5,7.404,.51,-17.7,27.3,,
16,16,ORG,Origin Energy,15.239,14.03,+80,17.22,12.00,50.00,f,3.56,5.09,8.8,108.80,12.9,18.8,1.127,7.10,-3.5,8.0,,
17,18,STO,Santos,13.261,14.07,+51,16.90,10.11,30.00,f,2.13,3.05,-18.9,84.80,16.6,13.4,1.480,-,.7,2.2,,
