Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, October 5, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4513.8 at 2012-10-05T16:52:07. Report at Friday, October 5, 2012. Processed Saturday at 2012-10-06T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton,107.014,33.32,+28,39.21,30.09,106.15,f,3.19,4.55,14.1,284.17,11.7,-13.6,1.626,11.37,-9.1,-1.3,,
2,2,CBA,C'wlth Bank  of Aust,90.514,56.85,+108,58.05,45.39,334.00,f,5.88,8.39,4.4,448.90,12.7,-1.2,2.177,18.73,22.8,9.2,,
3,3,WBC,Westpac Banking,79.715,25.88,+103,25.90,19.29,162.00,f,6.26,8.94,12.2,198.30,13.1,5.0,1.820,10.12,25.3,6.2,,
4,4,ANZ,ANZ Banking Grp,69.292,25.50,+75,25.59,18.60,142.00,f,5.57,7.95,11.1,214.80,11.9,7.6,1.826,-,26.0,9.7,,
5,5,NAB,National Aust Bank,60.440,26.31,+82,26.56,21.57,178.00,f,6.77,9.66,13.2,213.60,12.3,16.9,1.433,13.68,10.5,2.4,,
6,6,NWS,News Corp,58.002,24.85,+93,24.86,16.40,14.04,,.56,.56,3.0,46.12,53.9,51.7,.803,2.01,47.4,18.3,,
7,7,TLS,Telstra Corp,49.150,3.95,+3,4.09,3.03,28.00,f,7.09,10.13,-,27.50,14.4,20.8,4.205,.33,37.6,15.8,,
8,8,WES,Wesfarmers,40.185,34.55,+29,35.97,28.25,165.00,f,4.78,6.82,10.0,184.20,18.8,10.6,1.357,4.45,12.0,12.1,,
9,9,WOW,Woolworths,36.572,29.63,+87,30.88,23.21,126.00,f,4.25,6.07,3.3,148.67,19.9,2.5,4.330,2.36,30.2,5.7,,
10,10,WPL,Woodside Petroleum,27.304,33.14,-,38.16,30.00,114.05,f,3.44,4.92,-6.6,187.44,17.7,14.1,2.090,16.08,-6.4,-8.6,,
11,11,RIO,Rio Tinto,23.923,54.90,+154,72.30,48.37,152.71,f,2.78,3.97,21.9,247.68,22.2,13.0,.410,20.97,-18.6,-3.1,,
12,13,WDC,Westfield Grp,23.295,10.34,+18,10.45,7.39,48.95,,4.73,4.73,-23.8,73.22,14.1,-18.9,1.369,6.79,41.4,8.8,,
13,12,CSL,CSL,23.173,45.85,-15,46.09,28.10,83.00,,1.81,1.81,3.8,189.24,24.2,8.8,6.759,5.08,62.1,15.9,,
14,14,NCM,Newcrest Min,22.277,29.12,-2,37.27,20.89,35.00,p,1.20,1.25,16.7,146.00,19.9,-3.8,1.476,14.70,-11.6,-2.4,,
15,15,QBE,QBE Insurance Grp,16.035,13.57,+62,15.49,9.88,65.00,p,4.79,5.18,-32.0,71.57,19.0,-48.7,1.560,4.45,-3.5,-10.2,,
16,16,AMP,AMP,13.056,4.51,+18,4.55,3.71,26.50,p,5.88,7.19,-3.3,25.40,17.8,-5.4,1.893,1.06,12.2,-3.1,,
17,17,ORG,Origin Energy,12.751,11.66,+34,15.08,11.08,50.00,f,4.29,6.13,-,90.60,12.9,16.0,.882,6.54,-15.8,-6.1,,
18,18,SUN,Suncorp Grp,12.068,9.38,+14,9.49,7.329,40.00,f,4.26,6.09,14.3,56.68,16.5,26.3,.854,6.15,16.1,6.9,,
19,21,FMG,Fortescue Metals Grp,11.241,3.61,+12,6.18,2.81,8.00,f,2.22,3.16,14.3,49.13,7.3,-19.4,3.045,.77,-24.2,-1.1,,
20,20,STO,Santos,11.132,11.61,+25,14.63,10.04,30.00,f,2.58,3.69,-18.9,55.00,21.1,13.4,1.242,-,-8.3,-5.9,,
21,19,BXB,Brambles,10.933,7.03,+1,7.551,6.04,26.00,p,3.70,4.09,.5,38.17,18.4,23.3,4.066,.49,10.7,3.5,,
22,22,CCL,Coca-Cola Amatil,10.719,14.08,+52,14.10,11.30,54.50,f,3.87,5.53,8.3,90.30,15.6,4.4,5.269,1.88,19.4,14.4,,
