Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 5007.3 at 16:34 16/4/2010  Report at 19:07 Friday 16/4/2010. Processed 19:50 Friday 16/4/2010.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
16,15,NCM,Newcrest Min,16.73,34.61,-102,39.75,27.64,20,,0.58,0.58,50.0,55.4,62.5,-9.5,3.95,9.20,19.8,18.9
17,17,FMG,Fortescue Metals Grp,16.591,5.34,33,5.57,2.30,-,,-,-,-,-16.13,-,-,14.83,-,112.3,30.6
18,18,ORG,Origin Energy,14.53,16.50,-37,17.94,13.32,50,f,3.03,4.33,100.0,72.3,22.8,-20.8,1.33,8.48,6.8,26.8
19,19,AMP,AMP Ltd,13.385,6.46,9,6.97,4.55,30,p,4.64,5.64,-25.0,37.1,17.4,28.9,4.95,0.80,28.8,-10.1
20,20,AXA,AXA Asia Pacific,13.167,6.37,4,6.72,3.51,18.5,p,2.90,3.25,-,34.89,18.3,-,2.92,1.12,68.2,-1.3
21,21,STO,Santos Ltd,12.005,14.42,-46,16.10,12.77,42,f,2.91,4.16,8.3,52.1,27.7,-67.0,1.78,-,-6.7,15.9
22,23,SUN,Suncorp-Metway,11.738,9.16,40,9.59,5.62,35,f,3.82,5.46,-60.4,34.21,26.8,-44.8,0.85,5.43,54.9,-19.3
23,22,LEI,Leighton Hldgs,11.285,37.53,-70,41.70,19.28,120,f,3.20,4.57,-19.9,208.2,18.0,-3.5,4.92,7.52,87.3,7.3
24,24,FGL,Foster's Grp,10.54,5.46,-2,5.89,4.80,27.25,f,4.99,7.13,3.8,19.8,27.6,1.8,2.82,0.52,9.2,-0.5
25,25,BXB,Brambles Ltd,10.408,7.32,17,8.37,5.36,25,p,3.42,3.71,-13.0,34.45,21.2,6.4,5.77,0.66,24.7,-15.2
26,26,ORI,Orica Ltd,9.93,27.50,101,27.75,15.74,97,p,3.53,4.06,3.2,145.2,18.9,0.7,2.41,1.71,64.2,-1.1
27,27,SGP,Stockland stp,9.651,4.05,8,4.23,2.598,27.8,,6.86,6.88,-22.6,-47.1,-,-16.2,1.08,-,40.9,-16.1
28,28,LGL,Lihir Gold Ltd,9.428,3.98,-1,4.05,2.41,2.96,,0.74,0.74,-,-10.93,-,8.4,2.62,1.22,34.4,10.6
29,29,CCL,Coca-Cola Amatil,8.675,11.50,-3,11.81,8.26,43.5,f,3.78,5.40,11.5,60.5,19.0,10.1,5.39,1.38,31.4,11.0
30,30,CNA,Coal & Allied Ind  ,8.442,97.50,-146,108.50,74.06,510,f,5.23,7.47,-28.2,676.2,14.4,-27.2,5.70,16.99,28.4,14.9
31,31,IAG,Insurance Aust Grp,8.129,3.91,,4.21,3.29,14.5,f,3.71,5.30,-55.6,25.07,15.6,20.1,1.68,1.29,17.1,-9.1
32,33,AMC,Amcor Ltd,7.938,6.50,15,6.50,4.201,29.5,,4.54,4.54,-,20.9,31.1,0.2,2.52,2.25,48.7,2.4
33,32,OSH,Oil Search Ltd,7.605,5.83,-18,6.93,4.78,4.47,,0.77,0.77,-52.7,12.86,45.3,-68.5,2.70,-,18.0,20.7
34,34,CPU,Computershare Ltd,6.985,12.57,-7,12.90,8.31,25,p,1.99,2.41,4.8,56.84,22.1,19.7,6.32,-1.54,41.5,9.1
35,35,AGK,AGL Energy Ltd,6.936,15.41,16,15.69,13.07,57,f,3.70,5.28,1.9,27,57.1,4.0,1.17,6.21,4.9,3.6
36,37,QAN,Qantas Airways,6.75,2.98,11,3.06,1.805,6,,2.01,2.88,-82.9,-2.7,-,-82.1,1.13,2.25,45.0,-14.4
37,36,TCL,Transurban stp,6.73,5.19,4,5.64,3.85,23,,4.43,4.43,-61.4,1.85,280.5,-85.2,1.74,2.75,21.1,-7.7
38,38,WOR,WorleyParsons Ltd,6.421,26.83,23,31.79,17.81,90.5,f,3.37,4.82,8.8,136.3,19.7,13.2,3.84,0.16,50.5,1.9
39,39,CWN,Crown Ltd,6.149,8.16,-17,9.39,6.33,37,p,4.53,5.70,-31.5,-92.35,-,-27.2,1.83,3.24,26.1,-
40,41,ASX,ASX Ltd,5.849,33.70,-37,37.90,30.50,163.6,f,4.85,6.94,-14.3,180.6,18.7,-14.3,2.13,3.19,9.3,-6.2
41,40,MAP,MAP Grp forus,5.658,3.04,-14,3.38,1.666,21,,6.91,6.91,-21.4,-33.11,-,-,0.98,-0.30,92.6,2.5
42,42,SHL,Sonic Healthcare,5.613,14.45,-3,15.64,10.71,59,p,4.08,4.70,9.6,47.6,30.4,15.9,2.22,-1.48,29.4,4.5
43,44,GPT,GPT Grp stp,5.474,0.59,1,0.71,0.347,4.5,,7.63,7.63,-70.7,-14.5,-,-69.3,0.81,0.69,53.6,-38.0
44,43,AIO,Asciano Grp stp,5.443,1.86,1,1.94,1.017,-,,-,-,-100.0,-41.9,-,-70.5,2.46,0.10,72.4,-
45,46,OST,OneSteel Ltd,5.30,3.98,,4.15,2.09,9,,2.26,2.26,-49.2,5.45,73.0,-49.6,1.22,1.72,83.2,-5.4
46,45,IPL,Incitec Pivot,5.249,3.23,-8,3.83,2.03,4.4,,1.36,1.64,-97.8,-11.7,-,-58.7,1.59,0.14,59.4,19.7
47,48,TOL,Toll Hldgs Ltd,5.222,7.43,5,9.33,5.54,25,f,3.36,4.81,11.5,31.45,23.6,-17.1,2.00,1.44,29.0,-10.4
48,47,BSL,BlueScope Steel,5.215,2.86,-4,3.48,1.812,5,,1.75,2.50,-87.3,-61.37,-,-90.7,0.93,2.47,54.6,-30.6
49,50,AFI,Aust Foundation,5.153,5.21,9,5.41,4.14,21,f,4.03,5.76,-,8.93,58.3,-49.8,1.42,4.80,26.0,1.1
50,49,RMD,ResMed Inc cdi  10:1,5.117,6.69,5,7.05,4.46,-,,-,-,-,25.11,26.6,55.6,3.70,-,22.9,8.4
51,51,LLC,Lend Lease Grp stp,4.841,8.56,-4,10.907,6.328,36,f,4.21,6.01,-46.8,43.1,19.9,-35.8,1.99,3.99,23.7,-20.1
52,52,CFX,CFS Retail Prop unt,4.72,1.88,1.5,2.12,1.415,12.5,,6.65,6.65,4.2,-1.9,-,24.2,0.94,1.99,17.7,-2.0
53,53,MGR,Mirvac Grp stp,4.661,1.435,,1.745,0.766,6.2,,4.32,4.32,-72.6,-11.58,-,-59.1,0.88,-,56.8,-28.5
54,54,SGM,Sims Metal Mgmt,4.556,22.35,-10,29.15,17.90,20,f,0.89,1.28,-68.3,-17.7,-,-92.8,1.60,8.87,13.3,1.0
55,60,GMG,Goodman Grp forus,4.313,0.695,2.5,0.725,0.182,1.5,,2.16,2.16,-71.6,-31.3,-,13.3,1.10,0.50,99.4,-49.6
56,59,COH,Cochlear Ltd,4.288,75.83,175,75.90,47.03,190,f,2.51,3.58,16.7,242.2,31.3,12.9,11.50,3.25,53.8,8.3
57,56,NHC,New Hope Corp,4.288,5.18,-12,5.50,3.463,9.5,f,1.83,2.62,60.9,29,17.9,189.4,1.60,2.67,49.9,56.9
58,57,TAH,Tabcorp Hldgs Ltd,4.282,6.99,-4,7.70,6.32,60,f,8.58,12.26,38.3,86.1,8.1,-5.3,1.31,-1.53,2.9,-20.6
59,62,MCC,Macarthur Coal,4.207,16.54,99,17.17,3.90,21,f,1.27,1.81,-23.5,45.3,36.5,183.3,3.92,4.15,273.9,48.6
60,58,FXJ,Fairfax Media Ltd,4.139,1.76,-3,1.885,0.985,1.1,,0.62,0.62,-89.2,9.3,18.9,-48.1,0.84,-0.31,52.0,-25.6
61,55,AWC,Alumina Ltd,4.124,1.69,-17,2.06,1.08,2,f,1.18,1.69,-80.7,-1.2,-,-88.5,1.40,1.21,46.3,-29.6
62,61,DXS,DEXUS Prop Grp stp,3.905,0.81,-2,0.89,0.655,6.15,,7.59,7.59,-35.6,-11.03,-,2.8,0.78,0.95,22.7,-15.5
63,64,FBU,Fletcher Bld,3.879,6.40,-1,7.04,4.80,20.63,,3.22,3.22,-22.8,-14.88,-,-22.1,1.62,2.36,26.0,-10.0
64,66,OZL,OZ Minerals,3.855,1.235,1.5,1.325,0.60,-,,-,-,-100.0,-16.6,-,258.3,1.49,0.82,62.6,-25.0
65,65,ARG,Argo Invest,3.837,6.53,4,7.05,5.50,25,f,3.83,5.47,-10.0,-11.1,-,-53.1,1.32,6.23,21.1,-2.8
66,63,HVN,Harvey Norman,3.814,3.59,-11,4.85,2.65,13,f,3.62,5.17,-21.4,25.78,13.9,-15.0,1.91,2.10,28.4,-7.2
67,67,AOE,Arrow Energy,3.751,5.12,-5,5.31,3.04,-,,-,-,-,15.38,33.3,-,3.26,2.13,54.8,39.6
68,69,SOL,Soul Pattinson,3.58,15.00,-3,15.38,9.187,33,f,2.20,3.14,6.7,124.07,12.1,98.6,0.93,11.11,63.1,20.9
69,70,BEN,Bendigo & Adelaide,3.544,10.00,-4,10.48,5.901,43,f,4.30,6.14,-33.9,35.53,28.1,-37.9,1.14,5.16,55.1,-8.9
70,73,BLD,Boral Ltd,3.48,5.81,2,6.40,3.46,12.5,f,2.15,3.07,-61.8,22.7,25.6,-46.7,1.26,4.23,44.8,-8.2
71,71,AQP,Aquarius Platinum,3.467,7.49,-8,7.95,3.74,2.26,,0.30,0.30,-100.0,20.79,36.0,-,4.68,-,48.9,-12.9
72,72,AQA,Aquila Res,3.384,10.50,-37,11.38,2.773,-,,-,-,-,-14.8,-,-9.8,22.63,-,267.9,55.8
73,74,CTX,Caltex Aust,3.38,12.52,30,14.00,8.01,25,f,2.00,2.85,-30.6,116.3,10.8,68.9,1.13,10.48,26.2,-17.8
74,68,ERA,Energy Res,3.376,17.70,-181,28.28,17.57,39,f,2.20,3.15,39.3,142.9,12.4,131.0,3.85,5.10,-4.9,-6.9
75,77,TEL,Telecom Corp,3.211,1.675,-1,2.31,1.63,16.54,,9.87,9.87,-18.7,20.69,8.1,-30.0,1.48,0.69,-16.7,-20.4
76,75,MTS,Metcash Ltd,3.193,4.17,-6,4.74,3.92,25,f,6.00,8.56,14.3,30.28,13.8,11.3,2.53,0.11,7.6,-2.0
77,76,EQN,Equinox Min Ltd cdi,3.134,4.43,-14,4.78,2.08,-,,-,-,-,-30.1,-,-,4.26,-,93.7,20.8
78,78,TTS,Tatts Grp Ltd,3.128,2.44,,2.87,2.19,21,f,8.61,12.30,121.1,21.9,11.1,7.6,1.21,-0.51,-4.4,-16.0
79,79,JHX,James Hardie Ind cdi,3.098,7.13,-5,8.86,3.73,-,,-,-,-100.0,18.89,37.7,42.7,-,-0.40,56.1,-5.1
80,84,BBG,Billabong Intl,3.014,11.92,68,12.19,7.64,36,p,3.02,3.67,-15.1,57.2,20.8,-19.5,2.42,0.84,15.6,-7.0
81,80,PDN,Paladin Energy,2.912,4.06,-29,5.52,3.41,-,,-,-,-,11.67,34.8,-,4.01,1.58,-5.6,-23.2
82,82,RHC,Ramsay Health Care,2.882,14.26,11,14.38,9.12,40,f,2.81,4.01,16.9,64.2,22.2,25.3,3.15,1.70,58.1,10.4
83,83,WHC,Whitehaven Coal,2.853,5.78,-1,6.05,1.82,8.8,f,1.52,2.17,400.0,28.3,20.4,431.8,3.95,2.09,195.8,-
84,81,PTM,Platinum Asset,2.833,5.05,-21,6.34,3.52,20,f,3.96,5.66,-16.7,23.41,21.6,-22.0,15.20,-,34.8,-
85,85,SEK,Seek Ltd,2.672,7.94,-6,8.40,2.90,9.9,f,1.25,1.78,-50.5,18.4,43.2,-28.9,9.33,0.55,146.8,5.1
86,87,BOQ,Bank of Qld,2.656,12.44,44,13.49,7.384,52,f,4.18,5.97,-27.9,75.9,16.4,-25.9,1.21,6.62,46.0,-9.0
87,92,SPN,SP AusNet stp,2.583,0.955,5,0.975,0.725,9.92,p,10.39,11.81,2.5,8.04,11.9,1.0,1.10,0.91,4.5,-4.9
88,86,CSR,CSR Ltd,2.575,1.70,-3.5,2.18,1.29,4,f,2.35,3.36,-47.7,-45.1,-,-39.0,1.66,0.87,34.6,-16.3
89,88,ITO,Intoll Grp stp,2.556,1.13,1.5,1.71,1.07,12,,10.62,10.96,-,-16.38,-,58.6,0.61,1.78,-10.3,-27.9
90,91,DOW,Downer EDI Ltd,2.524,7.50,15,9.44,4.41,29.1,,3.88,3.88,13.7,54.4,13.8,10.9,1.84,2.15,51.6,3.3
91,89,REH,Reece Aust Ltd,2.507,25.17,-13,26.65,17.50,53,f,2.11,3.01,-10.5,109,23.1,-12.3,4.73,5.41,36.7,3.5
92,90,UGL,UGL Ltd,2.466,14.86,-19,15.97,9.25,64,f,4.31,6.15,10.3,80.9,18.4,8.4,2.23,-0.43,63.6,3.3
93,93,ALL,Aristocrat Leisure,2.347,4.40,-14,5.75,3.24,4.5,,1.02,1.46,-81.3,-31.3,-,-24.3,15.74,0.07,27.2,-32.4
94,94,DJS,David Jones Ltd,2.319,4.56,-14,5.96,2.90,29,f,6.36,9.08,3.7,33,13.8,8.5,3.44,1.22,64.1,5.0
95,95,CGF,Challenger FSG Ltd,2.242,4.31,1,4.50,1.665,13.5,,3.13,3.13,-,35.2,12.2,4.0,1.32,3.36,122.9,-2.2
96,97,ATM,Aneka Tambang cdi  1:5,2.175,1.14,,1.14,0.97,2.94,,2.58,2.58,-100.0,0.7,162.9,-63.0,2.19,0.10,17.4,6.5
97,98,PRY,Primary Health Care,2.151,4.38,3,6.56,3.98,22,f,5.02,7.17,-48.1,42.08,10.4,42.2,1.01,-1.15,4.3,-17.4
98,100,FLT,Flight Centre,2.135,21.40,81,21.43,5.25,26,f,1.21,1.74,-89.5,63.4,33.8,-33.1,3.36,2.56,242.8,11.4
99,96,JBH,JB Hi-Fi Ltd,2.095,19.34,-88,23.71,12.00,62,f,3.21,4.58,69.2,103.42,18.7,44.4,9.56,1.71,53.2,37.8
100,99,MGX,Mount Gibson Iron,2.09,1.94,-2.5,2.09,0.555,-,,-,-,-,6.56,29.6,-56.7,2.71,0.78,211.9,21.6
101,101,ILU,Iluka Res,2.022,4.83,-7,5.04,2.70,-,,-,-,-,-26.8,-,-,1.87,2.58,48.5,-1.2
102,106,APA,APA Grp stp,2.007,3.70,11,3.78,2.60,31.75,,8.58,8.58,5.1,25,14.8,12.6,1.52,-,28.4,2.5
103,102,AIA,Auckland Airport,2.005,1.53,0.5,1.654,1.171,6.68,,4.37,4.37,-4.1,5.63,27.2,-5.1,1.35,1.22,21.5,-8.3
104,103,GFF,Goodman Fielder,1.995,1.445,0.5,1.78,1.09,11.25,,7.79,8.14,-22.2,14.4,10.0,-17.1,1.23,-0.16,34.5,-9.0
105,104,BKW,Brickworks Ltd,1.979,13.44,14,16.80,10.52,39.5,f,2.94,4.20,-,100.5,13.4,2.8,1.43,9.06,28.1,3.6
106,109,CMJ,Consolidated Media,1.937,3.12,1,3.44,2.00,16.5,f,5.29,6.73,-38.9,57.44,5.4,-23.1,4.23,0.88,53.9,-1.8
107,111,TEN,Ten Network Hldgs,1.913,1.83,,1.94,0.78,2,,1.09,1.56,-85.2,4.62,39.6,-47.6,2.37,-0.29,88.7,-13.0
108,112,CPA,C'wlth Prop ord unt   ,1.882,0.935,0.5,1.045,0.675,6.85,,7.33,7.33,-4.3,-11.41,-,-10.9,0.87,1.11,19.9,-8.1
109,110,CPB,Campbell Brothers,1.875,29.78,-87,32.00,13.942,95,p,3.19,3.87,5.3,162.2,18.4,47.2,4.67,2.96,107.8,14.9
110,105,MYR,Myer Hldgs Ltd,1.855,3.19,-16,3.98,3.12,10.5,f,3.29,4.70,-,4.1,77.8,-,2.64,-0.21,-,-
111,107,RIV,Riversdale Min,1.839,9.26,-51,10.10,3.61,-,,-,-,-,-2.09,-,-96.9,3.83,2.04,124.6,69.1
112,119,ABC,Adelaide Brighton,1.833,2.89,13,3.01,1.88,13.5,f,4.67,6.67,-10.0,20.4,14.2,1.5,1.95,1.21,37.9,-2.1
113,120,WAN,West Aust News,1.823,8.44,45,8.48,3.96,29,f,3.44,4.91,-37.7,37.3,22.6,-20.6,25.46,-,64.1,-17.5
114,118,MLT,Milton Corp,1.806,18.60,49,19.40,14.00,70,f,3.76,5.38,-11.4,44.7,41.6,-40.8,1.41,17.65,32.7,-4.0
115,108,EXT,Extract Res,1.797,7.40,-55,11.45,3.637,-,,-,-,-,-4.96,-,-28.9,18.59,-,65.0,113.2
116,117,NVT,Navitas Ltd,1.773,5.18,4,5.56,2.26,16.9,f,3.26,4.66,31.2,16.8,30.8,32.8,17.85,-0.25,134.1,41.2
117,116,CEY,Centennial Coal,1.725,4.38,-14,4.66,1.67,8,p,1.83,2.41,-47.6,15.8,27.7,30.9,2.69,1.87,153.8,39.2
118,115,CEU,ConnectEast stp,1.724,0.445,-1.5,0.49,0.273,2,,4.49,4.49,-79.9,-21.74,-,537.4,1.18,-,26.2,-27.8
119,113,TPM,TPG Telecom Ltd,1.72,2.26,-16,2.58,0.255,3,f,1.33,1.89,-,5.7,39.6,-,5.67,0.06,863.9,53.3
120,114,NUF,Nufarm Ltd,1.688,7.74,-53,14.46,7.35,15,,1.94,1.94,-22.9,-17.4,-,-11.1,1.11,3.07,-36.7,-11.0
121,123,TSE,Transfield Services,1.665,4.02,8,4.80,2.07,12.25,f,3.05,4.35,-50.9,-15.18,-,-5.1,2.10,0.29,62.9,-20.4
122,122,IFL,IOOF Hldgs Ltd,1.655,7.20,5,7.40,3.372,21,f,2.92,4.17,-86.7,19.5,36.9,-29.0,1.87,0.56,89.7,-8.2
123,121,IOF,ING Office Fd stp,1.637,0.60,-0.5,0.67,0.345,5.05,,8.42,8.42,-,-16.7,-,18.5,0.91,0.74,61.6,-18.4
124,126,BLY,Boart Longyear,1.637,0.355,0.5,0.41,0.085,-,,-,-,-100.0,-0.67,-,-97.5,1.54,0.14,261.8,-38.5
125,125,PNA,PanAust Ltd,1.629,0.555,,0.65,0.27,-,,-,-,-,0.96,57.8,-,2.80,0.20,74.9,2.5
126,127,WTF,Wotif Com Hldgs,1.611,7.69,,8.08,3.75,20,f,2.60,3.72,16.7,24.23,31.7,24.6,22.64,-0.06,99.5,25.8
127,128,DUE,DUET Grp forus,1.576,1.81,-1,1.90,1.42,20,p,11.05,11.19,-7.5,4.39,41.2,104.1,1.10,-,24.7,-9.2
128,129,ANN,Ansell Ltd,1.572,11.95,-6,12.87,7.58,29,,2.43,2.43,5.7,81.7,14.6,21.4,2.47,1.92,47.4,5.0
129,132,REA,REA Grp,1.558,12.13,-1,12.60,4.17,10,,0.82,1.18,-,10.04,120.8,-95.8,16.68,0.45,184.1,27.2
130,124,ALZ,Australand Prop stp,1.557,0.54,-2.5,0.585,0.321,5,,9.26,9.26,-50.5,-13.4,-,-55.1,0.73,0.68,54.5,-22.9
131,130,PPT,Perpetual Ltd,1.552,35.76,-41,41.39,25.23,165,f,4.61,6.59,-69.7,183.4,19.5,-51.4,5.41,4.46,17.4,-19.7
132,133,SKT,Sky Net,1.529,3.93,3,4.15,3.05,11.39,,2.90,2.90,106.9,19.63,20.0,-8.2,1.56,-0.47,27.5,-8.4
133,134,AUN,Austar United,1.506,1.195,-0.5,1.465,0.68,-,,-,-,-,4.7,25.4,118.4,-,-0.31,53.8,-10.6
134,135,HTA,Hutchison,1.493,0.11,,0.14,0.094,-,,-,-,-,6.27,1.8,-,-,0.10,-,-
135,141,SEV,Seven Network   ,1.481,7.78,36,8.09,5.03,34,f,4.37,6.24,-,258.43,3.0,-26.4,0.72,9.70,24.0,-9.2
136,138,AND,Andean Res Ltd,1.47,3.12,7,3.16,1.45,-,,-,-,-,-4.64,-,-40.2,21.06,-,88.3,78.1
137,143,CQO,Charter Hall Office unt,1.462,0.30,1.5,0.355,0.14,2.5,,8.33,8.33,-66.5,10.03,3.0,-,0.61,0.44,51.4,-39.3
138,139,HSP,Healthscope Ltd,1.452,4.58,5,5.18,3.61,22.5,f,4.91,7.02,10.3,29.78,15.4,12.9,1.59,0.66,23.0,-3.0
139,131,VBA,Virgin Blue Hldgs,1.447,0.655,-5.5,0.80,0.215,-,,-,-,-100.0,-2.3,-,-,2.72,0.39,195.0,-31.7
140,140,SKC,Sky City Entertain,1.432,2.49,,2.89,2.03,11.69,,4.69,4.69,-29.2,19.09,13.0,-9.5,2.40,0.53,21.3,-13.9
141,142,PIH,Prime Infr Grp stp,1.393,3.96,-4,4.57,0.034,-,,-,-,-,-,-,-,-,-,-,-
142,136,AWE,AWE Ltd,1.373,2.63,-19,3.17,2.17,-,,-,-,-,1.43,183.9,-58.4,1.34,1.74,15.6,0.2
143,148,HGG,Henderson Grp cdi  1:1,1.369,2.52,13,2.67,1.56,12.15,,4.82,4.82,-10.1,3.23,78.0,-43.9,2.57,-0.18,40.8,-8.3
144,144,APN,APN News & Media,1.347,2.25,-2,2.61,1.129,4,f,1.78,2.54,-81.7,16.7,13.5,-40.2,1.18,-0.78,69.4,-20.7
145,145,MND,Monadelphous Grp,1.342,15.60,1,15.98,9.57,79,f,5.06,7.23,2.8,91.08,17.1,11.8,10.94,1.52,63.3,11.0
146,149,SKI,Spark Infrastructure stp,1.341,1.30,5.5,1.445,0.98,13.56,,10.43,10.43,-0.4,12.08,10.8,136.2,2.23,1.78,35.8,-1.2
147,137,KAR,Karoon Gas Aust,1.339,7.54,-71,12.10,3.32,-,,-,-,-,-15.25,-,-,4.38,-,50.0,54.2
148,147,FPH,Fisher & Paykel H,1.337,2.61,6,2.83,2.18,9.89,,3.79,3.79,-3.5,11.47,22.8,68.3,7.73,0.46,10.0,-4.9
149,157,MMX,Murchison Metals,1.311,3.01,26,3.12,0.88,-,,-,-,-,-8.73,-,-,5.06,-,180.6,4.9
150,155,MIN,Mineral Res,1.308,8.38,60,8.55,2.70,18.75,f,2.24,3.20,-,38.3,21.9,-8.4,8.38,2.39,132.1,45.4
151,150,CRZ,Carsales Com Ltd,1.288,5.54,18,5.86,3.56,6.6,f,1.19,1.70,-,8.2,67.6,-,-,0.01,-,-
152,146,TPI,Transpacific Indust,1.278,1.33,-3.5,1.785,1.03,-,,-,-,-100.0,-58.1,-,-66.8,0.97,-0.23,5.9,-45.9
153,151,AGO,Atlas Iron Ltd,1.253,2.80,2,3.05,1.265,-,,-,-,-,-15.5,-,18.9,6.22,-,112.2,69.6
154,154,ZIM,Zimplats Hldgs,1.238,11.50,10,12.65,4.79,-,,-,-,-,35.15,32.7,-,2.40,-,137.5,-14.1
155,159,CZA,Coal of Africa,1.235,2.57,17,2.59,1.105,-,,-,-,-,-11.36,-,-43.4,2.20,-,71.5,34.8
156,156,SGT,Singapore Tel cdi,1.188,2.42,-4,2.94,2.25,10.69,,4.42,4.42,16.6,20.76,11.7,14.2,0.06,0.61,7.6,2.1
157,153,GNC,Graincorp Ltd,1.186,5.98,-27,8.85,5.20,7.27,f,1.22,1.74,-,86.92,6.9,-,1.79,6.79,2.5,-9.8
158,161,IIF,ING Industrial Fd unt,1.179,0.455,1.5,0.603,0.131,1.8,,3.96,3.96,-70.4,-78.3,-,-24.4,0.77,0.60,192.7,-37.1
159,152,PBG,Pac Brands,1.178,1.265,-7,1.52,0.371,-,,-,-,-100.0,-7.6,-,-19.0,0.98,-0.04,90.7,-20.4
160,160,AIX,Aust Infra unt,1.154,2.00,1,2.05,1.18,10,p,5.00,6.31,-11.8,19.37,10.3,-46.1,0.95,2.62,53.0,-3.5
161,158,AIZ,Air New Zealand,1.146,1.065,-3.5,1.145,0.67,5.17,,4.85,4.85,-25.8,3.9,27.3,-26.4,0.92,1.12,42.9,-19.6
162,162,PMV,Premier Invest,1.142,7.57,4,8.934,3.871,36,f,4.76,6.79,20.7,49.85,15.2,34.8,0.98,2.19,77.9,1.9
163,163,MRE,Minara Res,1.133,0.97,,1.39,0.555,-,,-,-,-,4.16,23.3,-,1.31,0.74,67.2,-27.6
164,164,IRE,IRESS Market Tech,1.102,8.90,45,9.30,5.94,34,f,3.82,5.46,9.7,34.78,25.6,17.5,8.42,0.75,47.5,5.4
165,166,BKN,Bradken Ltd,1.04,7.97,22,8.14,2.85,26,f,3.26,4.66,-37.8,43.3,18.4,8.0,2.89,1.58,153.0,-1.2
166,172,MBN,Mirabela Nickel,1.009,2.75,17,3.43,1.69,-,,-,-,-,-22.86,-,-,1.65,-,38.0,-24.7
167,168,GCL,Gloucester Coal,0.998,12.18,-2,12.40,4.52,13.5,,1.11,1.58,-35.7,68.3,17.8,286.0,6.00,2.21,133.3,38.9
