Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4574.1 at 16:41 18/6/2010  Report at 22:00 Friday 18/6/2010. Processed 19:31 Sunday 20/6/2010.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton Ltd,131.323,39.13,55,44.93,31.33,95.15,f,2.43,3.47,45.3,185.29,21.1,-13.5,2.58,8.76,13.8,5.9
2,2,CBA,C'wlth Bank  of Aust ,81.448,52.59,9,60.00,36.20,235,f,4.47,6.38,-14.3,330.4,15.9,-15.0,2.59,-,41.0,4.1
3,3,WBC,Westpac Banking,70.144,23.56,13,28.43,18.76,125,f,5.31,7.58,-18.3,138.5,17.0,-37.4,1.91,8.42,21.9,2.8
4,4,ANZ,ANZ Banking Grp,58.63,23.14,10,26.23,15.68,108,f,4.67,6.67,-25.0,144.8,16.0,12.6,1.80,9.99,46.6,-1.7
5,5,NAB,National Aust Bank,53.289,25.12,41,32.37,21.23,147,f,5.85,8.36,-24.7,199.3,12.6,-53.0,1.39,12.41,16.3,-10.1
6,6,NWS,News Corp b voting,44.822,18.60,27,20.18,12.01,5.14,,0.28,0.35,23.1,74.58,24.9,38.4,0.50,0.45,38.1,-11.6
7,7,RIO,Rio Tinto Ltd,42.994,70.85,175,81.25,46.40,51.56,f,0.73,1.04,-62.3,307.95,23.0,-56.1,0.82,13.56,33.3,-2.3
8,8,TLS,Telstra Corp,40.191,3.23,4,3.71,2.88,28,f,8.67,12.38,-,32.4,10.0,10.5,3.13,0.36,2.8,-4.5
9,9,WPL,Woodside Pet,34.88,44.71,-51,53.869,38.795,110,f,2.46,3.51,-17.8,259,17.3,-36.1,3.40,-,8.0,2.4
10,10,WOW,Woolworths Ltd,34.481,27.91,27,30.57,25.19,109,f,3.91,5.58,13.0,158.91,17.6,12.1,4.84,1.99,8.9,4.3
11,11,WES,Wesfarmers Ltd,33.848,29.24,42,33.21,21.05,115,f,3.93,5.62,-42.1,129.9,22.5,-,1.19,3.47,32.6,-7.2
12,12,WDC,Westfield Grp stp,29.124,12.62,-24,14.33,10.50,94,,7.45,7.45,-11.7,-20.41,-,-19.4,1.22,10.47,21.8,-7.4
13,13,QBE,QBE Insurance Grp,19.314,18.66,-44,25.70,18.42,128,p,6.86,7.45,1.6,196.5,9.5,-6.2,1.92,5.16,1.7,-10.4
14,14,CSL,CSL Ltd,18.437,33.54,-23,37.56,29.27,75,,2.24,2.24,52.2,213.41,15.7,34.5,3.40,6.11,7.3,6.9
15,15,NCM,Newcrest Min,17.038,35.24,89,39.75,28.47,20,,0.57,0.57,50.0,55.4,63.6,-9.5,3.81,9.20,13.3,18.1
16,16,MQG,Macq Grp Ltd,15.378,44.63,-9,58.80,34.81,186,,4.17,4.17,0.5,320.2,13.9,2.9,1.31,25.82,19.1,-14.9
17,17,ORG,Origin Energy,13.95,15.84,31,17.94,13.32,50,f,3.16,4.51,100.0,72.3,21.9,-20.8,1.23,8.48,9.4,19.8
18,18,FMG,Fortescue Metals Grp,13.578,4.37,26,5.57,3.25,-,,-,-,-,-16.13,-,-,12.18,-,8.4,6.7
19,19,AXA,AXA Asia Pacific,11.824,5.72,2,6.72,3.51,18.5,p,3.23,3.62,-,34.89,16.4,-,2.63,1.12,51.9,-4.8
20,20,AMP,AMP Ltd,11.624,5.61,-6,6.97,4.55,30,p,5.35,6.49,-25.0,37.1,15.1,28.9,4.46,0.80,21.9,-12.9
21,21,STO,Santos Ltd,11.239,13.50,,16.10,11.24,42,f,3.11,4.44,8.3,52.1,25.9,-67.0,1.61,-,-5.1,4.5
22,22,FGL,Foster's Grp,11.216,5.81,5,6.01,4.93,27.25,f,4.69,6.70,3.8,19.8,29.3,1.8,2.96,0.52,17.5,1.2
23,23,SUN,Suncorp-Metway,10.738,8.38,3,9.59,6.01,35,f,4.18,5.97,-60.4,34.21,24.5,-44.8,0.81,5.43,30.0,-18.9
24,24,LGL,Lihir Gold Ltd,10.304,4.35,13,4.38,2.41,2.96,,0.68,0.68,-,-10.93,-,8.4,2.77,1.22,44.5,12.4
