Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4586.3 at 16:37 6/8/2010  Report at 22:00 Friday 6/8/2010. Processed 18:11 Sunday 8/8/2010.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton Ltd,138.036,41.13,101,44.93,35.58,95.15,f,2.31,3.30,45.3,185.29,22.2,-13.5,2.75,8.76,13.0,4.9
2,2,CBA,C'wlth Bank  of Aust ,81.45,52.59,3,60.00,43.44,235,f,4.47,6.38,-14.3,330.4,15.9,-15.0,2.59,-,16.9,3.3
3,3,WBC,Westpac Banking,70.603,23.62,-37,28.43,20.56,125,f,5.29,7.56,-18.3,138.5,17.1,-37.4,1.93,8.42,2.1,1.1
4,4,ANZ,ANZ Banking Grp,58.989,23.05,,26.23,18.73,108,f,4.69,6.69,-25.0,144.8,15.9,12.6,1.82,9.99,13.6,-1.6
5,5,NAB,National Aust Bank,53.395,25.03,-10,32.37,22.23,147,f,5.87,8.39,-24.7,199.3,12.6,-53.0,1.41,12.41,-7.0,-8.8
6,6,RIO,Rio Tinto Ltd,44.42,73.20,259,81.25,55.20,51.56,f,0.70,1.01,-62.3,307.95,23.8,-56.1,0.87,13.56,31.4,1.2
7,8,NWS,News Corp b voting,42.467,17.47,110,20.18,14.66,5.14,,0.29,0.37,23.1,74.58,23.4,81.2,0.47,0.45,15.8,-12.4
8,7,TLS,Telstra Corp,41.187,3.31,9,3.71,2.88,28,f,8.46,12.08,-,32.4,10.2,10.5,3.25,0.36,6.3,-2.8
9,9,WES,Wesfarmers Ltd,36.52,31.53,44,33.21,23.60,115,f,3.65,5.21,-42.1,129.9,24.3,-,1.31,3.47,27.7,1.2
10,10,WPL,Woodside Pet,33.008,42.31,71,53.869,39.63,110,f,2.60,3.71,-17.8,259,16.3,-36.1,3.18,-,-11.9,-
11,11,WOW,Woolworths Ltd,32.553,26.44,65,30.57,25.19,109,f,4.12,5.89,13.0,158.91,16.6,12.1,4.61,1.99,-2.0,-1.1
12,12,WDC,Westfield Grp stp,28.986,12.56,35,14.33,11.27,94,,7.48,7.48,-11.7,-20.41,-,-19.4,1.19,10.47,3.1,-10.3
13,13,CSL,CSL Ltd,18.514,33.68,54,37.56,30.03,75,,2.23,2.23,52.2,213.41,15.8,34.5,3.39,6.11,6.8,2.9
14,14,QBE,QBE Insurance Grp,17.834,17.23,53,25.70,16.25,128,p,7.43,8.07,1.6,196.5,8.8,-6.2,1.73,5.16,-22.3,-16.6
15,15,NCM,Newcrest Min,16.681,34.50,179,39.75,28.47,20,,0.58,0.58,50.0,55.4,62.3,-9.5,3.83,9.20,15.7,15.5
16,17,FMG,Fortescue Metals Grp,13.952,4.49,20,5.57,3.28,-,,-,-,-,-16.13,-,-,13.31,-,1.8,9.7
17,16,ORG,Origin Energy,13.932,15.82,38,17.94,13.85,50,f,3.16,4.51,100.0,72.3,21.9,-20.8,1.25,8.48,4.9,20.4
18,18,MQG,Macq Grp Ltd,13.664,39.55,235,58.80,35.01,186,,4.70,4.70,0.5,320.2,12.4,2.9,1.16,25.82,-18.9,-14.2
19,22,AMP,AMP Ltd,11.23,5.42,12,6.97,5.06,30,p,5.54,6.72,-25.0,37.1,14.6,28.9,4.26,0.80,-10.6,-15.3
20,21,STO,Santos Ltd,11.223,13.48,18,16.10,11.24,42,f,3.12,4.45,8.3,52.1,25.9,-67.0,1.61,-,-13.4,5.7
21,20,FGL,Foster's Grp,11.003,5.70,-6,6.01,5.11,27.25,f,4.78,6.83,3.8,19.8,28.8,1.8,2.93,0.52,9.3,0.5
22,19,AXA,AXA Asia Pacific,10.77,5.21,-22,6.72,4.05,18.5,p,3.55,3.82,-,30.79,16.9,-,2.41,1.01,25.1,-7.9
23,23,SUN,Suncorp-Metway,10.546,8.23,-14,9.59,7.20,35,f,4.25,6.08,-60.4,34.21,24.1,-44.8,0.80,5.43,7.0,-20.0
24,24,LGL,Lihir Gold Ltd,10.091,4.26,19,4.48,2.41,2.96,,0.69,0.69,-,-10.93,-,8.4,2.79,1.22,55.4,11.9
25,27,LEI,Leighton Hldgs,9.183,30.54,105,41.70,27.61,120,f,3.93,5.61,-19.9,208.2,14.7,-3.5,3.93,7.52,-14.7,-7.8
26,26,SGP,Stockland stp,9.151,3.84,5,4.23,3.18,27.8,,7.24,7.26,-22.6,-47.1,-,-16.2,1.05,-,1.6,-17.7
27,25,ORI,Orica Ltd,9.132,25.22,2,26.382,20.469,98,p,3.89,4.50,3.2,102.3,24.7,0.7,2.30,1.31,16.1,0.5
28,28,CCL,Coca-Cola Amatil,8.753,11.60,13,12.15,9.21,43.5,f,3.75,5.36,11.5,60.5,19.2,10.1,5.47,1.38,19.7,10.6
29,29,CNA,Coal & Allied Ind  ,8.658,100.00,300,108.00,74.06,800,f,8.00,11.43,-28.2,877.4,11.4,-27.2,5.76,19.26,30.7,14.8
30,30,AMC,Amcor Ltd,7.843,6.42,-14,7.04,4.669,29.5,,4.60,4.60,-,20.9,30.7,0.2,2.55,2.25,13.4,2.1
31,32,OSH,Oil Search Ltd,7.784,5.95,11,6.93,4.97,4.47,,0.75,0.75,-52.7,12.86,46.3,-68.5,2.69,-,-4.4,19.2
32,31,BXB,Brambles Ltd,7.694,5.41,1,8.37,5.22,25,p,4.62,5.02,-13.0,34.45,15.7,6.4,4.37,0.66,-24.8,-23.9
33,33,IAG,Insurance Aust Grp,7.276,3.50,9,4.21,3.22,14.5,f,4.14,5.92,-55.6,25.07,14.0,20.1,1.51,1.29,-,-8.1
34,34,AGK,AGL Energy Ltd,6.832,15.18,41,15.69,13.37,57,f,3.75,5.36,1.9,27,56.2,4.0,1.17,6.21,13.1,2.8
35,35,TCL,Transurban stp,6.352,4.49,1,5.61,3.909,24,,5.35,5.35,-61.4,1.85,242.7,-85.2,1.65,2.75,16.8,-8.5
36,36,CWN,Crown Ltd,6.141,8.15,19,9.39,6.98,37,p,4.54,5.71,-31.5,-92.35,-,-27.2,1.79,3.24,7.5,-
37,38,QAN,Qantas Airways,5.935,2.62,15,3.06,2.12,-,,-,-,-82.9,-2.7,-,-82.1,1.03,2.25,3.6,-19.0
38,41,MAP,MAP Grp forus,5.77,3.10,14,3.38,2.265,19,,6.13,6.13,-21.4,-33.11,-,-,0.96,-0.30,30.8,-1.1
39,37,CPU,Computershare Ltd,5.74,10.33,22,12.90,9.75,25,p,2.42,2.94,4.8,56.84,18.2,19.7,5.17,-1.54,3.4,2.2
40,43,IPL,Incitec Pivot,5.635,3.46,21,3.83,2.51,4.1,,1.18,1.18,-97.8,-10.2,-,-58.7,1.67,0.27,16.6,10.0
