Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Thursday, April 24, 2014,,,,,,,,,,,,,,,,,,,,
"XAO 5515.5 at 2014-04-24T16:40:36. Report at Thursday, April 24, 2014. Processed Saturday at 2014-04-26T23:15:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,CBA,C'wlth Bank  of Aust,127.906,78.89,+132,79.88,64.49,383.00,f,4.85,6.94,9.0,509.80,15.5,8.9,2.812,22.10,13.1,20.5,,
2,2,BHP,BHP Billiton,122.944,38.28,+18,39.79,30.43,129.10,f,3.37,4.82,7.6,314.04,12.2,-24.4,1.583,16.04,21.3,-2.7,,
3,3,WBC,Westpac Banking,111.242,35.78,+84,35.84,27.071,174.00,f,4.86,6.95,4.8,220.40,16.2,6.6,2.343,11.07,12.7,21.0,,
4,4,ANZ,ANZ Banking Grp,95.139,34.67,+79,34.74,26.30,164.00,f,4.73,6.76,13.1,231.30,15.0,-.9,2.086,13.48,15.0,19.8,,
5,5,NAB,National Aust Bank,84.289,35.81,+45,37.07,27.55,190.00,f,5.31,7.58,5.6,229.50,15.6,5.1,1.808,14.64,11.8,17.5,,
6,6,TLS,Telstra Corp,64.455,5.18,+5,5.30,4.50,28.50,f,5.50,7.86,-,31.50,16.4,-2.9,5.006,.37,10.1,29.9,,
7,7,WES,Wesfarmers,50.236,43.94,+96,44.60,36.767,188.10,f,4.28,6.12,9.1,208.78,21.0,6.4,1.931,4.38,6.1,15.0,,
8,8,WOW,Woolworths,47.352,37.74,+65,38.78,31.53,136.00,f,3.60,5.15,5.6,195.09,19.3,-15.5,5.091,2.83,7.7,17.4,,
9,9,WPL,Woodside Petroleum,33.706,40.91,+91,41.35,33.31,207.71,f,5.08,7.25,61.9,238.04,17.2,-5.1,1.890,20.65,14.9,-,,
10,10,CSL,CSL,32.750,67.94,+26,72.82,56.15,115.86,,1.71,1.71,25.6,291.60,23.3,38.8,10.102,5.53,9.8,28.1,,
11,11,RIO,Rio Tinto,27.444,62.98,-39,71.30,49.81,213.14,f,3.38,4.83,30.3,221.73,28.4,58.5,.459,23.76,16.8,-5.9,,
12,12,WDC,Westfield Grp,22.762,10.77,+12,12.55,9.67,51.00,p,4.74,5.05,3.0,74.13,14.5,9.6,1.484,7.29,-3.1,11.5,,
13,13,MQG,Macquarie Grp,18.154,56.54,+57,58.37,32.671,221.26,p,3.91,4.58,42.9,313.27,18.0,11.1,1.519,31.64,53.7,24.0,,
14,15,SUN,Suncorp Grp,16.777,13.04,+21,13.75,11.291,65.00,f,4.98,7.12,37.5,36.37,35.9,-31.1,1.200,6.14,7.5,23.2,,
