Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4264.9 at 16:46 2/7/2010  Report at 22:00 Friday 2/7/2010. Processed 13:10 Monday 5/7/2010.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
26,28,SGP,Stockland stp,8.889,3.73,3,4.23,2.95,27.8,,7.45,7.47,-22.6,-47.1,-,-16.2,1.02,-,18.4,-15.6
27,26,CCL,Coca-Cola Amatil,8.842,11.72,-31,12.15,8.44,43.5,f,3.71,5.30,11.5,60.5,19.4,10.1,5.53,1.38,30.8,13.0
28,25,LEI,Leighton Hldgs,8.60,28.60,-206,41.70,21.10,120,f,4.20,5.99,-19.9,208.2,13.7,-3.5,3.68,7.52,-2.2,-6.4
29,30,CNA,Coal & Allied Ind  ,7.966,92.00,-183,108.50,74.06,510,f,5.54,7.92,-28.2,676.2,13.6,-27.2,5.30,16.99,-2.1,12.6
30,29,BXB,Brambles Ltd,7.808,5.49,-28,8.37,5.36,25,p,4.55,4.94,-13.0,34.45,15.9,6.4,4.43,0.66,-5.3,-17.7
31,31,AMC,Amcor Ltd,7.804,6.39,-8,6.76,4.276,29.5,,4.62,4.62,-,20.9,30.6,0.2,2.54,2.25,44.8,5.5
32,33,IAG,Insurance Aust Grp,7.069,3.40,1,4.21,3.22,14.5,f,4.26,6.09,-55.6,25.07,13.6,20.1,1.46,1.29,-3.7,-11.8
33,32,OSH,Oil Search Ltd,7.025,5.37,-33,6.93,4.97,4.47,,0.83,0.83,-52.7,12.86,41.8,-68.5,2.43,-,-4.1,13.3
34,34,AGK,AGL Energy Ltd,6.652,14.78,-3,15.69,13.11,57,f,3.86,5.51,1.9,27,54.7,4.0,1.14,6.21,3.2,2.3
35,35,TCL,Transurban stp,6.055,4.28,-8,5.61,3.869,24,,5.61,5.61,-61.4,1.85,231.4,-85.2,1.58,2.75,3.8,-10.0
36,37,CWN,Crown Ltd,5.825,7.73,-17,9.39,6.41,37,p,4.79,6.02,-31.5,-92.35,-,-27.2,1.70,3.24,7.5,-
37,36,CPU,Computershare Ltd,5.651,10.17,-66,12.90,8.48,25,p,2.46,2.98,4.8,56.84,17.9,19.7,5.09,-1.54,5.8,3.0
38,38,RMD,ResMed Inc cdi,5.494,7.11,-2,7.97,4.76,-,,-,-,-,25.11,28.3,55.6,4.00,-,43.9,11.9
39,39,GPT,GPT Grp stp,5.251,2.83,-8,2.99,0.48,3.6,,1.27,1.27,-70.7,-14.5,-,-69.3,0.79,0.69,12.2,-36.8
40,42,WOR,WorleyParsons Ltd,5.083,21.22,-58,31.79,20.23,90.5,f,4.26,6.09,8.8,136.3,15.6,13.2,3.07,0.16,-15.0,-11.9
41,40,QAN,Qantas Airways,5.029,2.22,-11,3.06,1.85,-,,-,-,-82.9,-2.7,-,-82.1,0.87,2.25,-4.3,-23.4
42,43,ASX,ASX Ltd,5.001,28.81,-89,37.77,28.30,163.6,f,5.68,8.11,-14.3,180.6,16.0,-14.3,1.80,3.19,-19.6,-11.9
43,41,MAP,MAP Grp forus,4.932,2.65,-16,3.38,1.998,19,,7.17,7.17,-21.4,-33.11,-,-,0.82,-0.30,15.0,-6.3
44,45,CFX,CFS Retail Prop unt,4.846,1.93,-0.5,2.12,1.625,12.5,,6.48,6.48,4.2,-1.9,-,24.2,0.97,1.99,12.6,0.7
45,46,AFI,Aust Foundation,4.77,4.74,1,5.41,4.26,21,f,4.43,6.33,-,8.93,53.1,-49.8,1.32,4.98,1.7,-3.5
46,44,AIO,Asciano Grp stp,4.696,1.605,-7,1.94,1.24,-,,-,-,-100.0,-41.9,-,-70.5,2.13,0.10,0.3,-38.6
47,47,IPL,Incitec Pivot,4.29,2.64,-26,3.83,2.14,4.1,,1.55,1.55,-97.8,-10.2,-,-58.7,1.27,0.27,-3.0,-4.5
48,48,MGR,Mirvac Grp stp,4.23,1.295,-7.5,1.745,1.01,8,,6.18,6.18,-72.6,-11.58,-,-59.1,0.87,-,7.1,-30.4
49,50,LLC,Lend Lease Grp stp,4.089,7.23,-19,10.907,6.376,36,f,4.98,7.11,-46.8,43.1,16.8,-35.8,1.67,3.99,-3.1,-22.9
50,49,COH,Cochlear Ltd,4.063,71.85,-553,79.11,51.25,190,f,2.64,3.78,16.7,242.2,29.7,12.9,11.15,3.25,33.3,8.1
51,53,GMG,Goodman Grp forus,4.013,0.63,-1,0.75,0.35,1.5,,2.38,2.38,-71.6,-31.3,-,13.3,1.06,0.50,36.0,-48.2
52,52,SHL,Sonic Healthcare,4.009,10.32,-23,15.64,9.53,59,p,5.72,6.57,9.6,47.6,21.7,15.9,1.58,-1.48,-8.1,-9.0
53,55,TAH,Tabcorp Hldgs Ltd,3.909,6.38,-13,7.52,6.28,60,f,9.40,13.43,38.3,86.1,7.4,-5.3,1.19,-1.53,-3.9,-20.3
54,51,OST,OneSteel Ltd,3.875,2.91,-24,4.15,2.31,9,,3.09,3.09,-49.2,5.45,53.4,-49.6,0.89,1.72,-0.1,-19.2
55,57,TOL,Toll Hldgs Ltd,3.838,5.46,-10,9.33,5.34,25,f,4.58,6.54,11.5,31.45,17.4,-17.1,1.48,1.44,-17.1,-22.3
56,56,FBU,Fletcher Bld,3.836,6.32,-17,7.04,5.06,20.63,,3.26,3.26,-22.8,-14.88,-,-22.1,1.59,2.36,14.0,-13.1
57,54,BSL,BlueScope Steel,3.793,2.08,-13,3.48,2.03,-,,-,-,-87.3,-61.37,-,-90.7,0.67,2.47,-38.3,-36.0
58,59,DXS,DEXUS Prop Grp stp,3.736,0.775,-1.5,0.89,0.66,5.1,,6.58,6.58,-35.6,-11.03,-,2.8,0.73,0.95,13.0,-17.5
59,58,AWC,Alumina Ltd,3.685,1.51,-7.5,2.06,1.285,2,f,1.32,1.89,-80.7,-1.2,-,-88.5,1.13,1.21,-10.5,-34.8
60,60,NHC,New Hope Corp,3.683,4.45,-15,5.50,3.804,9.5,f,2.13,3.05,60.9,29,15.3,189.4,1.34,2.67,-0.3,39.0
61,62,HVN,Harvey Norman,3.644,3.43,-1,4.85,2.95,13,f,3.79,5.41,-21.4,25.78,13.3,-15.0,1.77,2.10,8.3,-10.3
62,64,AOE,Arrow Energy,3.565,4.86,1,5.31,3.04,-,,-,-,-,15.38,31.6,-,3.07,2.13,13.3,19.5
63,63,ARG,Argo Invest,3.504,5.79,-24,7.05,5.61,25,f,4.32,6.17,-10.0,-11.1,-,-53.1,1.21,5.99,-5.0,-7.2
64,61,SGM,Sims Metal Mgmt,3.35,16.43,-167,29.15,16.25,20,f,1.22,1.74,-68.3,-17.7,-,-92.8,1.17,8.87,-40.4,-12.0
65,65,MTS,Metcash Ltd,3.292,4.30,7,4.74,3.84,26,f,6.05,8.64,8.3,29.74,14.5,8.3,2.39,0.12,6.6,4.3
66,66,FXJ,Fairfax Media Ltd,3.187,1.355,,1.885,1.07,1.1,,0.81,0.81,-89.2,9.3,14.6,-48.1,0.64,-0.31,-7.6,-30.4
67,68,OZL,OZ Minerals,3.121,1.00,,1.325,0.83,-,,-,-,-100.0,-16.6,-,258.3,1.22,0.82,-10.7,-34.4
68,69,MCC,Macarthur Coal,3.083,12.12,3,17.17,6.03,21,f,1.73,2.48,-23.5,45.3,26.8,183.3,3.06,4.15,57.6,23.3
69,67,SOL,Soul Pattinson,3.062,12.83,-32,15.38,10.011,33,f,2.57,3.67,6.7,124.07,10.3,98.6,0.79,11.11,21.6,13.0
70,71,EQN,Equinox Min Ltd cdi,2.958,4.18,-12,4.78,2.18,-,,-,-,-,-30.1,-,-,4.35,-,43.2,-3.8
71,72,BLD,Boral Ltd,2.917,4.87,-19,6.40,3.77,12.5,f,2.57,3.67,-61.8,22.7,21.5,-46.7,1.06,4.23,-0.2,-10.7
72,70,TEL,Telecom Corp,2.871,1.495,-10.5,2.31,1.44,16.61,,11.11,11.11,-18.7,20.69,7.2,-30.0,1.31,0.69,-26.6,-21.6
73,73,BEN,Bendigo & Adelaide,2.86,8.07,-39,10.48,6.425,43,f,5.33,7.61,-33.9,35.53,22.7,-37.9,0.92,5.16,4.3,-15.7
74,76,TTS,Tatts Grp Ltd,2.859,2.23,-2,2.67,2.19,21,f,9.42,13.45,121.1,21.9,10.2,7.6,1.10,-0.51,-1.2,-17.2
75,75,RHC,Ramsay Health Care,2.779,13.75,-63,15.49,10.20,40,f,2.91,4.16,16.9,64.2,21.4,25.3,3.06,1.70,35.3,12.2
76,77,JHX,James Hardie Ind cdi,2.721,6.25,-29,8.86,3.73,-,,-,-,-,-21.4,-,-,-,-0.29,20.4,-4.9
77,81,ERA,Energy Res,2.651,13.90,-7,27.37,12.51,39,f,2.81,4.01,39.3,142.9,9.7,131.0,2.74,5.10,-44.0,-10.4
78,78,PTM,Platinum Asset,2.588,4.61,-34,6.34,3.76,20,f,4.34,6.20,-16.7,23.41,19.7,-22.0,13.33,-,4.7,-8.9
79,74,AQP,Aquarius Platinum,2.584,5.58,-73,7.95,3.74,2.26,,0.41,0.41,-100.0,20.79,26.8,-,3.45,-,12.7,-17.6
80,83,CSR,CSR Ltd,2.568,1.695,-2.5,2.18,1.49,8.5,f,5.01,7.16,15.9,-8.2,-,6.3,1.41,1.04,-1.8,-14.1
81,82,CTX,Caltex Aust,2.506,9.28,-38,13.63,8.01,25,f,2.69,3.85,-30.6,116.3,8.0,68.9,0.86,10.48,-27.2,-25.8
82,80,PDN,Paladin Energy,2.474,3.45,-31,5.18,3.41,-,,-,-,-,11.67,29.6,-,3.18,1.58,-24.3,-21.7
83,79,AQA,Aquila Res,2.446,7.59,-96,11.38,4.727,-,,-,-,-,-14.8,-,-9.8,15.80,-,37.5,22.2
84,87,ITO,Intoll Grp stp,2.443,1.08,1.5,1.71,1.005,3,,2.78,2.78,-,-16.38,-,-,0.59,1.78,-23.7,-25.5
85,84,REH,Reece Aust Ltd,2.395,24.05,-95,26.65,17.50,53,f,2.20,3.15,-10.5,109,22.1,-12.3,4.49,5.41,22.6,-2.0
86,86,SEK,Seek Ltd,2.383,7.08,-26,8.57,3.62,9.9,f,1.40,2.00,-50.5,18.4,38.5,-28.9,8.26,0.55,68.7,-3.5
87,90,ATM,Aneka Tambang cdi,2.289,1.20,,1.30,1.00,1.37,,1.14,1.14,-60.5,0.7,171.4,-60.3,2.36,0.10,21.4,-
88,85,WHC,Whitehaven Coal,2.231,4.52,-50,6.05,2.88,8.8,f,1.95,2.78,400.0,28.3,16.0,431.8,3.09,2.09,48.0,39.3
89,89,UGL,UGL Ltd,2.23,13.44,-51,15.97,9.88,64,f,4.76,6.80,10.3,80.9,16.6,8.4,1.99,-0.43,16.8,-5.9
90,93,DJS,David Jones Ltd,2.228,4.36,3,5.96,4.10,29,f,6.65,9.50,3.7,33,13.2,8.5,3.24,1.22,-10.3,-2.4
91,91,BBG,Billabong Intl,2.187,8.64,-24,12.32,7.93,36,p,4.17,5.06,-15.1,57.2,15.1,-19.5,1.86,0.84,-3.1,-14.3
92,88,BOQ,Bank of Qld,2.172,10.07,-95,13.49,8.699,52,f,5.16,7.38,-64.0,92.4,10.9,-25.9,1.03,7.20,-5.4,-12.4
93,94,SPN,SP AusNet stp,2.13,0.775,-1,0.975,0.725,8,p,10.32,11.91,-30.7,8.09,9.6,-1.5,0.77,0.94,8.9,-6.8
94,95,JBH,JB Hi-Fi Ltd,2.048,18.90,-52,23.71,14.09,62,f,3.28,4.69,69.2,103.42,18.3,44.4,8.93,1.71,15.6,19.9
95,92,RIV,Riversdale Min,2.033,10.16,-105,11.35,4.95,-,,-,-,-,-2.09,-,-96.9,4.01,2.04,53.9,40.8
96,96,AIA,Auckland Airport,1.979,1.51,-8,1.654,1.171,6.68,,4.42,4.42,-4.1,5.63,26.8,-5.1,1.34,1.22,15.9,-17.1
97,98,ILU,Iluka Res,1.955,4.67,-16,5.14,2.70,-,,-,-,-,-26.8,-,-,1.79,2.58,48.3,-3.6
98,97,CMJ,Consolidated Media,1.949,3.14,-12,3.44,2.17,16.5,f,5.25,6.69,-38.9,57.44,5.5,-23.1,4.27,0.88,20.8,1.9
99,100,APA,APA Grp stp,1.942,3.58,-8,3.83,2.60,31.75,,8.87,8.87,5.1,25,14.3,12.6,1.52,-,27.0,2.7
100,101,CPA,C'wlth Prop ord unt   ,1.932,0.96,-0.5,1.045,0.735,6.85,,7.14,7.14,-4.3,-11.41,-,-10.9,0.91,1.11,13.6,-11.2
101,99,ALL,Aristocrat Leisure,1.925,3.61,-12,5.75,3.37,4.5,,1.25,1.78,-81.3,-31.3,-,-24.3,12.52,0.07,-15.3,-33.1
102,104,CPB,Campbell Brothers,1.889,30.00,37,32.00,18.135,100,p,3.33,4.05,4.2,129.06,23.2,-33.5,3.00,3.76,40.7,9.0
103,105,GFF,Goodman Fielder,1.85,1.34,,1.78,1.255,11.25,,8.40,8.78,-22.2,14.4,9.3,-17.1,1.14,-0.16,3.9,-12.9
104,102,MYR,Myer Hldgs Ltd,1.843,3.17,-7,3.98,2.86,10.5,f,3.31,4.73,-,4.1,77.3,-,2.50,-0.21,-,-
105,103,PRY,Primary Health Care,1.793,3.65,-15,6.56,3.45,22,f,6.03,8.61,-48.1,42.08,8.7,42.2,0.85,-1.15,-31.5,-22.5
106,106,BKW,Brickworks Ltd,1.752,11.90,-34,16.80,11.35,39.5,f,3.32,4.74,-,100.5,11.8,2.8,1.28,9.06,-5.2,-0.8
107,108,CEY,Centennial Coal,1.746,4.42,-13,5.00,2.07,8,p,1.81,2.39,-47.6,15.8,28.0,30.9,2.64,1.87,51.1,31.3
108,109,SVW,Seven Grp Hldgs,1.738,5.69,-11,7.60,5.41,-,,-,-,-,-,-,-26.4,0.89,-,-6.4,-16.6
109,107,CGF,Challenger FSG Ltd,1.719,3.44,-16,4.50,2.04,13.5,,3.92,3.92,-,35.2,9.8,4.0,1.02,3.36,32.6,-10.8
110,114,TEN,Ten Network Hldgs,1.714,1.64,4,1.94,1.00,2,,1.22,1.74,-85.2,4.62,35.5,-47.6,2.13,-0.29,28.6,-12.6
111,112,ABC,Adelaide Brighton,1.696,2.67,-7,3.01,2.03,13.5,f,5.06,7.22,-10.0,20.4,13.1,1.5,1.89,1.21,13.1,-1.1
112,111,ANN,Ansell Ltd,1.668,12.68,-68,13.50,8.16,29,,2.29,2.29,5.7,81.7,15.5,21.4,2.61,1.92,41.1,4.8
113,110,MGX,Mount Gibson Iron,1.657,1.535,-10.5,2.09,0.80,-,,-,-,-,6.56,23.4,-56.7,2.12,0.78,28.4,-6.0
114,115,HSP,Healthscope Ltd,1.655,5.22,1,5.62,4.07,22.5,f,4.31,6.16,10.3,29.78,17.5,12.9,1.83,0.66,26.1,2.7
115,113,FLT,Flight Centre,1.637,16.41,-39,21.43,8.32,26,f,1.58,2.26,-89.5,63.4,25.9,-33.1,2.68,2.56,71.3,-0.2
116,116,EXT,Extract Res,1.60,6.58,-10,11.45,5.495,-,,-,-,-,-4.96,-,-28.9,15.41,-,-11.4,104.7
117,117,IOF,ING Office Fd stp,1.556,0.57,-2.5,0.67,0.445,3.9,,6.84,6.84,-,-16.7,-,18.5,0.86,0.74,25.5,-20.4
118,118,MLT,Milton Corp,1.538,15.84,-66,19.40,14.25,70,f,4.42,6.31,-11.4,44.7,35.4,-40.8,1.24,18.37,1.1,-8.2
119,119,NVT,Navitas Ltd,1.53,4.47,-17,5.56,2.63,16.9,f,3.78,5.40,31.2,16.8,26.6,32.8,15.53,-0.25,69.5,34.1
120,120,SKT,Sky Net,1.518,3.90,-13,4.15,3.23,11.39,,2.92,2.92,106.9,19.63,19.9,-8.2,1.56,-0.47,21.0,-7.3
121,124,CEU,ConnectEast stp,1.497,0.38,,0.49,0.287,2,,5.26,5.26,-79.9,-21.74,-,537.4,0.99,-,6.9,-32.5
122,121,AND,Andean Res Ltd,1.479,3.14,-18,3.58,1.74,-,,-,-,-,-4.64,-,-40.2,21.69,-,61.8,49.0
123,128,WAN,West Aust News,1.424,6.59,6,8.48,4.21,29,f,4.40,6.29,-37.7,37.3,17.7,-20.6,21.00,-,13.4,-18.4
124,123,PNA,PanAust Ltd,1.418,0.48,-3,0.65,0.30,-,,-,-,-,0.96,50.0,-,2.44,0.20,17.1,-9.6
125,129,NUF,Nufarm Ltd,1.416,5.41,4,11.819,5.04,15,,2.77,2.77,-22.9,-17.4,-,-11.1,0.87,3.07,-49.4,-23.9
126,127,ALZ,Australand Prop stp,1.396,2.42,-3,3.05,1.996,12,,4.96,4.96,-50.5,-13.4,-,-55.1,0.62,0.68,10.2,-27.0
127,125,IFL,IOOF Hldgs Ltd,1.393,6.06,-19,7.40,3.74,21,f,3.47,4.95,-86.7,19.5,31.1,-29.0,1.58,0.56,31.8,-12.8
128,126,DUE,DUET Grp forus,1.367,1.57,-7.5,1.90,1.435,20,,12.74,12.87,-7.5,4.39,35.8,104.1,0.95,-,7.0,-11.2
129,130,SKC,Sky City Entertain,1.352,2.35,-4,2.89,2.06,11.69,,4.97,4.97,-29.2,19.09,12.3,-9.5,2.26,0.53,-6.1,-16.0
130,131,REA,REA Grp,1.349,10.50,-18,12.60,5.14,10,,0.95,1.36,-,10.04,104.6,-95.8,14.42,0.45,95.9,22.3
131,122,TPM,TPG Telecom Ltd,1.342,1.75,-29,2.58,0.37,3,f,1.71,2.45,-,5.7,30.7,-,4.13,0.06,238.8,45.9
132,133,TSE,Transfield Services,1.313,3.17,-11,4.80,2.10,12.25,f,3.86,5.52,-50.9,-15.18,-,-5.1,1.69,0.29,16.6,-22.9
133,135,BLY,Boart Longyear,1.305,2.83,-6,4.10,1.735,-,,-,-,-100.0,-0.67,-,-97.5,1.25,0.14,19.0,-46.2
134,134,MIN,Mineral Res,1.298,8.05,-27,8.80,3.83,18.75,f,2.33,3.33,-,38.3,21.0,-8.4,8.97,2.39,98.7,35.2
135,136,FPH,Fisher & Paykel H,1.276,2.49,-4,2.83,2.25,10.07,,4.04,4.04,-4.5,10.85,22.9,7.2,5.62,0.34,0.2,-2.5
136,138,HTA,Hutchison,1.249,0.092,-0.1,0.135,0.09,-,,-,-,-,6.27,1.5,-,-,0.10,-,-
137,132,DOW,Downer EDI Ltd,1.245,3.70,-36,9.44,3.33,29.1,,7.86,7.86,13.7,54.4,6.8,10.9,0.94,2.15,-40.8,-16.0
138,144,SGT,Singapore Tel cdi,1.237,2.59,7,2.94,2.25,10.69,,4.13,4.13,-2.5,19.12,13.5,-16.0,0.07,0.65,-5.6,3.8
139,140,AUN,Austar United,1.222,0.97,-1.5,1.465,0.78,-,,-,-,-,4.7,20.6,118.4,-,-0.31,-5.9,-16.0
140,137,CQO,Charter Hall Office unt,1.218,0.25,-1,0.355,0.19,2.5,,10.00,10.00,-66.5,10.03,2.5,-,0.54,0.44,6.4,-41.4
141,139,PPT,Perpetual Ltd,1.206,27.78,-129,41.39,25.23,165,f,5.94,8.48,-69.7,183.4,15.1,-51.4,4.16,4.46,-13.4,-25.4
142,142,APN,APN News & Media,1.204,2.01,-4,2.61,1.32,4,f,1.99,2.84,-81.7,16.7,12.0,-40.2,1.04,-0.78,9.6,-23.5
143,143,HGG,Henderson Grp cdi,1.20,2.13,-1,2.67,1.815,10.69,,5.02,5.02,-10.1,3.23,65.9,-43.9,2.37,-0.18,3.6,-10.0
144,141,SKI,Spark Infrastructure stp,1.187,1.15,-4.5,1.445,1.025,13.56,,11.79,11.79,-0.4,12.08,9.5,136.2,2.06,1.78,20.7,-3.2
145,149,PIH,Prime Infr Grp stp,1.154,3.28,3,4.57,0.034,-,,-,-,-,-,-,-,-,-,-,-
146,151,MND,Monadelphous Grp,1.146,13.32,45,15.98,10.04,79,f,5.93,8.47,2.8,91.08,14.6,11.8,9.35,1.52,21.0,-0.9
147,145,ZIM,Zimplats Hldgs,1.141,10.60,-20,12.65,7.50,-,,-,-,-,35.15,30.2,-,2.23,-,32.5,-12.8
148,146,WTF,Wotif Com Hldgs,1.132,5.40,-11,8.08,4.12,20,f,3.70,5.29,16.7,24.23,22.3,24.6,15.91,-0.06,23.1,0.5
149,152,GNC,Graincorp Ltd,1.095,5.52,-2,8.85,5.10,22.27,f,4.03,5.76,-,63.62,8.7,-,1.58,4.78,-9.4,-18.9
150,150,IRE,IRESS Market Tech,1.074,8.52,-37,9.38,6.55,34,f,3.99,5.70,9.7,34.78,24.5,17.5,8.64,0.75,23.1,4.1
151,148,CRZ,Carsales Com Ltd,1.056,4.54,-41,5.86,3.56,6.6,f,1.45,2.07,-,8.2,55.4,-,-,0.01,-,-
152,153,AIX,Aust Infra unt,1.049,1.69,-7.5,2.09,1.18,10,,5.92,7.47,-11.8,19.37,8.7,-46.1,0.87,2.62,14.2,-12.7
153,158,GCL,Gloucester Coal,1.02,12.45,1,12.48,4.52,-,,-,-,-35.7,68.3,18.2,286.0,6.13,2.21,107.5,40.2
154,147,KAR,Karoon Gas Aust,1.008,5.68,-82,12.10,4.51,-,,-,-,-,-15.25,-,-,3.01,-,-49.7,30.9
155,157,BKN,Bradken Ltd,0.995,7.17,-18,8.14,3.72,26,f,3.63,5.18,-37.8,43.3,16.6,8.0,2.85,1.58,41.4,-5.8
156,155,AGO,Atlas Iron Ltd,0.99,2.09,-9,3.05,1.51,-,,-,-,-,-15.5,-,18.9,4.95,-,5.3,7.5
157,159,IIF,ING Industrial Fd unt,0.959,0.37,-2,0.603,0.207,1.6,,4.32,4.35,-70.4,-78.3,-,-24.4,0.65,0.60,58.3,-41.0
158,154,KCN,Kingsgate Cons,0.955,9.55,-88,10.90,6.26,30,,3.14,3.81,-,82,11.6,196.5,3.90,2.69,42.4,25.9
159,166,PMV,Premier Invest,0.953,6.15,5,8.934,5.139,36,f,5.85,8.36,20.7,49.85,12.3,34.8,0.83,2.19,11.5,-4.0
160,161,TPI,Transpacific Indust,0.932,0.97,-7,1.785,0.95,-,,-,-,-100.0,-58.1,-,-66.8,0.69,-0.23,-19.8,-52.9
161,162,AIZ,Air New Zealand,0.926,0.86,-6,1.145,0.67,5.17,,6.01,6.01,-25.8,3.9,22.1,-26.4,0.72,1.12,6.6,-24.7
162,160,PRU,Perseus Min Ltd,0.918,2.20,-21,2.48,0.685,-,,-,-,-,-2.43,-,-25.6,6.92,-,193.3,22.5
163,164,CZA,Coal of Africa,0.918,1.73,-12,2.60,1.40,-,,-,-,-,-11.36,-,-43.4,1.75,-,-1.1,18.1
164,163,LYC,Lynas Corp,0.911,0.55,-4.5,0.72,0.30,-,,-,-,-,-7.07,-,54.7,4.60,-,64.8,-17.4
165,170,AGG,Anglogold Ashanti,0.91,10.20,5,10.50,7.65,3.87,,0.38,0.38,6.1,-99.23,-,3517.9,0.27,8.69,10.2,2.2
