Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, January 17, 2014,,,,,,,,,,,,,,,,,,,,
"XAO 5316.4 at 2014-01-17T16:42:36. Report at Friday, January 17, 2014. Processed Saturday at 2014-01-18T23:15:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,2,BHP,BHP Billiton,121.691,37.89,+145,39.34,30.43,119.94,f,3.17,4.52,7.6,220.38,17.2,-24.4,1.567,13.47,4.7,-2.2,,
2,1,CBA,C'wlth Bank  of Aust,121.652,75.47,-213,79.88,61.70,364.00,f,4.82,6.89,9.0,477.90,15.8,8.9,2.674,20.84,23.3,19.7,,
3,3,WBC,Westpac Banking,98.246,31.60,-62,34.879,26.215,174.00,f,5.51,7.87,4.8,220.40,14.3,6.6,2.069,11.07,20.0,19.1,,
4,4,ANZ,ANZ Banking Grp,85.149,31.03,-47,34.06,25.49,164.00,f,5.29,7.55,13.1,231.30,13.4,-.9,1.867,13.48,23.3,16.3,,
5,5,NAB,National Aust Bank,79.337,33.74,-83,37.07,26.58,190.00,f,5.63,8.04,5.6,229.50,14.7,5.1,1.702,14.64,30.8,18.8,,
6,6,TLS,Telstra Corp,65.202,5.24,-2,5.30,4.44,28.00,f,5.34,7.63,-,30.70,17.1,-2.9,5.064,.35,20.8,33.0,,
7,7,WES,Wesfarmers,49.961,43.70,-35,44.60,36.767,180.18,f,4.12,5.89,9.1,196.09,22.3,6.4,1.920,4.69,22.8,14.4,,
8,8,WOW,Woolworths,42.896,34.19,-17,36.84,30.79,133.00,f,3.89,5.56,5.6,182.59,18.7,-15.5,4.612,2.60,13.7,13.4,,
9,9,CSL,CSL,33.938,70.02,+152,69.755,52.25,105.64,,1.51,1.51,25.6,263.01,26.6,38.8,10.469,4.75,29.6,26.0,,
10,10,WPL,Woodside Petroleum,32.231,39.12,+73,39.53,33.292,156.29,f,4.00,5.71,19.9,368.63,10.6,18.4,2.115,19.62,16.8,1.8,,
11,11,RIO,Rio Tinto,28.900,66.32,+267,72.30,49.81,184.67,f,2.78,3.98,15.9,-367.18,-,-38.8,.517,21.06,3.2,-5.3,,
12,12,WDC,Westfield Grp,21.558,10.20,+12,12.55,9.67,50.25,,4.93,4.93,2.3,64.24,15.9,-2.2,1.368,6.99,-4.6,6.7,,
13,15,FMG,Fortescue Metals Grp,17.686,5.68,+33,5.94,2.90,10.00,f,1.76,2.51,25.0,60.45,9.4,20.6,3.102,1.29,23.9,-2.1,,
14,13,MQG,Macquarie Grp,17.324,53.96,-85,56.20,30.526,221.26,p,4.10,4.80,42.9,313.27,17.2,21.6,1.450,31.64,46.9,15.7,,
15,14,SUN,Suncorp Grp,16.764,13.03,-19,13.75,10.218,55.00,f,4.22,6.03,37.5,38.42,33.9,-31.1,1.199,6.11,30.8,21.3,,
16,16,ORG,Origin Energy,15.230,13.83,-16,14.90,11.00,50.00,,3.62,4.39,-,34.60,40.0,-16.0,1.029,6.53,14.2,-1.1,,
17,17,QBE,QBE Insurance Grp,14.485,11.60,-46,17.53,10.05,30.00,f,2.59,3.69,-42.5,37.23,31.2,-1.7,1.317,4.94,-.7,-8.4,,
18,19,STO,Santos,14.078,14.51,+14,15.80,11.35,30.00,f,2.07,2.95,-,54.90,26.4,-11.4,1.503,-,24.0,4.8,,
19,18,BXB,Brambles,13.837,8.86,-17,9.32,7.255,27.00,p,3.05,3.44,3.9,44.42,19.9,13.6,4.242,.66,12.6,11.3,,
20,21,AMP,AMP,13.280,4.49,+6,5.79,4.155,24.00,p,5.35,6.89,-13.8,24.80,18.1,-2.7,1.763,1.18,-11.4,-,,
21,20,IAG,Insurance Aust Grp,13.147,5.72,-13,6.25,4.75,36.00,f,6.29,8.99,111.8,37.57,15.2,180.4,2.636,1.38,21.1,20.4,,
22,23,CWN,Crown Resorts,12.820,17.60,+73,18.22,11.08,37.00,p,2.10,2.55,-,54.34,32.4,-3.4,3.510,3.84,56.0,31.9,,
23,22,AMC,Amcor,12.610,10.45,+7,10.79,7.502,40.00,,3.83,3.83,8.1,49.80,21.0,9.1,3.407,.94,41.3,24.0,,
24,24,OSH,Oil Search,11.016,8.20,+7,8.975,6.86,4.08,,.50,.50,1.5,13.94,58.8,-36.9,3.565,2.52,12.9,7.8,,
25,25,AZJ,Aurizon Hldgs,10.580,4.95,+5,4.98,3.77,12.30,p,2.48,3.37,48.2,19.80,25.0,32.8,1.629,-,28.2,23.4,,
26,26,TCL,Transurban Grp,10.105,6.80,+1,7.31,5.95,32.50,p,4.78,5.23,5.1,11.70,58.1,209.0,3.003,2.10,16.9,14.8,,
27,27,CCL,Coca-Cola Amatil,9.415,12.33,+19,15.399,11.46,56.00,p,4.54,5.87,6.7,56.20,21.9,4.5,4.530,1.91,-6.8,7.7,,
28,28,WRT,Westfield Retail Tr,9.176,3.08,+2,3.45,2.82,19.42,,6.31,6.31,13.6,26.70,11.5,25.2,.882,3.47,2.2,10.9,,
29,30,ORI,Orica,9.175,24.78,+97,27.59,17.47,94.00,f,3.79,5.00,2.2,165.40,15.0,-20.7,2.297,4.44,.7,3.0,,
30,29,RHC,Ramsay Health Care,8.983,44.45,+33,45.17,28.21,70.50,f,1.59,2.27,17.5,125.10,35.5,17.2,5.826,2.47,53.5,40.9,,
31,31,SGP,Stockland,8.762,3.80,-,4.12,3.32,24.00,,6.32,6.32,-,4.70,80.9,-23.7,1.069,3.50,17.7,9.2,,
32,32,AGK,AGL Energy,8.510,15.24,+15,16.60,13.85,63.00,f,4.13,5.91,3.3,70.70,21.6,120.0,1.160,7.56,3.0,6.1,,
33,34,SYD,Sydney Airport,8.404,3.83,+10,4.20,3.04,22.50,,5.87,5.87,-,6.16,62.2,47.3,3.955,-2.67,28.5,16.0,,
34,33,GMG,Goodman Grp,8.044,4.68,-9,5.59,4.40,19.40,,4.15,4.62,79.6,9.63,48.6,76.5,1.378,2.69,8.4,17.7,,
35,35,RMD,ResMed Inc,7.302,5.14,-20,5.94,4.12,7.46,,1.45,1.45,-,23.18,22.2,34.1,4.205,-,24.8,18.0,,
36,40,NCM,Newcrest Min,7.044,9.19,+83,24.77,6.96,12.00,,1.31,1.31,-65.7,-754.50,-,-58.4,.698,12.45,-60.5,-36.5,,
37,36,ASX,ASX,7.006,36.19,-57,39.38,32.06,170.20,f,4.70,6.72,-2.8,195.50,18.5,1.5,2.109,5.04,10.1,4.9,,
38,37,SHL,Sonic Healthcare,6.748,16.84,+3,17.27,12.50,62.00,p,3.68,4.39,5.1,84.80,19.9,4.5,2.313,-2.51,28.5,17.4,,
39,38,AFI,Aust Foundation,6.517,6.25,+1,6.33,5.10,22.00,f,3.52,5.03,4.8,23.47,26.6,9.4,1.409,5.78,20.1,13.0,,
40,42,CPU,Computershare,6.419,11.54,+20,11.66,9.40,28.00,p,2.43,2.63,-,30.46,37.9,42.8,5.264,-2.46,13.4,8.0,,
41,41,LLC,Lend Lease Grp,6.413,11.12,+6,11.67,8.12,42.00,,3.78,3.78,10.5,101.70,10.9,8.6,1.481,5.33,11.8,13.0,,
42,39,MGR,Mirvac Grp,6.395,1.745,-.5,1.835,1.50,8.70,,4.99,4.99,53.6,4.06,43.0,9.4,1.064,1.62,15.8,19.2,,
43,43,GPT,GPT Grp,6.186,3.65,+6,4.23,3.34,19.90,,5.45,5.45,8.4,33.45,10.9,63.5,.900,3.76,1.9,13.9,,
44,44,CFX,CFS Retail Prop,5.944,1.975,-2,2.26,1.875,13.60,,6.89,6.91,3.8,10.44,18.9,8.2,1.031,2.04,5.7,10.3,,
45,45,JHX,James Hardie Ind,5.841,13.17,+37,13.50,8.74,24.02,,1.82,1.82,-57.5,38.70,34.0,-89.7,334.627,.11,35.5,32.9,,
46,46,FBU,Fletcher Bldg,5.819,8.46,+35,8.785,6.58,26.66,,3.15,3.74,5.9,40.10,21.1,9.4,1.944,2.20,14.0,16.7,,
47,48,AIO,Asciano,5.579,5.72,+10,6.23,4.57,11.50,f,2.01,2.87,53.3,34.90,16.4,38.9,1.535,.86,20.9,7.7,,
48,49,REA,REA Grp,5.392,40.94,+59,42.98,18.97,41.50,f,1.01,1.45,25.8,83.30,49.1,25.8,17.126,1.85,101.6,53.7,,
49,47,LEI,Leighton Hldgs,5.345,15.85,-53,24.29,14.40,105.00,p,6.62,8.04,33.3,208.10,7.6,31.8,1.832,8.37,-19.3,-16.9,,
50,50,CTX,Caltex Aust,5.238,19.40,+12,23.77,16.80,40.00,f,2.06,2.95,-11.1,31.40,61.8,-56.4,2.425,8.06,1.9,16.3,,
51,51,APA,APA Grp,5.173,6.19,+9,6.97,5.61,35.50,,5.74,5.74,1.4,38.70,16.0,5.5,2.059,1.42,13.8,24.1,,
52,55,XRO,Xero,4.987,39.10,+275,40.30,5.55,-,,-,-,-,-12.45,-,-,48.582,.48,567.3,-,,
53,54,DXS,DEXUS Prop Grp,4.860,1.05,+2.5,1.24,.98,6.18,,5.89,5.89,12.2,10.91,9.6,251.5,.936,1.05,6.6,14.7,,
54,53,ARG,Argo Invest,4.783,7.41,+1,7.44,6.03,26.50,f,3.58,5.11,1.9,27.70,26.8,3.3,1.271,7.31,15.5,9.8,,
55,52,BEN,Bendigo & Adelaide Bk,4.756,11.60,-34,12.09,8.92,61.00,f,5.26,7.51,1.7,84.90,13.7,-3.9,1.073,6.62,33.6,13.2,,
56,56,IPL,Incitec Pivot,4.740,2.91,+9,3.34,2.305,9.20,p,3.16,4.18,-25.8,29.40,9.9,-26.3,1.123,.70,-6.8,-9.0,,
57,57,FLT,Flight Centre Travel,4.601,45.76,+88,53.12,28.00,137.00,f,2.99,4.28,22.3,245.60,18.6,23.0,4.483,6.57,55.7,30.3,,
58,59,AIA,Auckland Airport,4.523,3.42,+13,3.44,2.13,10.09,,2.95,2.95,20.9,11.34,30.2,19.1,2.148,1.59,55.8,30.5,,
59,61,TPM,TPG Telecom,4.398,5.54,+15,5.68,2.43,7.50,f,1.35,1.93,36.4,18.80,29.5,63.4,6.142,.27,106.7,60.0,,
60,58,SEK,Seek,4.389,12.94,-34,13.59,7.67,22.00,f,1.70,2.43,27.2,88.30,14.7,34.0,3.385,-,57.3,27.7,,
61,60,TTS,Tatts Grp,4.266,3.01,-1,3.42,2.91,15.50,f,5.15,7.36,-32.6,17.87,16.8,-30.8,1.545,-1.28,-3.1,15.1,,
62,62,SPN,SP AusNet,4.250,1.255,+1.5,1.32,1.105,8.28,p,6.60,7.53,3.9,8.54,14.7,-3.3,1.238,.91,16.9,22.1,,
63,64,WOR,WorleyParsons,4.207,17.28,+83,27.45,15.08,92.50,,5.35,6.38,1.7,130.80,13.2,-6.8,1.919,-,-28.8,-11.6,,
64,63,TOL,Toll Hldgs,4.159,5.80,+5,6.20,4.63,27.00,f,4.66,6.65,8.0,11.80,49.2,2.0,1.543,1.44,15.2,4.5,,
65,67,TEL,Telecom Corp of NZ,4.068,2.23,+8,2.34,1.755,13.03,,5.84,5.84,-15.4,10.95,20.4,-,3.418,.16,21.8,25.1,,
66,66,PTM,Platinum Asset,3.895,6.73,-11,6.98,4.46,22.00,f,3.27,4.67,4.8,22.92,29.4,.3,11.319,-,45.3,18.2,,
67,65,BOQ,Bank of Qld,3.829,11.87,-54,12.76,7.88,58.00,f,4.89,6.98,11.5,58.40,20.3,838.5,1.359,-,52.7,14.5,,
68,68,BLD,Boral,3.738,4.80,+13,5.28,3.97,11.00,f,2.29,3.27,-,-27.70,-,6.5,1.102,3.17,-,2.7,,
69,70,ILU,Iluka Res,3.726,8.90,+50,12.08,8.05,15.00,f,1.69,2.41,-53.3,29.20,30.5,-25.4,2.378,3.74,-7.0,4.8,,
70,69,SOL,Soul Pattinson WH,3.653,15.26,+50,15.60,12.94,46.00,f,3.01,4.31,4.5,44.04,34.7,3.9,.974,12.06,14.9,10.6,,
71,78,AWC,Alumina,3.508,1.25,+13.5,1.405,.89,-,,-,-,-100.0,-1.92,-,-,1.386,1.01,13.1,-17.9,,
72,73,ALQ,ALS,3.465,8.79,+19,12.272,7.86,46.00,p,5.23,6.35,6.7,53.73,16.4,2.0,3.476,-.07,-16.7,8.9,,
73,71,HVN,Harvey Norman,3.463,3.26,-,3.425,1.93,9.00,f,2.76,3.94,-,13.39,24.3,2.8,1.465,2.29,71.2,7.0,,
74,75,FDC,Federation Cntres,3.369,2.36,+3,2.74,2.16,15.00,,6.36,6.36,116.9,14.79,16.0,71.3,1.002,2.22,7.8,-,,
75,72,COH,Cochlear,3.355,58.80,-93,82.87,52.71,252.00,p,4.29,4.93,2.9,233.00,25.2,-16.4,9.401,2.12,-24.2,-5.3,,
76,74,CGF,Challenger,3.297,6.21,-16,6.39,3.52,20.00,,3.22,3.22,11.1,79.20,7.8,4.3,1.437,2.77,68.5,15.6,,
77,77,BSL,BlueScope Steel,3.229,5.78,-,5.96,3.36,-,,-,-,-,-15.10,-,-53.0,.724,.06,70.5,-18.5,,
78,76,REH,Reece Aust,3.117,31.30,-120,34.15,21.80,62.00,f,1.98,2.83,-32.8,120.00,26.1,5.2,4.071,7.42,45.8,15.6,,
79,81,ANN,Ansell,3.072,20.11,+23,22.24,14.62,38.00,,1.89,1.89,7.0,104.60,19.2,5.4,3.687,1.79,19.8,17.9,,
80,79,TWE,Treasury Wine Estates,3.010,4.65,-13,6.47,4.30,13.00,,2.80,3.07,-,6.50,71.5,8.1,1.001,3.09,.5,-,,
81,83,NHC,New Hope Corp,2.974,3.58,+26,4.422,3.257,11.00,f,3.07,4.39,-64.5,8.90,40.2,-27.0,1.475,2.40,-12.2,-5.2,,
82,80,HGG,Henderson Grp,2.954,4.20,-14,4.40,2.23,11.42,,2.72,2.72,38.8,18.42,22.8,12.8,2.430,.16,83.8,25.7,,
83,82,CPA,C'wlth Prop Office,2.910,1.24,+1,1.285,1.005,6.55,,5.28,5.28,7.5,6.19,20.0,21.6,1.077,1.15,18.4,19.4,,
84,84,MTS,Metcash,2.748,3.12,+1,4.27,2.98,26.00,f,8.33,11.90,-,25.38,12.3,-18.8,1.692,-.19,-11.7,-2.5,,
85,87,MLT,Milton Corp,2.723,4.34,+11,4.345,3.584,16.40,f,3.78,5.40,5.1,18.26,23.8,5.5,1.265,.86,20.3,15.0,,
86,85,MYT,Mighty River Power,2.667,1.905,-3.5,2.22,1.78,-,,-,-,-,-,-,-,.995,-,-,-,,
87,86,TAH,Tabcorp Hldgs,2.663,3.53,-7,3.685,2.99,19.00,f,5.38,7.69,-20.8,17.15,20.6,-60.3,1.884,-1.49,22.7,11.1,,
88,88,DUE,DUET Grp,2.561,2.07,+3,2.53,1.95,16.75,,8.09,8.09,3.1,.51,405.9,11.1,1.683,1.30,2.1,17.8,,
89,89,PRY,Primary Health Care,2.479,4.91,-8,5.435,4.32,17.50,f,3.56,5.09,59.1,29.90,16.4,28.0,.924,-1.32,13.1,13.5,,
90,90,ALL,Aristocrat Leisure,2.437,4.42,-12,5.12,3.29,14.50,,3.28,3.28,-,19.50,22.7,132.9,6.492,.41,23.0,17.4,,
91,92,QAN,Qantas Airways,2.416,1.10,-.5,1.90,.952,-,,-,-,-,.22,500.0,11.5,.406,2.34,-28.1,-22.9,,
92,93,SVW,Seven Grp Hldgs,2.407,7.81,-,11.69,6.375,40.00,f,5.12,7.32,5.3,149.00,5.2,22.9,.793,5.94,-15.1,-.3,,
93,94,ABC,Adelaide Brighton,2.394,3.75,-1,3.88,3.13,16.50,f,4.40,6.29,-,23.20,16.2,3.5,2.375,1.30,16.0,9.6,,
94,91,NVT,Navitas,2.339,6.23,-25,6.65,4.61,19.50,f,3.13,4.47,-,19.90,31.3,2.0,9.921,-.57,30.3,23.2,,
95,95,CRZ,carsales.com,2.335,9.82,-23,11.77,8.00,28.30,f,2.88,4.12,15.5,35.50,27.7,15.4,15.310,.30,13.7,31.5,,
96,101,ARI,Arrium,2.246,1.65,+6,1.82,.675,5.00,,3.03,3.03,-16.7,-51.52,-,167.3,.602,1.25,81.1,-10.2,,
97,97,ALZ,Australand Prop,2.232,3.86,-1,4.02,3.14,21.50,,5.57,5.57,-,31.00,12.5,12.8,.977,3.57,18.6,17.9,,
