Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Thursday, April 5, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4402.3 at 2012-04-05T16:35:50. Report at Thursday, April 5, 2012. Processed Saturday at 2012-04-07T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton,110.611,34.44,-17,49.81,33.68,103.08,f,2.99,4.28,-3.2,397.33,8.7,39.1,2.054,11.69,-24.0,5.1,,
2,2,CBA,C'wlth Bank  of Aust,79.159,50.06,-4,54.00,42.30,325.00,f,6.49,9.27,10.3,429.40,11.7,18.7,2.085,-,.2,18.8,,
3,3,WBC,Westpac Banking,67.344,22.05,+16,25.60,17.84,156.00,f,7.07,10.11,12.2,233.00,9.5,5.0,1.495,9.96,-5.6,10.5,,
4,4,ANZ,ANZ Banking Grp,61.736,23.04,-22,24.49,17.63,140.00,f,6.08,8.68,11.1,208.20,11.1,7.6,1.605,11.44,2.0,19.8,,
5,5,NAB,National Aust Bank,55.487,24.78,+18,28.18,19.64,172.00,f,6.94,9.92,13.2,233.60,10.6,16.9,1.292,13.62,.9,13.6,,
6,6,NWS,News Corp,46.339,19.10,+5,19.64,13.32,14.59,,.76,.76,-5.5,112.63,17.0,-13.4,1.687,1.84,8.7,20.6,,
7,7,TLS,Telstra Corp,41.684,3.35,+6,3.45,2.69,28.00,f,8.36,11.94,-,28.30,11.8,-16.7,3.280,.30,25.3,9.9,,
8,8,WES,Wesfarmers,34.771,29.94,-8,34.18,26.04,155.00,f,5.18,7.40,20.0,167.00,17.9,22.7,1.317,-,-4.5,20.5,,
9,9,WOW,Woolworths,31.531,25.70,-28,27.99,23.21,124.00,f,4.82,6.89,6.1,157.79,16.3,5.1,3.895,2.25,-2.7,4.3,,
10,11,WPL,Woodside Petroleum,28.753,35.18,+37,50.85,29.76,103.39,f,2.94,4.20,-6.6,187.08,18.8,12.3,2.181,15.47,-22.2,.4,,
11,10,RIO,Rio Tinto,28.451,65.29,-11,88.85,58.52,134.01,f,2.05,2.93,21.9,298.35,21.9,13.0,.476,19.14,-23.4,14.1,,
12,12,NCM,Newcrest Min,21.457,28.05,-163,42.680,27.71,32.00,,1.14,1.14,20.0,147.20,19.1,-6.7,1.599,14.26,-26.0,-3.0,,
13,13,WDC,Westfield Grp,20.435,8.85,+2,9.36,7.21,48.40,,5.47,5.47,-23.8,66.55,13.3,-18.9,1.186,7.27,-1.0,10.6,,
14,14,CSL,CSL,18.806,36.40,+51,36.73,26.12,81.00,,2.23,2.25,-,174.79,20.8,6.0,4.851,5.29,-1.7,4.2,,
15,15,FMG,Fortescue Metals Grp,18.247,5.86,+5,6.84,3.95,8.00,f,1.37,1.95,-,45.92,12.8,89.5,8.242,.51,-4.9,33.9,,
16,16,QBE,QBE Insurance Grp,16.322,14.10,-7,19.60,9.88,87.00,p,6.17,6.55,-32.0,63.90,22.1,-48.7,1.622,.04,-13.5,-3.3,,
17,17,ORG,Origin Energy,14.510,13.32,-3,17.22,12.00,50.00,f,3.75,5.36,8.8,108.80,12.2,18.8,1.053,7.10,-16.3,2.1,,
18,18,STO,Santos,13.510,14.18,-6,16.90,10.11,30.00,f,2.12,3.02,-18.9,84.80,16.7,13.4,1.502,-,-6.0,-2.8,,
19,19,AMP,AMP,12.446,4.36,+4,5.82,3.61,29.00,p,6.65,7.78,-3.3,26.30,16.6,-5.4,1.776,.89,-15.2,2.9,,
20,20,SUN,Suncorp Grp,10.743,8.35,-5,8.85,6.03,40.00,f,4.79,6.84,-,48.50,17.2,-31.5,.752,6.14,1.4,15.9,,
21,21,BXB,Brambles,10.470,7.07,-3,7.47,5.79,26.00,p,3.68,3.99,4.0,31.45,22.5,-10.1,4.488,2.05,1.6,17.1,,
22,23,MQG,Macquarie Grp,10.008,28.71,-37,36.45,19.94,165.00,,5.75,5.75,-,256.28,11.2,-13.1,.840,28.14,-16.8,6.7,,
23,22,ORI,Orica,9.852,26.99,-98,28.27,21.34,90.00,f,3.33,4.46,-5.3,173.50,15.6,-9.6,2.489,2.09,3.8,28.1,,
24,24,CCL,Coca-Cola Amatil,9.457,12.45,-2,12.56,10.04,52.50,f,4.22,6.02,8.3,78.10,15.9,4.4,4.439,1.88,5.8,15.8,,
25,25,OSH,Oil Search,9.289,7.01,+4,7.64,5.43,3.86,,.55,.55,-11.2,15.11,46.4,62.0,3.073,-,-2.6,10.5,,
26,27,AMC,Amcor,9.219,7.64,+20,7.68,5.87,36.00,,4.71,4.71,18.6,27.40,27.9,15.1,2.305,1.20,6.8,25.9,,
27,26,QRN,QR National,8.833,3.62,-11,4.03,2.85,7.40,,2.04,2.04,-,11.33,32.0,37.7,1.316,.29,14.9,-,,
28,28,TCL,Transurban Grp,8.210,5.63,+3,5.87,4.54,28.50,p,5.06,5.33,12.5,9.00,62.6,71.1,2.049,2.42,10.0,12.2,,
29,29,WRT,Westfield Retail Tr,7.819,2.56,-2,2.73,2.18,16.50,,6.45,6.45,3650.0,31.96,8.0,-79.7,.788,3.26,4.5,-,,
30,30,ILU,Iluka Res,7.444,17.78,-1,19.46,11.82,75.00,f,4.22,5.54,837.5,130.10,13.7,1321.0,4.611,3.65,33.3,64.2,,
31,32,IAG,Insurance Aust Grp,7.297,3.51,+11,3.66,2.74,12.00,f,3.42,4.88,23.1,11.24,31.2,141.6,1.534,1.19,-2.3,2.6,,
32,31,LEI,Leighton Hldgs,7.116,21.11,-21,28.295,16.79,60.00,,2.84,2.84,30.4,-133.10,-,-4.3,2.817,6.43,-17.7,10.7,,
33,33,WOR,WorleyParsons,7.090,29.29,+66,33.61,21.13,90.00,p,3.07,3.73,13.9,157.70,18.6,2.7,3.891,.77,-.5,22.2,,
34,34,AGK,AGL Energy,6.978,15.02,+27,15.79,12.50,60.00,f,3.99,5.71,1.7,94.90,15.8,38.6,1.087,6.98,7.9,3.7,,
35,35,SGP,Stockland,6.758,2.99,+5,3.85,2.52,23.90,,7.99,7.99,8.7,26.90,11.1,8.7,.828,3.69,-7.7,10.5,,
36,36,CWN,Crown,6.373,8.75,+6,9.20,7.45,37.00,p,4.23,5.13,-,60.66,14.4,14.9,1.921,3.22,10.3,16.6,,
37,38,GPT,GPT Grp,5.688,3.16,+4,3.27,2.58,17.80,,5.63,5.63,31.9,16.29,19.4,-51.8,.827,3.59,4.8,25.4,,
38,37,ASX,ASX,5.648,32.25,-95,33.75,25.83,185.80,f,5.76,8.23,5.8,203.20,15.9,2.4,1.820,3.91,-3.0,8.0,,
39,39,GMGDA,Goodman Grp,5.446,3.52,-,3.54,3.46,-,,-,-,-,25.05,14.1,-,-,2.50,-,-,,
40,40,SYD,Sydney Airport,5.249,2.82,-5,3.59,2.54,21.00,,7.45,7.45,-,-12.89,-,-,2.089,-2.28,-3.8,25.6,,
41,42,CFX,CFS Retail Prop,5.140,1.81,+2,1.90,1.49,12.90,p,7.13,7.14,1.6,13.47,13.4,11.3,.859,2.06,3.1,10.1,,
42,41,IPL,Incitec Pivot,4.984,3.06,-9,4.48,2.94,11.50,,3.76,3.76,47.4,27.30,11.2,19.3,1.367,.45,-25.7,16.4,,
43,43,CPU,Computershare,4.962,8.93,-7,9.77,6.55,28.00,p,3.14,3.94,-,42.28,21.1,-23.4,4.130,-2.37,-3.5,2.4,,
44,44,SHL,Sonic Healthcare,4.867,12.48,-4,13.14,10.66,59.00,p,4.73,5.35,-,77.70,16.1,.7,1.832,-,3.8,7.2,,
