Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, March 2, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4364.1 at 2012-03-02T16:38:53. Report at Friday, March 2, 2012. Processed Saturday at 2012-03-03T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton,114.625,35.69,-85,49.81,33.68,103.03,f,2.89,4.12,-3.2,397.33,9.0,39.1,2.131,11.69,-21.1,6.4,,
2,2,CBA,C'wlth Bank  of Aust,77.673,49.12,-58,54.00,42.30,325.00,f,6.62,9.45,10.3,429.40,11.4,18.7,2.083,-,-,18.8,,
3,3,WBC,Westpac Banking,63.404,20.76,-2,25.60,17.84,156.00,f,7.51,10.73,12.2,233.00,8.9,5.0,1.452,9.96,-8.3,9.5,,
4,4,ANZ,ANZ Banking Grp,58.941,22.00,-20,24.49,17.63,140.00,f,6.36,9.09,11.1,208.20,10.6,7.6,1.553,11.44,-1.3,18.5,,
5,5,NAB,National Aust Bank,52.499,23.45,-7,28.18,19.64,172.00,f,7.33,10.48,13.2,233.60,10.0,16.9,1.244,13.62,-2.8,12.2,,
6,6,NWS,News Corp,45.750,18.81,-14,19.27,13.32,14.33,,.76,.76,-5.5,112.63,16.7,-13.4,1.656,1.84,5.8,19.6,,
7,7,TLS,Telstra Corp,41.311,3.32,+6,3.45,2.57,28.00,f,8.43,12.05,-,28.30,11.7,-16.7,3.361,.30,28.4,10.8,,
8,8,WES,Wesfarmers,34.012,29.30,+7,34.18,26.04,155.00,f,5.29,7.56,20.0,167.00,17.5,22.7,1.338,-,-3.0,21.1,,
9,9,WOW,Woolworths,31.151,25.39,+23,27.99,23.21,124.00,f,4.88,6.98,6.1,157.79,16.1,5.1,3.970,2.25,-.8,4.9,,
10,10,WPL,Woodside Petroleum,29.246,36.30,-156,50.85,29.76,103.72,f,2.86,4.08,-6.6,187.08,19.4,12.3,2.238,15.47,-20.2,1.3,,
11,11,RIO,Rio Tinto,28.730,65.93,-216,88.85,58.52,134.01,f,2.03,2.90,21.9,298.35,22.1,13.0,.493,19.14,-20.7,15.5,,
12,12,NCM,Newcrest Min,24.915,32.57,-198,42.680,29.51,32.00,,.98,.98,20.0,147.20,22.1,-6.7,1.796,14.26,-16.9,.8,,
13,13,WDC,Westfield Grp,20.573,8.91,+16,9.83,7.21,48.40,,5.43,5.43,-23.8,66.55,13.4,-18.9,1.209,7.27,.9,11.3,,
14,15,FMG,Fortescue Metals Grp,17.624,5.66,+27,6.84,3.95,8.00,f,1.41,2.02,-,45.92,12.3,89.5,7.775,.51,-10.3,31.4,,
15,14,CSL,CSL,17.072,32.87,-3,37.00,26.12,81.00,,2.46,2.49,-,174.79,18.8,6.0,4.685,5.29,-5.6,2.8,,
