Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, December 20, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 5261.5 at 2013-12-20T16:52:05. Report at Friday, December 20, 2013. Processed Saturday at 2013-12-21T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,CBA,C'wlth Bank  of Aust,122.394,75.93,+173,79.88,60.93,364.00,f,4.79,6.85,9.0,477.90,15.9,8.9,2.690,20.84,28.5,21.3,,
2,2,BHP,BHP Billiton,119.571,37.23,+95,39.34,30.43,119.94,f,3.22,4.60,7.6,220.38,16.9,-24.4,1.540,13.47,3.9,-3.5,,
3,3,WBC,Westpac Banking,98.153,31.57,+57,34.879,25.847,174.00,f,5.51,7.87,4.8,220.40,14.3,6.6,2.067,11.07,29.1,20.4,,
4,4,ANZ,ANZ Banking Grp,87.207,31.78,+88,34.06,24.85,164.00,f,5.16,7.37,13.1,231.30,13.7,-.9,1.912,13.48,34.0,17.8,,
5,5,NAB,National Aust Bank,80.532,34.26,+91,37.07,24.79,190.00,f,5.55,7.92,5.6,229.50,14.9,5.4,1.727,14.64,45.4,21.0,,
6,6,TLS,Telstra Corp,64.704,5.20,+23,5.23,4.33,28.00,f,5.38,7.69,-,30.70,16.9,-2.9,5.026,.35,26.1,32.9,,
7,7,WES,Wesfarmers,49.229,43.06,+176,44.60,36.597,180.18,f,4.18,5.98,9.1,196.09,22.0,6.4,1.892,4.69,23.5,16.2,,
8,8,WOW,Woolworths,42.227,33.66,+56,36.84,29.25,133.00,f,3.95,5.64,5.6,182.59,18.4,-15.5,4.540,2.60,19.2,12.4,,
9,9,CSL,CSL,32.740,67.44,+32,69.755,51.69,105.64,,1.57,1.57,25.6,263.01,25.6,38.8,10.099,4.75,27.3,25.5,,
10,10,WPL,Woodside Petroleum,31.795,38.59,+20,39.53,33.184,156.29,f,4.05,5.79,19.9,368.63,10.5,18.4,2.086,19.62,20.6,.6,,
11,11,RIO,Rio Tinto,29.083,66.74,+144,72.30,49.81,184.67,f,2.77,3.95,15.9,-367.18,-,-38.8,.520,21.06,4.4,-5.7,,
12,12,WDC,Westfield Grp,21.431,10.14,+15,12.55,9.67,50.25,,4.96,4.96,2.3,64.24,15.8,-2.2,1.359,6.99,.4,7.4,,
13,14,FMG,Fortescue Metals Grp,17.842,5.73,+24,5.93,2.90,10.00,f,1.75,2.49,25.0,60.45,9.5,20.6,3.129,1.29,25.8,-2.6,,
14,13,MQGDA,Macquarie Grp,17.591,54.80,-,55.42,51.02,-,,-,-,-,313.27,17.5,-,-,31.64,-,-,,
15,15,SUN,Suncorp Grp,16.636,12.93,+43,13.75,10.011,55.00,f,4.25,6.08,37.5,38.42,33.7,-31.1,1.190,6.11,35.2,21.0,,
16,16,ORG,Origin Energy,15.120,13.73,+60,14.90,11.00,50.00,,3.64,4.42,-,34.60,39.7,-16.0,1.022,6.53,22.9,-1.8,,
17,18,BXB,Brambles,14.165,9.07,+21,9.209,6.956,27.00,p,2.98,3.36,3.9,44.42,20.4,13.6,4.342,.66,24.5,12.5,,
18,19,QBE,QBE Insurance Grp,14.097,11.49,+30,17.53,10.05,30.00,f,2.61,3.73,-42.5,37.23,30.9,-1.7,1.282,4.94,7.6,-9.8,,
19,17,STO,Santos,14.020,14.45,-39,15.80,10.83,30.00,f,2.08,2.97,-,54.90,26.3,-11.4,1.497,-,33.1,5.6,,
20,21,IAG,Insurance Aust Grp,13.032,5.67,-3,6.25,4.51,36.00,f,6.35,9.07,111.8,37.57,15.1,180.4,2.613,1.38,28.5,19.4,,
21,22,AMP,AMP,12.689,4.29,-,5.79,4.155,24.00,p,5.59,7.21,-13.8,24.80,17.3,-2.7,1.685,1.18,-6.4,-1.1,,
22,20,AMC,Amcor,12.586,10.43,-85,11.53,7.93,40.00,,3.84,3.84,8.1,49.80,20.9,9.1,3.401,.94,34.6,21.2,,
23,23,CWN,Crown Resorts,12.033,16.52,-10,17.38,10.45,37.00,p,2.24,2.72,-,54.34,30.4,-3.4,3.294,3.84,59.0,30.9,,
24,24,OSH,Oil Search,10.948,8.15,+12,8.975,6.86,4.08,,.50,.50,1.5,13.94,58.5,-36.9,3.544,2.52,16.9,5.6,,
25,26,TCL,Transurban Grp,10.387,6.99,+16,7.31,5.95,32.50,p,4.65,5.09,5.1,11.70,59.7,209.0,3.087,2.10,20.3,16.6,,
26,25,AZJ,Aurizon Hldgs,10.366,4.85,+8,4.83,3.70,12.30,p,2.54,3.44,48.2,19.80,24.5,32.8,1.596,-,33.3,23.3,,
27,27,CCL,Coca-Cola Amatil,9.003,11.79,+15,15.399,11.46,56.00,p,4.75,6.13,6.7,56.20,21.0,4.5,4.331,1.91,-8.3,7.3,,
28,28,WRT,Westfield Retail Tr,8.938,3.00,+3,3.45,2.82,19.42,,6.47,6.47,13.6,26.70,11.2,25.2,.859,3.47,5.8,11.0,,
29,30,ORI,Orica,8.723,23.56,+107,27.59,17.47,94.00,f,3.99,5.26,2.2,114.80,20.5,-20.7,2.184,3.34,-2.1,1.9,,
30,32,RHC,Ramsay Health Care,8.500,42.06,+114,42.53,26.95,70.50,f,1.68,2.39,17.5,125.10,33.6,17.2,5.513,2.47,57.3,36.5,,
31,29,SGP,Stockland,8.462,3.67,-3,4.12,3.32,24.00,,6.54,6.54,-,4.70,78.1,-23.7,1.033,3.50,7.5,6.8,,
32,31,SYD,Sydney Airport,8.448,3.85,+7,4.20,3.04,22.50,,5.84,5.84,-,6.16,62.5,47.3,3.976,-2.67,21.1,16.2,,
33,34,GMG,Goodman Grp,8.387,4.88,+21,5.59,4.24,19.40,,3.98,4.43,79.6,9.63,50.7,76.5,1.437,2.69,15.0,19.4,,
34,33,AGK,AGL Energy,8.264,14.80,+2,16.60,13.85,63.00,f,4.26,6.08,3.3,70.70,20.9,120.0,1.126,7.56,.1,4.3,,
35,35,RMD,ResMed Inc,7.401,5.21,+2,5.94,3.93,7.46,,1.43,1.43,-,23.18,22.5,34.1,4.262,-,34.2,15.1,,
36,36,ASX,ASX,7.041,36.37,+67,39.38,30.608,170.20,f,4.68,6.69,-2.8,195.50,18.6,1.5,2.120,5.04,24.1,4.8,,
37,37,SHL,Sonic Healthcare,6.510,16.25,+14,17.24,12.50,62.00,p,3.82,4.55,5.1,84.80,19.2,4.5,2.231,-2.51,27.1,17.1,,
38,39,LLC,Lend Lease Grp,6.332,10.98,+46,11.67,8.12,42.00,,3.83,3.83,10.5,101.70,10.8,8.6,1.463,5.33,23.3,13.3,,
39,38,AFI,Aust Foundation,6.330,6.07,+16,6.09,4.98,22.00,f,3.62,5.18,4.8,23.47,25.9,9.4,1.368,5.77,25.2,11.9,,
40,41,MGR,Mirvac Grp,6.304,1.72,+10.5,1.835,1.44,8.70,,5.06,5.06,53.6,4.06,42.4,9.4,1.049,1.62,19.1,18.1,,
41,40,CPU,Computershare,6.285,11.30,+42,11.40,8.95,28.00,p,2.48,2.69,-,30.46,37.1,42.8,5.155,-2.46,29.3,4.9,,
42,43,NCM,Newcrest Min,5.902,7.70,+28,24.77,6.96,12.00,,1.56,1.56,-65.7,-754.50,-,-58.4,.585,12.45,-65.1,-41.9,,
43,42,GPT,GPT Grp,5.830,3.44,+1,4.23,3.34,19.90,,5.78,5.78,8.4,33.45,10.3,63.5,.848,3.76,-2.7,10.9,,
44,49,JHX,James Hardie Ind,5.571,12.56,+67,12.79,8.74,24.02,,1.91,1.91,-57.5,38.70,32.5,-89.7,319.128,.11,44.6,27.2,,
45,45,CFX,CFS Retail Prop,5.545,1.94,+3.5,2.26,1.875,13.60,,7.01,7.04,3.8,10.44,18.6,8.2,.962,2.04,4.8,9.5,,
46,47,AIO,Asciano,5.530,5.67,+10,6.23,4.57,11.50,f,2.03,2.90,53.3,34.90,16.2,38.9,1.522,.86,24.1,7.6,,
