Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4833.9 at 16:43 30/4/2010  Report at 22:00 Friday 30/4/2010. Processed 12:45 Sunday 2/5/2010.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton Ltd,136.76,40.75,-122,44.93,31.33,95.15,f,2.33,3.34,45.3,185.29,22.0,-13.5,2.73,8.76,25.4,14.2
2,2,CBA,C'wlth Bank  of Aust ,90.616,58.51,31,60.00,33.95,235,f,4.02,5.74,-14.3,330.4,17.7,-15.0,2.88,-,74.6,9.6
3,3,WBC,Westpac Banking,80.968,27.20,-10,28.43,18.27,116,f,4.26,6.09,-18.3,125.3,21.7,-37.4,2.21,7.89,49.5,6.0
4,4,ANZ,ANZ Banking Grp,61.311,24.20,-100,26.23,14.90,108,f,4.46,6.38,-25.0,144.8,16.7,12.6,1.89,9.99,60.6,-1.9
5,5,NAB,National Aust Bank,59.39,28.00,-25,32.37,20.91,146,f,5.21,7.45,-24.7,262.7,10.7,-53.0,1.57,12.66,43.7,-7.9
6,6,NWS,News Corp b voting,46.275,19.44,-42,20.18,12.01,5.14,,0.26,0.33,23.1,74.58,26.1,38.4,0.53,0.45,53.6,-12.4
7,7,RIO,Rio Tinto Ltd,43.753,72.10,-435,81.25,45.043,51.56,f,0.72,1.02,-62.3,307.95,23.4,-56.1,0.85,13.56,42.9,5.1
8,8,TLS,Telstra Corp,39.569,3.18,-1,3.71,2.88,28,f,8.81,12.58,-,32.4,9.8,10.5,3.12,0.36,4.3,-5.2
9,9,WPL,Woodside Pet,35.418,45.40,-91,53.869,38.676,110,f,2.42,3.46,-17.8,259,17.5,-36.1,3.41,-,22.0,7.7
10,10,WES,Wesfarmers Ltd,33.903,29.29,-80,33.21,20.10,115,f,3.93,5.61,-42.1,129.9,22.5,-,1.21,3.47,34.8,-1.8
11,11,WOW,Woolworths Ltd,33.604,27.10,28,30.57,25.19,109,f,4.02,5.75,13.0,158.91,17.1,12.1,4.76,1.99,5.3,2.0
12,12,WDC,Westfield Grp stp,29.816,12.92,43,14.33,9.46,94,,7.28,7.28,-11.7,-20.41,-,-19.4,1.23,10.47,29.8,-8.8
13,13,QBE,QBE Insurance Grp,21.84,21.10,-52,25.70,18.56,128,p,6.07,6.59,1.6,196.5,10.7,-6.2,2.12,5.16,2.6,-7.0
14,14,CSL,CSL Ltd,18.664,32.39,-155,37.56,28.43,75,,2.32,2.32,52.2,213.41,15.2,34.5,3.42,6.11,-3.9,5.7
15,15,MQG,Macq Grp Ltd,17.327,50.29,29,58.80,30.05,126,,2.51,2.71,0.5,243.2,20.7,40.9,1.47,23.72,54.8,-12.2
16,16,NCM,Newcrest Min,15.999,33.09,-111,39.75,28.47,20,,0.60,0.60,50.0,55.4,59.7,-9.5,3.67,9.20,11.2,16.0
17,18,ORG,Origin Energy,14.425,16.38,-4,17.94,13.32,50,f,3.05,4.36,100.0,72.3,22.7,-20.8,1.29,8.48,3.7,25.6
18,17,FMG,Fortescue Metals Grp,14.23,4.58,-43,5.57,2.37,-,,-,-,-,-16.13,-,-,13.57,-,94.1,26.8
19,19,AMP,AMP Ltd,12.97,6.26,-3,6.97,4.55,30,p,4.79,5.82,-25.0,37.1,16.9,28.9,4.92,0.80,26.6,-10.6
20,20,AXA,AXA Asia Pacific,12.795,6.19,-1,6.72,3.51,18.5,p,2.99,3.34,-,34.89,17.7,-,2.86,1.12,64.5,-2.0
21,22,SUN,Suncorp-Metway,11.571,9.03,5,9.59,5.62,35,f,3.88,5.54,-60.4,34.21,26.4,-44.8,0.88,5.43,59.7,-18.5
22,21,STO,Santos Ltd,11.523,13.84,1,16.10,12.77,42,f,3.03,4.34,8.3,52.1,26.6,-67.0,1.65,-,-13.2,13.2
23,23,LEI,Leighton Hldgs,11.095,36.90,-3,41.70,21.10,120,f,3.25,4.65,-19.9,208.2,17.7,-3.5,4.75,7.52,80.8,6.0
24,25,FGL,Foster's Grp,10.502,5.44,3,5.89,4.85,27.25,f,5.01,7.15,3.8,19.8,27.5,1.8,2.80,0.52,8.4,-0.8
25,24,BXB,Brambles Ltd,10.325,7.26,-12,8.37,5.54,25,p,3.44,3.74,-13.0,34.45,21.1,6.4,5.86,0.66,26.7,-14.8
26,27,ORI,Orica Ltd,9.551,26.45,-30,27.75,17.88,97,p,3.67,4.22,3.2,145.2,18.2,0.7,2.40,1.71,64.0,-1.2
27,26,SGP,Stockland stp,9.508,3.99,-11,4.23,2.598,27.8,,6.97,6.98,-22.6,-47.1,-,-16.2,1.09,-,41.6,-16.0
28,28,LGL,Lihir Gold Ltd,9.025,3.81,-14,4.05,2.41,2.96,,0.78,0.78,-,-10.93,-,8.4,2.50,1.22,28.3,8.9
29,30,CCL,Coca-Cola Amatil,8.463,11.22,-3,11.81,8.26,43.5,f,3.88,5.54,11.5,60.5,18.5,10.1,5.29,1.38,27.8,10.0
30,29,CNA,Coal & Allied Ind  ,8.442,97.50,-240,108.50,74.06,510,f,5.23,7.47,-28.2,676.2,14.4,-27.2,5.62,16.99,26.5,14.3
31,32,AMC,Amcor Ltd,8.035,6.58,17,6.63,4.276,29.5,,4.48,4.48,-,20.9,31.5,0.2,2.61,2.25,54.1,3.6
32,31,IAG,Insurance Aust Grp,7.983,3.84,5,4.21,3.32,14.5,f,3.78,5.39,-55.6,25.07,15.3,20.1,1.65,1.29,15.0,-9.7
33,33,OSH,Oil Search Ltd,7.409,5.68,-8,6.93,4.97,4.47,,0.79,0.79,-52.7,12.86,44.2,-68.5,2.56,-,11.5,18.4
34,35,AGK,AGL Energy Ltd,6.774,15.05,-23,15.69,13.07,57,f,3.79,5.41,1.9,27,55.7,4.0,1.16,6.21,3.6,3.1
35,36,TCL,Transurban stp,6.626,5.11,-7,5.64,3.85,23,,4.50,4.50,-61.4,1.85,276.2,-85.2,1.73,2.75,20.1,-7.9
36,34,CPU,Computershare Ltd,6.579,11.84,-80,12.90,8.31,25,p,2.11,2.56,4.8,56.84,20.8,19.7,5.92,-1.54,32.5,6.7
37,37,QAN,Qantas Airways,6.433,2.84,-5,3.06,1.805,6,,2.11,3.02,-82.9,-2.7,-,-82.1,1.12,2.25,43.4,-14.7
38,38,WOR,WorleyParsons Ltd,6.381,26.65,-17,31.79,18.77,90.5,f,3.40,4.85,8.8,136.3,19.6,13.2,3.86,0.16,50.8,1.9
39,39,CWN,Crown Ltd,6.209,8.24,18,9.39,6.41,37,p,4.49,5.64,-31.5,-92.35,-,-27.2,1.81,3.24,24.8,-
40,41,MAP,MAP Grp forus,5.844,3.14,6,3.38,1.765,21,,6.69,6.69,-21.4,-33.11,-,-,0.97,-0.30,90.2,2.0
41,40,ASX,ASX Ltd,5.724,32.98,-52,37.90,31.12,163.6,f,4.96,7.09,-14.3,180.6,18.3,-14.3,2.06,3.19,5.8,-7.2
42,43,GPT,GPT Grp stp,5.427,0.585,1,0.71,0.373,4.5,,7.69,7.69,-70.7,-14.5,-,-69.3,0.81,0.69,54.9,-37.9
43,44,RMD,ResMed Inc cdi  10:1,5.416,7.08,20,7.12,4.46,-,,-,-,-,25.11,28.2,55.6,3.94,-,31.1,10.7
44,42,SHL,Sonic Healthcare,5.36,13.80,1,15.64,11.02,59,p,4.28,4.92,9.6,47.6,29.0,15.9,2.12,-1.48,23.3,2.8
45,45,IPL,Incitec Pivot,5.281,3.25,2,3.83,2.14,4.4,,1.35,1.63,-97.8,-11.7,-,-58.7,1.56,0.14,56.5,18.9
46,48,TOL,Toll Hldgs Ltd,5.026,7.15,-8,9.33,5.85,25,f,3.50,4.99,11.5,31.45,22.7,-17.1,1.93,1.44,25.0,-11.4
47,47,AFI,Aust Foundation,5.025,5.08,-12,5.41,4.20,21,f,4.13,5.91,-,8.93,56.9,-49.8,1.41,4.80,25.0,0.9
48,46,AIO,Asciano Grp stp,4.974,1.70,-6.5,1.94,1.037,-,,-,-,-100.0,-41.9,-,-70.5,2.26,0.10,58.4,-
49,50,LLC,Lend Lease Grp stp,4.841,8.56,-25,10.907,6.376,36,f,4.21,6.01,-46.8,43.1,19.9,-35.8,1.98,3.99,23.2,-20.2
50,49,BSL,BlueScope Steel,4.832,2.65,-13,3.48,1.86,5,,1.89,2.69,-87.3,-61.37,-,-90.7,0.85,2.47,41.3,-32.7
51,52,CFX,CFS Retail Prop unt,4.821,1.92,1,2.12,1.415,12.5,,6.51,6.51,4.2,-1.9,-,24.2,0.97,1.99,21.2,-1.0
52,51,OST,OneSteel Ltd,4.70,3.53,-18,4.15,2.12,9,,2.55,2.55,-49.2,5.45,64.8,-49.6,1.08,1.72,62.5,-9.1
53,53,MGR,Mirvac Grp stp,4.563,1.405,-6,1.745,0.766,6.2,,4.41,4.41,-72.6,-11.58,-,-59.1,0.94,-,53.5,-29.0
