Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, April 24, 2015,,,,,,,,,,,,,,,,,,,,
"XAO 5906.8 at 2015-04-24T16:35:36. Report at Friday, April 24, 2015. Processed Saturday at 2015-04-25T23:15:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,CBA,C'wlth Bank  of Aust,149.901,92.10,+2,96.69,73.57,416.00,f,4.52,6.45,10.2,552.40,16.7,12.0,3.037,24.46,22.4,27.6,,
2,2,WBC,Westpac Banking,119.877,38.42,-48,40.07,31.33,182.00,f,4.74,6.77,4.6,243.70,15.8,9.8,2.460,11.57,16.9,27.4,,
3,4,BHP,BHP Billiton,102.935,32.05,+208,39.74,26.50,147.02,f,4.59,6.55,11.2,203.47,15.8,12.2,1.062,18.54,-17.0,-1.9,,
4,3,ANZ,ANZ Banking Grp,98.801,35.72,+12,37.25,30.47,178.00,f,4.98,7.12,8.5,267.10,13.4,21.3,1.998,14.65,9.0,20.9,,
5,5,NAB,National Aust Bank,92.172,38.07,-65,39.71,31.33,198.00,f,5.20,7.43,4.2,222.10,17.1,-13.8,1.957,15.15,16.4,23.1,,
6,6,TLS,Telstra Corp,77.266,6.32,+18,6.735,5.16,30.00,f,4.75,6.78,5.4,37.60,16.8,24.3,5.377,.41,23.6,27.2,,
7,7,WES,Wesfarmers,47.906,42.63,-37,46.95,39.61,193.94,f,4.55,6.50,4.5,231.34,18.4,-.7,1.859,4.92,5.4,17.7,,
8,8,CSL,CSL,44.651,95.21,+115,96.60,63.77,139.23,,1.46,1.46,17.9,316.08,30.1,9.0,13.141,5.52,39.8,39.3,,
9,9,WOW,Woolworths,36.518,28.91,+38,38.92,28.05,139.00,f,4.81,6.87,3.0,192.40,15.0,3.6,3.424,3.52,-20.2,7.5,,
10,10,WPL,Woodside Petroleum,29.166,35.40,-2,44.23,31.97,303.22,f,8.57,12.24,43.4,357.23,9.9,54.8,1.437,23.42,-6.1,6.8,,
11,11,MQG,Macquarie Grp,27.810,83.40,+219,83.43,54.65,290.00,p,3.48,4.07,32.2,483.86,17.2,55.7,2.273,32.50,47.7,48.4,,
12,12,RIO,Rio Tinto,24.514,57.79,+270,67.89,52.00,256.07,f,4.43,6.33,16.9,430.50,13.4,-19.4,.351,25.82,-6.8,-2.6,,
13,13,WFD,Westfield Corp,20.677,9.95,+26,10.66,6.70,-,,-,-,29.8,-14.18,-,-40.6,2.136,4.54,44.2,23.2,,
14,14,SCG,Scentre Grp,20.232,3.80,+5,4.00,3.07,-,p,-,-,2.8,-,-,-68.1,1.215,3.04,35.3,21.6,,
15,15,AMP,AMP,19.817,6.70,+4,6.83,5.02,26.00,p,3.88,5.13,13.0,30.30,22.1,29.2,2.349,1.42,37.7,21.6,,
16,17,TCL,Transurban Grp,19.145,10.00,+23,10.06,6.99,37.50,p,3.75,4.05,14.4,3.10,322.6,54.5,3.137,3.23,42.7,25.0,,
17,16,QBE,QBE Insurance Grp,18.963,13.85,+18,13.93,10.13,37.00,f,2.67,3.82,15.6,69.98,19.8,-,1.381,6.46,21.6,2.7,,
18,19,SUN,Suncorp Grp,17.755,13.80,-13,15.08,12.665,78.00,f,5.65,8.07,36.4,63.58,21.7,48.6,1.299,6.12,15.2,27.9,,
