Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, September 19, 2014,,,,,,,,,,,,,,,,,,,,
"XAO 5437.3 at 2014-09-19T16:38:36. Report at Friday, September 19, 2014. Processed Saturday at 2014-09-20T23:15:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,CBA,C'wlth Bank  of Aust,126.155,77.81,-242,83.92,70.36,401.00,f,5.15,7.36,10.2,533.80,14.6,12.0,2.636,23.49,18.5,27.6,,
2,2,BHP,BHP Billiton,113.951,35.48,-31,39.79,34.35,130.92,f,3.69,5.27,11.2,276.01,12.9,12.2,1.268,15.87,3.8,4.2,,
3,3,WBC,Westpac Banking,103.127,33.17,-108,35.99,30.00,178.00,f,5.37,7.67,4.8,230.20,14.4,6.6,2.243,11.13,10.6,27.1,,
4,4,ANZ,ANZ Banking Grp,87.992,31.92,-91,35.07,28.84,174.00,f,5.45,7.79,13.1,247.10,12.9,-.9,1.984,13.90,12.4,26.2,,
5,5,NAB,National Aust Bank,80.200,33.90,-35,37.07,31.90,196.00,f,5.78,8.26,5.6,244.10,13.9,5.1,1.738,14.91,5.6,23.2,,
6,6,TLS,Telstra Corp,67.317,5.41,-13,5.76,4.89,29.50,f,5.45,7.79,5.4,34.40,15.7,24.3,4.938,.60,17.8,29.3,,
7,7,WES,Wesfarmers,49.104,42.95,-80,45.779,40.481,190.00,f,4.42,6.32,4.5,234.60,18.3,-.7,1.925,6.14,11.5,16.9,,
8,8,WOW,Woolworths,44.185,35.07,-18,38.92,32.415,137.00,f,3.91,5.58,3.0,196.50,17.8,3.6,4.219,3.11,4.6,17.0,,
9,10,CSL,CSL,34.619,72.94,-42,75.13,63.77,123.73,,1.70,1.70,17.9,286.73,25.4,9.0,10.373,5.00,16.6,37.7,,
10,9,WPL,Woodside Petroleum,34.390,41.74,-60,44.23,36.54,233.81,f,5.60,8.00,61.9,266.00,15.7,-5.1,1.956,19.97,17.0,14.7,,
11,11,RIO,Rio Tinto,26.838,61.59,-30,71.30,57.06,223.23,f,3.62,5.18,30.3,374.22,16.5,58.5,.451,23.73,3.8,3.2,,
12,13,MQG,Macquarie Grp,18.765,58.42,+47,61.27,40.283,258.34,p,4.42,5.18,32.2,413.28,14.1,55.7,1.562,.32,28.6,44.2,,
13,12,SUN,Suncorp Grp,18.373,14.28,-27,15.067,11.548,75.00,f,5.25,7.50,36.4,57.11,25.0,48.6,1.357,6.32,20.1,30.5,,
14,14,SCG,Scentre Grp,17.996,3.38,-1,3.59,3.07,-,,-,-,5.9,-,-,2.3,1.723,-,-21.8,2.9,,
15,15,ORG,Origin Energy,16.676,15.11,-17,16.21,12.81,50.00,,3.31,3.31,-,48.10,31.4,-7.0,1.115,6.56,12.0,8.4,,
16,17,AMP,AMP,16.534,5.59,+2,5.95,4.11,24.00,p,4.29,5.58,-8.0,22.70,24.6,-33.2,2.009,1.35,26.4,18.1,,
17,16,QBE,QBE Insurance Grp,16.117,12.01,-32,16.08,10.05,27.00,f,2.25,3.21,-36.0,-31.16,-,-,1.423,5.62,-14.0,1.6,,
18,18,WFD,Westfield Corp,15.274,7.35,-25,7.81,6.70,-,,-,-,3.0,-39.26,-,9.6,1.030,3.80,13.6,21.1,,
19,19,BXB,Brambles,15.163,9.69,+10,9.855,8.311,27.00,p,2.79,3.14,-,86.20,11.2,-12.2,5.138,.82,8.3,17.9,,
20,20,TCL,Transurban Grp,14.641,7.68,-16,8.32,6.619,35.00,p,4.56,4.95,14.4,18.30,42.0,54.5,2.507,3.00,22.7,19.4,,
21,21,IAG,Insurance Aust Grp,14.331,6.12,-3,6.61,5.32,39.00,f,6.37,9.10,8.3,56.09,10.9,11.9,2.120,1.29,11.8,34.1,,
22,23,OSH,Oil Search,14.127,9.30,+13,9.88,7.765,4.40,,.47,.47,12.9,19.26,48.3,54.9,3.643,3.38,7.2,18.1,,
23,22,STO,Santos,13.948,14.28,-36,15.80,13.11,35.00,f,2.45,3.50,-,46.30,30.8,15.2,1.400,-,-.5,11.4,,
24,24,AMC,Amcor,13.370,11.08,-22,11.55,9.147,43.00,,3.88,3.88,17.3,46.80,23.7,52.1,6.004,-.05,22.7,26.5,,
25,25,FMG,Fortescue Metals Grp,11.708,3.76,-18,6.22,3.75,20.00,f,5.32,7.60,100.0,93.42,4.0,75.0,1.524,2.56,-13.4,-1.1,,
26,26,CWN,Crown Resorts,10.693,14.68,-36,18.22,14.46,37.00,p,2.52,3.06,-,90.03,16.3,30.4,2.751,4.26,-1.0,27.4,,
27,27,RHC,Ramsay Health Care,10.144,50.20,-88,53.45,34.62,85.00,f,1.69,2.42,20.6,144.10,34.8,20.5,5.920,2.48,43.5,42.1,,
28,28,AZJ,Aurizon Hldgs,9.917,4.64,-8,5.265,4.60,16.50,,3.56,4.15,34.2,11.80,39.3,30.8,1.583,3.00,4.3,17.5,,
29,30,SYD,Sydney Airport,9.530,4.30,-6,4.58,3.68,23.00,,5.35,5.35,7.1,9.97,43.1,-67.7,2.642,-2.65,17.4,17.8,,
30,29,SGP,Stockland,9.325,3.97,-17,4.30,3.59,24.00,,6.05,6.05,-,22.80,17.4,6.9,1.172,3.53,14.0,20.4,,
31,31,GMG,Goodman Grp,9.024,5.17,-15,5.685,4.47,20.70,,4.00,4.00,6.7,38.20,13.5,7.0,1.490,2.88,13.7,28.6,,
32,33,LLC,Lend Lease Grp,8.298,14.37,-9,14.61,9.85,71.00,,4.94,4.94,69.0,150.80,9.5,47.9,1.715,6.14,49.8,33.2,,
33,32,AGK,AGL Energy,8.293,13.67,-22,15.590,13.39,63.00,f,4.61,6.58,-,102.20,13.4,-14.2,1.110,7.75,-1.9,5.8,,
34,34,RMD,ResMed Inc,8.053,5.74,-12,5.94,4.68,9.47,,1.65,1.65,43.7,25.90,22.2,13.9,4.405,-,5.7,27.4,,
35,36,CTX,Caltex Aust,7.760,28.74,-16,29.27,16.80,37.00,f,1.29,1.84,-15.0,184.30,15.6,-29.5,3.005,9.31,58.6,41.7,,
36,35,NCM,Newcrest Min,7.688,10.03,-59,12.55,6.96,-,,-,-,-100.0,-289.80,-,-4.3,1.056,9.94,-9.2,-31.7,,
37,38,ORI,Orica,7.384,19.81,+25,24.85,18.43,95.00,p,4.80,6.33,2.2,157.90,12.5,-20.7,1.825,4.41,1.8,-2.1,,
38,37,LEI,Leighton Hldgs,7.153,21.13,-71,23.15,14.96,117.00,p,5.54,6.43,31.3,128.50,16.4,12.8,2.277,7.96,19.7,10.6,,
39,42,SHL,Sonic Healthcare,7.012,17.48,+74,18.34,15.085,67.00,p,3.83,4.67,8.1,96.20,18.2,13.3,2.160,-2.43,7.5,18.5,,
40,39,ASX,ASX,7.008,36.20,-31,37.96,34.01,178.10,f,4.92,7.03,4.6,198.50,18.2,-,1.925,6.53,11.0,12.5,,
41,40,CCL,Coca-Cola Amatil,6.910,9.05,-1,13.05,8.96,52.00,p,5.75,7.59,-,6.10,148.4,-10.2,3.976,1.74,-22.3,-4.5,,
42,41,CPU,Computershare,6.702,12.05,-20,13.17,9.72,29.00,p,2.41,2.61,3.6,47.98,25.1,8.1,5.065,-2.27,26.5,21.4,,
43,43,GPT,GPT Grp,6.540,3.88,-6,4.12,3.34,20.80,,5.36,5.36,5.7,30.45,12.7,-,.989,3.82,19.8,14.1,,
44,46,AFI,Aust Foundation,6.391,6.06,-4,6.33,5.70,22.00,f,3.63,5.18,-,24.35,24.9,3.6,1.241,6.08,10.1,21.2,,
45,45,MGR,Mirvac Grp,6.378,1.725,-4,1.91,1.57,4.60,,2.67,2.67,3.5,12.19,14.2,9.4,1.057,1.66,6.8,21.6,,
46,44,APA,APA Grp,6.226,7.45,-36,8.02,5.86,36.25,,4.87,4.87,2.1,41.10,18.1,3.2,2.615,1.41,38.3,32.6,,
47,49,AIO,Asciano,6.164,6.32,-3,6.61,5.13,14.25,f,2.25,3.22,23.9,26.10,24.2,.7,1.667,.93,11.5,15.8,,
48,48,DXS,DEXUS Prop Grp,6.139,1.13,-3.5,1.235,.98,6.26,,5.54,5.54,4.3,8.26,13.7,-26.7,1.046,1.06,22.9,19.2,,
49,47,CFX,CFS Retail Prop,6.040,1.98,-11,2.19,1.86,13.60,p,6.87,6.94,-,13.61,14.5,-.7,1.045,1.90,11.8,13.7,,
50,50,REA,REA Grp,6.023,45.73,+8,52.45,35.66,57.00,f,1.25,1.78,37.4,113.70,40.2,36.5,14.726,2.38,22.2,60.2,,
51,51,SEK,Seek,5.849,17.12,+1,18.54,11.21,30.00,f,1.75,2.50,36.4,57.70,29.7,21.0,3.980,-.13,46.6,50.7,,
52,52,JHX,James Hardie Ind,5.530,12.43,-36,14.982,9.747,43.16,,3.47,3.47,151.0,23.86,52.1,78.9,-,.49,28.1,38.0,,
53,54,FBU,Fletcher Bldg,5.482,7.97,-12,9.27,7.72,29.50,,3.70,3.70,19.7,45.81,17.4,6.5,1.734,2.46,-.6,14.8,,
54,53,BEN,Bendigo & Adelaide Bk,5.476,12.21,-39,12.96,9.81,64.00,f,5.24,7.49,4.9,87.70,13.9,12.2,1.136,7.26,32.7,21.5,,
55,56,TPM,TPG Telecom,5.390,6.79,+44,6.85,4.03,8.50,f,1.25,1.79,36.4,20.30,33.4,63.4,7.040,.36,48.7,68.5,,
56,55,ARG,Argo Invest,5.206,7.84,-1,8.14,6.75,28.00,f,3.57,5.10,5.7,30.20,26.0,8.9,1.215,7.63,17.8,22.2,,
57,57,SPK,Spark New Zealand,4.956,2.71,-1,2.81,1.98,14.02,,5.17,5.17,20.1,23.35,11.6,5.4,3.134,.36,41.1,17.7,,
58,63,AWC,Alumina,4.911,1.75,+13,1.772,.935,-,,-,-,-,-1.68,-,-77.0,1.456,1.00,58.1,3.8,,
59,59,IPL,Incitec Pivot,4.700,2.84,-6,3.235,2.305,9.30,p,3.27,4.32,-25.8,13.90,20.4,-26.3,1.137,.81,11.6,-.3,,
60,58,AST,AusNet Services,4.658,1.36,-7,1.45,1.117,8.36,p,6.15,7.01,2.0,8.54,15.9,-18.1,1.422,.91,27.2,23.8,,
61,60,FLT,Flight Centre Travel,4.576,45.49,-71,55.72,42.84,152.00,f,3.34,4.77,10.9,205.80,22.1,5.6,4.233,7.90,-1.3,44.8,,
62,61,TTS,Tatts Grp,4.534,3.16,-7,3.62,2.85,13.50,f,4.27,6.10,-12.9,14.10,22.4,-7.8,1.634,-1.19,8.9,20.2,,
63,62,BOQ,Bank of Qld,4.394,12.12,-44,13.25,10.103,62.00,f,5.12,7.31,-46.2,68.80,17.6,839.0,1.616,7.06,24.2,30.3,,
64,66,HSO,Healthscope,4.209,2.43,+1,2.45,2.09,-,,-,-,-,-,-,-,1.920,-,-,-,,
65,65,CGF,Challenger,4.140,7.34,-21,8.27,5.27,26.00,p,3.54,3.86,30.0,66.30,11.1,4.6,1.871,3.15,42.4,26.5,,
66,68,BLD,Boral,4.102,5.24,-1,5.965,4.50,15.00,f,2.86,4.09,36.4,22.20,23.6,8.6,1.227,4.03,12.4,17.6,,
67,64,TOL,Toll Hldgs,4.082,5.69,-29,6.08,5.01,28.00,f,4.92,7.03,3.7,39.90,14.3,5.5,1.570,1.46,7.7,16.1,,
68,67,AIA,Auckland Airport,4.024,3.38,-9,3.99,2.702,5.44,,1.61,1.61,-33.1,15.49,21.8,25.8,1.523,1.92,19.7,27.9,,
69,69,WOR,WorleyParsons,3.910,16.05,-18,24.54,14.72,85.00,p,5.30,5.81,-8.1,101.00,15.9,-18.4,1.809,.63,-29.6,-11.3,,
70,70,HVN,Harvey Norman,3.888,3.66,-3,3.79,2.88,14.00,f,3.83,5.46,55.6,19.93,18.4,8.0,1.574,2.43,19.8,24.4,,
71,71,COH,Cochlear,3.787,66.37,-62,73.32,51.79,254.00,p,3.83,3.99,.8,164.60,40.3,-29.3,11.612,1.67,15.4,17.6,,
72,72,FDC,Federation Cntres,3.655,2.56,-8,2.82,2.19,15.70,,6.13,6.13,8.5,30.91,8.3,7.6,1.050,2.37,23.4,-,,
73,74,ALL,Aristocrat Leisure,3.591,5.70,-3,5.82,4.22,15.50,,2.72,2.72,-,20.30,28.1,132.9,9.616,.42,27.9,43.6,,
74,73,ILU,Iluka Res,3.551,8.48,-15,11.915,8.04,10.00,f,1.18,1.68,-74.3,-1.00,-,-66.0,2.349,3.61,-23.8,-9.2,,
75,75,PTM,Platinum Asset,3.541,6.10,-,7.75,5.29,34.00,f,5.57,7.96,54.5,32.79,18.6,43.7,9.434,.65,16.8,22.9,,
76,76,SOL,Soul Pattinson WH,3.471,14.50,+4,15.97,13.66,47.00,f,3.24,4.63,4.5,43.82,33.1,3.9,.923,12.26,5.7,7.5,,
77,78,REH,Reece Aust,3.277,32.90,-45,34.15,25.30,64.00,f,1.95,2.78,3.2,124.00,26.5,3.3,4.017,5.87,29.9,23.1,,
78,79,DUE,DUET Grp,3.200,2.41,-3,2.49,1.95,17.00,,7.05,7.05,3.0,15.37,15.7,3.8,1.795,1.37,20.8,24.3,,
79,77,QAN,Qantas Airways,3.185,1.45,-12,1.605,.952,-,,-,-,-,-128.50,-,126.2,1.203,.72,6.5,3.6,,
80,81,BSL,BlueScope Steel,3.132,5.60,-9,6.64,4.46,-,,-,-,-,-14.80,-,-,.714,6.17,21.6,15.3,,
81,80,TWE,Treasury Wine Estates,3.087,4.74,-16,5.35,3.41,13.00,,2.74,2.74,-,-15.60,-,28.7,1.120,3.24,14.2,11.3,,
82,82,MYT,Mighty River Power,3.038,2.17,-,2.31,1.755,12.30,,5.67,5.67,106.0,14.19,15.3,31.4,1.016,2.14,14.3,-,,
83,83,ANN,Ansell,2.992,19.56,-11,21.17,17.73,41.85,,2.14,2.14,11.5,31.10,62.9,17.5,2.485,.39,-3.7,17.2,,
