Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, May 10, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 5191.1 at 2013-05-10T16:49:35. Report at Friday, May 10, 2013. Processed Saturday at 2013-05-11T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,CBA,C'wlth Bank  of Aust,113.560,70.57,-49,73.80,48.55,361.00,f,5.12,7.31,4.4,446.70,15.8,-1.2,2.732,-,51.6,18.1,,
2,3,BHP,BHP Billiton,111.606,34.75,+278,39.34,30.09,110.65,f,3.18,4.55,14.1,176.90,19.6,-13.6,1.695,11.33,12.4,-.4,,
3,2,WBC,Westpac Banking,102.268,32.95,-60,34.79,20.00,170.00,f,5.16,7.37,6.4,205.00,16.1,4.5,2.213,10.71,72.7,20.9,,
4,4,ANZ,ANZ Banking Grp,82.669,30.13,-101,32.09,20.26,152.00,f,5.04,7.21,3.6,211.20,14.3,4.0,2.006,12.56,52.4,17.6,,
5,6,NWS,News Corp,76.263,33.00,+205,33.21,19.00,14.04,,.43,.43,3.0,165.95,19.9,40.1,1.066,2.47,64.2,22.8,,
6,5,NAB,National Aust Bank,76.058,32.47,-127,34.37,21.95,183.00,f,5.64,8.05,4.7,192.30,16.9,-2.9,1.736,14.03,54.1,18.7,,
7,7,TLS,Telstra Corp,62.340,5.01,-8,5.10,3.50,28.00,f,5.59,7.98,-,28.60,17.5,20.8,5.333,.34,50.7,29.9,,
8,8,WES,Wesfarmers,49.016,42.33,-38,43.50,28.43,172.00,f,4.06,5.80,10.0,193.60,21.9,10.6,1.663,4.63,51.8,18.6,,
9,9,WOW,Woolworths,43.224,34.70,-89,36.84,26.360,129.00,f,3.72,5.31,3.3,162.88,21.3,25.6,5.117,2.17,36.8,14.1,,
10,11,WPL,Woodside Petroleum,30.682,37.24,+38,38.587,29.612,126.62,f,3.40,4.86,19.9,352.47,10.6,18.4,2.013,17.71,21.9,-1.2,,
11,10,CSL,CSL,30.611,62.00,-67,63.50,36.26,95.66,,1.54,1.54,3.8,217.08,28.6,8.8,8.929,5.08,67.7,28.0,,
12,12,WDC,Westfield Grp,26.352,12.01,+26,12.18,9.03,49.50,,4.12,4.12,2.3,75.79,15.8,-2.2,1.672,6.90,38.4,12.4,,
13,13,RIO,Rio Tinto,25.470,58.45,+396,72.30,48.37,160.18,f,2.74,3.91,15.9,-155.72,-,-38.8,.456,19.53,5.9,-2.5,,
14,16,QBE,QBE Insurance Grp,17.472,14.56,+138,14.69,10.02,50.00,f,3.43,3.90,-42.5,62.69,23.2,-1.7,1.589,4.30,22.1,-4.2,,
15,15,AMP,AMP,16.254,5.52,+10,5.59,3.71,25.00,p,4.53,5.69,-13.8,24.70,22.3,-2.7,2.158,1.13,49.9,5.8,,
16,14,SUN,Suncorp Grp,15.928,12.38,-28,12.98,7.329,45.00,f,3.63,5.19,14.3,71.16,17.4,26.3,1.127,6.32,69.3,20.8,,
17,17,MQG,Macquarie Grp,15.607,45.97,+286,46.135,23.56,200.00,p,4.35,4.82,42.9,270.57,17.0,21.6,1.306,29.92,79.1,7.5,,
18,18,BXB,Brambles,14.093,9.05,+20,8.94,6.04,26.50,p,2.93,3.30,.5,41.07,22.0,23.0,5.241,.55,41.3,15.2,,
19,19,ORG,Origin Energy,13.878,12.64,+59,13.80,9.84,50.00,f,3.96,5.65,-,64.80,19.5,16.0,.960,6.72,2.3,-1.1,,
20,21,NCM,Newcrest Min,13.337,17.40,+138,29.97,15.89,35.00,,2.01,2.10,16.7,101.70,17.1,-3.8,.884,14.92,-29.2,-17.5,,
21,23,STO,Santos,12.429,12.89,+75,13.54,10.04,30.00,f,2.33,3.32,-,54.40,23.7,-11.4,1.327,-,10.3,3.8,,
22,20,IAG,Insurance Aust Grp,12.308,5.92,-2,6.08,3.21,23.00,f,3.89,5.55,6.3,25.36,23.3,9.0,2.721,1.31,86.5,22.8,,
23,25,FMG,Fortescue Metals Grp,12.175,3.91,+51,5.47,2.81,4.00,,1.02,1.46,14.3,38.59,10.1,-19.4,3.298,1.26,-14.4,-,,
24,22,AMC,Amcor,12.127,10.05,+1,10.00,6.97,38.50,,3.83,3.83,5.7,37.00,27.2,12.3,3.588,.97,40.8,23.8,,
25,26,OSH,Oil Search,10.438,7.80,+5,8.01,6.21,3.85,,.49,.49,1.5,12.73,61.3,-36.9,3.370,-,15.1,12.7,,
26,27,WRT,Westfield Retail Tr,10.354,3.39,+4,3.43,2.62,18.75,,5.53,5.53,13.6,27.06,12.5,25.2,.995,3.42,32.5,-,,
27,28,TCL,Transurban Grp,10.253,6.92,+8,6.96,5.53,30.50,p,4.41,4.84,9.3,2.90,238.6,-51.7,2.940,2.12,28.7,23.5,,
28,24,CCL,Coca-Cola Amatil,9.965,13.05,-150,15.43,12.519,56.00,p,4.29,5.79,6.7,60.40,21.6,4.5,4.794,1.90,5.9,10.8,,
29,29,CWN,Crown,9.462,12.99,+9,13.24,8.06,37.00,p,2.85,3.46,-,58.04,22.4,57.6,2.804,3.49,58.6,23.4,,
30,30,GMG,Goodman Grp,9.251,5.40,+18,5.54,3.22,18.70,,3.46,3.46,-38.3,23.07,23.4,5.0,1.788,2.64,67.4,26.2,,
31,31,AZJ,Aurizon Hldgs,9.126,4.27,+16,4.35,3.07,8.70,p,2.04,2.33,124.3,17.70,24.1,49.5,1.251,2.94,28.2,-,,
32,34,ORI,Orica,8.768,23.90,+170,27.59,21.54,93.00,p,3.89,4.58,2.2,114.80,20.8,23.9,2.701,3.34,.3,3.0,,
33,32,SGP,Stockland,8.414,3.82,-6,3.94,3.06,24.00,,6.28,6.28,1.3,1.30,293.8,-6.4,1.023,3.49,28.6,6.4,,
34,33,AGK,AGL Energy,8.407,15.17,+23,16.60,13.66,62.00,f,4.09,5.84,5.0,65.00,23.3,-38.7,1.179,7.61,3.9,8.5,,
35,35,RMD,ResMed Inc,7.735,4.97,+16,4.89,2.93,4.17,,.84,.84,-,19.71,25.2,22.0,4.903,-,58.5,10.3,,
36,36,GPT,GPT Grp,7.323,4.14,+8,4.22,3.14,19.80,,4.78,4.78,8.4,33.60,12.3,63.5,1.065,3.73,33.0,22.3,,
37,38,RHC,Ramsay Health Care,6.838,33.84,+143,34.14,20.40,63.50,f,1.88,2.68,15.4,119.40,28.3,15.1,4.863,2.63,60.5,38.0,,
38,40,LEI,Leighton Hldgs,6.782,20.11,+92,24.29,14.71,80.00,p,3.98,4.62,33.3,133.50,15.1,31.8,2.325,7.89,18.5,-10.9,,
39,37,ASX,ASX,6.776,38.69,+85,38.76,27.53,173.00,f,4.47,6.39,-2.9,191.20,20.2,-.7,2.262,4.12,38.3,13.9,,
40,39,SYD,Sydney Airport,6.589,3.54,+4,3.61,2.77,21.00,,5.93,5.93,-,9.63,36.8,47.3,3.101,-2.40,30.4,18.3,,
41,42,LLC,Lend Lease Grp,6.394,11.11,+65,11.16,6.96,44.00,,3.96,3.96,8.6,108.30,10.3,9.6,1.635,4.70,59.0,17.9,,
42,41,CFX,CFS Retail Prop,6.308,2.23,+4,2.26,1.84,13.40,p,6.01,6.02,3.1,11.80,18.9,-.2,1.077,2.05,27.0,12.5,,
43,45,CTX,Caltex Aust,5.997,22.21,+111,23.19,12.11,40.00,f,1.80,2.57,-11.1,21.00,105.8,-56.4,2.777,7.55,66.1,31.2,,
44,43,MGR,Mirvac Grp,5.978,1.745,+3,1.805,1.212,8.60,,4.93,4.93,2.4,8.64,20.2,-7.0,1.039,1.64,48.6,16.7,,
45,44,AFI,Aust Foundation,5.819,5.61,+7,5.70,4.01,21.00,f,3.74,5.35,-,23.14,24.2,-6.8,1.473,5.18,43.7,10.4,,
46,47,WOR,WorleyParsons,5.817,23.93,+143,28.40,21.74,92.50,f,3.87,5.17,5.8,144.90,16.5,15.6,2.938,1.41,-3.7,2.2,,
47,46,DXS,DEXUS Prop Grp,5.710,1.18,+2,1.20,.895,5.57,,4.72,4.72,3.3,6.80,17.4,-62.9,1.140,1.03,32.8,22.2,,
48,49,SHL,Sonic Healthcare,5.685,14.34,+69,14.32,12.03,60.00,p,4.18,4.99,-,82.70,17.3,6.9,2.178,-2.27,22.8,17.5,,
49,48,CPU,Computershare,5.673,10.20,+41,10.96,7.26,28.00,p,2.75,3.22,-,25.31,40.3,-20.0,4.914,-2.25,35.0,1.3,,
50,50,APA,APA Grp,5.533,6.62,+18,6.75,4.57,35.00,,5.29,5.29,1.7,39.70,16.7,11.0,3.428,1.40,40.8,33.9,,
51,51,AIO,Asciano,5.209,5.34,-6,5.73,4.09,9.25,f,1.73,2.47,25.0,33.50,15.9,1.7,1.556,.71,19.9,5.0,,
52,52,FBU,Fletcher Bldg,4.858,7.08,+35,7.68,4.34,25.20,f,3.56,4.26,3.9,22.06,32.1,-17.0,1.722,2.13,52.1,6.3,,
53,55,JHX,James Hardie Ind,4.717,10.68,+51,10.56,6.87,42.19,,3.95,3.95,-,122.14,8.7,-,38.817,.13,51.5,15.2,,
54,54,TTS,Tatts Grp,4.629,3.30,+8,3.42,2.52,20.00,f,6.06,8.66,7.0,20.50,16.1,16.8,1.738,-1.31,34.8,21.4,,
55,53,IPL,Incitec Pivot,4.609,2.83,-,3.36,2.62,12.40,p,4.38,5.66,7.8,31.40,9.0,-23.7,1.143,.73,2.5,.8,,
56,64,ILU,Iluka Res,4.522,10.80,+148,13.79,7.36,35.00,f,3.24,4.63,-53.3,87.10,12.4,-25.4,2.886,3.74,-16.5,35.0,,
57,56,BEN,Bendigo & Adelaide Bk,4.442,10.91,-12,11.38,6.82,60.00,f,5.50,7.86,-,80.00,13.6,-10.9,1.053,6.38,60.3,16.5,,
58,57,ARG,Argo Invest,4.359,6.78,+17,6.80,4.96,26.00,f,3.83,5.48,-,26.70,25.4,-4.7,1.358,6.80,39.7,9.9,,
59,58,SPN,SP AusNet,4.344,1.29,+5,1.32,.94,8.10,p,6.28,7.16,-,9.08,14.2,-2.6,1.484,.91,32.7,24.1,,
60,62,REA,REA Grp,4.119,31.27,+127,32.90,12.90,36.50,f,1.17,1.67,26.9,73.80,42.4,24.7,16.441,1.58,127.3,45.3,,
61,61,FLT,Flight Centre,4.117,41.00,+154,41.88,17.01,117.00,f,2.85,4.08,33.3,210.20,19.5,16.3,4.803,5.33,135.2,40.6,,
62,59,QAN,Qantas Airways,4.080,1.82,+4.5,1.90,.96,-,,-,-,-,-7.80,-,-24.0,.693,2.37,22.1,-10.0,,
63,60,TEL,Telecom Corp of NZ,4.034,2.22,+3,2.25,1.715,14.58,,6.57,6.57,41.4,14.80,15.0,-,3.168,.21,19.8,31.9,,
64,65,COH,Cochlear,4.003,70.17,+531,82.87,58.94,250.00,p,3.56,4.14,8.9,272.50,25.8,-10.0,10.400,-,16.0,2.1,,
65,63,TWE,Treasury Wine Estates,3.890,6.01,-7,6.18,4.24,13.00,p,2.16,2.63,116.7,15.80,38.0,8.3,1.323,3.02,39.4,-,,
66,67,TOL,Toll Hldgs,3.865,5.39,+25,6.20,3.72,26.00,f,4.82,6.89,-,13.60,39.6,-4.8,1.407,1.50,22.8,-,,
67,66,FDC,Federation Cntres,3.798,2.66,+7,2.65,1.875,13.10,,4.92,4.92,-,-8.24,-,-,1.134,2.22,48.8,-,,
68,68,MTS,Metcash,3.725,4.23,+9,4.27,3.12,28.00,f,6.62,9.46,3.7,9.21,45.9,17.9,2.790,-.05,20.1,10.6,,
69,69,SEK,Seek,3.625,10.73,-2,11.54,5.87,19.00,f,1.77,2.53,21.0,41.10,26.1,5.7,4.701,-.41,60.3,15.3,,
70,71,SOL,Soul Pattinson WH,3.562,14.88,+9,14.90,12.30,45.00,f,3.02,4.32,10.0,49.35,30.2,6.9,.944,12.02,15.3,8.3,,
71,70,BLD,Boral,3.483,4.50,-16,5.28,2.93,8.50,f,1.89,2.70,-24.1,-.23,-,-41.5,1.023,3.29,30.0,-3.2,,
