Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, August 14, 2015,,,,,,,,,,,,,,,,,,,,
"XAO 5360.0 at 2015-08-14T16:39:36. Report at Friday, August 14, 2015. Processed Saturday at 2015-08-15T23:15:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,CBA,C'wlth Bank  of Aust,133.658,82.12,+82,96.69,73.57,420.00,f,5.11,7.31,10.2,557.00,14.7,12.0,2.681,25.51,2.1,18.9,,
2,2,WBC,Westpac Banking,99.752,31.33,-102,40.07,31.00,185.00,f,5.90,8.44,4.6,243.00,12.9,9.8,2.088,11.84,-2.4,15.9,,
3,3,ANZ,ANZ Banking Grp,84.222,29.29,-85,37.25,29.29,181.00,f,6.18,8.83,8.5,270.70,10.8,21.3,1.709,15.75,-4.8,12.7,,
4,4,NAB,National Aust Bank,83.390,31.76,-106,39.15,30.888,198.00,f,6.23,8.91,4.2,244.10,13.0,-13.8,1.799,15.65,.3,16.6,,
5,5,BHP,BHP Billiton,81.320,25.32,-61,36.004,24.009,147.02,f,5.81,8.30,11.2,203.47,12.4,12.2,.919,18.54,-18.3,.3,,
6,6,TLS,Telstra Corp,74.332,6.08,-21,6.735,5.23,30.50,f,5.02,7.17,5.4,34.50,17.6,24.3,5.509,.39,15.8,23.3,,
7,7,WES,Wesfarmers,45.377,40.38,-155,46.95,38.45,193.94,f,4.80,6.86,4.5,231.34,17.5,-.7,1.813,4.92,-1.2,10.7,,
8,8,CSL,CSL,43.300,93.15,-369,102.43,69.80,164.37,,1.76,1.76,17.9,380.60,24.5,9.0,13.410,5.10,33.3,31.9,,
9,9,WOW,Woolworths,34.199,27.00,-73,37.32,26.25,139.00,f,5.15,7.35,3.0,192.40,14.0,3.6,3.337,3.52,-19.9,1.9,,
10,10,WPL,Woodside Petroleum,27.057,32.84,-113,44.23,31.97,303.22,f,9.23,13.19,43.4,357.23,9.2,54.8,1.378,23.42,-16.3,5.3,,
11,11,MQG,Macquarie Grp,26.326,78.93,-115,86.20,54.65,330.00,p,4.18,4.90,26.9,538.15,14.7,32.4,1.855,38.19,43.9,51.7,,
12,12,RIO,Rio Tinto,21.689,51.13,-214,66.77,49.13,297.89,f,5.83,8.32,16.9,234.66,21.8,-19.4,.339,25.61,-12.7,5.9,,
13,13,SCG,Scentre Grp,20.339,3.82,-14,4.07,3.245,-,,-,-,2.8,-,-,-68.1,1.283,3.04,18.5,20.1,,
14,14,WFD,Westfield Corp,20.324,9.78,+1,10.66,7.24,15.85,,1.62,1.62,32.5,-14.18,-,-40.6,2.153,4.54,30.3,21.3,,
15,15,QBE,QBE Insurance Grp,19.169,14.00,-16,15.00,10.13,37.00,f,2.64,3.77,15.6,69.98,20.0,-,1.435,6.46,25.0,4.9,,
16,16,TCL,Transurban Grp,18.704,9.77,-14,10.59,7.54,40.00,p,4.09,4.40,14.4,-9.50,-,54.5,3.182,2.89,28.5,24.1,,
17,17,AMP,AMP,18.397,6.22,-16,6.83,5.02,26.00,p,4.18,5.53,13.0,30.30,20.5,29.2,2.250,1.42,13.3,18.2,,
18,18,SUN,Suncorp Grp,17.253,13.41,-87,15.08,12.68,76.00,f,5.67,8.10,1.3,88.61,15.1,52.7,1.359,-,5.2,23.8,,
19,19,BXB,Brambles,15.999,10.21,-28,11.95,9.085,27.50,p,2.69,3.04,-,39.67,25.7,-12.2,5.629,.65,13.4,19.0,,
20,20,AMC,Amcor,15.772,13.37,-54,14.93,10.205,47.90,,3.58,3.58,17.3,66.03,20.2,52.1,7.225,-.06,26.5,30.5,,
21,21,IAG,Insurance Aust Grp,14.175,5.83,-4,6.61,5.31,39.00,f,6.69,8.60,8.3,50.08,11.6,11.9,2.101,1.28,-3.4,17.9,,
22,22,RHC,Ramsay Health Care,12.622,62.46,-79,69.22,47.60,91.50,f,1.46,2.09,20.6,161.00,38.8,20.5,7.330,-1.69,23.7,39.1,,
23,23,SYD,Sydney Airport,12.522,5.65,-6,5.86,4.05,24.50,,4.34,4.34,4.4,2.67,211.6,-13.8,8.353,-2.77,35.5,27.6,,
24,26,AGL,AGL Energy,11.423,16.93,+58,16.97,12.55,64.00,f,3.78,5.40,-,33.30,50.8,-14.2,1.454,8.22,21.2,7.5,,
25,27,GMG,Goodman Grp,11.079,6.32,+6,6.70,5.085,22.20,,3.51,3.51,6.7,69.20,9.1,7.0,1.761,3.46,16.4,21.0,,
26,24,FDC,Federation Cntres,11.045,2.79,-5,3.19,2.49,16.90,,6.06,6.06,8.5,30.63,9.1,7.6,3.132,2.44,13.1,16.7,,
27,28,AZJ,Aurizon Hldgs,10.737,5.06,-4,5.605,4.15,18.60,,3.68,3.68,34.2,21.20,23.9,30.8,1.698,2.98,9.2,17.0,,
28,25,ORG,Origin Energy,10.730,9.67,-35,16.21,9.57,50.00,,5.17,5.17,-,16.50,58.6,-7.0,.735,6.58,-34.2,-2.6,,
29,29,RMD,ResMed Inc,10.508,7.48,-,9.84,5.24,12.34,,1.65,1.65,43.7,27.95,26.8,13.9,5.645,-,33.2,29.2,,
30,30,OSH,Oil Search,10.202,6.70,-15,9.78,6.61,12.68,,1.89,1.89,170.5,29.07,23.0,69.5,1.702,3.13,-27.6,-2.0,,
31,33,SGP,Stockland,9.943,4.21,+8,4.82,3.83,24.00,,5.70,5.70,-100.0,29.66,14.2,6.9,1.175,-,2.9,16.2,,
32,32,APA,APA Grp,9.672,8.68,-24,9.88,6.834,36.25,,4.18,4.18,2.1,82.16,10.6,3.2,3.981,2.47,26.2,31.6,,
33,31,CWN,Crown Resorts,9.447,12.97,-74,16.47,11.66,37.00,p,2.85,3.46,-,52.86,24.5,30.4,2.508,4.40,-10.8,18.5,,
34,34,S32,South32,8.731,1.64,-5.5,2.45,1.64,-,,-,-,-,-,-,-,.697,-,-,-,,
35,35,CTX,Caltex Aust,8.675,32.13,-101,38.81,25.31,70.00,f,2.18,3.11,105.9,7.40,434.2,-48.8,3.533,8.64,18.8,31.1,,
36,36,LLC,Lend Lease Grp,8.585,14.79,-34,17.72,13.485,76.00,,5.14,5.14,69.0,162.10,9.1,47.9,1.804,6.16,11.1,26.9,,
37,37,NCM,Newcrest Min,8.393,10.95,-1,15.34,8.51,-,,-,-,-100.0,-268.90,-,-4.3,1.090,10.81,-3.2,-23.3,,
38,39,GPT,GPT Grp,8.284,4.66,-2,4.89,3.77,21.70,,4.66,4.66,3.9,38.27,12.2,-22.0,1.200,3.94,23.3,16.1,,
39,40,QAN,Qantas Airways,8.170,3.72,-5,3.89,1.25,-,,-,-,-,-108.60,-,126.2,2.889,.63,156.5,48.5,,
40,38,ASX,ASX,8.150,42.10,-98,45.37,34.07,182.20,f,4.33,6.18,4.6,202.90,20.7,-,2.272,6.97,20.4,17.4,,
41,41,SHL,Sonic Healthcare,8.140,20.25,-18,23.73,16.50,69.00,p,3.41,4.21,8.1,95.20,21.3,13.3,2.642,2.81,20.2,19.7,,
42,42,JHX,James Hardie Ind,8.003,17.95,-25,20.04,11.16,44.63,,2.49,2.49,2.8,85.15,21.1,256.8,-,.60,48.4,36.5,,
43,44,AIO,Asciano,7.910,8.11,-4,8.235,5.48,16.75,f,2.07,2.95,23.9,26.10,31.1,.7,2.139,.93,31.4,24.8,,
44,43,CIM,Cimic Grp,7.799,23.04,-77,24.475,18.08,99.00,f,4.30,6.14,4.8,190.27,12.1,-,2.131,9.84,12.8,20.2,,
45,45,DXS,DEXUS Prop Grp,7.407,7.63,-1,8.25,1.10,41.04,,5.38,5.38,4.3,67.58,11.3,-26.7,1.225,6.68,11.8,16.6,,
46,46,TPM,TPG Telecom,7.208,9.08,-3,9.72,5.61,10.25,f,1.13,1.61,23.3,23.60,38.5,15.1,8.687,.26,53.0,66.3,,
47,48,MGR,Mirvac Grp,6.861,1.855,+1,2.19,1.635,9.40,,5.07,5.07,3.5,16.51,11.2,7.3,1.105,1.74,5.8,17.0,,
48,50,AFI,Aust Foundation,6.757,6.20,-2,6.45,5.80,23.00,f,3.71,5.30,4.5,27.23,22.8,11.5,1.245,6.11,5.3,17.2,,
49,47,CCL,Coca-Cola Amatil,6.727,8.81,-28,11.00,8.19,42.00,p,4.77,6.30,-25.0,35.60,24.7,-25.4,4.115,1.76,3.1,-9.3,,
50,49,STO,Santos,6.016,5.99,-77,15.32,5.93,35.00,f,5.84,8.35,16.7,-95.60,-,5.1,.721,-,-53.6,-13.7,,
51,54,ORI,Orica,5.903,15.95,+31,22.73,15.41,96.00,p,6.02,6.94,2.1,157.60,10.1,-2.1,1.316,5.50,-22.3,-10.6,,
52,58,REA,REA Grp,5.777,43.86,+91,51.38,37.33,70.00,f,1.60,2.28,37.4,159.40,27.5,36.5,13.855,-,-9.8,41.3,,
53,55,TTS,Tatts Grp,5.770,3.95,+1,4.20,3.02,14.50,f,3.67,5.24,-12.9,15.10,26.2,-7.8,2.029,-1.19,23.5,17.5,,
54,57,IPL,Incitec Pivot,5.714,3.39,+3,4.40,2.655,11.70,,3.45,3.54,17.4,16.70,20.3,18.3,1.285,.77,12.4,8.9,,
