Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Thursday, April 21, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 4995.7 at 2011-04-21T16:37:13. Report at Thursday, April 21, 2011. Processed Saturday at 2011-04-23T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,BHP,BHP Billiton,151.858,47.32,-21,49.81,35.58,94.58,f,2.00,2.86,-9.2,331.41,14.3,6.1,2.744,9.91,18.7,6.8,,
2,2,CBA,C'wlth Bank  of Aust,82.856,53.16,+94,59.44,47.05,302.00,f,5.68,8.12,27.2,350.70,15.2,26.4,2.329,-,-3.7,12.3,,
3,3,WBC,Westpac Banking,76.681,25.48,+68,27.83,20.56,139.00,f,5.46,7.79,19.8,214.20,11.9,55.7,1.911,8.96,-.3,7.8,,
4,4,ANZ,ANZ Banking Grp,62.600,24.11,+50,25.96,19.95,126.00,f,5.23,7.47,23.5,178.90,13.5,17.1,1.833,10.38,5.3,9.8,,
5,5,NAB,National Aust Bank,58.125,26.79,+60,28.51,22.23,152.00,f,5.67,8.11,4.1,191.80,14.0,10.1,1.492,12.63,2.0,2.7,,
6,6,NWS,News Corp,43.357,17.29,+1,20.18,15.40,13.42,,.78,.78,6.9,131.81,13.1,-63.3,.461,-,-10.3,-3.9,,
7,7,WES,Wesfarmers,39.374,33.98,+91,35.26,27.09,135.00,f,3.97,5.68,13.6,161.10,21.1,-20.6,1.383,-,20.9,3.7,,
8,8,WPL,Woodside Petroleum,37.964,47.86,+124,50.85,39.63,110.84,f,2.32,3.31,2.5,200.73,23.8,-7.4,3.302,13.93,8.2,-2.2,,
9,9,RIO,Rio Tinto,36.647,84.10,-5,89.04,58.86,111.21,f,1.32,1.89,-100.0,718.78,11.7,75.2,.571,18.72,18.3,-6.2,,
10,10,TLS,Telstra Corp,35.463,2.85,+4,3.46,2.55,28.00,f,9.82,14.04,-,26.00,11.0,-5.0,2.726,.36,-1.1,-6.7,,
11,12,NCM,Newcrest Min,32.652,42.66,+136,43.71,29.73,30.00,,.70,.70,66.7,144.10,29.6,53.0,6.515,13.16,29.9,14.5,,
12,11,WOW,Woolworths,32.445,26.75,+22,30.18,25.52,119.00,f,4.45,6.36,10.6,170.11,15.7,9.0,4.150,1.87,3.0,1.6,,
13,13,WDC,Westfield Grp,21.404,9.27,+19,10.508,8.91,63.56,,6.86,6.86,-13.3,48.14,19.3,19.7,1.274,7.18,-2.6,-7.0,,
14,15,QBE,QBE Insurance Grp,20.554,19.14,+58,21.91,16.09,128.00,p,6.69,7.04,-,121.72,15.7,-39.0,2.010,-,-2.4,-2.9,,
15,14,FMG,Fortescue Metals Grp,20.203,6.49,+1,7.34,3.28,3.00,,.46,.46,-,31.06,20.9,481.1,11.661,.29,42.4,-4.2,,
16,16,CSL,CSL,19.200,35.73,+83,38.07,30.45,80.00,,2.24,2.30,14.3,170.88,20.9,-4.1,4.555,5.54,12.9,-1.6,,
17,17,ORG,Origin Energy,15.811,16.23,-48,17.22,13.458,50.00,f,3.08,4.40,-,12.00,135.3,8.5,1.382,7.97,8.3,10.9,,
18,18,AMP,AMP,15.650,5.61,-3,6.36,4.85,30.00,p,5.35,6.72,-,37.90,14.8,-3.4,5.220,.98,-5.2,-5.2,,
19,19,STO,Santos,14.021,15.97,+25,16.90,11.24,37.00,f,2.32,3.31,-11.9,59.80,26.7,48.3,1.844,-,18.6,5.7,,
20,20,MQG,Macquarie Grp,12.229,35.26,+76,50.66,33.01,186.00,,5.28,5.28,.5,289.20,12.2,2.9,1.039,25.21,-26.5,-13.3,,
21,21,FGL,Foster's Grp,11.257,5.80,+7,6.44,5.11,27.25,f,4.70,6.71,-,-26.30,-,-1.8,4.145,.54,11.7,9.7,,
22,22,SUN,Suncorp Grp,10.692,8.31,+22,9.76,7.56,35.00,f,4.21,6.02,-12.5,50.35,16.5,107.0,.766,.01,-4.1,-8.6,,
23,23,BXB,Brambles,10.325,6.98,+3,7.64,5.11,25.50,p,3.65,3.97,-24.2,35.59,19.6,-21.1,5.390,8.25,-.1,-3.8,,
24,24,CNA,Coal & Allied Ind,10.096,116.60,+231,134.99,83.25,588.00,f,5.04,7.20,15.3,812.60,14.3,-37.4,6.651,.17,26.6,14.9,,
25,25,ORI,Orica,10.054,27.68,+78,27.80,22.836,95.00,f,3.43,4.52,3.0,370.97,7.5,153.9,2.768,1.44,14.3,5.0,,
26,26,OSH,Oil Search,9.691,7.36,+11,7.64,5.11,4.16,,.57,.57,-8.1,13.97,52.7,13.5,3.519,-,30.4,17.0,,
