Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4651.1 at 16:35 26/2/2010  Report at 19:05 Friday 26/2/2010. Processed 19:51 Friday 26/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Altera Res Ltd,AEA,0.19,0.16,0.15,,,,,,,,
Anvil Min cdi,AVM,3.94,3.7,3.68,,,,,,,,
Ascent Pharmahealth,APH,0.285,0.18,0.22,,,,,,,,
Augustus Min,AUJ,0.25,0.185,0.18,,,,,,,,
Brainz Instruments,BZI,0.089,0.056,0.055,,,,,,,,
Healthlinx Ltd,HTX,0.225,0.087,0.093,,,,,,,,
IAG Finance (Nz) exch.note,IANG,101.1,99.8,100,,,,,,,,
Leyshon Res,LRL,0.19,0.165,0.18,,,,,,,,
MAC Services (The),MSL,2.55,2.26,2.29,,,,,,,,
Macq Radio,MRN,0.9,0.82,0.82,,,,,,,,
Pro-Pac Packaging,PPG,0.33,0.29,0.28,,,,,,,,
Quickflix Ltd,QFX,0.09,0.072,0.069,,,,,,,,
Royalco Res,RCO,0.47,0.39,0.41,,,,,,,,
SMS Management,SMX,6.9,6.5,6.29,,,,,,,,
Transpacific Sps stepup pf,TPAPA,77,70,68.3,,,,,,,,
Trojan Equity,TJN,0.52,0.45,0.465,,,,,,,,
Undercoverwear,UCW,0.35,0.3,0.31,,,,,,,,
Warrnambool Cheese,WCB,4.51,4.06,3.65,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Anglogold Ashanti cdi 5:1,AGG,7.65,8.22,8.5,,,,,,,,
Apex Min NL,AXM,0.025,0.027,0.03,,,,,,,,
Beach Energy Ltd,BPT,0.655,0.72,0.83,,,,,,,,
Capral Ltd,CAA,0.235,0.27,0.29,,,,,,,,
Carnegie Wave Energy,CWE,0.105,0.12,0.13,,,,,,,,
Cbio Ltd,CBZ,0.36,0.38,-,,,,,,,,
Circadian Tech,CIR,0.54,0.57,0.65,,,,,,,,
Clean Seas Tuna,CSS,0.075,0.24,0.26,,,,,,,,
Eromanga Hydro,ERH,0.09,0.096,0.11,,,,,,,,
Green Rock Energy,GRK,0.037,0.04,0.045,,,,,,,,
Gunns Ltd,GNS,0.505,0.88,0.855,,,,,,,,
Kimberley Metals,KBL,0.165,-,-,,,,,,,,
Laconia Res Ltd,LCR,0.1,0.115,0.14,,,,,,,,
Marine Produce Aust,MPA,0.025,0.033,0.031,,,,,,,,
Marion Energy opt dec11,MAEO,0.011,0.018,0.021,,,,,,,,
Mint Wireless,MNW,0.025,0.03,0.028,,,,,,,,
Monaro Min NL,MRO,0.068,0.075,0.081,,,,,,,,
Northern Uranium opt sep12,NTUOA,0.041,0.054,0.061,,,,,,,,
Norton Gold Fields,NGF,0.12,0.185,0.18,,,,,,,,
Promesa Ltd,PRA,0.065,0.085,0.08,,,,,,,,
Proto Resource & opt dec11,PRWOB,0.008,0.012,0.013,,,,,,,,
Raisama Ltd,RAI,0.31,0.32,0.43,,,,,,,,
Reverse Corp Ltd,REF,0.265,0.305,0.33,,,,,,,,
Rubianna Res Ltd,RRE,0.175,0.19,0.195,,,,,,,,
Shree Min Ltd,SHH,0.155,0.16,-,,,,,,,,
Sumatra Copper cdi 1:1,SUM,0.18,0.215,0.235,,,,,,,,
Teys Ltd,TYS,0.006,0.01,0.01,,,,,,,,
Victorian Gold Mines,VGM,0.15,0.17,0.16,,,,,,,,
Viridis Clean stpld,VIR,0.155,0.17,0.18,,,,,,,,
Webster Ltd,WBA,0.43,0.465,0.475,,,,,,,,
Yellow Rock opt sep12,YRROA,0.011,0.022,0.02,,,,,,,,
