ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5260.1 at 2014-10-17T16:37:06. Report at Friday, October 17, 2014. Processed Saturday at 2014-10-18T01:00:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Aristocrat Leisure,ALL,6.08,6.005,5.97,,
Atlantic Gold Corp opt aug18,AGBO,.15,.07,.052,,
Audalia Res,ACP,.20,.14,.16,,
Aust Agriculture,AAC,1.435,1.365,1.375,,
AXG Mining,AXC,.024,.018,.017,,
Bendigo & Adelaide Bk pref 2,BENPE,98.45,-,-,,
Bounty Oil & Gas,BUY,.02,.015,.018,,
Echo Entertainment,EGP,3.61,3.385,3.35,,
Eumundi Grp,EBG,.053,.045,.045,,
Fisher & Paykel Health,FPH,4.78,4.72,4.75,,
Leaf Res,LER,.095,.072,.077,,
Lynas Corp def,LYCN,.08,-,-,,
Meridian Energy irs,MEZCA,1.485,1.36,1.44,,
Orbis Gold,OBS,.72,.425,.395,,
Phileo Aust,PHI,4.05,3.70,3.65,,
RBS Travelers,RBSTRV,103.94,100.75,100.75,,
Regis Healthcare,REG,4.14,4.09,-,,
Rift Valley Res,RVY,.038,.035,.036,,
Russell Aust Govt Bnd etf unt,RGB,20.83,20.54,20.67,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Aberdeen Leaders,ALR,1.11,1.135,1.155,,
Alara Res,AUQ,.026,.03,.035,,
Applabs Tech opt may16,ALAO,.04,.052,.046,,
Aquaint Capital,AQU,.31,.39,.35,,
Attila Res,AYA,.28,.30,.33,,
Aust Renewable,ARW,.15,.185,.185,,
BC Iron,BCI,1.39,1.435,1.61,,
Blue Energy,BUL,.038,.04,.043,,
Cabral Res,CBS,.007,.014,.012,,
Central Petroleum,CTP,.21,.25,.28,,
Chapmans,CHP,.009,.01,.015,,
Fitzroy Res,FRY,.004,.006,.005,,
GBM Resources opt jun16,GBZO,.004,.008,.008,,
Genetic Tech,GTG,.013,.018,.021,,
Global Geoscience,GSC,.011,.011,.011,,
Henderson Grp cdi,HGG,3.40,3.50,3.72,,
High Peak Royalties opt apr17,HPRO,.03,.05,.05,,
Ikwezi Mining,IKW,.009,.013,.01,,
Incremental Oil & Gas,IOG,.035,.039,.047,,
Iron Ore Hldgs,IOH,.72,.735,.77,,
iShares Europe cdi,IEU,47.02,48.49,49.90,,
iShares MSCI EAFE cdi,IVE,67.82,69.90,71.26,,
Jumbo Interactive,JIN,1.105,1.16,1.19,,
Lachlan Star,LSA,.043,.075,.075,,
Laramide Res cdi,LAM,.35,.45,.45,,
Liontown Res opt sep15,LTRO,.003,.004,.004,,
Medical Aust,MLA,.065,.084,.111,,
Market Vectors Aust Res etf unt,MVR,19.17,19.67,20.11,,
Myer Hldgs,MYR,1.76,1.835,1.935,,
New Hope Corp,NHC,2.28,2.42,2.50,,
NZ Oil & Gas,NZO,.635,.68,.67,,
News Corp b voting,NWS,16.16,17.26,18.30,,
NRW Hldgs,NWH,.705,.74,.835,,
Primary Gold,PGO,.027,.032,.03,,
Public Hldgs,PHA,.02,.055,.045,,
RBS Google,RBSGOC,579.03,604.22,604.22,,
SPDR S&P 500 ETF cdi,SPY,212.42,-,-,,
Tellus Res,TLU,.021,.029,.031,,
Tiger Res,TGS,.22,.24,.25,,
Venture Minerals,VMS,.041,.051,.051,,
Westpac Banking perptl ii,WBCPE,96.557,97.62,97.60,,
Windimurra Vanadium,WVL,.009,.011,.012,,
Xero,XRO,15.30,17.00,18.00,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
