ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5367.4 at 2015-01-21T16:39:06. Report at Wednesday, January 21, 2015. Processed Thursday at 2015-01-22T01:00:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
360 Capital Office ord unt,TOF,2.12,2.08,2.10,,
Alexium Int'l,AJX,.785,.715,.56,,
Arowana Aust Fund opt jun16,AWQO,.05,.045,-,,
Aurora Prop unt,AUP,5.52,5.50,5.45,,
Blackmores,BKL,40.95,35.20,35.20,,
Bulletin Res,BNR,.026,.015,.017,,
Burey Gold,BYR,.05,.035,.019,,
Cellnet Grp,CLT,.31,.27,.20,,
Cochlear,COH,81.76,81.36,79.46,,
Credit Corp Grp,CCP,10.92,10.55,9.90,,
Elders hybrids,ELDPA,63.99,63.25,62.25,,
ETFS Physical Gold,GOLD,152.00,147.22,144.00,,
Galileo Japan Tr unt,GJT,1.775,1.75,1.70,,
InvoCare,IVC,12.72,12.40,12.29,,
iShares Glb Health cdi,IXJ,127.73,126.58,127.17,,
iShares Glb Cons cdi,IXI,112.84,111.20,112.79,,
iWebGate,IWG,.245,.22,.20,,
Kresta Hldgs,KRS,.255,.25,.22,,
Lantern Hotel Grp stp,LTN,.083,.08,.081,,
Magellan Fin Grp,MFG,18.90,18.13,16.97,,
Medigard,MGZ,.04,.034,.033,,
Mighty River Power,MYT,3.22,3.08,2.99,,
Newcrest Min,NCM,13.74,13.09,11.18,,
Newhaven Hotels,NHH,.95,.88,.93,,
Northern Star Res,NST,2.17,2.00,1.58,,
Patties Foods,PFL,1.45,1.40,1.31,,
Platinum Asset,PTM,8.265,8.13,7.41,,
Pro Medicus,PME,1.50,1.36,1.135,,
Senetas Corp,SEN,.08,.056,.056,,
St George Min opt jun17,SGQOA,.03,.02,-,,
Sydney Airport forus,SYD,5.02,5.005,4.95,,
Transurban Grp stp,TCL,9.26,9.05,9.03,,
Virgin Australia,VAH,.46,.45,.44,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Archer Explore,AXE,.091,.125,.125,,
Aust Pacific Coal,AQC,.004,.005,.005,,
Austin Explore,AKK,.038,.04,.045,,
Black Range Min,BLR,.002,.003,.003,,
BPS Technology,BPS,.70,.72,.77,,
Central Petroleum,CTP,.078,.087,.088,,
Cooper Energy,COE,.27,.29,.28,,
Crown Resorts,CWN,11.66,12.00,12.065,,
Donaco Intl opt jan15,DNAO,.295,.35,.31,,
Emeco Hldgs,EHL,.13,.135,.145,,
Empire Energy,EEG,.028,.03,.032,,
General Min Corp,GMM,.004,.005,.005,,
Goldsearch,GSE,.001,.002,.002,,
Hillgrove Res,HGO,.34,.40,.36,,
Imdex,IMD,.275,.29,.325,,
Ingenia Grp stp,INA,.405,.415,.41,,
Kina Petroleum,KPL,.27,.30,.28,,
Macmahon Hldgs,MAH,.062,.065,.065,,
Metcash,MTS,1.46,1.515,1.68,,
Molopo Energy,MPO,.125,.155,.145,,
Monto Minerals,MOO,.001,.002,.002,,
NAOS Emerging Opp opt feb15,NCCO,.005,.016,.028,,
NRW Hldgs,NWH,.295,.34,.35,,
Orecorp,ORR,.04,.045,.045,,
Pine Capital,PCD,.16,-,-,,
Primary Opinion,POP,.035,.04,.045,,
Shree Minerals,SHH,.03,.04,.04,,
Soul Pattinson WH,SOL,12.18,12.33,13.13,,
Sunbird Energy,SNY,.12,.15,.15,,
Target Energy,TEX,.026,.027,.027,,
Woodside Petroleum,WPL,31.97,33.90,33.72,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
