Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4448.4 at 16:38 10/6/2010  Report at 19:05 Thursday 10/6/2010. Processed 19:51 Thursday 10/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
ADX Energy Ltd opt mar11,ADXO,0.075,-,-,,,,,,,,
Avoca Res,AVO,2.55,2.17,2.36,,,,,,,,
eServGlobal Ltd,ESV,0.645,0.58,0.575,,,,,,,,
GPT Grp stp,GPT,2.88,2.71,2.84,,,,,,,,
Heartware Int Inc cdi,HIN,2.1,2.08,1.925,,,,,,,,
Ideas Intl,IDE,0.42,0.4,0.4,,,,,,,,
McMillan Shakespeare,MMS,4.63,4.6,4.62,,,,,,,,
Melbourne IT Ltd,MLB,2.16,2.1,1.92,,,,,,,,
Overseas & Gen cdi,OGL,0.2,0.145,0.14,,,,,,,,
Riversdale Min,RIV,10.3,9.93,9.56,,,,,,,,
Royalco Res,RCO,0.57,0.52,0.55,,,,,,,,
St Barbara Ltd,SBM,0.38,0.325,0.33,,,,,,,,
Strathfield Grp,SRA,0.01,0.006,0.006,,,,,,,,
White Energy Co,WEC,3.7,3.52,3.48,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
A-Cap Res,ACB,0.285,0.305,0.3,,,,,,,,
ADG Global Supply,ADQ,0.052,0.056,0.058,,,,,,,,
Alinta Energy Grp stp,AEJ,0.042,0.05,0.045,,,,,,,,
Auto Tech Ltd opt jun11,ATJO,0.005,0.01,0.01,,,,,,,,
Black Range Min,BLR,0.029,0.031,0.032,,,,,,,,
Challenger Winetr unt,CWT,0.22,0.26,0.255,,,,,,,,
Coffey Intl,COF,0.97,1.105,1.01,,,,,,,,
Copper Strike Ltd,CSE,0.065,0.075,0.072,,,,,,,,
Eastland Medical opt may11,EMSO,0.003,0.004,0.004,,,,,,,,
Energy And Min,EMA,0.145,0.16,0.15,,,,,,,,
Energy Metals Ltd,EME,0.44,0.46,0.485,,,,,,,,
Engin Ltd,ENG,0.35,0.41,0.5,,,,,,,,
Eromanga Hydro,ERH,0.051,0.059,0.058,,,,,,,,
Fox Res opt nov10,FXRO,0.01,0.015,0.012,,,,,,,,
Healthlinx Ltd opt dec13,HTXOA,0.06,0.07,0.07,,,,,,,,
ICSGlobal Ltd,ICS,0.009,0.013,0.011,,,,,,,,
Imperial Corp Ltd def,IMPDA,0.085,0.09,0.09,,,,,,,,
India Res,IRL,0.014,0.016,0.017,,,,,,,,
KTL Tech Ltd,KTL,0.003,0.009,0.009,,,,,,,,
Morning Star,MSH,0.09,0.1,0.1,,,,,,,,
Neptune Marine,NMS,0.175,0.2,0.235,,,,,,,,
Oceania Capital,OCP,1.75,2.05,2.4,,,,,,,,
Panax Geothermal,PAX,0.096,0.1,0.099,,,,,,,,
Paradigm Metals,PDM,0.018,0.026,0.025,,,,,,,,
Pelorus Prop,PPI,0.125,0.155,0.145,,,,,,,,
Proto Resource & opt aug11,PRWO,0.002,0.003,0.005,,,,,,,,
Provet Hldgs Ltd,PVT,1.25,1.3,1.3,,,,,,,,
Structural Systems,STS,0.435,0.5,0.5,,,,,,,,
Tower Aust rts 17jun,TALR,0.285,0.32,0.55,,,,,,,,
Universal Res,URL,0.092,0.1,0.1,,,,,,,,
WCP Res Ltd opt jun10,WCPO,0.008,0.01,0.01,,,,,,,,
