Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4925.9 at 16:34 1/4/2010  Report at 17:15 Thursday 1/4/2010. Processed 17:56 Thursday 1/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Adamus Res rts 06apr,ADUR,0.05,0.04,0.041,,,,,,,,
Aii200res etf unt,RSR,5.56,5.45,5.47,,,,,,,,
ANZ Banking Grp pref,ANZPA,102,100.65,101.75,,,,,,,,
Atlas Iron Ltd,AGO,2.6,2.49,2.55,,,,,,,,
Augustus Min,AUJ,0.39,0.37,0.37,,,,,,,,
Aurox Res,AXO,0.84,0.79,0.81,,,,,,,,
Aust Infra unt,AIX,2.05,1.96,2.01,,,,,,,,
Bandanna Energy,BND,0.815,0.69,0.7,,,,,,,,
Batavia Min opt jun12,BTVO,0.12,0.1,0.1,,,,,,,,
BC Iron Ltd,BCI,1.69,1.405,1.65,,,,,,,,
Bigair Grp Ltd,BGL,0.21,0.2,0.2,,,,,,,,
Black Ridge Min,BRD,0.035,0.009,0.01,,,,,,,,
  opt nov10,BRDOA,0.007,0.001,0.001,,,,,,,,
Catalpa Res rts 09apr,CAHR,0.4,0.22,0.22,,,,,,,,
CTI Logistics,CLX,1.1,0.9,0.94,,,,,,,,
Doray Min Ltd,DRM,0.775,0.26,0.7,,,,,,,,
Dulhunty Power,DUL,0.044,0.038,0.042,,,,,,,,
Early Learning Serv,ELY,0.55,0.45,0.51,,,,,,,,
Fairfax Media Ltd pref,FXJPB,93.49,92.1,92.9,,,,,,,,
FFI Hldgs,FFI,4.3,4.2,4.2,,,,,,,,
Fleetwood Corp,FWD,9.15,8.89,9.1,,,,,,,,
Generator Income gennote2,GINHA,80,66.9,75,,,,,,,,
Headline Grp Ltd,HLD,0.35,0.33,0.34,,,,,,,,
Heartware Int Inc cdi  35:1,HIN,1.4,1.35,1.39,,,,,,,,
Iluka Res,ILU,4.55,4.52,4.52,,,,,,,,
Iron Ore Hldgs opt apr11,IOHO,1.75,1.6,1.64,,,,,,,,
iShares S&P Asia 50  1:1,IAA,45.8,44.05,44.47,,,,,,,,
Konekt Ltd,KKT,0.16,0.155,0.155,,,,,,,,
Leyshon Res,LRL,0.215,0.2,0.2,,,,,,,,
Lihir Gold Ltd,LGL,4.05,3.19,3.23,,,,,,,,
Linq Res Fund unt,LRF,0.71,0.66,0.66,,,,,,,,
Macarthur Coal,MCC,14.92,12.42,14.5,,,,,,,,
Magellan Fin Grp,MFG,1.05,1.025,1.025,,,,,,,,
Magellan Pet cdi,MGN,2.55,2.25,2.37,,,,,,,,
Mesa Min Ltd,MAS,0.12,0.105,0.11,,,,,,,,
Newport Min Ltd,NMN,0.51,0.48,0.48,,,,,,,,
Noni B Ltd,NBL,1.44,1.4,1.42,,,,,,,,
PharmAust Ltd,PAA,0.059,0.053,0.053,,,,,,,,
RAM Res,RMR,0.051,0.046,0.05,,,,,,,,
RTL Corp Ltd,RTL,0.038,0.027,0.036,,,,,,,,
Soul Pattinson,SOL,14.9,14.27,14.5,,,,,,,,
TPG Telecom Ltd,TPM,2.43,2.32,2.32,,,,,,,,
Tribune Res NL,TBR,1.2,1.03,1.15,,,,,,,,
Village Roadshow 'a' pref,VRLPA,2.43,2.4,2.4,,,,,,,,
Western Plains Res,WPG,0.94,0.88,0.9,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Antisense Therapeutic,ANP,0.02,0.024,0.021,,,,,,,,
Aust Min Min,AKA,0.175,0.192,0.18,,,,,,,,
Central Pet rts15aprd,CTPRA,0.007,-,0.01,,,,,,,,
Diatreme Res,DRX,0.093,0.1,0.095,,,,,,,,
Goldminex Res,GMX,0.23,0.24,0.235,,,,,,,,
Green Rock Energy,GRK,0.03,0.031,0.031,,,,,,,,
IDT Aust Ltd,IDT,0.72,0.91,0.83,,,,,,,,
Integrated Legal,IAW,0.105,0.12,0.11,,,,,,,,
Marine Produce Aust,MPA,0.015,0.024,0.02,,,,,,,,
Minemakers Ltd opt may10,MAKO,0.004,0.008,0.005,,,,,,,,
MobileActive Ltd,MBA,0.012,0.015,0.015,,,,,,,,
Pearl Healthcare,PHL,0.065,0.077,0.077,,,,,,,,
Redbank Copper,RCP,0.058,0.067,0.06,,,,,,,,
Rivercity Motorway stp,RCY,0.125,0.155,0.15,,,,,,,,
Sino Gas Energy,SEH,0.08,0.13,0.088,,,,,,,,
Sirius Res NL,SIR,0.006,0.007,0.007,,,,,,,,
Sth American Cor,SAY,0.042,0.043,0.043,,,,,,,,
Strzelecki Metals,STZ,0.039,0.04,0.04,,,,,,,,
Viridis Clean stp,VIR,0.081,0.105,0.086,,,,,,,,
