ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4753.0 at 2011-05-17T16:38:23. Report at Tuesday, May 17, 2011. Processed Wednesday at 2011-05-18T01:00:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
ABM Res,ABU,.058,.056,.052,,
Cadence Capital,CDM,1.29,1.25,1.22,,
engin,ENG,.825,.545,.60,,
Exterra Res ets coke,ETSCOC,64.08,62.65,-,,
  ets mcdnd,ETSMCD,76.60,73.65,-,,
MacarthurCook PSF unt,MPS,.125,.115,.115,,
Medtech Global,MDG,.075,.065,.065,,
Pharmanet Grp,PNO,.017,.015,.014,,
QRxPharma,QRX,2.20,2.05,2.06,,
Real Estate Cap def,RCUDA,1.06,1.01,-,,
Red October Res,ROS,.435,.37,-,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
AJ Lucas Grp,AJL,1.33,1.455,1.61,,
AnaeCo,ANQ,.07,.082,.085,,
Anglogold Ashanti cdi,AGG,8.01,8.10,8.69,,
Apollo Minerals,AON,.064,.065,.07,,
Arturus Capital,AKW,.02,.026,.03,,
Asian Masters Fund,AUF,.945,.985,1.00,,
AWE,AWE,1.33,1.41,1.545,,
Billabong Int'l,BBG,6.22,6.55,6.65,,
Boulder Steel opt mar12,BGDO,.019,.021,.025,,
Bounty Oil & Gas,BUY,.031,.033,.035,,
Broken Hill Prospecting,BPL,.11,.13,.14,,
Castle Minerals,CDT,.24,.28,.35,,
Chalice Gold Mines,CHN,.36,.38,.41,,
Clancy Explore,CLY,.065,.07,.07,,
Coffey Int'l,COF,.60,.64,.65,,
ComOps,COM,.035,.037,.036,,
Cortona Res,CRC,.145,.15,.16,,
Credo Res Ltd,CRQ,.18,.205,.21,,
Dart Energy,DTE,.65,.71,.76,,
DKN Financial Grp,DKN,.50,.53,.535,,
E & A,EAL,.155,.16,.17,,
ECO Quest,ECQ,.035,.04,.05,,
ECSI,ECS,.005,.01,.009,,
Eldorado Gold cdi,EAU,14.10,14.25,15.37,,
Eneabba Gas,ENB,.039,.05,.065,,
ERM Power,EPW,1.555,1.58,1.64,,
Exterra Res ets apple,ETSAPL,314.95,321.81,-,,
  ets goog,ETSGOO,493.75,500.60,-,,
ets j&j,ETSJNJ,62.69,-,-,,
Fox Res,FXR,.067,.071,.082,,
Funtastic,FUN,.115,.13,.13,,
Gloucester Coal,GCL,8.63,9.90,10.20,,
GoConnect,GCN,.018,.019,.023,,
Goodman Fielder,GFF,1.01,1.025,1.02,,
Grand Gulf Energy opt jun13,GGEO,.001,.002,.002,,
Greencap,GCG,.065,.07,.072,,
Groote Res,GOT,.175,.18,.25,,
Haranga Res,HAR,.295,.33,.42,,
Harvey Norman,HVN,2.56,2.63,2.65,,
IDT Aust,IDT,.335,.35,.43,,
iShares MSCI BRIC cdi,IBK,44.20,44.80,45.74,,
Jacka Res rts 19may,JKAR,.003,.004,-,,
Kip McGrath Edu Cntr,KME,.05,.057,.055,,
Middle Island Res,MDI,.35,.38,.405,,
NKWE Platinum opt aug11,NKPO,.042,.054,.058,,
Octanex ctg,OXXCA,.078,.17,.155,,
OM Hldgs,OMH,1.01,1.08,1.155,,
Papyrus Aust,PPY,.075,.078,.08,,
Paramount Min,PCP,.054,.057,.074,,
Planet Gas,PGS,.044,.046,.048,,
Platinum Aust,PLA,.405,.435,.475,,
Port Bouvard,PBD,.065,.066,.07,,
Potash West NL,PWN,.18,.19,-,,
Prosperity Res,PSP,.075,.08,.089,,
Red Sky Energy opt sep11,ROGOA,.002,.003,.003,,
Seven West Media,SWM,4.18,4.34,4.92,,
Silex Systems,SLX,3.52,3.86,3.62,,
Souls Private Equity,SOE,.071,.072,.077,,
Specialty Fashion,SFH,.925,1.00,1.02,,
Sthn Cross Media,SXL,1.33,1.42,1.527,,
Stirling Res,SRE,.013,.015,.019,,
Stockland stp,SGP,3.40,3.48,3.67,,
Sylvania Platinum,SLP,.66,.67,.70,,
Symex Hldgs,SYM,.42,.435,.43,,
Terrain Minerals,TMX,.018,.024,.024,,
The Reject Shop,TRS,10.10,10.40,10.94,,
Toll Hldgs,TOL,5.27,5.42,5.62,,
Torrens Energy,TEY,.058,.059,.076,,
Westgold Res,WGR,.24,.25,.285,,
Westside Corp,WCL,.24,.275,.31,,
White Energy,WEC,1.905,2.06,2.45,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
