Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4475.1 at 16:36 23/7/2010  Report at 19:05 Friday 23/7/2010. Processed 19:14 Friday 23/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Bathurst Res,BTU,0.21,0.195,0.205,,,,,,,,
Centennial Coal,CEY,6,5.94,4.88,,,,,,,,
Dart Energy Ltd def,DTE,0.88,-,-,,,,,,,,
Dexion Ltd,DEX,0.785,0.775,0.77,,,,,,,,
Equinox Min Ltd cdi,EQN,5.02,4.87,4.63,,,,,,,,
Fleetwood Corp,FWD,10.09,9.77,10,,,,,,,,
GoConnect Ltd,GCN,0.06,0.044,0.029,,,,,,,,
Grandbridge Ltd,GBA,0.405,0.3,0.18,,,,,,,,
Guildford Coal,GUF,0.215,-,-,,,,,,,,
Homeloans Ltd,HOM,1.04,0.7,0.72,,,,,,,,
Indago Res Ltd opt oct14,IDGOA,0.18,0.17,0.15,,,,,,,,
Independence Grp,IGO,5.73,5.42,4.98,,,,,,,,
Intrepid Mines,IAU,0.64,0.585,0.595,,,,,,,,
Lynas Corp,LYC,0.74,0.705,0.62,,,,,,,,
Macq Atlas Roads stp,MQA,1.21,1.05,1.085,,,,,,,,
Sandfire Res,SFR,5.11,4.45,3.48,,,,,,,,
Suncorp-Metway 5.068%prf,SUNPA,101,100.05,100,,,,,,,,
Wallace Absolute,WAB,0.076,0.065,0.063,,,,,,,,
Wattyl Ltd,WYL,1.645,1.64,1.64,,,,,,,,
Webfirm Grp Ltd,WFM,0.155,0.125,0.085,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Ambertech Ltd,AMO,0.34,0.38,0.38,,,,,,,,
APN European Retail stp,AEZ,0.024,0.027,0.025,,,,,,,,
AUS Gov Index Fund,AQF,1.58,1.61,1.61,,,,,,,,
Biotech Capital,BTC,0.15,0.18,0.18,,,,,,,,
Breakaway Res,BRW,0.04,0.041,0.041,,,,,,,,
Buderim Ginger,BUG,0.205,0.24,0.24,,,,,,,,
Carrick Gold Ltd,CRK,0.35,0.44,0.455,,,,,,,,
Cbio Ltd,CBZ,0.25,0.26,0.26,,,,,,,,
Duluxgrp Ltd,DLX,2.41,2.5,-,,,,,,,,
General Min Corp,GMM,0.08,0.09,0.09,,,,,,,,
Golden State Res,GDN,0.029,0.031,0.034,,,,,,,,
Greater Bendigo Gold,GBM,0.017,0.019,0.019,,,,,,,,
GTI Res,GTR,0.041,0.042,0.042,,,,,,,,
iShares Glb Health,IXJ,52.16,53.96,53.05,,,,,,,,
Monax Min Ltd,MOX,0.05,0.056,0.055,,,,,,,,
Progen Pharmaceutic,PGL,0.33,0.35,0.38,,,,,,,,
TFS Corp Ltd,TFC,0.77,0.81,0.825,,,,,,,,
