Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4896.3 at 16:34 25/3/2010  Report at 19:05 Thursday 25/3/2010. Processed 19:10 Thursday 25/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Advanced Energy,AES,0.092,0.06,0.05,,,,,,,,
Authorised Invest,AIY,0.04,0.013,0.03,,,,,,,,
Automotive Hldgs,AHE,2.74,2.54,2.43,,,,,,,,
Azumah Res,AZM,0.37,0.26,0.26,,,,,,,,
Burey Gold Ltd,BYR,0.06,0.055,0.048,,,,,,,,
Catalpa Res rts09aprd,CAHR,0.22,-,-,,,,,,,,
Cochlear Ltd,COH,72.2,69.49,64.9,,,,,,,,
DMC Min Ltd,DMM,0.4,0.33,0.365,,,,,,,,
Exoma Energy Ltd opt mar11,EXEO,0.1,0.055,0.043,,,,,,,,
  opt sep12,EXEOA,0.185,0.125,0.085,,,,,,,,
Firstfolio Ltd,FFF,0.08,0.075,0.066,,,,,,,,
Generator Income gennote2,GINHA,66.9,65,65,,,,,,,,
Globe Sec,GTI,0.07,0.06,0.05,,,,,,,,
iiNet Ltd,IIN,2.49,2.46,2.29,,,,,,,,
Iluka Res,ILU,4.52,4.18,3.79,,,,,,,,
iShares Russell 2000  1:1,IRU,75.86,74.83,70.76,,,,,,,,
iShares S&P 500  1:1,IVV,129.41,127.7,125.57,,,,,,,,
Newport Min Ltd,NMN,0.48,0.4,0.25,,,,,,,,
News Corp b voting,NWS,18.79,18.29,18.36,,,,,,,,
  a nonvote,NWSLV,15.94,15.49,15.71,,,,,,,,
Nucoal Res NL,NCR,0.27,0.245,0.22,,,,,,,,
Peet Ltd,PPC,2.39,2.25,2.15,,,,,,,,
Ramsay Health Care,RHC,14.02,13.75,12.66,,,,,,,,
REA Grp,REA,11.96,11.68,10.87,,,,,,,,
ResMed Inc cdi  10:1,RMD,7.05,6.81,6.55,,,,,,,,
Riviera Res,RVE,0.18,0.11,0.1,,,,,,,,
  opt dec14,RVEO,0.05,0.018,0.013,,,,,,,,
Sphere Min Ltd,SPH,1.825,1.785,1.34,,,,,,,,
Sthn Cross Media,SXL,2.26,2.24,1.99,,,,,,,,
Venus Res opt jul11,VNSO,0.38,0.28,0.26,,,,,,,,
Village Roadshow,VRL,2.41,2.29,2.22,,,,,,,,
  'a' pref,VRLPA,2.4,2.36,2.23,,,,,,,,
Vngd US Total Market  1:1,VTS,65.82,64.9,63.72,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Admerex Ltd,ADL,0.004,0.005,0.007,,,,,,,,
AMP Capital China unt,AGF,0.85,0.855,0.885,,,,,,,,
Antisense Therapeutic,ANP,0.024,0.045,0.049,,,,,,,,
Desert Energy opt apr10,DSNO,0.001,0.004,0.009,,,,,,,,
Entellect Solutions,ESN,0.001,0.002,0.002,,,,,,,,
Green Rock Energy,GRK,0.033,0.036,0.037,,,,,,,,
Havilah Res NL,HAV,0.38,0.39,0.4,,,,,,,,
Innamincka Pet,INP,0.094,0.098,0.12,,,,,,,,
Karmelsonix Ltd opt jul11,KSXO,0.003,0.005,0.004,,,,,,,,
Webster Ltd,WBA,0.41,0.43,0.43,,,,,,,,
Yellow Rock opt sep12,YRROA,0.009,0.01,0.011,,,,,,,,
