ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4720.5 at 2010-10-27T16:38:29. Report at Wednesday, October 27, 2010. Processed Thursday at 2010-10-28T01:00:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
A'asia Gold,AAO,.22,.13,.09,,
African Energy Res cdi,AFR,.255,.215,.18,,
Alamar Res,ALG,.36,.20,.22,,
  opt mar13,ALGO,.08,.04,.04,,
Alpha Financial Prod ser1frn12,AFPHA,55.00,50.00,40.00,,
ANZ Banking Grp pref,ANZPB,103.90,103.10,103.58,,
Azumah Res,AZM,.76,.71,.745,,
BC Iron,BCI,2.50,2.25,1.885,,
Boss Energy,BOE,.185,.17,.042,,
Buxton Res,BUX,.12,.105,.096,,
Castle Min,CDT,.60,.53,.52,,
Coal & Allied Ind,CNA,116.00,115.00,105.00,,
Doray Min,DRM,1.12,.88,.94,,
Eleckra Mines opt jun11,EKMO,.17,.125,.065,,
Equatorial Coal,EQX,1.20,1.08,.92,,
ETFS Metals etfs pd,ETPMPD,64.05,59.30,58.63,,
Facilitate Digital,FAC,.10,.083,.095,,
FKP Prop Grp stp,FKP,.995,.915,.89,,
Hastings Divers stp,HDF,1.515,1.40,1.485,,
Havilah Res opt oct13,HAVO,.30,.135,-,,
Highlands Pacific,HIG,.42,.39,.35,,
Jacka Res Ltd opt dec12,JKAO,.08,.059,-,,
Lefroy Res,LEF,.115,.099,.08,,
Maryborough Sugar,MSF,2.74,2.65,2.70,,
Mastermyne Grp,MYE,1.43,1.31,1.27,,
Medical Develop,MVP,.315,.28,.28,,
Namoi Cotton ccu,NAM,.52,.50,.44,,
Overland Res,OVR,.40,.315,.098,,
Palace Resources,PXR,.069,.047,.028,,
  opt jun12,PXROA,.02,.007,.005,,
Prime Infr Grp stp,PIH,5.01,4.93,4.70,,
RCR Tomlinson,RCR,1.40,1.39,1.31,,
Resource Star opt sep12,RSLO,.05,.04,.039,,
Skycity Invest aces,SKAG,101.00,100.16,100.00,,
Slater & Gordon,SGH,1.90,1.78,1.68,,
Strategic Min,SMC,.049,.033,.025,,
Sumatra Copper cdi,SUM,.375,.32,.28,,
Syngas,SYS,.055,.016,.017,,
Talga Gold Ltd,TLG,.38,.30,.30,,
Tatts Grp,TTS,2.55,2.45,2.42,,
Traka Res,TKL,.22,.19,.18,,
Tranzact Fin Service,TFS,.20,.17,.16,,
Waterco,WAT,1.30,1.20,1.20,,
WHL Energy opt jun12,WHNO,.015,.011,.011,,
Wolf Min opt sep12,WLFO,.095,-,-,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Amcbf Thr,AKU,80.83,81.392,83.20,,
Avenue Res Ltd,AVY,.21,.23,.215,,
Burleson Energy rts 01nov,BURR,.013,-,-,,
Clough,CLO,.595,.79,.78,,
Connxion Ventures,CXN,.024,.025,.028,,
ENV Clean Tech opt jan14,ESIO,.011,.013,.014,,
ISS Grp,ISS,.125,.15,.155,,
Kip McGrath Edu Cntr,KME,.215,.245,.25,,
Korvest,KOV,4.25,4.60,4.53,,
Mikoh Corp,MIK,.035,.036,.046,,
Mirabela Nickel,MBN,1.575,1.62,1.665,,
NEW Horizon Min,NHO,.205,.21,-,,
Oil Basins opt jun14,OBLOB,.018,.024,.019,,
Power Res opt oct11,PWWO,.002,.003,.003,,
Redcape Prop stp,RPF,.125,.13,.15,,
Tassal Grp,TGR,1.355,1.38,1.385,,
Vngd Aus Prop Sec etf unt,VAP,48.95,49.44,-,,
West Peak Iron,WPI,.20,-,-,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
