Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4581.3 at 16:35 22/6/2010  Report at 19:05 Tuesday 22/6/2010. Processed 19:14 Tuesday 22/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Advanced Share,ASW,0.49,0.445,0.405,,,,,,,,
Anglo Aust,AAR,0.066,0.034,0.035,,,,,,,,
Bathurst Res,BTU,0.205,0.185,0.19,,,,,,,,
Golden Deeps,GED,0.075,0.06,0.062,,,,,,,,
India Equities Fund,INE,0.64,0.62,0.605,,,,,,,,
  opt aug10,INEO,0.24,0.215,0.16,,,,,,,,
Intrapower Ltd,IPX,0.185,0.155,0.11,,,,,,,,
Kingsgate Cons,KCN,10.9,10.5,9.24,,,,,,,,
Kingsrose Min Ltd opt dec12,KRMO,0.8,0.68,0.65,,,,,,,,
Macq Atlas Roads stp,MQA,1.035,0.94,0.98,,,,,,,,
Magellan Fin Grp,MFG,1.16,1.1,1.1,,,,,,,,
Montezuma Min Co,MZM,0.37,0.34,0.36,,,,,,,,
Multiplex Prime Ppty ctg def,MAFDA,0.81,-,-,,,,,,,,
Ross Human Direction,RHD,0.44,0.35,0.39,,,,,,,,
Syndicated Metals opt dec11,SMDO,0.03,0.02,0.025,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Allied Brands Ltd,ABQ,0.031,0.032,0.071,,,,,,,,
Ambertech Ltd,AMO,0.38,0.4,0.385,,,,,,,,
ARC Explore Ltd opt jan11,ARXOA,0.003,0.004,0.005,,,,,,,,
Artist & Entertain,AEM,0.008,0.01,0.009,,,,,,,,
Arturus Capital,AKW,0.075,0.1,0.1,,,,,,,,
Atlantic Gold NL,ATV,0.034,0.035,0.04,,,,,,,,
Augur Res Ltd opt jun10,AUKO,0.003,0.005,0.03,,,,,,,,
Bannerman Res,BMN,0.3,0.305,0.305,,,,,,,,
BioProspect Ltd,BPO,0.014,0.015,0.017,,,,,,,,
Biotron Ltd opt dec11,BITO,0.013,0.015,0.016,,,,,,,,
CEC Grp Ltd,CEG,0.074,0.084,0.085,,,,,,,,
Clean Teq Hldgs,CLQ,0.23,0.26,0.24,,,,,,,,
Comet Ridge Ltd,COI,0.17,0.18,0.19,,,,,,,,
Crane Grp Ltd,CRG,8.22,8.36,8.45,,,,,,,,
Downer EDI Ltd,DOW,4.04,4.1,5.98,,,,,,,,
Elders Ltd,ELD,0.425,0.815,0.955,,,,,,,,
Empire Res,ERL,0.043,0.05,0.045,,,,,,,,
Enviromission Ltd,EVM,0.03,0.033,0.037,,,,,,,,
Firestone Energy,FSE,0.016,0.017,0.018,,,,,,,,
GTI Res,GTR,0.043,0.06,0.05,,,,,,,,
Gulf Res,GLF,0.016,0.017,0.017,,,,,,,,
Hill End Gold,HEG,0.1,0.105,0.115,,,,,,,,
IDT Aust Ltd,IDT,0.55,0.63,0.64,,,,,,,,
iSOFT Group Ltd,ISF,0.225,0.245,0.465,,,,,,,,
Liberty Resource,LBY,0.046,0.05,0.06,,,,,,,,
Millepede Intl,MPD,0.002,0.004,0.005,,,,,,,,
Murchison Hldgs,MCH,0.38,0.45,0.45,,,,,,,,
NeuroDiscovery,NDL,0.029,0.03,0.035,,,,,,,,
NZ Oil & Gas ,NZO,1.04,1.05,1.07,,,,,,,,
Newera Uranium,NRU,0.017,0.018,0.022,,,,,,,,
Oldfields Hldgs,OLH,0.085,0.1,0.1,,,,,,,,
Pan Pacific Pet,PPP,0.175,0.19,0.195,,,,,,,,
Penrice Soda,PSH,0.36,0.4,0.38,,,,,,,,
Petratherm Ltd,PTR,0.15,0.155,0.165,,,,,,,,
Pilbara Min Ltd,PLS,0.1,0.105,-,,,,,,,,
Pro Medicus Ltd   ,PME,0.47,0.49,0.545,,,,,,,,
Proto Resource & opt dec11,PRWOB,0.004,0.005,0.005,,,,,,,,
Raisama Ltd,RAI,0.22,0.285,0.28,,,,,,,,
Red Metal Ltd,RDM,0.105,0.12,0.12,,,,,,,,
Redbank Copper,RCP,0.019,0.022,0.029,,,,,,,,
Regal Res opt nov11,REROB,0.005,0.008,0.006,,,,,,,,
Renaissance Min,RNS,0.205,0.23,-,,,,,,,,
Rivercity Motorway stp,RCY,0.023,0.025,0.045,,,,,,,,
Senetas Corp,SEN,0.034,0.035,0.037,,,,,,,,
Sth American Cor,SAY,0.035,0.046,0.04,,,,,,,,
Stirling Res,SRE,0.051,0.075,0.095,,,,,,,,
  opt jun12,SREOB,0.015,0.019,0.025,,,,,,,,
Strzelecki Metals,STZ,0.025,0.029,0.028,,,,,,,,
Triton Gold Ltd,TON,0.09,0.12,0.12,,,,,,,,
TWT Grp Ltd,TWT,0.069,0.075,0.07,,,,,,,,
United Orogen,UOG,0.023,0.027,0.03,,,,,,,,
Vector Res Ltd opt jun12,VECO,0.015,0.021,0.02,,,,,,,,
Viterra Inc cdi,VTA,8.23,8.44,8.39,,,,,,,,
