Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4286.3 at 16:36 25/5/2010  Report at 19:05 Tuesday 25/5/2010. Processed 19:12 Tuesday 25/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Bravura Solutions rts 31may,BVAR,0.006,0.001,-,,,,,,,,
ETFS Metals etfs gold,GOLD,142.66,141.5,124.52,,,,,,,,
Intrepid Mines,IAU,0.57,0.555,0.47,,,,,,,,
Orchid Capital opt feb12,ORCOA,0.012,0.01,0.008,,,,,,,,
Vital Metals Ltd,VML,0.14,0.105,0.125,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Aeris Environmental,AEI,0.061,0.062,0.075,,,,,,,,
Altium Ltd,ALU,0.2,0.23,0.235,,,,,,,,
Amadeus Energy,AMU,0.18,0.19,0.2,,,,,,,,
Arturus Capital,AKW,0.1,0.11,0.13,,,,,,,,
bioMD Ltd opt dec11,BODOA,0.006,0.01,0.015,,,,,,,,
Black Fire Min opt jun10,BFEO,0.001,0.002,0.01,,,,,,,,
Bowen Energy Ltd,BWN,0.052,0.071,0.074,,,,,,,,
Brisbane Broncos,BBL,0.3,0.33,0.34,,,,,,,,
Capral Ltd,CAA,0.15,0.155,0.205,,,,,,,,
Compass Hotel stp,CXH,0.012,0.017,0.017,,,,,,,,
Contl Coal Ltd,CCC,0.036,0.038,0.048,,,,,,,,
Dourado Res Ltd opt nov14,DUOO,0.035,0.041,0.042,,,,,,,,
East Coast Min,ECM,0.027,0.03,0.045,,,,,,,,
Empire Res,ERL,0.046,0.05,0.065,,,,,,,,
General Min Corp,GMM,0.1,0.11,0.14,,,,,,,,
Geodynamics Ltd,GDY,0.475,0.5,0.555,,,,,,,,
Gerard Lighting,GLG,0.83,0.84,-,,,,,,,,
Gowing Bros Ltd,GOW,2.33,2.35,2.36,,,,,,,,
Green Rock Energy,GRK,0.017,0.019,0.025,,,,,,,,
Gunns Ltd,GNS,0.26,0.32,0.48,,,,,,,,
  forests,GNSPA,53.4,53.5,54.7,,,,,,,,
Integrated Legal,IAW,0.091,0.1,0.1,,,,,,,,
Laconia Res Ltd,LCR,0.08,0.09,0.115,,,,,,,,
Malagasy Min,MGY,0.03,0.037,0.04,,,,,,,,
Mantle Min Corp,MNM,0.02,0.024,0.029,,,,,,,,
Metals Finance,MFC,0.072,0.085,0.09,,,,,,,,
Mintails Ltd,MLI,0.019,0.02,0.024,,,,,,,,
Northern Uranium opt sep12,NTUOA,0.025,0.027,0.03,,,,,,,,
Octanex NL,OXX,0.25,0.265,0.37,,,,,,,,
Oncard Intl,ONC,0.095,0.1,0.1,,,,,,,,
ORH Ltd,ORH,0.026,0.027,0.03,,,,,,,,
Platinum Aust,PLA,0.73,0.75,0.93,,,,,,,,
Razor Risk Tech,RZR,0.02,0.027,0.025,,,,,,,,
Republic Gold Ltd,RAU,0.017,0.02,0.019,,,,,,,,
Rubik Financial,RFL,0.06,0.064,0.067,,,,,,,,
Seven Grp Hldgs pref,SVWPA,79.01,80,86.1,,,,,,,,
Telecom Corp,TEL,1.52,1.56,1.635,,,,,,,,
Torrens Energy,TEY,0.095,0.1,0.2,,,,,,,,
Tutt Bryant Grp,TBG,0.495,0.5,0.635,,,,,,,,
Victorian Gold Mines opt mar14,VGMO,0.025,0.04,0.028,,,,,,,,
WCP Res Ltd opt jun10,WCPO,0.01,0.02,0.03,,,,,,,,
WDS Ltd,WDS,0.37,0.385,0.58,,,,,,,,
Westralian Gas & Pwr,WGP,0.014,0.015,0.022,,,,,,,,
Yellow Rock,YRR,0.021,0.022,0.029,,,,,,,,
