Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4819.6 at 16:36 8/3/2010  Report at 19:05 Monday 8/3/2010. Processed 19:07 Monday 8/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Acclaim Explore,AEX,0.029,0.024,0.026,,,,,,,,
Adtrans Grp,ADG,3.7,3.55,3.6,,,,,,,,
Ambertech Ltd,AMO,0.63,0.6,0.57,,,,,,,,
Ansell Ltd,ANN,12.25,11.79,11.87,,,,,,,,
ARC Explore Ltd,ARX,0.065,0.06,0.056,,,,,,,,
  opt jan11,ARXOA,0.026,0.024,0.025,,,,,,,,
Arrow Energy,AOE,5.15,3.49,3.98,,,,,,,,
Athena Res,AHN,0.11,0.095,0.07,,,,,,,,
Aussie Q Res,AQR,0.59,0.54,0.47,,,,,,,,
AWH Corp Ltd,AWL,0.011,0.008,0.009,,,,,,,,
Axiom Min Ltd cdi,AVQ,0.045,0.037,0.034,,,,,,,,
Brockman Res,BRM,3.95,3.55,3.29,,,,,,,,
Carbine Res,CRB,0.24,0.21,0.17,,,,,,,,
  opt jul11,CRBO,0.088,0.08,-,,,,,,,,
Centrebet Internat,CIL,1.63,1.51,1.53,,,,,,,,
Challenger Div Pro stp,CDI,0.55,0.545,0.51,,,,,,,,
Cougar Energy,CXY,0.145,0.14,0.125,,,,,,,,
CSL Ltd,CSL,36.03,35.86,35.15,,,,,,,,
Desane Grp Hldings,DGH,0.555,0.525,0.55,,,,,,,,
Discovery Metals,DML,0.845,0.78,0.73,,,,,,,,
Domino Pizza Enterpr,DMP,5.58,5.55,5.35,,,,,,,,
ETFS Metals etfs pd,ETPMPD,52.56,46.41,46.9,,,,,,,,
FerrAus Ltd,FRS,1.065,1,0.81,,,,,,,,
Flight Centre,FLT,20.17,19.99,20,,,,,,,,
Geopacific Res,GPR,0.145,0.14,0.076,,,,,,,,
Giralia Res NL,GIR,1.92,1.88,1.74,,,,,,,,
Gladiator Res,GLA,0.365,0.315,0.245,,,,,,,,
GUD Hldgs,GUD,10.62,10.29,9.97,,,,,,,,
Hills Ind Ltd,HIL,2.85,2.84,2.6,,,,,,,,
Hunnu Coal Ltd,HUN,0.49,0.46,0.47,,,,,,,,
Invocare Ltd,IVC,6.5,6.37,6.11,,,,,,,,
IPGA Ltd,IPP,0.19,0.189,0.156,,,,,,,,
iShares Russell 2000  1:1,IRU,72.9,72.29,70.76,,,,,,,,
Jupiter Mines,JMS,0.32,0.295,0.23,,,,,,,,
K2 Energy Ltd,KTE,0.125,0.039,0.056,,,,,,,,
Little World Bev,LWB,2.65,2.6,2.35,,,,,,,,
Logicamms Ltd,LCM,1.075,1.05,1.07,,,,,,,,
Lycopodium Ltd,LYL,3.58,3.47,3.18,,,,,,,,
Macmahon Hldgs,MAH,0.77,0.755,0.715,,,,,,,,
MAP Grp forus,MAP,3.38,3.37,3.17,,,,,,,,
Navitas Ltd,NVT,5.27,5.12,5.1,,,,,,,,
New Standard Energy,NSE,0.195,0.18,0.15,,,,,,,,
News Corp b voting,NWS,18.49,18.11,18.36,,,,,,,,
  a nonvote,NWSLV,15.78,15.35,15.71,,,,,,,,
OceanaGold Corp cdi,OGC,2.67,2.59,2.46,,,,,,,,
OneSteel Ltd,OST,3.73,3.67,3.5,,,,,,,,
Otto Energy Ltd,OEL,0.12,0.115,0.115,,,,,,,,
Pienets Ltd,PIE,0.032,0.014,0.012,,,,,,,,
RP Data Ltd,RPX,1.11,1.08,0.99,,,,,,,,
Salmat Ltd,SLM,4.46,4.4,4.34,,,,,,,,
Scott Corp,SCC,0.335,0.31,0.32,,,,,,,,
Seven Network   ,SEV,8.04,7.84,7.47,,,,,,,,
Silver Chef Ltd,SIV,2.4,2.35,2.06,,,,,,,,
Stirling Res opt jun12,SREOB,0.026,0.025,0.021,,,,,,,,
Tel Pacific Ltd,TPC,0.15,0.13,0.13,,,,,,,,
Vietnam Industrial,VII,0.4,0.34,0.32,,,,,,,,
Western Plains Res,WPG,0.78,0.72,0.685,,,,,,,,
Westralian Gas & Pwr,WGP,0.041,0.036,0.037,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Bathurst Res opt dec10,BTUO,0.007,0.01,0.01,,,,,,,,
Buderim Ginger,BUG,0.29,0.3,0.31,,,,,,,,
Capital Min,CMY,0.036,0.039,0.038,,,,,,,,
Carpentaria Exp opt jun10,CAPO,0.002,0.01,0.003,,,,,,,,
Cbio Ltd,CBZ,0.35,0.36,0.36,,,,,,,,
Enterprise Metals opt jun12,ENTO,0.065,0.12,0.12,,,,,,,,
Gascoyne Res Ltd,GCY,0.095,0.1,0.105,,,,,,,,
Gateway Min,GML,0.045,0.05,0.05,,,,,,,,
India Equities Fund opt aug10,INEO,0.051,0.067,0.07,,,,,,,,
Kimberley Metals,KBL,0.16,0.17,0.165,,,,,,,,
Laserbond Ltd,LBL,0.061,0.062,0.071,,,,,,,,
Medic Vision Ltd,MVH,0.018,0.019,0.02,,,,,,,,
Mindax Ltd opt dec11,MDXO,0.04,0.05,0.05,,,,,,,,
Northern Uranium opt sep12,NTUOA,0.031,0.035,0.041,,,,,,,,
  rts24mard,NTURA,0.024,0.026,-,,,,,,,,
Xiaoxiao Education,XXL,0.2,0.245,0.245,,,,,,,,
