Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4600.7 at 16:40 10/9/2010  Report at 19:05 Friday 10/9/2010. Processed 20:50 Friday 10/9/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Accent Res NL,ACS,0.26,0.245,0.25,,,,,,,,
Agenix Ltd,AGX,0.035,0.017,0.017,,,,,,,,
AGL Energy Ltd,AGK,15.7,15.48,15.6,,,,,,,,
Ampella Min,AMX,2.48,2.15,1.95,,,,,,,,
ARB Corp,ARP,7.2,6.85,6.85,,,,,,,,
Athena Res,AHN,0.13,0.11,0.11,,,,,,,,
Austin Engineer,ANG,3.98,3.85,3.69,,,,,,,,
Auzex Res,AZX,0.295,0.195,0.25,,,,,,,,
  opt feb12,AZXOA,0.13,0.035,-,,,,,,,,
Bathurst Res,BTU,0.33,0.31,0.27,,,,,,,,
  opt dec10,BTUO,0.08,0.069,0.05,,,,,,,,
Blackmores Ltd,BKL,26.3,25.39,24.92,,,,,,,,
Burey Gold Ltd,BYR,0.12,0.079,0.084,,,,,,,,
  opt jun11,BYRO,0.063,0.032,0.031,,,,,,,,
Canyon Res Ltd,CAY,0.415,0.36,0.31,,,,,,,,
Clancy Explore opt jul13,CLYO,0.028,0.025,0.025,,,,,,,,
CUE Energy Resource,CUE,0.35,0.31,0.31,,,,,,,,
Decmil Grp Ltd,DCG,2.16,1.79,1.78,,,,,,,,
Eagle Nickel Ltd,ENL,0.08,0.06,0.06,,,,,,,,
Equatorial Res,EQX,0.66,0.475,0.5,,,,,,,,
Ideas Intl,IDE,0.62,0.565,0.57,,,,,,,,
Infratil Ltd,IFZ,1.36,1.28,1.28,,,,,,,,
Jacka Res Ltd,JKA,0.23,0.195,0.195,,,,,,,,
Kingsgate Cons,KCN,11.5,10.59,10.22,,,,,,,,
Lonrho Min Ltd opt nov10,LOMOA,0.029,0.027,0.023,,,,,,,,
Macq Atlas Roads stp,MQA,1.445,1.385,1.335,,,,,,,,
McMillan Shakespeare,MMS,6.97,6.35,6.45,,,,,,,,
Medic Vision Ltd,MVH,0.075,0.07,0.064,,,,,,,,
Mesoblast Ltd,MSB,2.48,1.98,1.99,,,,,,,,
Metminco Ltd,MNC,0.27,0.225,0.25,,,,,,,,
Mt Isa Metals,MET,0.26,0.24,0.24,,,,,,,,
Multiplex Prime Ppty ctg,MAFCB,1.3,1.01,0.98,,,,,,,,
Noble Min Res opt jul13,NMGOA,0.105,0.089,0.08,,,,,,,,
Orion Metals Ltd opt feb11,ORMO,0.045,0.01,0.01,,,,,,,,
Orotongrp Ltd,ORL,7.91,7.3,7.15,,,,,,,,
OZ Minerals,OZL,1.425,1.385,1.275,,,,,,,,
Pac Ore Ltd,PSF,0.09,0.077,0.081,,,,,,,,
Platina Res opt feb11,PGMO,0.08,0.053,0.07,,,,,,,,
Prime Infr Grp stp,PIH,4.6,4.5,4.43,,,,,,,,
Ramsay Health Care,RHC,15.61,15.19,14.86,,,,,,,,
Reckon Ltd,RKN,2.31,2.28,2.29,,,,,,,,
Regis Res,RRL,1.52,1.325,1.25,,,,,,,,
  opt jan14,RRLO,1.02,0.86,0.895,,,,,,,,
Resource And Invest,RNI,0.76,0.7,0.75,,,,,,,,
Riviera Res opt dec14,RVEO,0.115,0.075,0.08,,,,,,,,
Ross Human Direction,RHD,0.675,0.64,0.64,,,,,,,,
Seymour Whyte Ltd,SWL,1.38,1.35,1.25,,,,,,,,
Trafalgar Corp stp,TGP,1.09,1.035,1.025,,,,,,,,
Venus Metals Cor,VMC,1.1,1,1,,,,,,,,
Wallace Absolute,WAB,0.08,0.073,0.076,,,,,,,,
Wesfarmers Ltd,WES,34.18,33.75,32.28,,,,,,,,
  part prot,WESN,34.46,34.01,32.55,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
3Q Hldgs Ltd,TQH,0.07,0.08,0.08,,,,,,,,
Adavale Resource,ADD,0.02,0.023,0.023,,,,,,,,
AJ Lucas Grp,AJL,1.75,1.82,1.88,,,,,,,,
Asia Liver Trans,AJJ,0.04,0.055,0.055,,,,,,,,
Avita Medical Ltd,AVH,0.099,0.105,0.11,,,,,,,,
Becton Prop Grp 9.5% cn12,BECG,0.195,0.29,0.332,,,,,,,,
Blackham Res,BLK,0.17,0.18,0.21,,,,,,,,
Cervantes Corp,CVS,0.014,0.016,0.021,,,,,,,,
Charter Hall Retail def,CQRDA,2.68,2.97,-,,,,,,,,
Folkestone Ltd,FLK,0.1,0.11,0.11,,,,,,,,
Fox Res opt mar11,FXROA,0.001,0.01,0.01,,,,,,,,
Legacy Iron Ore opt dec12,LCYOB,0.03,0.031,0.031,,,,,,,,
Neptune Marine opt dec10,NMSO,0.04,0.055,0.05,,,,,,,,
Neuren Pharmaceut,NEU,0.016,0.018,0.018,,,,,,,,
Norton Gold Fields opt oct10,NGFO,0.01,0.013,0.013,,,,,,,,
Nufarm Finance (Nz) exc.nov11,NFNG,50,53,56.01,,,,,,,,
Po Valley Energy,PVE,0.23,0.245,0.245,,,,,,,,
Sth Crs Elect Engnr,SXE,0.98,1,1.05,,,,,,,,
Strathfield Grp,SRA,0.004,0.005,0.006,,,,,,,,
Van Eyk Three Pillar def,VTPDA,0.84,0.88,-,,,,,,,,
Westralian Gas & Pwr,WGP,0.011,0.012,0.012,,,,,,,,
Wild Acre Metals,WAC,0.15,0.18,0.16,,,,,,,,
