Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4930.5 at 16:37 7/1/2010  Report at 19:05 Thursday 7/1/2010. Processed 19:51 Thursday 7/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Alumina Ltd,AWC,2.01,1.85,1.85,,,,,,,,
APA Grp stpld,APA,3.68,3.59,3.59,,,,,,,,
Aquarius Platinum,AQP,7.93,7.45,7.45,,,,,,,,
Astivita Renewables,AIR,1.15,1.1,1.1,,,,,,,,
Atlas Iron Ltd,AGO,2.27,1.89,1.945,,,,,,,,
Augur Res Ltd,AUK,0.17,0.12,0.12,,,,,,,,
Aurox Res 7%cnjun10,AXOG,0.86,0.805,0.82,,,,,,,,
Aussie Q Res,AQR,0.26,0.085,0.09,,,,,,,,
AXA Asia Pacific,AXA,6.72,6.58,6.58,,,,,,,,
Beach Energy Ltd,BPT,1.04,0.925,0.925,,,,,,,,
BHP Billiton Ltd,BHP,44.14,43.32,43.32,,,,,,,,
Boart Longyear,BLY,0.41,0.365,0.365,,,,,,,,
Brockman Res,BRM,2.79,2.5,2.5,,,,,,,,
Campbell Brothers,CPB,31.83,30.09,30.09,,,,,,,,
Cape Lambert Res,CFE,0.59,0.53,0.565,,,,,,,,
Carbine Res,CRB,0.14,0.092,0.13,,,,,,,,
CBH Res Ltd 7.25%cn12,CBHGA,585,570,570,,,,,,,,
Cedar Woods Prop,CWP,2.85,2.65,2.65,,,,,,,,
Centennial Coal,CEY,4.16,4.11,4.11,,,,,,,,
Challenger FSG Ltd,CGF,4.5,4.27,4.38,,,,,,,,
Challenger Kenedix ord unt,CKT,1.01,0.99,1.005,,,,,,,,
Chameleon Min NL,CHM,0.035,0.026,0.026,,,,,,,,
Clover Corp,CLV,0.285,0.245,0.26,,,,,,,,
Codan Ltd,CDA,1.11,1.025,1.03,,,,,,,,
Colonial Res,CLN,0.28,0.24,0.26,,,,,,,,
C'wlth Bank  of Aust ,CBA,56.47,54.95,55.14,,,,,,,,
Cooper Energy Ltd,COE,0.55,0.52,0.52,,,,,,,,
Dioro Explore NL,DIO,1.295,1.25,1.25,,,,,,,,
Djerriwarrh Invest,DJW,4.85,4.65,4.65,,,,,,,,
DMC Min Ltd,DMM,0.365,0.285,0.31,,,,,,,,
Dragon Min Ltd,DRA,0.12,0.099,0.115,,,,,,,,
E-Com Multi Ltd,ECE,0.012,0.01,0.01,,,,,,,,
Entek Energy Ltd,ETE,0.28,0.24,0.25,,,,,,,,
Equinox Min Ltd cdi,EQN,4.66,4.45,4.48,,,,,,,,
Focus Min Ltd,FML,0.077,0.065,0.066,,,,,,,,
Fortescue Metals Grp,FMG,5.57,4.48,4.48,,,,,,,,
Generator Income gennote2,GINHA,56,53,53,,,,,,,,
Giralia Res NL,GIR,1.635,1.46,1.475,,,,,,,,
Gladiator Res,GLA,0.1,0.06,0.065,,,,,,,,
Global Iron Ltd,GFE,0.265,0.205,0.22,,,,,,,,
Global Min,GMI,1.27,1.22,1.22,,,,,,,,
Gloucester Coal,GCL,10.1,9.18,9.18,,,,,,,,
Hampton Hill Min,HHM,0.35,0.32,0.32,,,,,,,,
Hillgrove Res Ltd,HGO,0.485,0.44,0.44,,,,,,,,
IAG Finance (Nz) exch.note,IANG,99.5,98.25,98.5,,,,,,,,
IMX Res Ltd,IXR,0.495,0.425,0.425,,,,,,,,
Incitec Pivot,IPL,3.8,3.57,3.57,,,,,,,,
Indophil Res,IRN,1.25,1.235,1.235,,,,,,,,
K2 Asset Mgmt,KAM,0.87,0.79,0.82,,,,,,,,
Kresta Hldgs,KRS,0.235,0.22,0.22,,,,,,,,
L&M Pet fpo nz,LMP,0.155,0.14,0.14,,,,,,,,
Leighton Hldgs,LEI,40.24,38.47,38.47,,,,,,,,
Lonrho Min Ltd opt nov10,LOMOA,0.008,0.005,0.006,,,,,,,,
Macarthur Coal,MCC,12.41,11.25,11.25,,,,,,,,
Magellan Pet cdi,MGN,1.85,1.5,1.52,,,,,,,,
Magnetic Res,MAU,0.32,0.2,0.2,,,,,,,,
Manhattan Corp,MHC,1.6,1.27,1.38,,,,,,,,
Matsa Res,MAT,0.395,0.35,0.35,,,,,,,,
Mesoblast Ltd,MSB,1.66,1.4,1.49,,,,,,,,
Milton Corp,MLT,18.63,18.29,18.29,,,,,,,,
Mineral Res,MIN,7.6,7.05,7.1,,,,,,,,
Monadelphous Grp,MND,15.02,14.49,14.49,,,,,,,,
Monax Min Ltd opt nov11,MOXO,0.04,0.03,0.03,,,,,,,,
Mount Gibson Iron,MGX,1.87,1.66,1.74,,,,,,,,
Northern Energy,NEC,1.46,1.31,1.315,,,,,,,,
OneSteel Ltd,OST,3.58,3.35,3.35,,,,,,,,
Origin Energy,ORG,17.61,16.84,16.84,,,,,,,,
Pac Enviromin,PEV,0.04,0.027,0.028,,,,,,,,
PanAust Ltd,PNA,0.65,0.57,0.6,,,,,,,,
Pelican Res,PEL,0.15,0.022,0.032,,,,,,,,
Perilya Ltd,PEM,0.715,0.7,0.7,,,,,,,,
Perseus Min Ltd,PRU,2.09,1.8,1.8,,,,,,,,
Polaris Metals NL,POL,0.855,0.8,0.82,,,,,,,,
Powerlan Ltd,PWR,0.12,0.095,0.095,,,,,,,,
RCG Corp Ltd,RCG,0.64,0.55,0.55,,,,,,,,
Regis Reources,RRL,0.74,0.685,0.685,,,,,,,,
  opt jan14,RRLO,0.42,0.35,0.35,,,,,,,,
Rio Tinto Ltd,RIO,79.57,74.95,74.95,,,,,,,,
Rivercity Motorway stpld,RCY,0.3,0.25,0.25,,,,,,,,
RTL Corp Ltd,RTL,0.024,0.019,0.019,,,,,,,,
Saunders Intl Ltd,SND,0.395,0.39,0.39,,,,,,,,
SMS Management,SMX,6.25,5.84,5.95,,,,,,,,
Specialty Fashion,SFH,1.65,1.35,1.55,,,,,,,,
Stonehenge Metals,SHE,0.175,0.038,0.038,,,,,,,,
  opt dec12,SHEOA,0.06,-,-,,,,,,,,
Ten Network Hldgs,TEN,1.68,1.665,1.665,,,,,,,,
Tox Free Solutions,TOX,2.8,2.56,2.75,,,,,,,,
Trust Co Ltd,TRU,6.7,6.48,6.55,,,,,,,,
United Min,UMC,1.29,1.28,1.28,,,,,,,,
Village Roadshow,VRL,2.02,1.88,1.88,,,,,,,,
