Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4572.1 at 16:35 16/6/2010  Report at 19:05 Wednesday 16/6/2010. Processed 19:07 Wednesday 16/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
ADX Energy Ltd opt mar11,ADXO,0.08,0.075,-,,,,,,,,
Aurox Res 7%cnjun10,AXOG,0.977,0.975,0.965,,,,,,,,
Buru Energy,BRU,0.38,0.285,0.345,,,,,,,,
Coalspur Mines,CPL,0.99,0.815,0.87,,,,,,,,
  opt jun11,CPLO,0.87,0.7,0.74,,,,,,,,
Cochlear Ltd,COH,79.11,76.5,77.66,,,,,,,,
GPT Grp stp,GPT,2.96,2.89,2.84,,,,,,,,
ING Real Est Hlth unt,IHF,0.845,0.78,0.795,,,,,,,,
IRESS Market Tech,IRE,9.38,8.92,9,,,,,,,,
Jindalee Res,JRL,1.44,1.41,1.325,,,,,,,,
Lihir Gold Ltd,LGL,4.27,4.22,4.18,,,,,,,,
McMillan Shakespeare,MMS,4.8,4.63,4.62,,,,,,,,
OceanaGold Corp cdi,OGC,3.76,3.58,3.72,,,,,,,,
Ramsay Health Care,RHC,15.09,14.79,14.67,,,,,,,,
Riversdale Min,RIV,10.78,10.39,9.56,,,,,,,,
Sihayo Gold Ltd,SIH,0.125,0.115,0.099,,,,,,,,
Taps Tr taps,TTXPA,101.2,101,100.9,,,,,,,,
White Energy Co,WEC,3.77,3.7,3.48,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Aacl Hldgs Ltd,AAY,0.15,0.21,0.2,,,,,,,,
Advance Energy,AVD,0.01,0.013,0.025,,,,,,,,
Argosy Min cdi,AGY,0.018,0.02,0.03,,,,,,,,
Aurium Res,AGU,0.018,0.019,0.02,,,,,,,,
Aust Leaders opt nov10,ALFO,0.003,0.01,0.007,,,,,,,,
Aust Min Min,AKA,0.14,0.15,0.15,,,,,,,,
Aust Oriental,AOM,0.002,0.003,0.003,,,,,,,,
Barra Res,BAR,0.055,0.058,0.065,,,,,,,,
Black Range Min opt feb11,BLRO,0.007,0.01,0.012,,,,,,,,
Blina Diamonds NL,BDI,0.009,0.01,0.01,,,,,,,,
Bondi Min Ltd,BOM,0.059,0.06,0.06,,,,,,,,
Calliden Grp,CIX,0.21,0.225,0.23,,,,,,,,
Coote Industrial,CXG,0.16,0.18,0.205,,,,,,,,
Downer EDI Ltd,DOW,4.21,4.44,5.98,,,,,,,,
East Coast Min,ECM,0.023,0.027,0.026,,,,,,,,
Eldore Min opt dec12,EDMOA,0.004,0.005,0.005,,,,,,,,
Energy Metals Ltd,EME,0.43,0.44,0.485,,,,,,,,
Enerji Ltd,ERJ,0.033,0.035,0.036,,,,,,,,
EVZ Ltd,EVZ,0.068,0.085,0.085,,,,,,,,
Gascoyne Res Ltd,GCY,0.092,0.096,0.093,,,,,,,,
Giaconda Ltd,GIA,0.029,0.03,0.03,,,,,,,,
Global Nickel Invest ctg,GNICA,0.008,0.01,-,,,,,,,,
Goldminex Res,GMX,0.19,0.195,0.215,,,,,,,,
Green Rock Energy,GRK,0.015,0.018,0.016,,,,,,,,
GSF Corp Ltd,GSF,0.001,0.002,0.002,,,,,,,,
Helix Res opt may11,HLXOA,0.013,0.02,0.018,,,,,,,,
Humanis Grp Ltd,HUM,0.012,0.014,0.015,,,,,,,,
Innamincka Pet,INP,0.067,0.071,0.07,,,,,,,,
Intermoco Ltd,INT,0.007,0.008,0.008,,,,,,,,
LBT Innovations,LBT,0.06,0.07,0.077,,,,,,,,
Lincoln Min opt jun10,LMLO,0.001,0.004,0.005,,,,,,,,
Lion Energy Ltd,LIO,0.028,0.037,0.04,,,,,,,,
Manas Res Ltd,MSR,0.065,0.078,0.076,,,,,,,,
Mariner Corp Ltd,MCX,0.002,0.003,0.004,,,,,,,,
Maximus Res,MXR,0.015,0.016,0.016,,,,,,,,
Medic Vision Ltd,MVH,0.011,0.02,0.019,,,,,,,,
  opt jan12,MVHOA,0.001,0.003,0.003,,,,,,,,
Orbital Corp Ltd,OEC,0.028,0.031,0.03,,,,,,,,
Pac Energy,PEA,0.2,0.25,0.27,,,,,,,,
Pepinnini Min,PNN,0.14,0.165,0.17,,,,,,,,
Rivercity Motorway stp,RCY,0.03,0.034,0.045,,,,,,,,
Rum Jungle Uranium,RUM,0.042,0.05,0.05,,,,,,,,
Siburan Res Ltd,SBU,0.19,0.2,0.2,,,,,,,,
Skilled Grp Ltd,SKE,1.04,1.09,1.19,,,,,,,,
Terrain Min,TMX,0.025,0.03,0.028,,,,,,,,
Toro Energy Ltd,TOE,0.078,0.081,0.08,,,,,,,,
Wasabi Energy Ltd,WAS,0.011,0.012,0.015,,,,,,,,
