ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4674.7 at 2010-09-22T16:39:28. Report at Wednesday, September 22, 2010. Processed Wednesday at 2010-09-22T23:00:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Aeris Environmental,AEI,.39,.26,.14,,
AMMTEC,AEC,4.00,4.000,3.727,,
ANZ Banking Grp pref,ANZPB,103.58,102.90,102.49,,
Asian Masters Fund,AUF,1.07,1.06,1.05,,
Aurora Oil & Gas,AUT,1.375,1.295,1.17,,
Ausgold,AUC,.39,.325,.36,,
Aust Agriculture,AAC,1.70,1.685,1.69,,
Avanco Res,AVB,.082,.03,.024,,
  opt apr12,AVBOB,.06,.016,.014,,
Azimuth Res Ltd,AZH,.145,.125,.081,,
Burey Gold opt jun11,BYRO,.076,.075,.031,,
Campbell Brothers,CPB,33.85,32.50,32.35,,
Catalpa Res,CAH,2.17,2.08,1.635,,
  opt oct11,CAHOB,1.06,1.00,.63,,
Centennial Coal,CEY,6.18,6.11,6.07,,
Chesser Res,CHZ,.61,.51,.44,,
Clancy Explore opt jul13,CLYO,.03,.028,.025,,
Clover Corp,CLV,.345,.305,.29,,
Coal FE Resources,CES,.08,.07,.076,,
C'wlth Bank  of Aust perls v,CBAPA,212.00,211.79,209.10,,
  perls iv,CBAPB,197.29,196.50,196.49,,
Continental Coal opt feb13,CCCO,.043,.038,.04,,
Crusader Res,CAS,.66,.50,.53,,
CUE Energy Resources,CUE,.38,.375,.31,,
Discovery Metals,DML,1.17,1.05,.98,,
Domino's Pizza,DMP,5.80,5.50,5.565,,
Equatorial Coal,EQX,.92,.83,.50,,
Generator Income gennote2,GINHA,83.05,83.00,81.00,,
Giralia Res,GIR,2.78,2.71,2.52,,
Headline Grp,HLD,.46,.395,.41,,
Healthscope,HSP,6.24,6.23,6.20,,
Indago Res opt oct14,IDGOA,.19,.165,.16,,
ING Real Est Hlth unt,IHF,.86,.82,.83,,
Ivanhoe Aust opt sep11,IVAO,.325,.31,-,,
Legend Corp,LGD,.26,.25,.23,,
Lycopodium,LYL,4.60,4.24,3.80,,
Macq Atlas Roads stp,MQA,1.585,1.475,1.335,,
Macq Harbour opt aug12,MHMO,.285,.18,.12,,
Mako Energy Ltd,MKE,.25,.245,.22,,
Matrix C & E,MCE,4.85,4.70,4.60,,
Medical Develop,MVP,.28,.26,.235,,
Mt Isa Metals,MET,.28,.275,.218,,
My Net Fone,MNF,.145,.14,.14,,
Nanosonics,NAN,.875,.66,.675,,
Noble Min Res opt jul13,NMGOA,.16,.13,.08,,
Papillon Res Ltd,PIR,.43,.35,.29,,
  opt dec10,PIRO,.20,.13,.075,,
  opt dec12,PIROA,.23,.17,.135,,
PrimeAg Aust,PAG,1.335,1.315,1.30,,
Provet Hldgs,PVT,1.75,1.74,1.45,,
Renaissance Min,RNS,.30,.28,.215,,
Resource & Invest,RNI,.895,.83,.75,,
Resource Equip,RQL,.455,.44,.39,,
Rex Minerals,RXM,2.68,2.58,2.50,,
Ridley Corp,RIC,1.37,1.32,1.25,,
Sandfire Res,SFR,7.54,6.33,5.94,,
Saracen Min,SAR,.60,.58,.485,,
Saunders Intl,SND,.52,.49,.51,,
Seymour Whyte Ltd,SWL,1.42,1.41,1.25,,
Sth American Iron,SAY,.08,.061,.04,,
Super Cheap Auto,SUL,6.30,6.29,5.88,,
Tasman Goldfields,TGX,.11,.087,.098,,
Truscott Min Corp,TRM,.46,.17,.098,,
Vocus Comms Ltd,VOC,.79,.72,.70,,
Western Areas,WSA,6.15,6.02,5.28,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Adamus Res rts07octd,ADURA,.10,-,-,,
Adv Braking Tech,ABV,.015,.016,.016,,
Aurora Funds Ltd,AFV,1.50,1.60,1.56,,
Aust Min Min,AKA,.10,.14,.13,,
Eyecare Partners,EPL,.055,.06,.057,,
Folkestone,FLK,.098,.10,.11,,
Golden Gate Pet opt aug12,GGPO,.007,.008,.01,,
Icon Energy,ICN,.165,.17,.18,,
KarmelSonix,KSX,.012,.013,.016,,
Mining Projects def,MPJDA,.048,.05,-,,
Mobilarm,MBO,.125,-,-,,
Oklo Uranium,OKU,.03,.034,.034,,
Phylogica,PYC,.045,.051,.056,,
Probiotec,PBP,.97,1.06,1.22,,
Real Estate Cap unt,RCU,.086,.10,.10,,
Rock Bldg Society perm. ord,ROK,2.35,2.43,2.50,,
Telstra Corp,TLS,2.66,2.75,2.74,,
Viridis Clean unt,VIR,.018,.025,.052,,
Westralian Gas & Pwr,WGP,.01,.011,.012,,
White Canyon Uranium,WCU,.063,.068,.074,,
Xiaoxiao Education,XXL,.072,.10,.10,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
