ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5359.4 at 2015-01-08T16:38:06. Report at Thursday, January 8, 2015. Processed Friday at 2015-01-09T01:00:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Abacus Prop stp,ABP,3.17,3.10,3.10,,
Air New Zealand,AIZ,2.53,2.52,2.52,,
Altium,ALU,3.37,3.28,3.35,,
Alumina,AWC,1.88,1.835,1.845,,
Appen,APX,.625,-,-,,
Asian Masters Fund,AUF,1.23,1.20,1.20,,
Austal,ASB,1.59,1.515,1.505,,
BetaShares US Dollar etf unt,USD,12.25,12.13,12.15,,
BWP Trust unt,BWP,2.90,2.85,2.87,,
Central West Gold,CWG,.225,.18,.185,,
Cochlear,COH,79.63,79.46,79.46,,
Havilah Res opt jun17,HAVO,.04,.02,.025,,
Integrated Research,IRI,1.30,.96,.98,,
IPH,IPH,3.75,3.55,3.51,,
iShares S&P 500 cdi,IVV,260.10,260.06,260.06,,
Lindsay Aust,LAU,.50,.42,.42,,
Lovisa Hldgs,LOV,2.54,2.34,2.43,,
Medical Develop,MVP,1.52,1.35,1.35,,
Migme,MIG,1.00,.85,.85,,
Neuren Pharma,NEU,.175,.14,.125,,
Spark New Zealand,SPK,3.06,3.03,3.03,,
SPDR DJ Global Reit,DJRE,20.11,19.80,20.00,,
Tower,TWR,2.14,2.09,2.10,,
Westfield Corp stp,WFD,9.80,9.41,9.41,,
Wilson HTM Inv,WIG,.85,.78,.78,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Azure Minerals,AZS,.017,.022,.02,,
Buru Energy,BRU,.36,.41,.375,,
Carpentaria Expl,CAP,.032,.049,.034,,
Castillo Copper,CCZ,.001,.002,.002,,
Circadian Tech opt nov18,CIRO,.03,.04,.04,,
Cott Oil & Gas,CMT,.048,.085,.08,,
Energy Metals,EME,.11,.12,.12,,
Exalt Res,ERD,.012,.02,.02,,
Gippsland,GIP,.001,.002,.002,,
HGL,HNG,.29,.30,.30,,
Indoor Skydive Aust,IDZ,.46,.47,.465,,
iShares Global 100 etf unt,IHOO,93.32,96.05,95.30,,
Kathmandu Hldgs,KMD,1.85,1.98,1.95,,
Krakatoa Res opt jun15,KTAO,.01,.015,.015,,
Managed Accts Hldgs,MGP,.165,.18,.18,,
Matrix C & E,MCE,.65,.67,.67,,
Metcash,MTS,1.56,1.81,1.68,,
Meteoric Res,MEI,.016,.021,.02,,
Mintails,MLI,.015,.04,.04,,
Musgrave Min,MGV,.035,.036,.036,,
Po Valley Energy,PVE,.063,.10,.10,,
Red Mountain Mining,RMX,.003,.004,.004,,
Sovereign Gold,SOC,.004,.005,.007,,
Stellar Res,SRZ,.024,.028,.028,,
Strandline Res,STA,.007,.01,.008,,
Yancoal Aust,YAL,.095,.14,.10,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
