ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5429.1 at 2014-03-13T16:39:35. Report at Thursday, March 13, 2014. Processed Friday at 2014-03-14T01:00:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Ardent Leisure Grp stp,AAD,2.56,2.45,2.34,,
Auckland Airport,AIA,3.80,3.69,3.52,,
Azure Healthcare,AZV,.34,.31,.32,,
Bendigo & Adelaide Bk pref,BENPB,99.01,99.00,99.00,,
Boral,BLD,5.965,5.92,5.66,,
BT Invest Mgt,BTT,7.02,6.58,6.48,,
Carnarvon Pet,CVN,.084,.079,.07,,
  opt dec15,CVNO,.04,.037,.034,,
CFS Retail Prop def,CFXDA,2.005,-,-,,
CSR,CSR,3.45,3.38,3.295,,
Emerchants,EML,.795,.78,.75,,
Global Res Corp,GRM,.085,.084,.07,,
Hotel Property Inv stp,HPI,2.17,2.11,2.05,,
Lamboo Res,LMB,.65,.56,.415,,
Latin Gold,LAT,.059,.049,.044,,
Magellan Fin Grp,MFG,13.96,13.93,13.82,,
NetComm Wireless,NTC,.49,.42,.385,,
Nine Entertainment,NEC,2.39,2.37,2.30,,
OBJ,OBJ,.056,.049,.043,,
  opt dec14,OBJOA,.045,.039,.031,,
OTOC,OTC,.15,.13,.135,,
OzForex Grp,OFX,3.49,3.42,3.29,,
Rural Funds Grp unt,RFF,.89,.875,.86,,
Shine,SHJ,2.20,1.94,1.96,,
Sky Network TV,SKT,6.07,5.98,5.80,,
Syrah Res,SYR,3.65,3.50,2.89,,
Tandou,TAN,.54,.49,.50,,
Tasmania Mines,TMM,1.66,1.65,1.55,,
Transurban Grp stp,TCL,7.315,7.27,7.12,,
Valence Industries,VXL,.345,.33,.335,,
  opt jul16,VXLO,.14,.125,.125,,
Westpac Banking cps,WBCPC,104.505,104.10,104.10,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Aleator Energy,AWD,.001,.006,.006,,
Antares Energy 10% cn23,AZZG,1.98,2.01,2.00,,
Aquaint Capital,AQU,.41,.50,.52,,
AGB Jan18,GSBA18,109.08,-,-,,
AGB Jul17,GSBM17,104.35,-,-,,
AGB Oct14,GSBS14,102.911,-,-,,
Aust Vintage,AVG,.315,.325,.345,,
Castillo Copper,CCZ,.003,.006,.006,,
CO2 Grp,COZ,.041,.046,.045,,
Corum Grp,COO,.12,.125,.125,,
Data#3,DTL,.715,.735,.76,,
FlexiGroup,FXL,3.57,3.82,3.87,,
Golden Rim Res,GMR,.009,.01,.01,,
Ikwezi Mining,IKW,.016,.017,.017,,
Lynas Corp,LYC,.23,.285,.26,,
Mantle Min Corp opt jun15,MNMO,.004,.01,.01,,
Mermaid Marine,MRM,2.16,2.26,2.33,,
Metals Of Africa,MTA,.065,.08,.071,,
Petratherm,PTR,.008,.01,.01,,
Potash Min,POK,.044,.048,.048,,
Savcor Grp,SAV,.007,.014,.011,,
Stanfield Funds,SFN,.39,.40,.40,,
UXC,UXC,.855,.89,.92,,
Ventnor Res rts 19mar,VRXR,.001,-,-,,
Western Desert Res,WDR,.465,.59,.605,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
