Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4615.6 at 16:40 9/8/2010  Report at 19:05 Monday 9/8/2010. Processed 19:23 Monday 9/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Advanced Share,ASW,0.7,0.68,0.695,,,,,,,,
Aevum Ltd,AVE,1.7,1.69,1.115,,,,,,,,
Ammtec Ltd,AEC,3.8,3.72,3.61,,,,,,,,
Andean Res Ltd,AND,4.04,3.98,3.88,,,,,,,,
Aurora Oil & Gas,AUT,1,0.92,0.87,,,,,,,,
Ausgold Ltd,AUC,0.36,0.32,0.235,,,,,,,,
  opt mar13,AUCO,0.175,0.145,0.09,,,,,,,,
Aust Bauxite Ltd,ABZ,0.56,0.54,0.43,,,,,,,,
Austin Engineer,ANG,3.65,3.55,3.6,,,,,,,,
Austral Gold,AGD,0.3,0.28,0.19,,,,,,,,
Bendigo & Adelaide pref,BENPA,103,102.5,100.75,,,,,,,,
Brumby Res opt sep11,BMYOA,0.16,0.11,0.08,,,,,,,,
Eureka Energy Ltd,EKA,0.28,0.24,0.22,,,,,,,,
Globe Intl,GLB,0.68,0.66,0.62,,,,,,,,
Great Western Exp,GTE,0.35,0.32,0.2,,,,,,,,
  opt jun12,GTEO,0.09,0.07,0.05,,,,,,,,
Ideas Intl,IDE,0.53,0.5,0.47,,,,,,,,
iiNet Ltd,IIN,3.07,2.97,2.92,,,,,,,,
Intrepid Mines,IAU,0.72,0.695,0.64,,,,,,,,
Lynas Corp,LYC,0.95,0.875,0.82,,,,,,,,
Macq Telecom Gp,MAQ,5.75,5.65,5.35,,,,,,,,
Magellan Fin Grp,MFG,1.26,1.24,1.19,,,,,,,,
Mastermyne Grp,MYE,1.15,1.11,1.1,,,,,,,,
Matrix C & E Ltd,MCE,3.2,2.93,2.85,,,,,,,,
McMillan Shakespeare,MMS,5.94,5.63,5.48,,,,,,,,
Metminco Ltd opt dec12,MNCO,0.085,0.084,0.08,,,,,,,,
Overseas & Gen cdi,OGL,0.24,0.19,0.185,,,,,,,,
Papillon Res Ltd,PIR,0.18,0.145,0.15,,,,,,,,
Pelican Res,PEL,0.145,0.14,0.135,,,,,,,,
Primeag Aust,PAG,1.28,1.24,1.14,,,,,,,,
Resource Star Ltd opt sep12,RSLO,0.02,0.013,-,,,,,,,,
Ross Human Direction,RHD,0.615,0.605,0.605,,,,,,,,
Royal Res opt oct13,ROYOA,0.17,0.16,0.12,,,,,,,,
Sandfire Res,SFR,5.94,5.69,5.26,,,,,,,,
Seymour Whyte Ltd,SWL,1.185,1.18,1.165,,,,,,,,
Shield Min,SHX,0.28,0.27,0.255,,,,,,,,
Silver Lake Resource,SLR,2.23,2.18,1.98,,,,,,,,
Sundance Energy,SEA,0.32,0.315,0.3,,,,,,,,
Territory Res,TTY,0.365,0.33,0.285,,,,,,,,
Tiaro Coal Ltd,TCM,0.52,0.455,0.4,,,,,,,,
Tutt Bryant Grp,TBG,0.92,0.915,0.91,,,,,,,,
WAM Capital Ltd,WAM,1.37,1.34,1.315,,,,,,,,
Whitehaven Coal,WHC,6.47,6.28,5.68,,,,,,,,
Woolworths Ltd perp.frn,WOWHB,99,98.9,98.5,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Enerji Ltd,ERJ,0.024,0.026,0.025,,,,,,,,
Fisher & Paykel App,FPA,0.405,0.42,0.425,,,,,,,,
Golden State Res,GDN,0.027,0.028,0.028,,,,,,,,
Greater Bendigo Gold opt mar12,GBMOA,0.007,0.009,0.009,,,,,,,,
Interstaff Int,ITS,0.2,0.25,0.25,,,,,,,,
Joyce Corp,JYC,0.35,0.4,0.4,,,,,,,,
Kairiki Energy,KIK,0.092,0.099,0.095,,,,,,,,
Lawson Gold Ltd,LSN,0.19,0.2,-,,,,,,,,
NZ Oil & Gas ,NZO,0.95,0.96,0.96,,,,,,,,
Panax Geothermal,PAX,0.034,0.035,0.045,,,,,,,,
Primary Health Care,PRY,3.43,3.47,3.46,,,,,,,,
Prophecy Intl ,PRO,0.3,0.39,0.37,,,,,,,,
Shree Min Ltd,SHH,0.085,0.088,0.095,,,,,,,,
Sunset Energy Ltd,SEY,0.072,0.08,0.076,,,,,,,,
Tanami Gold NL,TAM,0.017,0.018,0.018,,,,,,,,
WHL Energy Ltd,WHN,0.016,0.017,0.017,,,,,,,,
