Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4438.8 at 16:38 31/8/2010  Report at 19:05 Tuesday 31/8/2010. Processed 19:10 Tuesday 31/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Ammtec Ltd,AEC,3.82,3.61,3.61,,,,,,,,
Andean Res Ltd,AND,4.97,4.53,3.88,,,,,,,,
ARB Corp,ARP,6.85,6.55,5.98,,,,,,,,
Azumah Res,AZM,0.61,0.525,0.42,,,,,,,,
Bathurst Res,BTU,0.27,0.26,0.255,,,,,,,,
C @ Ltd rts 31aug,CEOR,0.002,0.001,-,,,,,,,,
Fairfax Media Ltd pref,FXJPB,96.5,95.5,89.85,,,,,,,,
Gazal Corp,GZL,1.72,1.64,1.6,,,,,,,,
Gryphon Min Ltd,GRY,0.97,0.845,0.815,,,,,,,,
Iluka Res,ILU,5.66,5.44,5.59,,,,,,,,
MAC Services (The),MSL,2.92,2.81,2.75,,,,,,,,
Macq Telecom Gp,MAQ,6.32,5.98,5.35,,,,,,,,
Matrix C & E Ltd,MCE,4.6,4.41,2.85,,,,,,,,
Medic Vision Ltd,MVH,0.064,0.046,0.02,,,,,,,,
Minotaur Explore,MEP,0.33,0.31,0.24,,,,,,,,
Northern Uranium opt sep12,NTUOA,0.12,0.074,0.025,,,,,,,,
  opt mar12,NTUOB,0.135,0.085,0.035,,,,,,,,
Peak Res opt dec10,PEKOA,0.165,0.125,0.061,,,,,,,,
Regis Res,RRL,1.25,1.2,1.025,,,,,,,,
  opt oct12,RRLOB,0.48,0.4,0.2,,,,,,,,
Tanami Gold NL def,TAMDA,0.675,0.59,-,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Altium Ltd,ALU,0.15,0.215,0.215,,,,,,,,
Biotron Ltd opt dec11,BITO,0.008,0.01,0.01,,,,,,,,
Cardia Bioplastics,CNN,0.012,0.013,0.015,,,,,,,,
Cbio Ltd,CBZ,0.195,0.21,0.25,,,,,,,,
Central West Gold,CWG,0.021,0.037,0.035,,,,,,,,
Dromana Estate,DMY,0.014,0.016,0.021,,,,,,,,
Eden Energy Ltd,EDE,0.05,0.051,0.057,,,,,,,,
Enerji Ltd,ERJ,0.017,0.018,0.025,,,,,,,,
FYI Res Ltd opt jun12,FYIO,0.03,0.035,-,,,,,,,,
Gateway Min,GML,0.035,0.037,0.04,,,,,,,,
Gold One Int Ltd,GDO,0.205,0.275,0.25,,,,,,,,
Golden State Res,GDN,0.022,0.024,0.028,,,,,,,,
Guinness Peat cdi,GPG,0.49,0.5,0.52,,,,,,,,
Horseshoe Metals,HOR,0.18,0.2,0.2,,,,,,,,
Infomedia Ltd,IFM,0.225,0.23,0.245,,,,,,,,
Iron Road Ltd,IRD,0.44,0.45,0.48,,,,,,,,
  opt sep10,IRDO,0.195,0.21,0.23,,,,,,,,
iShares Global 100,IOO,59.71,60.26,59.89,,,,,,,,
iSOFT Group Ltd,ISF,0.125,0.145,0.145,,,,,,,,
NZ Oil & Gas ,NZO,0.9,0.92,0.96,,,,,,,,
Nexbis Ltd,NBS,0.055,0.066,0.077,,,,,,,,
Objective Corp,OCL,0.25,0.275,0.275,,,,,,,,
Padbury Min Ltd opt may11,PDYOB,0.002,0.003,0.003,,,,,,,,
Phylogica Ltd,PYC,0.057,0.058,0.07,,,,,,,,
Quickflix Ltd,QFX,0.043,0.045,0.046,,,,,,,,
Realm Res Ltd,RRP,0.07,0.075,0.085,,,,,,,,
Shearer (John),SHR,2.65,2.7,2.7,,,,,,,,
"""Sunshine Heart, cdi",SHC,0.023,0.024,0.028,"""",,,,,,,
Telezon Ltd,TLZ,0.055,0.08,0.11,,,,,,,,
Undercoverwear,UCW,0.15,0.19,0.185,,,,,,,,
Valad Prop forus,VPG,0.08,0.082,0.083,,,,,,,,
Virax Hldgs,VHL,0.027,0.029,0.066,,,,,,,,
Westralian Gas & Pwr,WGP,0.012,0.014,0.013,,,,,,,,
WHL Energy Ltd,WHN,0.014,0.015,0.017,,,,,,,,
