Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4436.7 at 16:35 1/6/2010  Report at 19:05 Tuesday 1/6/2010. Processed 19:16 Tuesday 1/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Ammtec Ltd,AEC,3.38,3.36,3.36,,,,,,,,
Dexion Ltd,DEX,0.705,0.7,0.7,,,,,,,,
Eagle Eye Metals,EYE,0.105,0.06,0.069,,,,,,,,
Eagle Nickel Ltd,ENL,0.06,0.04,0.04,,,,,,,,
Eldorado Gold cdi,EAU,20.5,20.4,20.4,,,,,,,,
Eureka Energy Ltd,EKA,0.23,0.2,0.21,,,,,,,,
Genesis Res,GES,0.27,0.2,0.2,,,,,,,,
Healthscope Ltd,HSP,5.6,5.3,5.56,,,,,,,,
HGL Ltd,HNG,1.34,1.19,1.28,,,,,,,,
India Equities Fund opt aug10,INEO,0.2,0.16,0.16,,,,,,,,
iShares S&P Asia 50,IAA,46.71,46.22,46.22,,,,,,,,
Nusep Ltd opt sep12,NSPO,0.049,-,-,,,,,,,,
Orchid Capital opt feb12,ORCOA,0.015,0.012,0.012,,,,,,,,
Siburan Res Ltd,SBU,0.26,0.255,0.255,,,,,,,,
Silver Lake Resource,SLR,1.61,1.425,1.44,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Astra Capital Ltd,AKR,0.51,0.55,0.55,,,,,,,,
ASX Ltd,ASX,30,30.72,30.7,,,,,,,,
Aurium Res opt sep12,AGUOA,0.007,0.01,0.009,,,,,,,,
Ausamerican Min,AIW,0.042,0.049,0.045,,,,,,,,
Ausgold Ltd,AUC,0.12,0.125,0.125,,,,,,,,
Bauxite Resource,BAU,0.255,0.3,0.265,,,,,,,,
Central Pet opt jun10,CTPOA,0.001,0.002,0.002,,,,,,,,
Challenger Infra stp,CIF,1.285,1.3,1.3,,,,,,,,
CI Res Ltd,CII,0.77,0.78,0.78,,,,,,,,
CO2 Grp Ltd opt nov11,COZO,0.015,0.02,0.02,,,,,,,,
Comet Ridge Ltd,COI,0.185,0.19,0.19,,,,,,,,
Coonawarra Aust unt,CNR,0.079,0.12,0.12,,,,,,,,
Downer EDI Ltd,DOW,4.56,5.98,5.98,,,,,,,,
Geodynamics Ltd,GDY,0.405,0.43,0.43,,,,,,,,
Hill End Gold,HEG,0.11,0.115,0.115,,,,,,,,
Lion Energy Ltd,LIO,0.037,0.04,0.04,,,,,,,,
Marion Energy,MAE,0.022,0.026,0.023,,,,,,,,
Metals Finance,MFC,0.07,0.071,0.071,,,,,,,,
Millepede Intl,MPD,0.004,0.005,0.005,,,,,,,,
Mithril Res opt sep11,MTHO,0.048,0.05,0.05,,,,,,,,
Modena Res Ltd opt dec13,MDAOA,0.009,0.01,0.01,,,,,,,,
Nomad Bld,NOD,0.14,0.15,0.15,,,,,,,,
Poseidon Nick Ltd opt dec11,POSOA,0.031,0.09,0.08,,,,,,,,
Rubik Financial,RFL,0.055,0.06,0.06,,,,,,,,
Stirling Min opt jun10,SMZO,0.001,0.002,0.002,,,,,,,,
Tawana Res NL opt apr11,TAWOA,0.001,0.01,0.01,,,,,,,,
Tower Aust rts17jund,TALR,0.32,-,0.55,,,,,,,,
TZ Ltd,TZL,0.465,0.51,0.5,,,,,,,,
Westoz Inv Ltd,WIC,0.98,1,0.985,,,,,,,,
Yellow Rock,YRR,0.02,0.021,0.021,,,,,,,,
Zambezi Res cdi,ZRL,0.016,0.018,0.018,,,,,,,,
