Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4659.5 at 17:37 21/12/2009  Report at 19:05 Monday 21/12/2009. Processed 19:14 Monday 21/12/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
3D Oil Ltd,TDO,0.375,0.36,0.285,,,,,,,,
ALE Prop Grp stpld,LEP,2.43,2.42,2.25,,,,,,,,
Altera Res Ltd,AEA,0.135,0.125,0.12,,,,,,,,
APA Grp stpld,APA,3.45,3.41,3.29,,,,,,,,
Astivita Renewables,AIR,0.9,0.87,-,,,,,,,,
Aurora Prop unt,AUP,5.4,5.25,5.37,,,,,,,,
Ausmelt Ltd,AET,1.3,0.98,0.77,,,,,,,,
Austin Engineer,ANG,3,2.99,2.99,,,,,,,,
Austofix Grp Ltd,AYX,1.25,1.2,1,,,,,,,,
AXA Asia Pacific,AXA,6.56,6.55,6,,,,,,,,
Brockman Res,BRM,2.3,2.09,2.15,,,,,,,,
Carsales Com Ltd,CRZ,5.2,5.1,4.65,,,,,,,,
CGA Min Ltd,CGX,2.42,2.41,2.23,,,,,,,,
Colonial Res opt dec10,CLNO,0.02,0.001,0.001,,,,,,,,
Colorpak Ltd,CKL,0.53,0.52,0.5,,,,,,,,
Computershare Ltd,CPU,11.45,11.31,11.14,,,,,,,,
Computronics,CPS,0.035,0.031,0.025,,,,,,,,
CVC Ltd,CVC,0.82,0.81,0.8,,,,,,,,
Dioro Explore NL,DIO,1.25,1.15,1.05,,,,,,,,
Discovery Metals,DML,0.585,0.56,0.515,,,,,,,,
Early Learning Serv,ELY,0.185,0.145,0.135,,,,,,,,
iShares S&P Mcap 400 cdi 1:1,IJH,81.08,79.83,76.28,,,,,,,,
Legend Corp,LGD,0.18,0.17,0.135,,,,,,,,
Multiplex Sites sites,MXUPA,80,77.49,76.5,,,,,,,,
Murchison Metals,MMX,2.21,2.12,1.83,,,,,,,,
News Corp b voting,NWS,17.83,17.49,16.16,,,,,,,,
  a nonvote,NWSLV,15.05,14.92,13.79,,,,,,,,
NKWE Platinum com,NKP,0.565,0.545,0.46,,,,,,,,
  opt aug11,NKPO,0.29,0.275,0.24,,,,,,,,
Norfolk Grp,NFK,0.96,0.91,0.9,,,,,,,,
PaperlinX Sps Tr pref,PXUPA,54,52.5,48,,,,,,,,
Range Res Ltd,RRS,0.084,0.071,0.043,,,,,,,,
REA Grp,REA,9.35,9.25,8.73,,,,,,,,
Robust Res,ROL,1.92,1.885,0.695,,,,,,,,
Sonic Healthcare,SHL,15.12,14.76,14.44,,,,,,,,
Sth Boulder Mines,STB,0.305,0.26,0.283,,,,,,,,
Trafford Res,TRF,0.72,0.7,0.285,,,,,,,,
United Overseas Aust,UOS,0.28,0.25,0.24,,,,,,,,
Vngd US Total Market cdi 1:1,VTS,63.39,63.37,60.72,,,,,,,,
Whitehaven Coal,WHC,4.78,4.7,4.55,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Apex Min NL,AXM,0.031,0.032,0.039,,,,,,,,
Arafura Pearls,APB,0.035,0.05,0.047,,,,,,,,
Greencap Ltd,GCG,0.1,0.145,0.12,,,,,,,,
Innamincka Pet,INP,0.15,0.16,0.155,,,,,,,,
Marion Energy opt dec11,MAEO,0.013,0.015,-,,,,,,,,
Robe Aust Ltd,ROB,0.011,0.014,0.015,,,,,,,,
Webster Ltd,WBA,0.46,0.465,0.5,,,,,,,,
