ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4685.3 at 2012-12-28T16:55:05. Report at Friday, December 28, 2012. Processed Saturday at 2012-12-29T01:00:10+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Aberdeen Leaders,ALR,1.16,1.125,1.10,,
All 200 Fin-x-A-REIT etf unt,FIX,5.99,5.97,5.79,,
Amcom Telco,AMM,1.495,1.415,1.45,,
AMP,AMP,4.89,4.87,4.645,,
Aust Foundation,AFI,5.10,5.09,4.88,,
BC Iron,BCI,3.65,3.43,3.05,,
Bega Cheese,BGA,2.05,1.98,1.99,,
BetaShares Aust Top 20 tmf unt,YMAX,10.61,10.58,10.34,,
Blackmores,BKL,34.01,33.00,31.32,,
Breville Grp,BRG,7.00,6.57,6.05,,
Caltex Aust notesep37,CTXHA,106.10,105.979,105.70,,
Carlton Invest,CIN,19.70,19.65,19.25,,
Clime Capital 7.5% pref,CAMPA,1.995,1.97,1.98,,
Clime Invest,CIW,.59,.53,.485,,
Cochlear,COH,79.99,79.10,76.12,,
C'wlth Bank  of Aust,CBA,62.58,62.28,59.97,,
Countplus,CUP,1.60,1.59,1.54,,
Crown,CWN,10.75,10.67,10.34,,
Diversified United Inv,DUI,2.90,2.87,2.73,,
DuluxGroup,DLX,3.89,3.88,3.55,,
eBet,EBT,1.31,1.30,1.11,,
Elk Petroleum opt nov13,ELKO,.05,.015,-,,
ETFS Physical Palladium,ETPMPD,67.03,61.31,61.31,,
Fonterra S/H Fund ord unt,FSF,5.74,5.72,5.50,,
GBST Hldgs,GBT,1.05,1.045,1.00,,
Heritage Bank 10%3mth19,HBSHA,112.00,110.659,109.00,,
Hot Chili opt nov14,HCHO,.18,.16,-,,
iShares MSCI Aus 200,IOZ,20.50,20.23,19.78,,
iShares MSCI EAFE cdi,IVE,54.75,54.35,52.97,,
iShares MSCI Hong Kong cdi,IHK,18.50,18.44,18.43,,
iShares S&P/ASX 20,ILC,20.89,20.83,20.35,,
Lend Lease Grp stp,LLC,9.37,9.24,8.65,,
McMillan Shakespeare,MMS,14.34,13.99,13.46,,
Monadelphous Grp,MND,24.60,24.13,22.09,,
Nearmap,NEA,.062,.054,.045,,
PTB Grp,PTB,.335,.32,.30,,
Ramsay Health Care,RHC,27.66,27.20,26.72,,
RBS Bank of America,RBSBAC,11.01,10.72,9.48,,
Red Metal,RDM,.475,.36,.28,,
Russell  Aust Value etf unt,RVL,28.52,28.08,27.24,,
Russell High Div etf unt,RDV,25.34,25.10,24.43,,
Sirtex Medical,SRX,13.30,13.10,11.95,,
Slater & Gordon,SGH,2.13,2.10,2.01,,
STW Comms,SGN,1.14,1.135,1.125,,
Suncorp Grp,SUN,10.37,10.34,9.73,,
Tatts Grp,TTS,3.04,2.99,2.995,,
Telstra Corp,TLS,4.42,4.38,4.35,,
TPG Telecom,TPM,2.64,2.58,2.40,,
Vngd Aust High Yield etf unt,VHY,55.38,55.03,53.15,,
Vngd Aust Shares etf unt,VAS,60.45,60.15,58.18,,
Wesfarmers,WES,37.19,36.95,35.77,,
  part prot,WESN,38.30,38.15,36.99,,
Wotif.com Hldgs,WTF,5.38,5.25,4.94,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Advance Energy,AVD,.001,.002,.002,,
APN News & Media,APN,.245,.26,.275,,
BetaShares AEBH Fd etf unt,BEAR,21.23,21.36,22.00,,
Boulder Steel,BGD,.016,.018,.018,,
Elemental Min,ELM,.37,.39,.38,,
Enterprise Uranium,ENU,.12,.14,-,,
Flinders Mines,FMS,.062,.068,.07,,
Golden Gate Pet,GGP,.004,.005,.006,,
Golden Rim Res,GMR,.072,.075,.086,,
ImpediMed,IPD,.083,.089,.091,,
Iron Mountain,IRM,.025,.028,.033,,
Mantle Min Corp opt dec13,MNMOA,.024,.027,.025,,
Molopo Energy,MPO,.28,.30,.385,,
MYOB Finance sub.nte17,MYBG,100.00,100.001,-,,
New Standard Energy,NSE,.27,.285,.285,,
Port Bouvard,PBD,.009,.009,.01,,
Raisama Energy,RAI,.013,.015,.018,,
Sth American Ferro,SFZ,.094,.10,.12,,
Tiaro Coal,TCM,.19,.20,.22,,
Troy Resources,TRY,3.55,3.70,3.90,,
UnderCoverWear,UCW,.016,.018,.022,,
Vector Res,VEC,.045,.047,.047,,
Water Res Grp,WRG,.016,.019,.02,,
Zylotech,ZYL,.032,.037,.04,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
