ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4680.0 at 2010-09-23T16:37:48. Report at Thursday, September 23, 2010. Processed Thursday at 2010-09-23T23:00:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Alpha Financial Prod ser1frn12,AFPHA,40.00,38.00,38.00,,
Altera Res,AEA,.39,.34,.32,,
AMMTEC,AEC,4.01,4.000,3.727,,
Astra Capital,AKR,.95,.86,.80,,
Aurora Oil & Gas,AUT,1.385,1.295,1.17,,
Bathurst Res,BTU,.455,.425,.27,,
  opt dec10,BTUO,.18,.135,.05,,
Catalpa Res,CAH,2.27,2.08,1.635,,
  opt oct11,CAHOB,1.13,1.00,.63,,
Chesser Res,CHZ,.68,.51,.44,,
Coal FE Resources,CES,.09,.07,.076,,
Continental Coal opt feb13,CCCO,.044,.038,.04,,
Crusader Res,CAS,.68,.50,.53,,
Discovery Metals,DML,1.25,1.05,.98,,
Domino's Pizza,DMP,5.84,5.50,5.565,,
Elixir Pet,EXR,.085,.065,.072,,
Energy Ventures,EVE,.092,.066,.043,,
Generator Income gennote2,GINHA,83.06,83.00,81.00,,
Legend Corp,LGD,.265,.25,.23,,
Liontown Res,LTR,.10,.083,.07,,
Lycopodium,LYL,4.72,4.24,3.80,,
Macq Harbour opt aug12,MHMO,.29,.18,.12,,
Matrix C & E,MCE,4.90,4.70,4.60,,
Noble Min Res opt jul13,NMGOA,.165,.13,.08,,
Oil Basins opt jun14,OBLOB,.028,-,-,,
Palace Resources opt jun12,PXROA,.005,.003,.003,,
Pegasus Metals,PUN,.16,.11,.13,,
Pelican Resources,PEL,.16,.15,.145,,
PrimeAg Aust,PAG,1.40,1.315,1.30,,
Regis Res opt oct12,RRLOB,.57,.54,.48,,
Saracen Min,SAR,.605,.58,.485,,
Seymour Whyte Ltd,SWL,1.45,1.41,1.25,,
Silver Lake Res,SLR,2.55,2.42,2.23,,
Sirius Res,SIR,.012,.009,.008,,
Sth American Iron,SAY,.084,.061,.04,,
Straits Res,SRL,1.90,1.82,1.545,,
Super Cheap Auto,SUL,6.37,6.29,5.88,,
Tasman Goldfields,TGX,.13,.087,.098,,
Western Areas,WSA,6.20,6.02,5.28,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Adamus Res rts07octd,ADURA,.08,-,-,,
Ambertech,AMO,.33,.35,.38,,
Aurora Funds Ltd,AFV,1.40,1.60,1.56,,
Challenger Infra stp,CIF,1.205,1.215,1.225,,
Connxion Ventures,CXN,.029,.03,.03,,
Emergent Res opt sep10,EMGO,.025,.03,.09,,
Fluorotechnics,FLS,.037,.085,.125,,
Mayan Iron Corp,MYN,.15,.16,.175,,
North Aust Diamonds,NAD,.024,.026,.025,,
Northern Uranium rts 27sep,NTURB,.066,.07,-,,
Proto Res & Invest opt aug11,PRWO,.001,.002,.002,,
Quickflix,QFX,.03,.04,.043,,
Telstra Corp,TLS,2.65,2.75,2.74,,
Viridis Clean unt,VIR,.014,.025,.052,,
WAG,WAG,.004,.006,.005,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
