ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5158.0 at 2015-12-08T16:39:05. Report at Tuesday, December 8, 2015. Processed Wednesday at 2015-12-09T01:00:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Aphrodite Gold,AQQ,.016,.014,.013,,
APN Outdoor Grp,APO,6.00,5.60,5.68,,
Appen,APX,1.865,1.77,1.795,,
Arafura Resources,ARU,.075,.067,.061,,
Barrack St Invest,BST,.965,.92,.955,,
Costa Hldgs,CGC,2.80,2.74,2.73,,
Dynasty Resources,DMA,.028,.026,.023,,
Endeavour Mining def,EVRDA,6.70,6.02,-,,
Energy Tech,EGY,.014,.012,.011,,
Farm Pride Foods,FRM,.97,.95,.84,,
Firestrike Res,FIE,.095,.09,.083,,
Gazal Corp,GZL,3.10,3.00,2.75,,
Graphiteco,GRA,.325,.30,-,,
HUB24,HUB,3.68,3.585,3.65,,
Isentia Grp,ISD,4.82,4.815,4.59,,
Melbourne IT,MLB,2.17,1.93,1.935,,
Meteoric Res,MEI,.028,.026,.025,,
Parmelia Res,PML,.07,.04,.04,,
  opt may17,PMLOB,.03,.018,.018,,
RMA Energy,RMT,.009,.002,.002,,
Structural Monitor cdi,SMN,.83,.76,.79,,
Technology One,TNE,4.64,4.52,4.60,,
Viagold Capital,VIA,1.25,.95,.65,,
Vocus Comms,VOC,7.58,7.51,7.30,,
Webjet,WEB,5.80,5.63,5.59,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
3D Oil,TDO,.035,.038,.039,,
8IP Emerging,8EC,.99,1.00,-,,
Argo Global opt mar17,ALIO,.025,.03,.035,,
Arrium,ARI,.058,.07,.072,,
Atlas Iron,AGO,.017,.018,.021,,
Aurora Div Inc Tr mfunt,AOD,.74,.755,.75,,
AWE,AWE,.522,.61,.58,,
Azure Healthcare,AZV,.086,.096,.096,,
Bank of Qld lpyr6qut,BOQPD,100.88,101.15,101.80,,
Bannerman Res,BMN,.025,.03,.032,,
BC Iron,BCI,.19,.22,.23,,
Beach Energy,BPT,.43,.50,.515,,
Bendigo&Adelaide Bk hyr3qu,BENHB,68.00,68.26,68.26,,
BetaShares Resources etf unt,QRE,3.17,3.38,3.43,,
BetaShares Crude Oil etf unt,OOO,16.28,17.35,17.75,,
BHP Billiton,BHP,17.00,17.81,18.09,,
Blue Sky Access Fd opt dec15,BAFO,.01,.013,.015,,
Cooper Energy,COE,.155,.175,.18,,
Decmil Grp,DCG,.80,.845,.93,,
Entek Energy,ETE,.009,.01,.01,,
ETFS Natural Gas,ETPGAS,.064,.075,.075,,
Godfreys Grp,GFY,1.58,1.70,1.88,,
Greencross,GXL,4.74,5.09,5.72,,
IAG Finance (NZ) coyr3qu,IANG,97.50,97.61,99.50,,
ICollege opt jul17,ICTO,.012,.015,.035,,
Iluka Res,ILU,5.06,5.26,5.69,,
Independence Grp,IGO,2.16,2.30,2.37,,
Invigor Grp,IVO,.048,.051,.05,,
K & S Corp,KSC,.99,1.07,1.15,,
Karoon Gas Aust,KAR,1.565,1.68,1.68,,
Kingsgate Cons,KCN,.45,.50,.61,,
Liquefied Natural,LNG,.935,1.135,1.12,,
Maverick Drilling,MAD,.064,.075,.076,,
McAleese,MCS,.049,.05,.072,,
Mcgrath def,MEA,1.705,-,-,,
Merlin Diamonds,MED,.038,.04,.04,,
Mincor Res,MCR,.205,.225,.245,,
Market Vectors Aust Res etf unt,MVR,14.34,14.98,15.15,,
Money3 Corp,MNY,.86,.922,.95,,
National Aust Bank fym3qut,NABHB,101.10,102.30,102.05,,
Northern Minerals,NTU,.088,.10,.135,,
Orocobre,ORE,1.375,1.41,1.46,,
Over The Wire,OTW,1.14,1.20,-,,
Primary Health Care,PRY,2.98,3.07,3.06,,
Real Energy Corp,RLE,.09,.092,.092,,
Rex Minerals,RXM,.064,.07,.075,,
Rio Tinto,RIO,42.25,44.10,44.92,,
RTG Mining opt jun17,RTGO,.025,.035,.035,,
Ruralco Hldgs,RHL,3.23,3.39,3.40,,
Santos,STO,3.24,3.90,3.80,,
  def,STON,3.19,4.00,4.00,,
Sheffield Res,SFX,.40,.435,.45,,
Sims Metal Mgt,SGM,6.35,6.54,6.71,,
South32,S32,1.02,1.15,1.165,,
SPDR 200 Resources etf unt,OZR,5.73,6.10,6.17,,
Spitfire Res,SPI,.006,.008,.007,,
Story-I,SRY,.051,.057,.057,,
Strandline Res,STA,.004,.005,.005,,
Sundance Energy,SEA,.22,.255,.275,,
Tower,TWR,1.69,1.72,1.72,,
Triton Minerals,TON,.097,.13,.135,,
TZ,TZL,.065,.068,.066,,
Whitehaven Coal,WHC,.825,.887,.905,,
Wolf Minerals,WLF,.19,.20,.21,,
Woodside Petroleum,WPL,26.75,28.63,27.99,,
WorleyParsons,WOR,4.63,5.18,5.525,,
Yellow Brick Road,YBR,.27,.305,.33,,
Zeta Res,ZER,.23,.25,.25,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
