Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4422.4 at 16:37 12/8/2010  Report at 19:05 Thursday 12/8/2010. Processed 19:19 Thursday 12/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Dexion Ltd,DEX,0.795,0.79,0.79,,,,,,,,
Exco Res Ltd,EXS,0.405,0.355,0.295,,,,,,,,
Matrix C & E Ltd,MCE,3.39,2.93,2.85,,,,,,,,
Medic Vision Ltd,MVH,0.05,0.016,0.02,,,,,,,,
SCV Grp Ltd,SCV,0.021,0.02,0.017,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
A1 Min Ltd,AAM,0.115,0.15,0.15,,,,,,,,
Acuvax Ltd,ACU,0.002,0.003,0.003,,,,,,,,
Amcbf One,AKS,100,101.95,102,,,,,,,,
Beacon Min,BCN,0.014,0.015,0.015,,,,,,,,
  opt aug10,BCNOA,0.003,0.004,0.004,,,,,,,,
Brambles Ltd,BXB,5.11,5.4,5.22,,,,,,,,
Cabcharge Aust,CAB,4.3,4.43,4.35,,,,,,,,
Callabonna Uranium,CUU,0.007,0.008,0.009,,,,,,,,
Coal of Africa,CZA,1.285,1.65,1.65,,,,,,,,
Corvette Res Ltd,CVX,0.062,0.068,0.068,,,,,,,,
Dominion Min,DOM,1.86,2.07,2.15,,,,,,,,
Fisher & Paykel App,FPA,0.395,0.42,0.425,,,,,,,,
Goodman Fielder,GFF,1.235,1.275,1.3,,,,,,,,
Island Sky Aust,ISK,0.022,0.023,0.025,,,,,,,,
James Hardie Ind cdi,JHX,5.5,6.2,5.99,,,,,,,,
Kairiki Energy,KIK,0.087,0.099,0.095,,,,,,,,
Kathmandu Hldgs,KMD,1.25,1.305,1.55,,,,,,,,
Meridian Min,MII,0.053,0.072,0.07,,,,,,,,
MIL Res,MGK,0.022,0.026,0.026,,,,,,,,
Mirabela Nickel,MBN,1.85,2.1,1.955,,,,,,,,
Mungana Gold Ltd,MUX,0.8,0.825,0.805,,,,,,,,
Nagambie Min Ltd,NAG,0.022,0.025,0.025,,,,,,,,
Neuren Pharmaceut,NEU,0.018,0.022,0.02,,,,,,,,
NZ Oil & Gas ,NZO,0.94,0.96,0.96,,,,,,,,
Oceania Capital,OCP,1.445,1.49,1.5,,,,,,,,
Port Bouvard Ltd,PBD,0.105,0.11,0.115,,,,,,,,
Poseidon Nick Ltd,POS,0.16,0.175,0.18,,,,,,,,
Primary Health Care,PRY,3.41,3.47,3.46,,,,,,,,
ResMed Inc cdi,RMD,3.17,7.11,7.03,,,,,,,,
Scotgold Res,SGZ,0.056,0.081,0.079,,,,,,,,
Slater & Gordon,SGH,1.38,1.395,1.385,,,,,,,,
Tabcorp Hldgs Ltd,TAH,6.24,6.62,6.29,,,,,,,,
Tag Pacific Ltd,TAG,0.11,0.12,0.13,,,,,,,,
Trafford Res opt jul12,TRFO,0.11,0.12,-,,,,,,,,
Treasury Grp,TRG,4.55,4.74,4.8,,,,,,,,
WAM Active Ltd opt apr11,WAAO,0.01,0.016,0.015,,,,,,,,
Westoz Inv Ltd,WIC,0.97,0.985,0.985,,,,,,,,
